Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
48.0,New Orleans,Antoine Carbonel,"New Orleans, LA",LA,2/24/1857,0.00602698,F,Eliza,1,0,1,Cash,0.07477,350.0,1,New Orleans,Maria Wilson,"New Orleans, LA",LA,Negro
19.0,New Orleans,Francis Alexander Kelman,"New Orleans, LA",LA,2/27/1857,0.00602698,M,Frank,1,0,1,Cash,0.07477,1325.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
18.0,Terrebonne,William Lafayette Schaffer,"Terrebonne, LA",LA,3/3/1857,0.00602698,F,Caroline,1,0,1,Exchange,0.07477,1300.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
19.0,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,3/3/1857,0.00602698,F,Lydia Ann,1,0,1,Exchange,0.07477,1300.0,1,Terrebonne,William Lafayette Schaffer,"Terrebonne, LA",LA,Negro
29.0,New Orleans,James Peter Freret,"New Orleans, LA",LA,2/28/1857,0.00602698,M,Harnstead,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Edward Farrelly,"New Orleans, LA",LA,Griff
19.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,3/4/1857,0.00602698,F,Jane,1,0,1,Cash,0.07477,1200.0,1,Mobile,Edward Begouen,"Mobile, AL",AL,Griff
27.0,St. Landry,Theophilus C. Littell,"St. Landry, LA",LA,3/4/1857,0.00602698,M,John,1,0,1,Cash,0.07477,1656.0,1,New Orleans,Nathan R. Stratton,"New Orleans, LA",LA,Negro
32.0,New Orleans,Adele Gajean Berniard,"New Orleans, LA",LA,3/5/1857,0.00587886,F,Rebecky,1,1,2,Cash and Credit,0.07287264,1200.0,1,Iberville,Celeste Trahan Mailles,"Iberville, LA",LA,Black
42.0,New Orleans,Leon Queyrouse,"New Orleans, LA",LA,1/16/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,400.0,1,St. Tammany,Nyma Riviere,"St. Tammany, LA",LA,Unknown
48.0,New Orleans,John B. Womack,"New Orleans, LA",LA,3/5/1857,0.00602698,F,Jane,1,0,1,Cash,0.07477,450.0,1,New Orleans,George O. Sweet,"New Orleans, LA",LA,Negro
17.0,New Orleans,John B. Womack,"New Orleans, LA",LA,3/4/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,850.0,1,New Orleans,Andrew Oliver Jackson,"New Orleans, LA",LA,Mulatto
18.0,Bossier,Abel S. Kannal,"Bossier, LA",LA,2/20/1857,0.00602698,M,Alexander/ Ellick,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Thomas E. Matthews,"New Orleans, LA",LA,Mulatto
18.0,New Orleans,Micajah Harris Jr.,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Ann,1,1,2,Cash,0.07477,925.0,1,St. Helena,Peter E. Eubank,"St. Helena, LA",LA,Negro
19.0,Avoyelles,Alenson G. Pearce,"Avoyelles, LA",LA,3/6/1857,0.00602698,F,Lavinia,1,0,1,Cash,0.07477,1110.0,1,New Orleans,Lavinia Celles Dabney,"New Orleans, LA",LA,Negro
26.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,3/6/1857,0.00602698,F,Eliza,1,1,2,Cash,0.07477,1280.0,1,New Orleans,Lavinia Celles Dabney,"New Orleans, LA",LA,Negro
31.0,Rapides,Robert S. Tanner,"Rapides, LA",LA,3/7/1857,0.006202525,M,Charles/ Charles Waters,1,0,1,Credit,0.07702264,1350.0,1,New Orleans,Alexander Gordon,"New Orleans, LA",LA,Griff
33.0,Nashville,William Nichol,"Nashville, TN",TN,3/7/1857,0.00602698,M,Patrick,1,0,1,Cash,0.07477,2100.0,1,New Orleans,Thomas C. Matthews,"New Orleans, LA",LA,Griff
20.0,Unknown,Richard Power,"Unknown, AR",AR,3/7/1857,0.00602698,F,Sally,1,0,1,Cash,0.07477,1250.0,1,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Negro
30.0,New Orleans,Adrien Cassard,"New Orleans, LA",LA,2/26/1857,0.00587886,F,Henriette,2,1,3,Cash and Credit,0.07287264,1170.0,2,New Orleans,Jeanne Felicianne Jorda Forneret,"New Orleans, LA",LA,Mulatto
16.0,St. James,William Peter Welham,"St. James, LA",LA,3/7/1857,0.00602698,F,Rachel,1,0,1,Cash,0.07477,900.0,1,New Orleans,Elvina Roussel Vienne,"New Orleans, LA",LA,Negro
33.0,New Orleans,Hickok & Peters Unknown,"New Orleans, LA",LA,3/6/1857,0.00602698,F,Nancy,1,0,1,Cash,0.07477,600.0,1,New Orleans,Miles Judson,"New Orleans, LA",LA,Negro
25.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,3/9/1857,0.00602698,F,Chancy,1,0,1,Cash,0.07477,360.0,1,Madison,George C. Waddill,"Madison, LA",LA,Negro
34.0,New Orleans,Paul E. Motiner,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Adeline,1,0,1,Cash,0.07477,850.0,1,New Orleans,Robert Spence,"New Orleans, LA",LA,Negro
12.0,Carroll,James C. Drew,"Carroll, LA",LA,1/10/1857,0.00602698,F,Margaret,1,0,1,Cash,0.07477,750.0,1,Montgomery,Horatio Gates Harbin,"Montgomery, AL",AL,Negro
19.0,East Baton Rouge,Fergus Peniston,"East Baton Rouge, LA",LA,3/7/1857,0.00602698,M,Joseph/ Tom,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Alexandrine Barbe Rousseve,"New Orleans, LA",LA,Mulatto
23.0,New Orleans,Jennie Smith Bulton,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,1250.0,1,New Orleans,John Hampden Lewis,"New Orleans, LA",LA,Negro
23.0,San Antonio,John C. French,"San Antonio, TX",TX,3/3/1857,0.00602698,F,Lena,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Hannah H. Moore,"New Orleans, LA",LA,Negro
30.0,New Orleans,Gustave Bredow,"New Orleans, LA",LA,3/5/1857,0.00602698,M,Charles,1,0,1,Cash,0.07477,875.0,1,Madison,Patrick H. Hays,"Madison, TX",TX,Negro
23.0,New Orleans,Gustave Bredow,"New Orleans, LA",LA,3/5/1857,0.00602698,M,Jackson,1,0,1,Cash,0.07477,1300.0,1,New Orleans,John Pasley,"New Orleans, LA",LA,Negro
23.0,New Orleans,Gustave Bredow,"New Orleans, LA",LA,3/10/1857,0.00602698,M,George,1,0,1,Cash,0.07477,1250.0,1,Hamden,"James, Robert E.  Vaughan, Arrington","Hamden, TX",TX,Negro
13.0,New Orleans,Gustave Fortier,"New Orleans, LA",LA,2/26/1857,0.00587886,M,Bernard,1,0,1,Cash and Credit,0.07287264,650.0,1,New Orleans,Jeanne Felicianne Jorda Forneret,"New Orleans, LA",LA,Unknown
25.0,New Orleans,Raymond Arduille,"New Orleans, LA",LA,3/3/1857,0.00602698,F,Lilia,1,1,2,Cash,0.07477,770.0,1,New Orleans,Josephine DelaRosa Trigo,"New Orleans, LA",LA,Unknown
38.0,New Orleans,Azzo Louis Plough,"New Orleans, LA",LA,3/10/1857,0.00623018,M,Charles,2,6,8,Cash and Credit,0.07737792,6100.0,1,Assumption,Andrew Jackson Johns,"Assumption, LA",LA,Unknown
10.0,New Orleans,Felide Charbonnet de Gruy,"New Orleans, LA",LA,3/9/1857,0.00602698,F,Nelly,3,0,3,Donation,0.07477,500.0,3,New Orleans,Belouise Amand Charbonnet,"New Orleans, LA",LA,Negro
14.0,New Orleans,Ernest Puech,"New Orleans, LA",LA,3/10/1857,0.00602698,F,Matilda,1,0,1,Cash,0.07477,800.0,1,New Orleans,Louis Lombard,"New Orleans, LA",LA,Negro
48.0,New Orleans,Joaquim Viosca,"New Orleans, LA",LA,3/10/1857,0.00602698,F,Rosette,1,0,1,Cash,0.07477,320.0,1,New Orleans,Jerome Merlin,"New Orleans, LA",LA,Mulatto
31.0,New Orleans,Gustave Pierre Blancand,"New Orleans, LA",LA,3/9/1857,0.00587886,F,Henriette,1,2,3,Cash and Credit,0.07287264,1625.0,1,St. Bernard,Augustine Adele Reaud Ducros,"St. Bernard, LA",LA,Negro
14.0,New Orleans,Marcelin Gillis,"New Orleans, LA",LA,2/26/1857,0.006202525,F,Cibby,1,0,1,Credit,0.07702264,1100.0,1,New Orleans,Wiley J. Martin,"New Orleans, LA",LA,Negro
30.0,New Orleans,Marcelin Gillis,"New Orleans, LA",LA,2/2/1857,0.006217138,M,Bill,7,1,8,Credit,0.07721036,1400.0,5,Unknown,John Ruckner White,"Unknown, MO",MO,Negro
28.0,New Orleans,Edward Nalle,"New Orleans, LA",LA,3/10/1857,0.00602698,M,William Holiday,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Alfred Dahlstwem,"New Orleans, LA",LA,Griff
37.0,New Orleans,Jean Jacques Montfort,"New Orleans, LA",LA,2/28/1857,0.0,F,Melie,2,2,4,Credit,0.0,0.0,1,New Orleans,Charles Emanuel Lomine,"New Orleans, LA",LA,Negro
25.0,New Orleans,Adele Arduille,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Lilia,1,1,2,Donation,0.07477,770.0,1,New Orleans,Raymond Arduille,"New Orleans, LA",LA,Negro
12.0,New Orleans,Samuel Jameson,"New Orleans, LA",LA,3/11/1857,0.00602698,M,William/ Bill,1,0,1,Cash,0.07477,900.0,1,Unknown,Samuel Redick Bridgers,"Unknown, MS",MS,Negro
33.0,New Orleans,William Mc Cracken,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Ellen,1,2,3,Cash,0.07477,1200.0,1,New Orleans,Richard D. Scofield,"New Orleans, LA",LA,Negro
15.0,New Orleans,Charles G. Hatcher,"New Orleans, LA",LA,3/4/1857,0.00602698,M,Austin,1,0,1,Cash,0.07477,1000.0,1,Green,Philip B. Minor,"Green, AL",AL,Negro
22.0,Washington,Michael C. Mixon,"Washington, LA",LA,1/14/1857,0.00602698,F,Jane,1,1,2,Cash,0.07477,1000.0,1,East Baton Rouge,George W. Dearing,"East Baton Rouge, LA",LA,Negro
25.0,New Orleans,William Glover Austin,"New Orleans, LA",LA,3/11/1857,0.006070898,F,Mary Jane,1,0,1,Credit,0.07533316,575.0,1,New Orleans,Cornelius Bicknell Payne,"New Orleans, LA",LA,Griff
32.0,New Orleans,Micajah Harris Jr.,"New Orleans, LA",LA,3/13/1857,0.00602698,F,Patsy,1,2,3,Cash,0.07477,2025.0,1,New Orleans,Solomon L. Levy,"New Orleans, LA",LA,Negro
20.0,Plaquemines,John Doleze,"Plaquemines, LA",LA,2/7/1857,0.00587886,F,Lizzy,1,1,2,Cash and Credit,0.07287264,950.0,1,New Orleans,Pierre Pinaud,"New Orleans, LA",LA,Negro
38.0,New Orleans,"Julie,  Justine Torres Torres, Deberque","New Orleans, LA",LA,3/6/1857,0.00602698,F,Marie Louise,1,2,3,Cash,0.07477,1900.0,1,New Orleans,Rosalie Torres Decoudreaux,"New Orleans, LA",LA,Negro
17.0,Franklin,John Williams,"Franklin, LA",LA,3/14/1857,0.006202525,F,Lucy Jane Underwood,1,0,1,Credit,0.07702264,1350.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
36.0,New Orleans,Lilla Benjamin,"New Orleans, LA",LA,3/14/1857,0.00602698,F,Therese,1,1,2,Donation,0.07477,1100.0,1,New Orleans,Elias Wolf,"New Orleans, LA",LA,Negro
34.0,Pointe Coupee,Ferdinand L. Claiborne,"Pointe Coupee, LA",LA,2/28/1857,0.00602698,F,Eliza,1,0,1,Cash,0.07477,900.0,1,New Orleans,Cornelius W. Ryans,"New Orleans, LA",LA,Griff
18.0,New Orleans,Dexter G. Hitchcock,"New Orleans, LA",LA,3/7/1857,0.00602698,M,Matthew,1,0,1,Cash,0.07477,325.0,1,Urbana,David Watson Sowles,"Urbana, OH",OH,Mulatto
39.0,New Orleans,Jacques Combe,"New Orleans, LA",LA,12/31/1857,0.00602698,F,Mathilda,1,0,1,Cash,0.07477,400.0,1,New Orleans,Felix Jean Forstall,"New Orleans, LA",LA,Negro
23.0,Unknown,Emma Faber Brown,"Unknown, Unknown",Unknown,3/16/1857,0.00602698,F,Minta,1,0,1,Cash,0.07477,1000.0,1,Franklin,S. W. Greenwell,"Franklin, LA",LA,Negro
27.0,New Orleans,Micajah Harris Jr.,"New Orleans, LA",LA,3/9/1857,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,790.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
40.0,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,3/12/1857,0.00602698,F,Susan,1,0,1,Cash,0.07477,400.0,1,New Orleans,Lewis Bellow,"New Orleans, LA",LA,Griff
19.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,3/6/1857,0.00602698,F,Hiacinthe,1,0,1,Cash,0.07477,800.0,1,New Orleans,Belzire Forstall Canonge,"New Orleans, LA",LA,Negro
12.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,3/10/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,700.0,1,New Orleans,Etienne Villavaso,"New Orleans, LA",LA,Negro
17.0,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,3/16/1857,0.00602698,F,Merinda,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Josephine Bundy Font,"New Orleans, LA",LA,Griff
45.0,New Orleans,Juliet Ann McCarty Palmer,"New Orleans, LA",LA,3/10/1857,0.00602698,F,Nancy,1,0,1,Cash,0.07477,350.0,1,Concordia,Allen Dunbar Ratcliff,"Concordia, LA",LA,Negro
25.0,St. Landry,Felix Guiberteau,"St. Landry, LA",LA,3/17/1857,0.00602698,M,Nelson Bealle,2,0,2,Cash,0.07477,1450.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
38.0,New Orleans,Samuel F. Hare,"New Orleans, LA",LA,2/28/1857,0.00602698,F,Mary,1,2,3,Cash,0.07477,1500.0,1,Memphis,Francis H. Williams,"Memphis, TN",TN,Negro
24.0,Carroll,Thomas Mershon,"Carroll, LA",LA,3/11/1857,0.00602698,M,George,1,0,1,Cash,0.07477,1200.0,1,New Orleans,James R. Peters,"New Orleans, LA",LA,Griff
13.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,3/17/1857,0.00602698,M,Dave,2,0,2,Cash,0.07477,1600.0,1,Americus,H. H. Brown,"Americus, GA",GA,Negro
20.0,Carroll,Thomas Mershon,"Carroll, LA",LA,2/11/1857,0.00602698,F,Hannah,1,0,1,Cash,0.07477,1200.0,1,Montgomery,Horatio Gates Harbin,"Montgomery, AL",AL,Dark Griff
22.0,Avoyelles,James Bowdin,"Avoyelles, LA",LA,1/10/1857,0.00602698,M,John,2,1,3,Cash,0.07477,1300.0,2,Montgomery,Horatio Gates Harbin,"Montgomery, AL",AL,Griff
28.0,Livingston,Gustave Bredow,"Livingston, LA",LA,3/5/1857,0.00602698,M,Davy,2,1,3,Cash,0.07477,1600.0,2,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
20.0,Livingston,Gustave Bredow,"Livingston, LA",LA,3/7/1857,0.00602698,F,Grace,1,0,1,Cash,0.07477,1200.0,1,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,Negro
22.0,Jefferson,Francis Dugue Jr.,"Jefferson, LA",LA,3/10/1857,0.00602698,M,Frank,1,0,1,Cash,0.07477,1275.0,1,Mobile,James A. McIlhany,"Mobile, AL",AL,Mulatto
22.0,New Orleans,Theodore Buddecke,"New Orleans, LA",LA,3/12/1857,0.00602698,F,Helene,1,0,1,Cash,0.07477,1290.0,1,New Orleans,Octave Morel,"New Orleans, LA",LA,Negro
43.0,New Orleans,Joaquin Armand Gueringer,"New Orleans, LA",LA,3/16/1857,0.00587886,F,Charlotte,1,0,1,Cash and Credit,0.07287264,1025.0,1,New Orleans,"Michel Joseph, Charles Edouard, Louis Armand Lombard, Forstall, Garidel","New Orleans, LA",LA,Negro
25.0,Lafourche,Leonard Lasseigne,"Lafourche, LA",LA,3/16/1857,0.00587886,M,Richard,2,0,2,Cash and Credit,0.07287264,2275.0,1,New Orleans,"Michel Joseph, Charles Edward, Louis Armand Lombard, Forstall, Gadriel","New Orleans, LA",LA,Negro
34.0,New Orleans,"Louis Arthur, Gustave Poincy, Labatier","New Orleans, LA",LA,3/16/1857,0.00587886,M,Auguste,1,0,1,Cash and Credit,0.07287264,700.0,1,New Orleans,"Michel Joseph, Charles Edward, Louis Armand Lombard, Forstall, Gadriel","New Orleans, LA",LA,Negro
7.0,New Orleans,Pierre Lefebre,"New Orleans, LA",LA,3/10/1857,0.00602698,M,Adolphe,1,0,1,Cash,0.07477,517.0,1,Unknown,Jean Jacques Haydel,"Unknown, Unknown",Unknown,Negro
19.0,New Orleans,Joseph Simon,"New Orleans, LA",LA,3/18/1857,0.00602698,F,Josephine,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Marie P. Colin,"New Orleans, LA",LA,Mulatto
28.0,New Orleans,Gavino Ledda,"New Orleans, LA",LA,3/14/1857,0.00587886,M,Jean,1,0,1,Cash and Credit,0.07287264,1000.0,1,New Orleans,Francois Alexandre Bigourdan,"New Orleans, LA",LA,Negro
40.0,New Orleans,Gustave Valiche,"New Orleans, LA",LA,3/16/1857,0.00587886,F,Julienne,1,1,2,Cash and Credit,0.07287264,1250.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Negro
14.0,Jefferson,Jean Baptiste Drouet,"Jefferson, LA",LA,3/18/1857,0.00587886,F,Laura,1,0,1,Cash and Credit,0.07287264,960.0,1,New Orleans,Michel Joseph Lombard,"New Orleans, LA",LA,Mulatto
37.0,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,3/4/1857,0.00602698,F,Leagh,1,0,1,Cash,0.07477,805.0,1,Jefferson,Marie Louise Dusuau Arnoult,"Jefferson, LA",LA,Negro
20.0,New Orleans,John B. Womack,"New Orleans, LA",LA,3/17/1857,0.00602698,F,Delphie,1,0,1,Cash,0.07477,900.0,1,Plaquemines,Edward Hughes Villere,"Plaquemines, LA",LA,Negro
28.0,St. Charles,Alberic Duplantier,"St. Charles, LA",LA,3/16/1857,0.00602698,M,Leroy Young,1,0,1,Cash,0.07477,1450.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
16.0,Ouachita,Robert Dixon,"Ouachita, LA",LA,3/14/1857,0.00587886,F,Elzabeth Broach,1,0,1,Cash and Credit,0.07287264,1356.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
31.0,New Orleans,E. Reggio,"New Orleans, LA",LA,3/18/1857,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,1000.0,1,Pensacola,Marie Mestre,"Pensacola, FL",FL,Negro
11.0,Ascension,Leon Dugas,"Ascension, LA",LA,3/20/1857,0.00602698,F,Hersillia,1,0,1,Cash,0.07477,450.0,1,Ascension,Germain Babin,"Ascension, LA",LA,Mulatto
27.0,Jefferson,Phillippe Pousargues,"Jefferson, LA",LA,3/20/1857,0.00602698,M,Newton/ Newton Benton,1,0,1,Cash,0.07477,1350.0,1,Unknown,Alexander Gordon,"Unknown, Unknown",Unknown,Unknown
31.0,New Orleans,Marie Croquin,"New Orleans, LA",LA,3/2/1857,0.00602698,F,Annette,2,3,5,Cash,0.07477,2400.0,1,Pointe Coupee,Joseph Francois Lapice,"Pointe Coupee, LA",LA,Negro
45.0,New Orleans,Marie Elizabeth Bertrand Sauvage,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Fanny,1,0,1,Cash,0.07477,345.0,1,New Orleans,Joseph Francois Lapice,"New Orleans, LA",LA,Mulatto
14.0,New Orleans,John B. Womack,"New Orleans, LA",LA,3/7/1857,0.00602698,F,Rosetta,1,0,1,Cash,0.07477,890.0,1,Pointe Coupee,Joseph Francois Lapice,"Pointe Coupee, LA",LA,Negro
26.0,New Orleans,Cyprien Lorio,"New Orleans, LA",LA,3/18/1857,0.006202525,F,Celine,1,3,4,Credit,0.07702264,1565.0,1,New Orleans,Victoire Hotard Lorio,"New Orleans, LA",LA,Mulatto
16.0,New Orleans,John M. Sturdevant,"New Orleans, LA",LA,3/25/1857,0.00602698,F,Caroline,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Mary Ellen Williams Benedict,"New Orleans, LA",LA,Negro
50.0,New Orleans,James E. Sutton,"New Orleans, LA",LA,3/28/1857,0.00602698,F,Sidney,1,0,1,Cash,0.07477,300.0,1,New Orleans,Joseph Omedas,"New Orleans, LA",LA,Negro
44.0,New Orleans,Francois Adolphe D'Aquin,"New Orleans, LA",LA,3/28/1857,0.00602698,F,Aimee,1,3,4,Cash,0.07477,2000.0,1,Unknown,Antoine Cuille,"Unknown, Unknown",Unknown,Mulatto
30.0,Tensas,Jane Kempe Girault,"Tensas, LA",LA,3/17/1857,0.00602698,M,Beebe/ Francois,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Joseph William Boyle,"New Orleans, LA",LA,Mulatto
45.0,New Orleans,Louis Chevalier Jumonville,"New Orleans, LA",LA,3/30/1857,0.00602698,M,Henry,1,0,1,Cash,0.07477,150.0,1,New Orleans,Louis Chevalier Jumonville,"New Orleans, LA",LA,Unknown
27.0,New Orleans,Josephine Arcadia Fleitas,"New Orleans, LA",LA,3/30/1857,0.00602698,F,Pauline,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Raynal Auguste,"New Orleans, LA",LA,Negro
42.0,New Orleans,Antonio Costa,"New Orleans, LA",LA,3/30/1857,0.005717386,F,Harriett,1,0,1,Cash and Credit,0.07080772,400.0,1,Unknown,Katy Green,"Unknown, Unknown",Unknown,Negro
22.0,St. Charles,Mayronne Brothers Unknown,"St. Charles, LA",LA,3/30/1857,0.00602698,M,Aaron,3,0,3,Cash,0.07477,1575.0,3,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
38.0,New Orleans,Hortense Bertus Fermor,"New Orleans, LA",LA,3/24/1857,0.00602698,F,Phoebe,1,0,1,Cash,0.07477,450.0,1,New Orleans,Joseph Aristide Baquie,"New Orleans, LA",LA,Negro
18.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,3/28/1857,0.00602698,F,Nancy,1,0,1,Cash,0.07477,1100.0,1,Ouachita,James M. Lupo,"Ouachita, LA",LA,Unknown
12.0,New Orleans,Alfred Kearny,"New Orleans, LA",LA,3/27/1857,0.00602698,F,Lizzy,1,0,1,Cash,0.07477,980.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
50.0,New Orleans,Giovanni Luciana,"New Orleans, LA",LA,2/5/1857,0.00602698,M,Michel,1,0,1,Cash,0.07477,400.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
21.0,Unknown,Juan Ygnacio de Egana,"Unknown, Unknown",Unknown,2/28/1857,0.00587886,M,John,1,0,1,Cash and Credit,0.07287264,1690.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
36.0,New Orleans,Benjamin Rodriguez,"New Orleans, LA",LA,3/25/1857,0.006202525,F,Louisa,1,1,2,Credit,0.07702264,1000.0,1,New Orleans,Eugenie Savage Geytel,"New Orleans, LA",LA,Negro
12.0,New Orleans,James Powers,"New Orleans, LA",LA,3/25/1857,0.00602698,F,Priscilla,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Robert Spence,"New Orleans, LA",LA,Griff
24.0,New Orleans,John Pasley,"New Orleans, LA",LA,3/26/1857,0.00602698,M,Peter Morris,1,0,1,Cash,0.07477,1350.0,1,New Orleans,Andre Francois Valls,"New Orleans, LA",LA,Negro
24.0,New Orleans,Potthorff & Knight Unknown,"New Orleans, LA",LA,3/27/1857,0.006173291,F,Maria,1,1,2,Credit,0.0766472,1450.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
40.0,New Orleans,Simon Newburger,"New Orleans, LA",LA,3/25/1857,0.00602698,F,Sophia Aaron,1,0,1,Cash,0.07477,500.0,1,New Orleans,Thomas Fellows,"New Orleans, LA",LA,Negro
33.0,New Orleans,Tudury & Co. Unknown,"New Orleans, LA",LA,3/3/1857,0.00602698,M,Marcel,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Jean Llambias,"New Orleans, LA",LA,Negro
25.0,New Orleans,Auguste Ferrier,"New Orleans, LA",LA,3/9/1857,0.00602698,M,John,1,0,1,Cash,0.07477,1400.0,1,East Baton Rouge,Pierre Verbois,"East Baton Rouge, LA",LA,Negro
28.0,Plaquemines,Celestin Oscande,"Plaquemines, LA",LA,3/28/1857,0.00602698,F,Suzan,1,2,3,Cash,0.07477,1200.0,1,New Orleans,Benjamin Screws,"New Orleans, LA",LA,Negro
38.0,New Orleans,Emily Sarah Oliver,"New Orleans, LA",LA,3/25/1857,0.00602698,F,Myrthe,1,2,3,Cash,0.07477,1400.0,1,New Orleans,Adele Vitrac,"New Orleans, LA",LA,Negro
23.0,New Orleans,John Ochiglevich,"New Orleans, LA",LA,3/25/1857,0.00602698,M,Edwin,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Margaret Suzannah McArthur,"New Orleans, LA",LA,Negro
27.0,Louisville,Joseph Lyman Peynolds,"Louisville, KY",KY,4/2/1857,0.00602698,F,Eliza,2,0,2,Cash,0.07477,2000.0,1,New Orleans,Henry Kerby,"New Orleans, LA",LA,Negro
40.0,New Orleans,Susanna Dickinson,"New Orleans, LA",LA,3/24/1857,0.00602698,F,Susan,1,0,1,Cash,0.07477,700.0,1,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,Negro
38.0,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,3/24/1857,0.00602698,F,Sophia,1,0,1,Cash,0.07477,600.0,1,New Orleans,Susana Dickenson,"New Orleans, LA",LA,Negro
18.0,New Orleans,Mary Ann Williams Benedict,"New Orleans, LA",LA,4/1/1857,0.00602698,F,Ann Eliza,1,0,1,Cash,0.07477,1200.0,1,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
21.0,New Orleans,George Cleveland,"New Orleans, LA",LA,4/1/1857,0.00602698,F,Mary,1,1,2,Cash,0.07477,1150.0,1,New Orleans,James Martin,"New Orleans, LA",LA,Mulatto
19.0,New Orleans,Charles D. Yancey,"New Orleans, LA",LA,4/3/1857,0.00602698,M,Milton,1,0,1,Cash,0.07477,1300.0,1,Barren,Samuel Shelton Farris,"Barren, KY",KY,Griff
26.0,New Orleans,D. B. Spencer,"New Orleans, LA",LA,3/31/1857,0.00602698,M,Alick,1,0,1,Cash,0.07477,1400.0,1,Bossier,James W. Vance,"Bossier, LA",LA,Negro
28.0,New Orleans,Byron M. Pond,"New Orleans, LA",LA,4/3/1857,0.00602698,M,Jim,1,0,1,Cash,0.07477,1200.0,1,New Orleans,John H. Carter,"New Orleans, LA",LA,Negro
29.0,New Orleans,Milton Reigart,"New Orleans, LA",LA,2/28/1857,0.00602698,F,Henrietta,1,0,1,Cash,0.07477,900.0,1,New Orleans,Jean Dubos,"New Orleans, LA",LA,Griff
18.0,Natchitoches,Terrence Chaler,"Natchitoches, LA",LA,4/3/1857,0.00602698,F,Fanny,3,0,3,"Exchange, Cash",0.07477,1150.0,3,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
17.0,Richmond,Jeremiah Smith,"Richmond, VA",VA,4/3/1857,0.00602698,F,India,1,0,1,"Exchange, Cash",0.07477,1150.0,1,Natchitoches,Terence Chaler,"Natchitoches, LA",LA,Griff
