Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
26.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,M,Captain,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
16.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,F,Helen,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
35.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,M,Joe,1,0,1,Cash,0.07477,500.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
36.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,F,Patsy/ Persinelle,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
22.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.005776137,F,Flora Anna,1,0,1,Cash and Credit,0.0715586,750.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
32.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,F,Mary/ Maria,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
26.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,M,David Johnson,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
29.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,M,Barny,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
24.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.00602698,M,Robert,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
29.0,New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,12/22/1856,0.006202525,M,Calvin,1,0,1,Credit,0.07702264,1900.0,1,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Negro
60.0,New Orleans,"Marie Eesor, Lucette Josephine Valerie Wiltz","New Orleans, LA",LA,12/29/1856,0.00602698,F,Samite,2,0,2,Cash,0.07477,200.0,1,New Orleans,Felicite Victorie Wiltz,"New Orleans, LA",LA,Black
35.0,New Orleans,"Henry Michael, Joseph Hyams, Benjamin","New Orleans, LA",LA,12/27/1856,0.00602698,M,Sanon/ Adams,1,0,1,Cash,0.07477,1205.0,1,St. Bernard,Marie Anne Amelie Lombard,"St. Bernard, LA",LA,Negro
23.0,New Orleans,William H. Holmes,"New Orleans, LA",LA,12/26/1856,0.00602698,F,Louisa,1,0,1,Cash,0.07477,1200.0,1,Lagrange,George Sherman Eaton,"Lagrange, GA",GA,Dark Griff
26.0,New Orleans,Ophelia P. Talbert Henning,"New Orleans, LA",LA,12/29/1856,0.005746766,F,Marguerite/ Lanton,1,0,1,Cash and Credit,0.07118316,380.0,1,New Orleans,Philippe Ducloslange,"New Orleans, LA",LA,Mulatto
22.0,Bowie,Richard Runnels,"Bowie, TX",TX,12/29/1856,0.00602698,F,Ann Sheek,4,0,4,Cash,0.07477,1200.0,4,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
35.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,12/29/1856,0.00602698,F,Helene,1,0,1,Cash,0.07477,450.0,1,New Orleans,Pierre Goulet,"New Orleans, LA",LA,Negro
26.0,New Orleans,George Heation,"New Orleans, LA",LA,12/27/1856,0.00602698,F,Maria Burgess,2,0,2,"Exchange, Cash",0.07477,1225.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Unknown
18.0,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,12/27/1856,0.00602698,F,Maria Ross,1,0,1,"Exchange, Cash",0.07477,1225.0,1,New Orleans,George Heation,"New Orleans, LA",LA,Negro
49.0,New Orleans,Hippolyte Gilly,"New Orleans, LA",LA,12/27/1856,0.00602698,F,Celie,1,1,2,Cash,0.07477,1000.0,1,New Orleans,Rene Philippe Theard,"New Orleans, LA",LA,Negro
12.0,New Orleans,William James Ridgill,"New Orleans, LA",LA,12/30/1856,0.00602698,M,Henry,1,0,1,Cash,0.07477,350.0,1,New Orleans,Mary Ann Richardson,"New Orleans, LA",LA,Negro
43.0,New Orleans,Victoire Azche Smith Mader,"New Orleans, LA",LA,12/8/1856,0.00587886,M,Sam,1,0,1,Cash and Credit,0.07287264,880.0,1,New Orleans,Antoinette Gerin Koch,"New Orleans, LA",LA,Negro
37.0,Jefferson,Francis Dugue Lumz,"Jefferson, LA",LA,12/18/1856,0.00602698,M,John,1,0,1,Cash,0.07477,700.0,1,New Madrid,Luke Byrne,"New Madrid, MO",MO,Negro
22.0,New Orleans,"Oscar, Alfred Liveaudais","New Orleans, LA",LA,12/20/1856,0.00602698,M,Eugene,1,0,1,Cash,0.07477,750.0,1,New Orleans,Louise Antoinette Decuir Denis,"New Orleans, LA",LA,Creole Negro
50.0,New Orleans,Louis Francois Lebon,"New Orleans, LA",LA,12/31/1856,0.00602698,F,Catherine,1,0,1,Cash,0.07477,400.0,1,New Orleans,Jackson McLanathan,"New Orleans, LA",LA,Negro
30.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,12/30/1856,0.00602698,M,Stephen,45,0,45,Cash,0.07477,27000.0,1,New Orleans,Joseph A. Barelli,"New Orleans, LA",LA,Unknown
35.0,New Orleans,Pooley Nicol & Co. Unknown,"New Orleans, LA",LA,12/30/1856,0.006202525,M,Philander,1,0,1,Credit,0.07702264,1000.0,1,New Orleans,James Montgomery Cass,"New Orleans, LA",LA,Negro
41.0,New Orleans,Lewis Barnett,"New Orleans, LA",LA,12/31/1856,0.0,F,Mary Ann,4,2,6,Credit,0.0,0.0,1,New Orleans,Edward Barnett,"New Orleans, LA",LA,Negro
24.0,New Orleans,Thomas K. Price,"New Orleans, LA",LA,1/2/1857,0.00602698,M,Westly,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Eliza Harris Warfield,"New Orleans, LA",LA,Negro
22.0,Lafourche,Charles L. Gaude & Co. Unknown,"Lafourche, LA",LA,1/3/1857,0.00602698,F,Isaac Baptiste,4,0,4,Cash,0.07477,1450.0,4,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
4.0,New Orleans,Aurore Doubrere,"New Orleans, LA",LA,1/3/1857,0.00602698,M,Sylvain,1,0,1,Cash,0.07477,150.0,1,New Orleans,C. Oger,"New Orleans, LA",LA,Mulatto
34.0,St. John,Lezin Becnel,"St. John, LA",LA,12/24/1856,0.006202525,M,Belizaire,1,0,1,Credit,0.07702264,1200.0,1,New Orleans,C. L. Daunoy Frey,"New Orleans, LA",LA,Negro
47.0,New Orleans,Felouise Gallantin,"New Orleans, LA",LA,1/5/1857,0.00602698,F,Magdeline,1,0,1,Cash,0.07477,200.0,1,New Orleans,Jules Domingon,"New Orleans, LA",LA,Negro
14.0,New Orleans,Adolphe Jean Lacroix,"New Orleans, LA",LA,1/5/1857,0.00602698,F,Josephine,1,0,1,Cash,0.07477,650.0,1,New Orleans,Marie Poupin Maufre,"New Orleans, LA",LA,Mulatto
38.0,New Orleans,David C. McCan,"New Orleans, LA",LA,12/6/1856,0.00602698,F,Rachel,1,0,1,Cash,0.07477,800.0,1,New Orleans,Lucilia Ann O' Reilly Christie,"New Orleans, LA",LA,Negro
11.0,New Orleans,John B. Womack,"New Orleans, LA",LA,1/6/1857,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,650.0,1,New Orleans,Joseph Maurice Hugonin,"New Orleans, LA",LA,Negro
15.0,New Orleans,John B. Womack,"New Orleans, LA",LA,1/6/1857,0.00602698,M,Frank Avery,1,0,1,Cash,0.07477,900.0,1,Biloxi,Pierre Pascal Hugonin,"Biloxi, MS",MS,Negro
21.0,New Orleans,John B. Womack,"New Orleans, LA",LA,1/6/1857,0.00602698,F,Luzanne,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Louis Jules Hus Desforges,"New Orleans, LA",LA,Griff
35.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,2/2/1857,0.00602698,F,Margaret,1,0,1,Cash,0.07477,425.0,1,Grand Gulf,Charles H. Pearson,"Grand Gulf, MS",MS,Negro
55.0,New Orleans,Jean Fisse,"New Orleans, LA",LA,2/2/1857,0.005717386,F,Ann/ Celeste,1,0,1,Cash and Credit,0.07080772,235.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Black
22.0,New Orleans,Mahala Brockhan Garrison,"New Orleans, LA",LA,1/26/1857,0.00602698,F,Abby,1,0,1,Cash,0.07477,950.0,1,Fairfield,Joseph Kennedy,"Fairfield, SC",SC,Griff
26.0,New Orleans,Robert Spence,"New Orleans, LA",LA,1/30/1857,0.00602698,F,Marriet,1,0,1,Cash,0.07477,745.0,1,New Orleans,Ellen Noonan Hogan,"New Orleans, LA",LA,Negro
25.0,New Orleans,Josehine de la Rosa Trigo,"New Orleans, LA",LA,1/30/1857,0.00602698,F,Silia,1,1,2,Cash,0.07477,770.0,1,New Orleans,Josephine Santos de la Rosa,"New Orleans, LA",LA,Negro
20.0,New Orleans,Frederick Wintz,"New Orleans, LA",LA,1/29/1857,0.00602698,F,Suzanne,1,0,1,Cash,0.07477,1200.0,1,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,Negro
11.0,New Orleans,Charles Yates,"New Orleans, LA",LA,2/2/1857,0.00602698,F,Isabella,1,0,1,Cash,0.07477,600.0,1,New Orleans,William Colter,"New Orleans, LA",LA,Negro
45.0,New Orleans,Suzannah Trevitt Russel,"New Orleans, LA",LA,2/3/1857,0.00602698,F,Ellen,1,0,1,Cash,0.07477,400.0,1,New Orleans,Octave Anfoux,"New Orleans, LA",LA,Negro
12.0,Carrollton,James G. George,"Carrollton, MS",MS,2/4/1857,0.00602698,M,Alexander Stackey,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Griff
35.0,New Orleans,Elie Charles Etienne Choisy,"New Orleans, LA",LA,2/3/1857,0.005790818,M,Henry,2,2,4,Cash and Credit,0.07174632,2500.0,1,New Orleans,Jean Ursin Lavillebeurre,"New Orleans, LA",LA,Griff
20.0,St. Mary,William Taylor Palfrey Jr.,"St. Mary, LA",LA,2/4/1857,0.00602698,M,Andrew,1,0,1,Cash,0.07477,1275.0,1,New Orleans,Theodore Johnston,"New Orleans, LA",LA,Negro
18.0,Boure,E. S. Runnels,"Boure, TX",TX,2/4/1857,0.00602698,M,Henry Webb,2,0,2,Cash,0.07477,1400.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
17.0,New Orleans,Edward Planchard,"New Orleans, LA",LA,1/30/1857,0.00587886,F,Eulalie,1,0,1,Cash and Credit,0.07287264,350.0,1,New Orleans,"Francois, Charles, Michel Amand, Octave Calonge","New Orleans, LA",LA,Griff
-1.0,Unknown,Elsie Fellows Saul,"Unknown, Unknown",Unknown,3/22/1850,0.00602698,F,Ruth,0,1,1,Cash,0.07477,700.0,1,Unknown,Thomas Henson Saul,"Unknown, Unknown",Unknown,Negro
25.0,Hancock,Henry Weston,"Hancock, MS",MS,2/5/1857,0.005746766,M,Edmund Baker,2,0,2,Cash and Credit,0.07118316,1500.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
40.0,New Orleans,Caroline L. Redlish Wade,"New Orleans, LA",LA,1/31/1857,0.00602698,F,Nancy,1,1,2,Cash,0.07477,575.0,1,Jackson,David J. E. Berry,"Jackson, MS",MS,Negro
28.0,New Orleans,John Armstrong,"New Orleans, LA",LA,2/5/1857,0.006202525,M,Ben,2,0,2,Credit,0.07702264,2725.0,1,Walton,James L. Grant,"Walton, GA",GA,Unknown
20.0,New Orleans,James Drummond,"New Orleans, LA",LA,1/26/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
23.0,New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,2/5/1857,0.00602698,F,Maria,1,0,1,Cash,0.07477,900.0,1,Macon,William Cadenhead,"Macon, AL",AL,Negro
13.0,New Orleans,Louis Phillippe Braud,"New Orleans, LA",LA,2/6/1857,0.00602698,F,Julie,1,0,1,Cash,0.07477,800.0,1,New Orleans,Samuel Gensler,"New Orleans, LA",LA,Negro
27.0,New Orleans,William L. Pitts,"New Orleans, LA",LA,1/19/1857,0.00602698,M,Charles,1,0,1,Cash,0.07477,1372.0,1,New Orleans,Charles Rolland,"New Orleans, LA",LA,Negro
38.0,New Orleans,Charles J. Picton,"New Orleans, LA",LA,12/13/1856,0.00602698,F,Lena,1,0,1,Cash,0.07477,900.0,1,Rapides,Laura Williams Maddox,"Rapides, LA",LA,Negro
36.0,New Orleans,Lewis Bellow,"New Orleans, LA",LA,12/8/1856,0.00587886,F,Maria,1,1,2,Cash and Credit,0.07287264,1175.0,1,New Orleans,Antoinette Gerin Koch,"New Orleans, LA",LA,Negro
10.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,2/9/1857,0.00602698,F,Estelle,1,0,1,Cash,0.07477,610.0,1,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,Mulatto
14.0,Unknown,William L. Masson,"Unknown, Unknown",Unknown,2/7/1857,0.00602698,F,Harriet,1,0,1,Cash,0.07477,695.0,1,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,Griff
40.0,Unknown,Meggie S. N. Peppard,"Unknown, Unknown",Unknown,2/9/1857,0.00602698,F,Sarah,1,0,1,Cash,0.07477,400.0,1,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,Negro
31.0,New Orleans,George W. Race,"New Orleans, LA",LA,2/7/1857,0.00602698,M,John,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Miles Judson,"New Orleans, LA",LA,Negro
27.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,2/9/1857,0.00602698,M,William,1,0,1,Cash,0.07477,925.0,1,St. Martin,Harvey Hopkin,"St. Martin, LA",LA,Griff
34.0,New Orleans,Nicholas J. Hoey,"New Orleans, LA",LA,2/9/1857,0.00602698,F,Delphine,1,0,1,Cash,0.07477,450.0,1,New Orleans,James H. Donegan,"New Orleans, LA",LA,Negro
14.0,New Orleans,Henry Florence,"New Orleans, LA",LA,2/9/1857,0.00602698,M,Lawson,2,0,2,Cash,0.07477,1000.0,1,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,Unknown
23.0,New Orleans,Rev. William Mc Connell,"New Orleans, LA",LA,2/3/1857,0.00602698,F,Arthemise,1,0,1,Cash,0.07477,800.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Mulatto
32.0,New Orleans,Thomas Askew,"New Orleans, LA",LA,2/10/1857,0.00602698,F,Esther/ Hester,1,1,2,Cash,0.07477,1000.0,1,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,Negro
25.0,Franklin,John Butler,"Franklin, LA",LA,2/6/1857,0.00602698,M,William,3,3,6,Cash,0.07477,3720.0,1,Laraeca,John R. Fretwell,"Laraeca, TX",TX,Griff
50.0,Plaquemines,M. Louis Octave Reggio,"Plaquemines, LA",LA,2/9/1857,0.006202525,M,Ephraim,5,0,5,Credit,0.07702264,2100.0,1,New Orleans,Jules Demaziliere Dusuau de la Croix,"New Orleans, LA",LA,Unknown
17.0,New Orleans,John B. Harrison,"New Orleans, LA",LA,1/29/1857,0.00602698,F,Ann/ Georgianne,1,0,1,Cash,0.07477,750.0,1,New Orleans,Martha Denton Wright,"New Orleans, LA",LA,Negro
20.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,2/11/1857,0.00602698,F,Lucy,1,2,3,Cash,0.07477,1150.0,1,St. Bernard,Etienne Villavaso,"St. Bernard, LA",LA,Negro
32.0,New Orleans,Jules Demaziliere Dusuau Delacroix,"New Orleans, LA",LA,1/29/1857,0.00602698,M,Moses,11,1,12,Barter,0.07477,1400.0,11,New Orleans,Charles de Blanc,"New Orleans, LA",LA,Unknown
16.0,New Orleans,Frederick Bernard Albers,"New Orleans, LA",LA,2/12/1857,0.00602698,F,Betty,1,0,1,Cash,0.07477,1300.0,1,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Griff
40.0,New Orleans,Marie Amenaide Ducayet Simms,"New Orleans, LA",LA,2/10/1857,0.00587886,F,Eulalie,1,4,5,Credit,0.07287264,2200.0,1,New Orleans,Joseph Edward Guillot,"New Orleans, LA",LA,Mulatto
11.0,New Orleans,Alfred Ceresol,"New Orleans, LA",LA,2/12/1857,0.00602698,F,Marie,1,0,1,Cash,0.07477,800.0,1,New Orleans,Edouard Ceresol,"New Orleans, LA",LA,Negro
15.0,New Orleans,Dame Thomassin Ceresol Desdunes,"New Orleans, LA",LA,2/12/1857,0.00602698,F,Philomene,1,0,1,Donation,0.07477,1000.0,1,New Orleans,Edouard Ceresol,"New Orleans, LA",LA,Negro
26.0,New Orleans,Aimee Gilbert,"New Orleans, LA",LA,2/14/1857,0.00602698,F,Marie/ Marianne,1,3,4,Cash,0.07477,1500.0,1,New Orleans,Thomas Loublet,"New Orleans, LA",LA,Griff
43.0,Unknown,Francois Grand,"Unknown, Unknown",Unknown,1/22/1857,0.00602698,M,Raymond,1,0,1,Cash,0.07477,3000.0,1,Unknown,Medelace Thomas,"Unknown, Unknown",Unknown,Negro
23.0,New Orleans,Henry Holmes,"New Orleans, LA",LA,12/13/1856,0.006070898,M,Newton,1,0,1,Credit,0.07533316,950.0,1,New Orleans,N. S. Torrey & Co. Unknown,"New Orleans, LA",LA,Yellow
28.0,New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,2/14/1857,0.00602698,F,Adeline,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Clarrise Martin Materre,"New Orleans, LA",LA,Unknown
29.0,New Orleans,Campfrancy Unknown,"New Orleans, LA",LA,2/14/1857,0.00602698,F,Francoise,1,1,2,Cash,0.07477,1000.0,1,New Orleans,Solidelle Solet,"New Orleans, LA",LA,Griff
30.0,New Orleans,William Raphael Miles,"New Orleans, LA",LA,2/14/1857,0.006202525,M,David,17,0,17,Credit,0.07702264,1150.0,17,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
21.0,Tensas,Leonard V. Reeves,"Tensas, LA",LA,2/14/1857,0.006202525,M,Theodore,3,0,3,Credit,0.07702264,4200.0,1,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Dark Griff
28.0,Iberville,Edward J. Gay,"Iberville, LA",LA,2/9/1857,0.00602698,M,Louis,2,0,2,Cash,0.07477,1000.0,2,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
21.0,St. Mary,William Taylor Palfrey Jr.,"St. Mary, LA",LA,2/16/1857,0.00587886,M,Charles,5,0,5,Credit,0.07287264,1400.0,5,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Negro
22.0,New Orleans,Cecile Chaudurier,"New Orleans, LA",LA,2/16/1857,0.00602698,F,Leonine,1,0,1,Cash,0.07477,400.0,1,New Orleans,Joseph Henri Bourgeau,"New Orleans, LA",LA,Negro
41.0,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,2/12/1857,0.00583485,M,Tom,1,0,1,Cash and Credit,0.07230948,550.0,1,Jefferson,Antoine Onesine Degruy,"Jefferson, LA",LA,Unknown
26.0,New Orleans,New Orleans Gas Light Co. Unknown,"New Orleans, LA",LA,2/16/1857,0.00602698,M,Daniel,1,0,1,Cash,0.07477,1200.0,1,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,Negro
45.0,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,2/14/1857,0.00602698,F,Josephine,1,1,2,Cash,0.07477,750.0,1,New Orleans,Angel Martin,"New Orleans, LA",LA,Negro
38.0,New Orleans,Daniel Blum,"New Orleans, LA",LA,2/17/1857,0.00602698,F,Pharaoh,1,4,5,Cash,0.07477,3515.0,1,New Orleans,David Goodman,"New Orleans, LA",LA,Negro
12.0,New Orleans,Henry Holmes,"New Orleans, LA",LA,2/5/1857,0.00587886,M,Bazile,1,0,1,Cash and Credit,0.07287264,880.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
30.0,New Orleans,Terrence Firmin Levasseur,"New Orleans, LA",LA,2/5/1857,0.00587886,M,Boucherol,2,0,2,Cash and Credit,0.07287264,1570.0,2,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
13.0,New Orleans,John Breen,"New Orleans, LA",LA,2/5/1857,0.00587886,M,Felix,1,0,1,Cash and Credit,0.07287264,890.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
50.0,New Orleans,Cornelius O'Brien,"New Orleans, LA",LA,2/5/1857,0.00602698,F,Doll,1,0,1,Cash,0.07477,350.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Negro
50.0,New Orleans,Louis Castera,"New Orleans, LA",LA,2/5/1857,0.00587886,M,Colas,1,0,1,Cash and Credit,0.07287264,540.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Griff
25.0,Iberville,Austin Hunt,"Iberville, LA",LA,2/28/1857,0.006202525,F,Peggy,1,0,1,Credit,0.07702264,1100.0,1,New Orleans,Thomas C. Matthews,"New Orleans, LA",LA,Mulatto
32.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,2/28/1857,0.00602698,F,Emmeline Harris,1,0,1,Cash,0.07477,350.0,1,New Orleans,Roselmire Allain,"New Orleans, LA",LA,Negro
13.0,New Orleans,Francis Bone,"New Orleans, LA",LA,3/2/1857,0.005790818,M,Hippolyte,1,0,1,Cash and Credit,0.07174632,750.0,1,New Orleans,James P. Godefroy,"New Orleans, LA",LA,Mulatto
13.0,New Orleans,James P. Godefroy,"New Orleans, LA",LA,3/2/1857,0.00602698,M,Hippolyte,1,0,1,Cash,0.07477,700.0,1,New Orleans,Marie Celestine Clemence Godefroy Vignaud,"New Orleans, LA",LA,Unknown
25.0,West Feliciana,William Polk,"West Feliciana, LA",LA,2/20/1857,0.00602698,M,Edmond,1,0,1,Cash,0.07477,1500.0,1,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,Negro
19.0,West Feliciana,William Polk,"West Feliciana, LA",LA,2/20/1857,0.00602698,F,Ann,1,0,1,Cash,0.07477,1400.0,1,New Orleans,James White,"New Orleans, LA",LA,Mulatto
22.0,West Feliciana,William Polk,"West Feliciana, LA",LA,2/20/1857,0.00602698,F,Mary Ann,1,0,1,Cash,0.07477,1175.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
33.0,New Orleans,William W. Loud,"New Orleans, LA",LA,3/2/1857,0.00602698,F,Celia,1,0,1,Cash,0.07477,800.0,1,New Orleans,Etienne Aynaud,"New Orleans, LA",LA,Negro
50.0,New Orleans,David Mc Cants,"New Orleans, LA",LA,2/28/1857,0.00587886,F,China,1,0,1,Cash and Credit,0.07287264,350.0,1,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,Negro
41.0,Huntsville,Thomas Bibb,"Huntsville, AL",AL,3/3/1857,0.00602698,M,Alfred,1,0,1,Cash,0.07477,3000.0,1,New Orleans,Juan Ygnacio de Egana,"New Orleans, LA",LA,Negro
13.0,New Orleans,Felix Grima,"New Orleans, LA",LA,2/28/1857,0.00602698,F,Adele,1,0,1,Cash,0.07477,800.0,1,New Orleans,Elizabeth Aimee Trepagnier la Branche,"New Orleans, LA",LA,Mulatto
37.0,Mobile,Lucie Perier Guiron,"Mobile, AL",AL,3/2/1857,0.00602698,F,Estelle,1,0,1,Cash,0.07477,200.0,1,New Orleans,Joseph Prados,"New Orleans, LA",LA,Mulatto
45.0,New Orleans,Charles Sagory,"New Orleans, LA",LA,2/27/1857,0.00602698,F,Patience,1,0,1,Cash,0.07477,400.0,1,New Orleans,Josephine Mathilde Harang Arata,"New Orleans, LA",LA,Negro
30.0,New Orleans,Ignatius Szymanski,"New Orleans, LA",LA,2/5/1857,0.00587886,M,Joe,1,0,1,Cash and Credit,0.07287264,1160.0,1,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,Griff
26.0,New Orleans,Andrew & Lierau Unknown,"New Orleans, LA",LA,2/25/1857,0.00602698,F,Bob,2,0,2,Cash,0.07477,3200.0,1,Caldwell,Thomas R. Bradley,"Caldwell, LA",LA,Negro
14.0,New Orleans,Benjamin Bland,"New Orleans, LA",LA,3/2/1857,0.00602698,M,Isaac,1,0,1,Cash,0.07477,900.0,1,New Orleans,James A. Gerguson,"New Orleans, LA",LA,Negro
18.0,Adams,James Surget,"Adams, MS",MS,3/3/1857,0.00602698,F,Milly,1,1,2,Cash,0.07477,1250.0,1,New Orleans,Hanson B. Cresap,"New Orleans, LA",LA,Mulatto
30.0,New Orleans,Simpson Turner,"New Orleans, LA",LA,3/3/1857,0.00602698,M,George,3,1,4,Cash,0.07477,2500.0,1,New Orleans,Sarah A. Fort Harvey,"New Orleans, LA",LA,Negro
15.0,New Orleans,Avendua Charles Lafitte,"New Orleans, LA",LA,3/4/1857,0.00587886,F,Odile,1,0,1,Cash and Credit,0.07287264,1000.0,1,New Orleans,Francois Leonlon Immanville de Villiers,"New Orleans, LA",LA,Mulatto
17.0,New Orleans,Eugene Lasere,"New Orleans, LA",LA,3/4/1857,0.00587886,F,Marie,1,1,2,Cash and Credit,0.07287264,1100.0,1,New Orleans,Charles Francois de Villiers,"New Orleans, LA",LA,Unknown
25.0,New Orleans,Amanda Melissa Cowand Ames,"New Orleans, LA",LA,3/4/1857,0.00602698,M,Windsor,1,0,1,Cash,0.07477,500.0,1,New Orleans,Jesse Cowand,"New Orleans, LA",LA,Negro
38.0,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,2/27/1857,0.005820175,M,John Smith,1,0,1,Cash and Credit,0.07212176,1400.0,1,New Orleans,Edgar Montegut,"New Orleans, LA",LA,Negro
28.0,Bolivar,Lewis G. Gallaway,"Bolivar, MS",MS,3/2/1857,0.006202525,M,Dave,17,0,17,Credit,0.07702264,19915.0,1,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,Unknown
36.0,New Orleans,Hugh D. Cochrane,"New Orleans, LA",LA,2/20/1857,0.005746766,F,Mary/ Marie,1,0,1,Cash and Credit,0.07118316,900.0,1,New Orleans,Luico Mitchell Foster,"New Orleans, LA",LA,Negro
27.0,Rapides,Levi Wilson,"Rapides, LA",LA,3/3/1857,0.00602698,M,Augustus,1,0,1,Cash,0.07477,2000.0,1,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Negro
48.0,New Orleans,Antoine Carbonel,"New Orleans, LA",LA,2/24/1857,0.00602698,F,Eliza,1,0,1,Cash,0.07477,350.0,1,New Orleans,Maria Wilson,"New Orleans, LA",LA,Negro
19.0,New Orleans,Francis Alexander Kelman,"New Orleans, LA",LA,2/27/1857,0.00602698,M,Frank,1,0,1,Cash,0.07477,1325.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
