3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1951-028,1951-028-01-01,reversed,Vinson,9,10/9/1951,10,1951,9,10/9/1951,10,1951,7,1/7/1952,1,1952,liberal,court opinion,True,affirmed,False,12,4,October/04/1953,10,1953,1951-028-01,10570,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 288,1952 U.S. LEXIS 2714,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,0,MORISSETTE v. UNITED STATES,1303,81,Michigan Eastern U.S. District Court,,3,"person accused, indicted, or suspected of crime",100,,False,to resolve important or significant question,United States,27,,72 S. Ct. 240,26,"U.S. Court of Appeals, Sixth Circuit",,False,12,October/12/1949,10,1949,1951,statutory construction of criminal laws: miscellaneous ,False,no unconstitutionality,False,342 U.S. 246,1951-028-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1951-029,1951-029-01-01,affirmed (includes modified),Vinson,28,11/28/1951,11,1951,28,11/28/1951,11,1951,7,1/7/1952,1,1952,liberal,court opinion,False,unknown,False,91,4,October/04/1953,10,1953,1951-029-01,10460,appeal,6,Infrequently litigated statutes,96 L. Ed. 2d 308,1952 U.S. LEXIS 2561,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,2,UNITED STATES v. HALSETH,1303,132,Wisconsin Eastern U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"person accused, indicted, or suspected of crime",100,,72 S. Ct. 275,132,Wisconsin Eastern U.S. District Court,,False,12,October/12/1949,10,1949,1951,statutory construction of criminal laws: gambling ,False,no unconstitutionality,False,342 U.S. 277,1951-029-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,federal common law,Supreme Court supervision of lower federal or state courts or original jurisdiction,1951-030,1951-030-01-01,reversed and remanded,Vinson,27,11/27/1951,11,1951,27,11/27/1951,11,1951,14,1/14/1952,1,1952,liberal,court opinion,False,reversed,False,62,4,October/04/1953,10,1953,1951-030-01,80070,cert,-1,unknown,96 L. Ed. 2d 318,1952 U.S. LEXIS 2635,liberal,7,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,HALCYON LINES ET AL. v. HAENN SHIP CEILING & REFITTING CORP.,1303,109,Pennsylvania Eastern U.S. District Court,,3,"water transportation, stevedore",116,,False,federal court conflict,"water transportation, stevedore",116,,72 S. Ct. 277,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1951,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",False,no unconstitutionality,False,342 U.S. 282,1951-030-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1951-031,1951-031-01-01,reversed,Vinson,27,11/27/1951,11,1951,27,11/27/1951,11,1951,14,1/14/1952,1,1952,liberal,court opinion,False,affirmed,False,47,4,October/04/1953,10,1953,1951-031-01,80060,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 321,1952 U.S. LEXIS 2537,liberal,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,3,UNITED STATES v. SHANNON ET AL.,1303,155,South Carolina Eastern U.S. District Court,,3,United States,27,,False,no reason given,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",195,,72 S. Ct. 281,24,"U.S. Court of Appeals, Fourth Circuit",,False,12,October/12/1949,10,1949,1951,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",False,no unconstitutionality,False,342 U.S. 288,1951-031-01-01-01,favorable disposition for petitioning party
True,-1,,unknown,Judicial Power,statutory construction,,1951-032,1951-032-01-01,reversed and remanded,Vinson,13,2/13/1950,2,1950,26,11/26/1951,11,1951,28,1/28/1952,1,1952,liberal,court opinion,False,unknown,False,1,4,October/04/1953,10,1953,1951-032-01,90090,appeal,6,Infrequently litigated statutes,96 L. Ed. 2d 335,1952 U.S. LEXIS 2483,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,0,"GEORGIA RAILROAD & BANKING CO. v. REDWINE, STATE REVENUE COMMISSIONER",1303,60,Georgia Northern U.S. District Court,,3,"governmental official, or an official of an agency established under an interstate compact",19,Georgia,False,case did not arise on cert or cert not granted,"state or local governmental taxpayer, or executor of the estate of",25,Georgia,72 S. Ct. 321,60,Georgia Northern U.S. District Court,,False,12,October/12/1949,10,1949,1951,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals ",False,no unconstitutionality,False,342 U.S. 299,1951-032-01-01-01,favorable disposition for petitioning party
False,5,,Alien Property Custodian,Due Process,statutory construction,,1951-033,1951-033-01-01,reversed,Vinson,29,11/29/1951,11,1951,29,11/29/1951,11,1951,28,1/28/1952,1,1952,conservative,court opinion,False,affirmed,False,204,4,October/04/1953,10,1953,1951-033-01,40070,cert,3,Federal Statute,96 L. Ed. 2d 342,1952 U.S. LEXIS 2803,liberal,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,3,"GUESSEFELDT v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, ET AL.",1303,55,District Of Columbia U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,to resolve question presented,"attorney general of the United States, or his office",1,,72 S. Ct. 338,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1951,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,342 U.S. 308,1951-033-01-01-01,favorable disposition for petitioning party
False,5,,Alien Property Custodian,Due Process,judicial review (national level),,1951-034,1951-034-01-01,affirmed (includes modified),Vinson,2,1/2/1952,1,1952,2,1/2/1952,1,1952,28,1/28/1952,1,1952,conservative,court opinion,False,reversed,False,305,4,October/04/1953,10,1953,1951-034-01,40070,cert,2,Constitutional Amendment,96 L. Ed. 2d 359,1952 U.S. LEXIS 2484,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,0,"CITIES SERVICE CO. ET AL. v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",1303,96,New York Southern U.S. District Court,,3,"bank, savings and loan, credit union, investment company",113,,False,no reason given,"attorney general of the United States, or his office",1,,72 S. Ct. 334,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1951,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,342 U.S. 330,1951-034-01-01-01,no favorable disposition for petitioning party
False,66,,Interstate Commerce Commission,Economic Activity,interpretation of administrative regulation or rule,statutory construction,1951-035,1951-035-01-01,affirmed (includes modified),Vinson,4,12/4/1951,12,1951,4,12/4/1951,12,1951,28,1/28/1952,1,1952,liberal,court opinion,False,reversed,False,167,4,October/04/1953,10,1953,1951-035-01,80240,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 367,1952 U.S. LEXIS 2661,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,3,"BOYCE MOTOR LINES, INC. v. UNITED STATES",1303,92,New Jersey U.S. District Court,,3,"trucking company, or motor carrier",245,,False,no reason given,United States,27,,72 S. Ct. 329,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1951,"federal and some few state regulation of transportation regulation:truck, or motor carrier",False,no unconstitutionality,False,342 U.S. 337,1951-035-01-01-01,no favorable disposition for petitioning party
False,27,,Department of Justice or Attorney General,Civil Rights,statutory construction,,1951-036,1951-036-01-01,vacated and remanded,Vinson,7,1/7/1952,1,1952,7,1/7/1952,1,1952,28,1/28/1952,1,1952,liberal,oral per curiam,False,affirmed,False,275,4,October/04/1953,10,1953,1951-036-01,20110,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 390,1952 U.S. LEXIS 2485,conservative,8,-1,unknown,unknown,-1,unknown,unknown,0,"UNITED STATES EX REL. JAEGELER v. CARUSI, COMMISSIONER OF IMMIGRATION AND NATURALIZATION, ET AL.",1303,109,Pennsylvania Eastern U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,no reason given,"Immigration and Naturalization Service, or Director of, or District Director of, or Immigration and Naturalization Enforcement",368,,72 S. Ct. 326,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1951,deportation (cf. immigration and naturalization),False,no unconstitutionality,False,342 U.S. 347,1951-036-01-01-01,favorable disposition for petitioning party
True,-1,,unknown,Civil Rights,Supreme Court supervision of lower federal or state courts or original jurisdiction,,1951-037,1951-037-01-01,vacated and remanded,Vinson,28,1/28/1952,1,1952,28,1/28/1952,1,1952,28,1/28/1952,1,1952,conservative,per curiam,True,unknown,True,273,4,October/04/1953,10,1953,1951-037-01,20050,appeal,-1,unknown,96 L. Ed. 2d 392,1952 U.S. LEXIS 2486,liberal,7,-1,unknown,unknown,-1,unknown,unknown,2,BRIGGS ET AL. v. ELLIOTT ET AL.,1303,155,South Carolina Eastern U.S. District Court,,3,racial or ethnic minority student or applicant for admission to an educational institution,224,,False,case did not arise on cert or cert not granted,local school district or board of education,21,South Carolina,72 S. Ct. 327,155,South Carolina Eastern U.S. District Court,,False,12,October/12/1949,10,1949,1951,"desegregation, schools",False,no unconstitutionality,False,342 U.S. 350,1951-037-01-01-01,favorable disposition for petitioning party
True,-1,,unknown,Economic Activity,Supreme Court supervision of lower federal or state courts or original jurisdiction,statutory construction,1951-038,1951-038-01-01,reversed,Vinson,7,1/7/1952,1,1952,7,1/7/1952,1,1952,4,2/4/1952,2,1952,conservative,court opinion,False,unknown,False,86,4,October/04/1953,10,1953,1951-038-01,80010,appeal,3,Federal Statute,96 L. Ed. 2d 394,1952 U.S. LEXIS 2779,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,HUGHES v. UNITED STATES,1303,96,New York Southern U.S. District Court,,3,"stockholder, shareholder, or bondholder",237,,False,case did not arise on cert or cert not granted,United States,27,,72 S. Ct. 306,96,New York Southern U.S. District Court,,False,12,October/12/1949,10,1949,1951,antitrust (except in the context of mergers and union antitrust),False,no unconstitutionality,False,342 U.S. 353,1951-038-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1951-039,1951-039-01-01,reversed and remanded,Vinson,7,1/7/1952,1,1952,7,1/7/1952,1,1952,4,2/4/1952,2,1952,liberal,court opinion,True,reversed,False,374,4,October/04/1953,10,1953,1951-039-01,80040,cert,3,Federal Statute,96 L. Ed. 2d 398,1952 U.S. LEXIS 2462,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"DICE v. AKRON, CANTON & YOUNGSTOWN RAILROAD CO.",1303,302,State Trial Court,North Carolina,3,"employee, or job applicant, including beneficiaries of",145,,False,conflict between federal court and state court,railroad,231,,72 S. Ct. 312,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,False,no unconstitutionality,False,342 U.S. 359,1951-039-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1951-040,1951-040-01-01,reversed,Vinson,10,1/10/1952,1,1952,10,1/10/1952,1,1952,4,2/4/1952,2,1952,liberal,court opinion,False,unknown,False,250,4,October/04/1953,10,1953,1951-040-01,80010,appeal,3,Federal Statute,96 L. Ed. 2d 417,1952 U.S. LEXIS 2811,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,0,"UNITED STATES v. NEW WRINKLE, INC. ET AL.",1303,104,Ohio Southern U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"inventor, patent assigner, trademark owner or holder",172,,72 S. Ct. 350,104,Ohio Southern U.S. District Court,,False,12,October/12/1949,10,1949,1951,antitrust (except in the context of mergers and union antitrust),False,no unconstitutionality,False,342 U.S. 371,1951-040-01-01-01,favorable disposition for petitioning party
False,117,Texas,State Agency,Economic Activity,judicial review (state level),,1951-041,1951-041-01-01,reversed,Vinson,3,1/3/1952,1,1952,3,1/3/1952,1,1952,4,2/4/1952,2,1952,conservative,court opinion,False,affirmed,False,184,4,October/04/1953,10,1953,1951-041-01,80100,appeal,2,Constitutional Amendment,96 L. Ed. 2d 427,1952 U.S. LEXIS 2463,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,2,"STANDARD OIL CO. v. PECK, TAX COMMISSIONER, ET AL.",1303,300,State Supreme Court,North Carolina,3,"state or local governmental taxpayer, or executor of the estate of",25,Ohio,False,case did not arise on cert or cert not granted,"governmental official, or an official of an agency established under an interstate compact",19,Ohio,72 S. Ct. 309,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,state or local government tax ,False,state/territorial,False,342 U.S. 382,1951-041-01-01-01,favorable disposition for petitioning party
False,117,Texas,State Agency,Economic Activity,judicial review (state level),,1951-042,1951-042-01-01,reversed,Vinson,3,12/3/1951,12,1951,3,12/3/1951,12,1951,3,3/3/1952,3,1952,conservative,court opinion,False,reversed,False,253,4,October/04/1953,10,1953,1951-042-01,80100,appeal,1,Constitution,96 L. Ed. 2d 436,1952 U.S. LEXIS 2381,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,1,"MEMPHIS STEAM LAUNDRY CLEANER, INC. v. STONE, CHAIRMAN, STATE TAX COMMISSION",1303,302,State Trial Court,North Carolina,3,"state or local governmental taxpayer, or executor of the estate of",25,Mississippi,False,case did not arise on cert or cert not granted,"governmental official, or an official of an agency established under an interstate compact",19,Mississippi,72 S. Ct. 424,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,state or local government tax ,False,state/territorial,False,342 U.S. 389,1951-042-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1951-043,1951-043-01-01,reversed,Vinson,8,1/8/1952,1,1952,8,1/8/1952,1,1952,3,3/3/1952,3,1952,liberal,court opinion,False,affirmed,False,349,4,October/04/1953,10,1953,1951-043-01,80070,cert,1,Constitution,96 L. Ed. 2d 441,1952 U.S. LEXIS 2382,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,"FIRST NATIONAL BANK OF CHICAGO, EXECUTOR, v. UNITED AIR LINES, INC.",1303,66,Illinois Northern U.S. District Court,,3,"physically injured person, including wrongful death, who is not an employee",208,,False,to resolve question presented,airline,104,,72 S. Ct. 421,27,"U.S. Court of Appeals, Seventh Circuit",,False,12,October/12/1949,10,1949,1951,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",False,state/territorial,False,342 U.S. 396,1951-043-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Interstate Relations,judicial review (state level),federal common law,1951-044,1951-044-01-01,reversed and remanded,Vinson,3,12/3/1951,12,1951,3,12/3/1951,12,1951,3,3/3/1952,3,1952,unspecifiable,court opinion,False,affirmed,False,143,4,October/04/1953,10,1953,1951-044-01,110030,cert,1,Constitution,96 L. Ed. 2d 448,1952 U.S. LEXIS 2383,unspecifiable,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,1,SUTTON v. LEIB,1303,67,Illinois Southern U.S. District Court,,3,"wife, or ex-wife",253,,False,to resolve important or significant question,"husband, or ex-husband",168,,72 S. Ct. 398,27,"U.S. Court of Appeals, Seventh Circuit",,False,12,October/12/1949,10,1949,1951,miscellaneous interstate relations conflict,False,no unconstitutionality,False,342 U.S. 402,1951-044-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1951-045,1951-045-01-01,affirmed (includes modified),Vinson,7,1/7/1952,1,1952,7,1/7/1952,1,1952,3,3/3/1952,3,1952,liberal,court opinion,True,reversed,False,329,4,October/04/1953,10,1953,1951-045-01,80100,cert,1,Constitution,96 L. Ed. 2d 458,1952 U.S. LEXIS 2384,liberal,6,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,3,"MULLANEY, COMMISSIONER OF TAXATION OF THE TERRITORY OF ALASKA, v. ANDERSON ET AL.",1303,44,Alaska U.S. District Court,,3,"governmental official, or an official of an agency established under an interstate compact",19,Alaska,False,to resolve question presented,fisherman or fishing company,157,,72 S. Ct. 428,29,"U.S. Court of Appeals, Ninth Circuit",,False,12,October/12/1949,10,1949,1951,state or local government tax ,False,state/territorial,False,342 U.S. 415,1951-045-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Civil Rights,judicial review (state level),,1951-046,1951-046-01-01,affirmed (includes modified),Vinson,10,1/10/1952,1,1952,10,1/10/1952,1,1952,3,3/3/1952,3,1952,liberal,court opinion,False,affirmed,False,317,4,October/04/1953,10,1953,1951-046-01,20010,appeal,2,Constitutional Amendment,96 L. Ed. 2d 469,1952 U.S. LEXIS 2708,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,1,"DAY-BRITE LIGHTING, INC. v. MISSOURI",1303,302,State Trial Court,North Carolina,3,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,False,case did not arise on cert or cert not granted,State,28,Missouri,72 S. Ct. 405,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,voting,False,no unconstitutionality,False,342 U.S. 421,1951-046-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,judicial review (national level),,1951-047,1951-047-01-01,petition denied or appeal dismissed,Vinson,31,1/31/1952,1,1952,31,1/31/1952,1,1952,3,3/3/1952,3,1952,conservative,court opinion,False,affirmed,False,9,4,October/04/1953,10,1953,1951-047-01,90300,appeal,1,Constitution,96 L. Ed. 2d 475,1952 U.S. LEXIS 2385,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,3,DOREMUS ET AL. v. BOARD OF EDUCATION OF THE BOROUGH OF HAWTHORNE ET AL.,1303,302,State Trial Court,North Carolina,3,parent or parents,202,,False,case did not arise on cert or cert not granted,local school district or board of education,21,New Jersey,72 S. Ct. 394,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,standing to sue: taxpayer's suit,False,no unconstitutionality,False,342 U.S. 429,1951-047-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Due Process,judicial review (state level),,1951-048,1951-048-01-01,vacated and remanded,Vinson,27,11/27/1951,11,1951,27,11/27/1951,11,1951,3,3/3/1952,3,1952,conservative,court opinion,False,affirmed,False,85,4,October/04/1953,10,1953,1951-048-01,40060,cert,2,Constitutional Amendment,96 L. Ed. 2d 485,1952 U.S. LEXIS 2386,liberal,7,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,2,PERKINS v. BENGUET CONSOLIDATED MINING CO. ET AL.,1303,302,State Trial Court,North Carolina,3,nonresident,193,,False,no reason given,out of state noncriminal defendant,200,,72 S. Ct. 413,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,due process: jurisdiction (jurisdiction over non-resident litigants),False,no unconstitutionality,False,342 U.S. 437,1951-048-01-01-01,favorable disposition for petitioning party
False,4,,Department or Secretary of Agriculture,Judicial Power,interpretation of administrative regulation or rule,statutory construction,1951-049,1951-049-01-01,affirmed (includes modified),Vinson,9,10/9/1951,10,1951,9,10/9/1951,10,1951,3,3/3/1952,3,1952,liberal,court opinion,False,affirmed,False,6,4,October/04/1953,10,1953,1951-049-01,90120,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 497,1952 U.S. LEXIS 2709,liberal,4,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,3,"BRANNAN, SECRETARY OF AGRICULTURE, v. STARK ET AL.",1303,55,District Of Columbia U.S. District Court,,3,Department or Secretary of Agriculture,304,,False,no reason given,distributor,141,,72 S. Ct. 433,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1951,judicial review of administrative agency's or administrative official's actions and procedures,False,no unconstitutionality,False,342 U.S. 451,1951-049-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,First Amendment,judicial review (state level),,1951-050,1951-050-01-01,affirmed (includes modified),Vinson,3,1/3/1952,1,1952,3,1/3/1952,1,1952,3,3/3/1952,3,1952,conservative,court opinion,False,affirmed,False,8,4,October/04/1953,10,1953,1951-050-01,30120,appeal,2,Constitutional Amendment,96 L. Ed. 2d 517,1952 U.S. LEXIS 2387,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,2,ADLER ET AL. v. BOARD OF EDUCATION OF THE CITY OF NEW YORK,1303,302,State Trial Court,North Carolina,3,governmental employee or job applicant,8,New York,False,case did not arise on cert or cert not granted,local school district or board of education,21,New York,72 S. Ct. 380,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,security risks: denial of benefits or dismissal of employees for reasons other than failure to meet loyalty oath requirements,False,no unconstitutionality,False,342 U.S. 485,1951-050-01-01-01,no favorable disposition for petitioning party
False,20,,Civil Service Commission,Judicial Power,statutory construction,,1951-051,1951-051-01-01,affirmed (includes modified),Vinson,30,1/30/1952,1,1952,30,1/30/1952,1,1952,3,3/3/1952,3,1952,conservative,court opinion,False,unknown,False,361,4,October/04/1953,10,1953,1951-051-01,90120,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 534,1952 U.S. LEXIS 2388,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,1,"BLACKMAR v. GUERRE, REGIONAL MANAGER, VETERANS' ADMINISTRATION, ET AL.",1303,75,Louisiana Eastern U.S. District Court,,3,governmental employee or job applicant,8,United States,False,no reason given,Veterans' Administration,414,,72 S. Ct. 410,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1951,judicial review of administrative agency's or administrative official's actions and procedures,False,no unconstitutionality,True,342 U.S. 512,1951-051-01-01-01,no favorable disposition for petitioning party
True,-1,,unknown,Judicial Power,Supreme Court supervision of lower federal or state courts or original jurisdiction,,1951-052,1951-052-01-01,petition denied or appeal dismissed,Vinson,9,1/9/1952,1,1952,9,1/9/1952,1,1952,3,3/3/1952,3,1952,conservative,oral per curiam,False,unknown,False,120,4,October/04/1953,10,1953,1951-052-01,90130,appeal,-1,unknown,96 L. Ed. 2d 540,1952 U.S. LEXIS 2389,conservative,9,-1,unknown,unknown,-1,unknown,unknown,0,GRAY ET AL. v. BOARD OF TRUSTEES OF THE UNIVERSITY OF TENNESSEE ET AL.,1303,116,Tennessee Eastern U.S. District Court,,3,racial or ethnic minority student or applicant for admission to an educational institution,224,,False,case did not arise on cert or cert not granted,state college or university,26,Tennessee,72 S. Ct. 432,116,Tennessee Eastern U.S. District Court,,False,12,October/12/1949,10,1949,1951,mootness (cf. standing to sue: live dispute),False,no unconstitutionality,False,342 U.S. 517,1951-052-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),federal common law,1951-053,1951-053-01-01,reversed,Vinson,28,1/28/1952,1,1952,28,1/28/1952,1,1952,10,3/10/1952,3,1952,conservative,court opinion,True,reversed and remanded,False,331,4,October/04/1953,10,1953,1951-053-01,10020,cert,2,Constitutional Amendment,96 L. Ed. 2d 541,1952 U.S. LEXIS 2343,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"FRISBIE, WARDEN, v. COLLINS",1303,81,Michigan Eastern U.S. District Court,,3,State,28,Michigan,False,to resolve important or significant question,person convicted of crime,126,,72 S. Ct. 509,26,"U.S. Court of Appeals, Sixth Circuit",,False,12,October/12/1949,10,1949,1951,habeas corpus,False,no unconstitutionality,False,342 U.S. 519,1951-053-01-01-01,favorable disposition for petitioning party
False,68,,Immigration and Naturalization Service,First Amendment,statutory construction,,1951-054,1951-054-01-01,affirmed (includes modified),Vinson,26,11/26/1951,11,1951,26,11/26/1951,11,1951,10,3/10/1952,3,1952,conservative,court opinion,False,affirmed,False,35,4,October/04/1953,10,1953,1951-054-01,30060,cert,3,Federal Statute,96 L. Ed. 2d 547,1952 U.S. LEXIS 2344,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,4,"CARLSON ET AL. v. LANDON, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION SERVICE",1303,51,California Southern U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,federal court conflict,"Immigration and Naturalization Service, or Director of, or District Director of, or Immigration and Naturalization Enforcement",368,,72 S. Ct. 525,29,"U.S. Court of Appeals, Ninth Circuit",,False,12,October/12/1949,10,1949,1951,"federal or state internal security legislation: Smith, Internal Security, and related federal statutes",False,no unconstitutionality,False,342 U.S. 524,1951-054-01-01-01,no favorable disposition for petitioning party
