ADA Accessible,ansi usable,city,congressional district,county,date,history.status,history.type,id,line 1,line 2,owned or leased,parking spaces,region id,state,status,type,zip
Will Conform,3500,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-72,Not Evaluated,Field Not In Use,AK0040,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Will Conform,5240,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-71,Not Evaluated,Field Not In Use,AK0506,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Will Conform,2290,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-71,Not Evaluated,Field Not In Use,AK0507,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Will Conform,8932,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-71,Not Evaluated,Field Not In Use,AK0508,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Will Conform,7282,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-72,Not Evaluated,Field Not In Use,AK0513,M 1221 8 TENTHS AK H, ,OWNED,5,10,AK,ACTIVE,BUILDING,997809800
Will Conform,9927,PETERSBURG,0,WRANGELL-PETERSBURG,1-Jan-72,Not Evaluated,Field Not In Use,AK0514,12 NORTH NORDIC DRIVE, ,OWNED,38,10,AK,ACTIVE,BUILDING,998339800
Will Conform,5734,HAINES,0,HAINES,1-Jan-79,Not Evaluated,Field Not In Use,AK0521,MILE 42 HAINES HIGHWAY, ,OWNED,4,10,AK,ACTIVE,BUILDING,998279800
Will Conform,1915,HAINES,0,HAINES,1-Jan-79,Not Evaluated,Field Not In Use,AK0523,MILE 42 HAINES HIGHWAY, ,OWNED,0,10,AK,ACTIVE,BUILDING,998279800
Will Conform,300,HAINES,0,HAINES,1-Jan-79,Not Evaluated,Field Not In Use,AK0525,MILE 42 HAINES HIGHWAY, ,OWNED,0,10,AK,ACTIVE,BUILDING,998279800
Will Conform,4030,SKAGWAY,0,SKAGWAY-YAKUTAT DIV,1-Jan-94,Not Evaluated,Field Not In Use,AK0526,KLONDIKE HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,998409800
Will Conform,951,SITKA,0,SITKA,0,Not Evaluated,Field Not In Use,AK3139,329 HARBOR DRIVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,998357573
Will Conform,12021,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3166,510 L ST, ,LEASED,38,10,AK,ACTIVE,BUILDING,995011935
Will Conform,73515,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3177,1011 E TUDOR RD, ,LEASED,300,10,AK,ACTIVE,BUILDING,995036119
Will Conform,33232,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3180,620 E. 10TH AVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995016205
Will Conform,8688,JUNEAU,0,JUNEAU,0,Not Evaluated,Field Not In Use,AK3219,2770 SHERWOOD LANE, ,LEASED,38,10,AK,ACTIVE,BUILDING,998018545
Will Conform,702,PETERSBURG,0,WRANGELL-PETERSBURG,0,Not Evaluated,Field Not In Use,AK3227,15 12TH STREET, ,LEASED,3,10,AK,ACTIVE,BUILDING,998339800
Will Conform,21457,SITKA,0,SITKA,0,Not Evaluated,Field Not In Use,AK3228,204 SIGINAKA WAY, ,LEASED,75,10,AK,ACTIVE,BUILDING,998357545
Will Conform,23813,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3237,949 E 36TH AVE, ,LEASED,9,10,AK,ACTIVE,BUILDING,995084361
Will Conform,27457,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3239,4230 UNIVERSITY DR, ,LEASED,42,10,AK,ACTIVE,BUILDING,995084650
Will Conform,3572,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,National Register Listed,Field Not In Use,AK3244,250 CUSHMAN ST, ,LEASED,2,10,AK,ACTIVE,BUILDING,997014639
Will Conform,4887,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3251,5100 CORDOVA ST, ,LEASED,8,10,AK,ACTIVE,BUILDING,995037243
Will Conform,3700,NOME,0,NOME,0,Not Evaluated,Field Not In Use,AK3256,606 WEST SECOND AVENUE, ,LEASED,0,10,AK,ACTIVE,BUILDING,997620001
Will Conform,17102,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3263,1717 C ST, ,LEASED,65,10,AK,ACTIVE,BUILDING,995015161
Will Conform,3750,SITKA,0,SITKA,0,Not Evaluated,Field Not In Use,AK3264,1321 SAWMILL CREEK RD, ,LEASED,8,10,AK,ACTIVE,BUILDING,998351999
Will Conform,6857,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3276,1040 GAMBELL ST, ,LEASED,11,10,AK,ACTIVE,BUILDING,995013722
Will Conform,4043,JUNEAU,0,JUNEAU,0,Not Evaluated,Field Not In Use,AK3279,1945 ALEX HOLDEN WAY, ,LEASED,6,10,AK,ACTIVE,BUILDING,998011409
Will Conform,8078,UNALASKA,0,ALEUTIANS WEST,0,Not Evaluated,Field Not In Use,AK3282,2387 AIRPORT BEACH ROAD, ,LEASED,2,10,AK,ACTIVE,BUILDING,996859800
Will Conform,7200,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3283,350 E INTERNATIONAL RD, ,LEASED,4,10,AK,ACTIVE,BUILDING,995181215
Will Conform,2677,JUNEAU,0,JUNEAU,0,Not Evaluated,Field Not In Use,AK3300,"3000; 3032 VINTAGE BLVD,R1; R4", ,LEASED,3,10,AK,ACTIVE,BUILDING,998017125
Will Conform,32500,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3303,101 E 6TH AVE, ,LEASED,112,10,AK,ACTIVE,BUILDING,995012523
Will Conform,614,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3305,1689 C ST., ,LEASED,0,10,AK,ACTIVE,BUILDING,995015139
Will Conform,4700,YAKUTAT,0,SKAGWAY-YAKUTAT DIV,0,Not Evaluated,Field Not In Use,AK3306,"LOT 2,BLOCK 4", ,LEASED,0,10,AK,ACTIVE,BUILDING,996899800
Will Conform,922,SEWARD,0,SEWARD DIVISION,0,Not Evaluated,Field Not In Use,AK3308,302 RAILWAY AVE., ,LEASED,2,10,AK,ACTIVE,BUILDING,996649800
Will Conform,1215,YAKUTAT,0,SKAGWAY-YAKUTAT DIV,0,Not Evaluated,Field Not In Use,AK3309,AIRPORT ROAD, ,LEASED,2,10,AK,ACTIVE,BUILDING,996899800
Will Conform,17143,PALMER,0,MATANUSKA-SUSITNA,0,Not Evaluated,Field Not In Use,AK3317,800 W EVERGREEN AVE, ,LEASED,72,10,AK,ACTIVE,BUILDING,996456539
Will Conform,10210,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3319,4141 AMBASSADOR DR, ,LEASED,47,10,AK,ACTIVE,BUILDING,995085928
Yes,20013,KODIAK,0,KODIAK ISLAND,0,Not Evaluated,Field Not In Use,AK3331,301 RESEARCH COURT, ,LEASED,27,10,AK,ACTIVE,BUILDING,996157400
Will Conform,5010,SOLDOTNA,0,KENAI-COOK INLET DIV,0,Not Evaluated,Field Not In Use,AK3332,35080 KALIFORNSKY BEACH RD, ,LEASED,15,10,AK,ACTIVE,BUILDING,996698218
Yes,18945,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3335,100 E 5TH AVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995012518
Yes,5029,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3338,590 UNIVERSITY AVENUE, ,LEASED,22,10,AK,ACTIVE,BUILDING,997093662
Yes,37994,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3341,3601 C. STREET, ,LEASED,125,10,AK,ACTIVE,BUILDING,995035925
Yes,14195,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3342,12100 INDUSTRY WAY,"BLDG P,HUFFMAN BUS PK",LEASED,0,10,AK,ACTIVE,BUILDING,995153594
Yes,27763,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3344,1630 E TUDOR RD, ,LEASED,48,10,AK,ACTIVE,BUILDING,995071049
No,8135,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3346,800 E SHIP CREEK AVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995011613
Yes,602,BETHEL,0,BETHEL,0,Not Evaluated,Field Not In Use,AK3348,303 WILLOW STREET, ,LEASED,0,10,AK,ACTIVE,BUILDING,995599800
Yes,4300,WASILLA,0,MATANUSKA-SUSITNA,0,Not Evaluated,Field Not In Use,AK3349,1700 E BOGARD RD, ,LEASED,35,10,AK,ACTIVE,BUILDING,996546563
Will Conform,10000,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3360,319 E SHIP CREEK AVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995011604
No,1051,UNALASKA,0,ALEUTIAN DIVISION,0,Not Evaluated,Field Not In Use,AK3365,"63 KASHEGA DRIVE,UNIT N-4,",MAKUSHIN APARTMENTS,LEASED,0,10,AK,ACTIVE,BUILDING,996859800
No,7200,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3371,3400 SHELL ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,997017245
Yes,67287,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3373,240 W 5TH AVE,FIFTH AVENUE CENTER,LEASED,271,10,AK,ACTIVE,BUILDING,995012327
Yes,13038,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3375,4000 W 50TH AVE,AKA LOT 33A AND LOT 28A,LEASED,35,10,AK,ACTIVE,BUILDING,995021039
Yes,1800,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3377,970 DEERE STREET, ,LEASED,0,10,AK,ACTIVE,BUILDING,997095539
Yes,2500,KETCHIKAN,0,KETCHIKAN GATEWAY,0,Not Evaluated,Field Not In Use,AK3378,1621 TONGASS AVE,SUITE 200-2004,LEASED,5,10,AK,ACTIVE,BUILDING,999016013
Yes,3845,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3379,4600 POSTMARK DRIVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995012317
Yes,1064,CORDOVA,0,CORDOVA-MCCARTHY DIV,0,Not Evaluated,Field Not In Use,AK3380,CORDOVA AIRPORT, ,LEASED,0,10,AK,ACTIVE,BUILDING,995740338
Yes,950,KODIAK,0,KODIAK ISLAND,0,Not Evaluated,Field Not In Use,AK3381,1420 AIRPORT WAY,"LOT 17B,BLK 1600",LEASED,0,10,AK,ACTIVE,BUILDING,996156801
Yes,800,BARROW,0,BARROW-NORTH SLOPE DIV,0,Not Evaluated,Field Not In Use,AK3383,1078 Kiogak Street, ,LEASED,0,10,AK,ACTIVE,BUILDING,99723
Yes,842,KOTZEBUE,0,KOBUK DIVISION,0,Not Evaluated,Field Not In Use,AK3385,241 5TH AVENUE, ,LEASED,0,10,AK,ACTIVE,BUILDING,997529800
Yes,682,NOME,0,NOME,0,Not Evaluated,Field Not In Use,AK3386,214 FRONT ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,997629800
Yes,585,JUNEAU,0,JUNEAU,0,Not Evaluated,Field Not In Use,AK3387,"1873 SHELL SIMMONS DRIVE,SUITE 200", ,LEASED,3,10,AK,ACTIVE,BUILDING,998017005
Yes,2196,KETCHIKAN,0,KETCHIKAN GATEWAY,0,Not Evaluated,Field Not In Use,AK3389,LOT 4 BLK 400 US SURVEY 3535,& TIDELANDS SURVEY 802,LEASED,0,10,AK,ACTIVE,BUILDING,999019998
Yes,665,YAKUTAT,0,SKAGWAY-YAKUTAT DIV,0,Not Evaluated,Field Not In Use,AK3391,1/2 MILE AIRPORT ROAD, ,LEASED,0,10,AK,ACTIVE,BUILDING,996899800
Yes,678,PRUDHOE BAY,0,UPPER YUKON DIVISION,0,Not Evaluated,Field Not In Use,AK3394,500 AIRPORT WAY,ACTUAL CITY: DEADHORSE- NOT IN STAR,LEASED,0,10,AK,ACTIVE,BUILDING,997349800
Yes,10088,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3395,5904 OLD AIRPORT WAY, ,LEASED,21,10,AK,ACTIVE,BUILDING,997094601
Yes,530,DILLINGHAM,0,DILLINGHAM,0,Not Evaluated,Field Not In Use,AK3406,DILLINGHAM AIRPORT, ,LEASED,0,10,AK,ACTIVE,BUILDING,995769800
Yes,1110,PETERSBURG,0,WRANGELL-PETERSBURG,0,Not Evaluated,Field Not In Use,AK3408,1500 HAUGEN DRIVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,998339800
Yes,1200,WRANGELL,0,WRANGELL-PETERSBURG,0,Not Evaluated,Field Not In Use,AK3410,221 FRONT STREET, ,LEASED,0,10,AK,ACTIVE,BUILDING,999299800
Yes,12458,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3414,3000 C STREET, ,LEASED,44,10,AK,ACTIVE,BUILDING,995032400
Yes,5594,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3416,420 L ST,"SUITES 305,315 and 300",LEASED,6,10,AK,ACTIVE,BUILDING,995015901
Yes,0,TOK,0,SOUTHEAST FAIRBANKS,0,Not Evaluated,Field Not In Use,AK3417,MILE 1225 ALASKA HIGHWAY, ,LEASED,0,10,AK,ACTIVE,LAND,997809800
No,0,SKAGWAY,0,SKAGWAY-YAKUTAT DIV,0,Not Evaluated,Field Not In Use,AK3418,MILEPOST 1.5 KLONDIKE HWY, ,LEASED,0,10,AK,ACTIVE,LAND,998409800
Yes,933,KODIAK,0,KODIAK ISLAND,0,Not Evaluated,Field Not In Use,AK3420,518 W MARINE WAY,SUITE 206,LEASED,0,10,AK,ACTIVE,BUILDING,996156587
Yes,1317,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3428,4000 W 50TH AVE, ,LEASED,0,10,AK,ACTIVE,BUILDING,995021039
Yes,27951,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3429,3801 CENTERPOINT DR, ,LEASED,84,10,AK,ACTIVE,BUILDING,995035820
Yes,5422,PALMER,0,MATANUSKA-SUSITNA,0,Not Evaluated,Field Not In Use,AK3431,9001 E FRONTAGE RD,UNIT A,LEASED,11,10,AK,ACTIVE,BUILDING,996459317
Yes,0,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3432,4341 B ST,SUITE 301,LEASED,0,10,AK,ACTIVE,BUILDING,995035927
Yes,5966,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3442,5761 SILVERADO WAY, ,LEASED,8,10,AK,ACTIVE,BUILDING,995181657
Yes,15000,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3450,4175 GEIST RD, ,LEASED,57,10,AK,ACTIVE,BUILDING,997093420
Yes,7782,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3455,601 W 5TH AVE, ,LEASED,2,10,AK,ACTIVE,BUILDING,995012221
Yes,2514,FAIRBANKS,0,FAIRBANKS NORTH STAR,1-Jun-85,Not Evaluated,Field Not In Use,AK3456,2175 UNIVERSITY AVE S, ,LEASED,13,10,AK,ACTIVE,BUILDING,997094910
Yes,8083,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3457,750 D ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,995013524
Yes,1739,SITKA,0,SITKA,0,Not Evaluated,Field Not In Use,AK3458,601 ALICE LOOP ROAD, ,LEASED,2,10,AK,ACTIVE,BUILDING,998359425
Yes,1155,FAIRBANKS,0,FAIRBANKS NORTH STAR,0,Not Evaluated,Field Not In Use,AK3461,6450 AIRPORT WAY,RM 1066,LEASED,0,10,AK,ACTIVE,BUILDING,997094672
Yes,638,BETHEL,0,BETHEL,0,Not Evaluated,Field Not In Use,AK3463,BETHEL AIRPORT, ,LEASED,0,10,AK,ACTIVE,BUILDING,995599800
Will Conform,1150,KING SALMON,0,BRISTOL BAY,0,Not Evaluated,Field Not In Use,AK3464,KING SALMON, ,LEASED,2,10,AK,ACTIVE,BUILDING,996139800
Yes,35545,ANCHORAGE,0,ANCHORAGE,7-May-07,Not Evaluated,Field Not In Use,AK3466,4210 UNIVERSITY DRIVE, ,LEASED,4,10,AK,ACTIVE,BUILDING,995084672
Yes,3135,FAIRBANKS,0,FAIRBANKS NORTH STAR,1-Oct-07,Not Evaluated,Field Not In Use,AK3468,1901 AIRPORT WAY, ,LEASED,3,10,AK,ACTIVE,BUILDING,997014049
Yes,14554,FAIRBANKS,0,FAIRBANKS NORTH STAR,1-Aug-08,Not Evaluated,Field Not In Use,AK3469,101 DUNKEL STREET, ,LEASED,0,10,AK,ACTIVE,BUILDING,997014673
Yes,1573,JUNEAU,0,JUNEAU,1-Jun-86,Not Evaluated,Field Not In Use,AK3470,9105 MENDENHALL MALL RD, ,LEASED,0,10,AK,ACTIVE,BUILDING,998017112
Yes,2400,ANCHORAGE,0,ANCHORAGE,1-Oct-08,Not Evaluated,Field Not In Use,AK3472,8479 TOLOFF ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,995073544
Yes,8916,ANCHORAGE,0,ANCHORAGE,15-Jan-08,Not Evaluated,Field Not In Use,AK3473,188 WEST NORTHERN LIGHTS BOULEVARD, ,LEASED,28,10,AK,ACTIVE,BUILDING,995033975
No,5400,KODIAK,0,KODIAK ISLAND,1-Jul-00,Not Evaluated,Field Not In Use,AK3475,727 SHELIKOF ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,996156055
Yes,2802,ANCHORAGE,0,ANCHORAGE,1-Jul-84,Not Evaluated,Field Not In Use,AK3479,5520 LAKE OTIS PKY,SUITE 103,LEASED,2,10,AK,ACTIVE,BUILDING,995071714
Will Conform,26149,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3481,161 E 1ST AVE, ,LEASED,153,10,AK,ACTIVE,BUILDING,995011640
Will Conform,6273,NOME,0,NOME,1-Jan-58,National Register Eligible,Field Not In Use,AK3484,240 FRONT ST, ,LEASED,0,10,AK,ACTIVE,BUILDING,997629800
Yes,4800,ANCHORAGE,0,ANCHORAGE,0,Not Evaluated,Field Not In Use,AK3487,651 E 100TH AVE, ,LEASED,10,10,AK,ACTIVE,BUILDING,995152606
Yes,1600,VALDEZ, ,VALDEZ-CHITINA-WHITT,0,Not Evaluated,Field Not In Use,AK3491,154 Fairbanks Drive, ,LEASED,2,10,AK,ACTIVE,BUILDING,99686
Yes,1595,JUNEAU,0,JUNEAU,0,Not Evaluated,Field Not In Use,AK3492,10008 CRAZY HORSE DR, ,LEASED,0,10,AK,ACTIVE,BUILDING,998018528
Will Conform,186679,BOISE,2,ADA,19-Nov-66,Not Evaluated,Field Not In Use,ID0025,550 WEST FORT ST, ,OWNED,335,10,ID,ACTIVE,BUILDING,837240101
Will Conform,7354,LEWISTON,1,NEZ PERCE,1-Jan-72,Not Evaluated,Field Not In Use,ID0027,1617 19TH AVE, ,OWNED,29,10,ID,ACTIVE,BUILDING,835014004
Will Conform,10094,EASTPORT,1,BOUNDARY,1-Jan-87,Not Evaluated,Field Not In Use,ID0504,U S HIGHWAY 95, ,OWNED,14,10,ID,ACTIVE,STRUCTURE,838269998
Will Conform,1015,EASTPORT,1,BOUNDARY,1-Jan-87,Not Evaluated,Field Not In Use,ID0505,US HIGHWAY 95, ,OWNED,0,10,ID,ACTIVE,BUILDING,838269998
Will Conform,0,EASTPORT,1,BOUNDARY,1-Jan-87,Not Evaluated,Field Not In Use,ID0506,US HIGHWAY 95, ,OWNED,0,10,ID,ACTIVE,STRUCTURE,838269998
Will Conform,976,EASTPORT, ,BOUNDARY,1-Jun-15,Not Evaluated,Field Not In Use,ID0508,US HIGHWAY 95, ,OWNED,0,10,ID,ACTIVE,BUILDING,838269998
Will Conform,0,PORTHILL,1,BOUNDARY,1-Jan-40,National Register Listed,Field Not In Use,ID0551,Highway 95, ,OWNED,0,10,ID,DECOMMISSIONED,BUILDING,838530000
Will Conform,470,PORTHILL,1,BOUNDARY,1-Jan-40,National Register Listed,Field Not In Use,ID0552,US BORDER STATION, ,OWNED,0,10,ID,ACTIVE,BUILDING,838539998
Will Conform,5441,PORTHILL,1,BOUNDARY,1-Jan-67,Not Evaluated,Field Not In Use,ID0560,US BORDER STATION, ,OWNED,0,10,ID,ACTIVE,BUILDING,838539898
Will Conform,6690,CALDWELL,1,CANYON,0,Not Evaluated,Field Not In Use,ID4193,1118 S KIMBALL AVE, ,LEASED,12,10,ID,ACTIVE,BUILDING,836054624
Will Conform,3205,TWIN FALLS,2,TWIN FALLS,0,Not Evaluated,Field Not In Use,ID4225,2496 ADDISON AVE E, ,LEASED,13,10,ID,ACTIVE,BUILDING,833016762
Will Conform,7061,IDAHO FALLS,2,BONNEVILLE,0,Not Evaluated,Field Not In Use,ID4252,1820 E 17TH ST, ,LEASED,10,10,ID,ACTIVE,BUILDING,834046469
Will Conform,4503,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4265,3050 N LAKEHARBOR LN, ,LEASED,3,10,ID,ACTIVE,BUILDING,837036906
Will Conform,60863,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4270,720 E PARK BLVD, ,LEASED,169,10,ID,ACTIVE,BUILDING,837127758
Will Conform,4885,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4271,897 E PARK BLVD, ,LEASED,0,10,ID,ACTIVE,BUILDING,837127717
Will Conform,12360,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4273,877 W MAIN ST, ,LEASED,20,10,ID,ACTIVE,BUILDING,837025883
Will Conform,4318,HAGERMAN,2,GOODING,0,Not Evaluated,Field Not In Use,ID4274,221 N STATE ST, ,LEASED,23,10,ID,ACTIVE,BUILDING,833329700
Will Conform,77149,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4278,1150 N CURTIS RD, ,LEASED,333,10,ID,ACTIVE,BUILDING,837061234
Will Conform,3824,GOODING,2,GOODING,0,Not Evaluated,Field Not In Use,ID4288,1945 AIRPORT RD, ,LEASED,0,10,ID,ACTIVE,BUILDING,833305215
Will Conform,4704,LAPWAI,1,NEZ PERCE,0,Not Evaluated,Field Not In Use,ID4289,99 AGENCY DRIVE, ,LEASED,20,10,ID,ACTIVE,BUILDING,835409998
Will Conform,2082,TWIN FALLS,2,TWIN FALLS,0,Not Evaluated,Field Not In Use,ID4298,1341 FILLMORE ST, ,LEASED,0,10,ID,ACTIVE,BUILDING,833015259
Will Conform,6610,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4299,607 N 8TH ST, ,LEASED,15,10,ID,ACTIVE,BUILDING,837025518
Will Conform,131623,BOISE,1,ADA,0,Not Evaluated,Field Not In Use,ID4305,1387 S VINNELL WAY,1249 S Vinnell Way,LEASED,320,10,ID,ACTIVE,BUILDING,837091657
Will Conform,3698,BOISE,1,ADA,0,Not Evaluated,Field Not In Use,ID4311,2099 CENTURY WAY, ,LEASED,0,10,ID,ACTIVE,BUILDING,837092806
Yes,36877,POCATELLO,2,BANNOCK,0,Not Evaluated,Field Not In Use,ID4315,801 E SHERMAN ST, ,LEASED,120,10,ID,ACTIVE,BUILDING,832015730
Yes,41137,BOISE,1,ADA,0,Not Evaluated,Field Not In Use,ID4316,9173 W BARNES DR, ,LEASED,167,10,ID,ACTIVE,BUILDING,837091573
Yes,1240,COEUR D ALENE,1,KOOTENAI,0,Not Evaluated,Field Not In Use,ID4325,1900 NORTHWEST BLVD,SUITE 208,LEASED,3,10,ID,ACTIVE,BUILDING,838142676
Yes,3933,CHUBBUCK,2,BANNOCK,0,Not Evaluated,Field Not In Use,ID4326,4425 BURLEY DRIVE,SUITE B,LEASED,27,10,ID,ACTIVE,BUILDING,832021956
Yes,6473,TWIN FALLS,2,TWIN FALLS,0,Not Evaluated,Field Not In Use,ID4330,1437 FILLMORE ST, ,LEASED,25,10,ID,ACTIVE,BUILDING,833013380
Yes,392,IDAHO FALLS,2,BONNEVILLE,1-May-92,Not Evaluated,Field Not In Use,ID4332,900 N SKYLINE DR,SUITE A,LEASED,0,10,ID,ACTIVE,BUILDING,834021700
Yes,8350,BOISE,1,ADA,1-Jan-00,Not Evaluated,Field Not In Use,ID4334,2141 AIRPORT WAY,SUITE 800,LEASED,51,10,ID,ACTIVE,BUILDING,837055198
Yes,27945,BOISE,1,ADA,0,Not Evaluated,Field Not In Use,ID4335,1185 S VINNELL WAY, ,LEASED,100,10,ID,ACTIVE,BUILDING,837091656
Yes,4802,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4339,251 E FRONT ST, ,LEASED,12,10,ID,ACTIVE,BUILDING,837027309
Yes,2123,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4342,300 E. MALLARD,SUITE 150,LEASED,10,10,ID,ACTIVE,BUILDING,837066648
Yes,5625,CALDWELL,1,CANYON,0,Not Evaluated,Field Not In Use,ID4343,5119 AVIATION WAY, ,LEASED,8,10,ID,ACTIVE,BUILDING,836051500
Yes,2174,REXBURG,2,MADISON,0,Not Evaluated,Field Not In Use,ID4344,146 AIRPORT ROAD, ,LEASED,0,10,ID,ACTIVE,BUILDING,834409998
Yes,974,LEWISTON,1,NEZ PERCE,0,Not Evaluated,Field Not In Use,ID4349,406 BURRELL AVE, ,LEASED,0,10,ID,ACTIVE,BUILDING,835014522
Yes,1150,TWIN FALLS,2,TWIN FALLS,0,Not Evaluated,Field Not In Use,ID4352,492 AIRPORT LOOP,MAGIC VALLEY REGIONAL AIRPORT,LEASED,0,10,ID,ACTIVE,BUILDING,833010364
Yes,1123,IDAHO FALLS,2,BONNEVILLE,0,Not Evaluated,Field Not In Use,ID4353,2140 N SKYLINE DR,#12,LEASED,0,10,ID,ACTIVE,BUILDING,834024906
Yes,1500,POCATELLO,2,BANNOCK,0,Not Evaluated,Field Not In Use,ID4355,1950 AIRPORT WAY, ,LEASED,0,10,ID,ACTIVE,BUILDING,832047549
Yes,28128,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4358,300 E MALLARD DR, ,LEASED,73,10,ID,ACTIVE,BUILDING,837066646
Yes,1056,PLUMMER,1,BENEWAH,0,Not Evaluated,Field Not In Use,ID4359,850 A STREET, ,LEASED,0,10,ID,ACTIVE,BUILDING,838510408
Yes,10019,BOISE,1,ADA,0,Not Evaluated,Field Not In Use,ID4360,3201 AIRPORT WAY, ,LEASED,12,10,ID,ACTIVE,BUILDING,837055097
Yes,9826,BOISE,2,ADA,0,Not Evaluated,Field Not In Use,ID4362,960 S BROADWAY AVE,SUITE 430,LEASED,32,10,ID,ACTIVE,BUILDING,837063600
Yes,526,LEWISTON,1,NEZ PERCE,0,National Register Listed,Field Not In Use,ID4363,313 D ST, ,LEASED,0,10,ID,ACTIVE,BUILDING,835011894
Yes,360,POCATELLO,2,BANNOCK,0,Not Evaluated,Field Not In Use,ID4364,1651 ALVIN RICKEN DR,BUSINESS & TECHNOLOGY CENTER,LEASED,2,10,ID,ACTIVE,BUILDING,832012726
