1st Household Weight,1st Household Weight Description,2nd Household Weight,2nd Household Weight Description,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Calcium,Carbohydrate,Category,Cholesterol,Choline,Copper,Description,Fiber,Iron,Kilocalories,Lutein and Zeaxanthin,Lycopene,Magnesium,Manganese,Monosaturated Fat,Niacin,Nutrient Data Bank Number,Pantothenic Acid,Phosphorus,Polysaturated Fat,Potassium,Protein,Refuse Percentage,Retinol,Riboflavin,Saturated Fat,Selenium,Sodium,Sugar Total,Thiamin,Total Lipid,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K,Water,Zinc
1801.31,1 roast,28,1 oz,0,0.87,0,0,16,0.0,BEEF,68,80,0.082,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.73,249,0,0,19,0.013,7.95,4.328,13811,0.559,171,0.706,290,19.14,15,0,0.143,7.492,19.9,63,0.0,0.064,18.57,0,0,1.79,0.425,0.0,0.41,1.6,61.78,4.56
0.0,,85,3 oz,0,0.93,0,0,16,0.0,BEEF,82,115,0.116,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",0.0,2.61,309,0,0,20,0.01,8.583,4.215,13812,0.595,182,0.737,241,30.2,30,0,0.193,7.902,27.8,49,0.0,0.057,19.93,0,0,2.46,0.29,0.0,0.54,1.9,49.35,6.87
1782.72,1 roast,28,1 oz,0,0.85,0,0,18,0.0,BEEF,64,81,0.08,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",0.0,1.61,239,0,0,19,0.01,7.444,4.334,13813,0.548,176,0.661,290,19.33,16,0,0.135,7.016,20.8,62,0.0,0.076,17.39,0,0,1.5,0.486,0.0,0.4,1.6,62.88,4.52
257.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.91,0,0,18,0.0,BEEF,76,114,0.093,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",0.0,2.46,295,0,0,20,0.01,7.969,4.331,13814,0.593,184,0.684,243,30.05,26,0,0.163,7.337,28.8,50,0.0,0.065,18.5,0,0,1.99,0.296,0.0,0.52,1.8,51.56,7.09
28.35,1 oz,454,1 lb,0,0.82,0,0,10,0.0,BEEF,71,72,0.073,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,2.04,248,0,0,17,0.012,8.52,2.18,13815,0.29,162,0.71,271,17.16,19,0,0.17,7.82,16.2,68,0.0,0.1,19.41,0,0,3.4,0.36,0.0,0.0,0.0,61.23,4.98
247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.88,0,0,13,0.0,BEEF,104,102,0.126,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",0.0,3.13,341,0,0,19,0.016,10.86,2.43,13816,0.31,202,0.9,233,26.78,23,0,0.24,10.0,24.6,65,0.0,0.07,25.12,0,0,2.29,0.26,0.0,0.2,2.0,47.67,8.41
28.35,1 oz,454,1 lb,0,0.81,0,0,10,0.0,BEEF,72,71,0.072,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",0.0,2.01,265,0,0,17,0.012,9.36,2.17,13817,0.29,160,0.78,267,16.98,19,0,0.17,8.59,16.2,67,0.0,0.09,21.31,0,0,3.36,0.35,0.0,0.0,0.0,59.93,4.9
247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.87,0,0,13,0.0,BEEF,103,100,0.124,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",0.0,3.08,359,0,0,19,0.015,11.78,2.41,13818,0.31,198,0.97,230,26.37,23,0,0.24,10.86,24.5,64,0.0,0.07,27.26,0,0,2.27,0.26,0.0,0.21,2.0,46.32,8.23
28.35,1 oz,454,1 lb,0,0.84,0,0,10,0.0,BEEF,71,73,0.074,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",0.0,2.07,230,0,0,17,0.013,7.6,2.2,13819,0.29,164,0.63,276,17.37,19,0,0.17,6.99,16.3,69,0.0,0.1,17.33,0,0,3.44,0.36,0.0,0.0,0.0,62.83,5.07
247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.89,0,0,13,0.0,BEEF,104,104,0.129,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",0.0,3.2,318,0,0,20,0.016,9.66,2.46,13820,0.32,206,0.8,237,27.33,23,0,0.25,8.89,24.7,66,0.0,0.07,22.35,0,0,2.31,0.26,0.0,0.0,0.0,49.4,8.65
28.35,1 oz,454,1 lb,0,0.78,0,0,9,0.0,BEEF,70,69,0.059,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,1.74,306,0,0,16,0.012,11.24,2.8,13824,0.31,156,0.94,272,16.53,16,0,0.13,10.76,16.2,55,0.0,0.08,26.1,0,0,2.82,0.31,0.0,0.0,0.0,55.24,3.73
267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.04,0,0,11,0.0,BEEF,82,85,0.082,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",0.0,2.19,337,0,0,20,0.013,11.38,3.27,13825,0.33,179,0.98,315,22.42,21,0,0.17,10.85,21.6,63,0.0,0.08,26.75,0,0,2.89,0.27,0.0,0.0,0.0,48.47,5.28
289.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.99,0,0,11,0.0,BEEF,84,87,0.084,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",0.0,2.37,351,0,0,20,0.014,12.08,3.46,13826,0.32,177,1.0,305,22.77,17,0,0.18,11.33,22.2,64,0.0,0.07,28.11,0,0,2.56,0.23,0.0,0.0,0.0,48.12,5.45
28.35,1 oz,454,1 lb,0,0.77,0,0,9,0.0,BEEF,71,68,0.058,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.72,322,0,0,16,0.012,12.02,2.78,13827,0.31,154,1.01,267,16.34,17,0,0.13,11.51,16.3,54,0.0,0.08,27.93,0,0,2.79,0.31,0.0,0.0,0.0,53.85,3.66
267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.03,0,0,11,0.0,BEEF,82,85,0.081,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",0.0,2.18,352,0,0,20,0.013,12.12,3.25,13828,0.32,178,1.04,313,22.26,21,0,0.17,11.57,21.8,63,0.0,0.08,28.5,0,0,2.87,0.27,0.0,0.0,0.0,47.33,5.23
289.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.98,0,0,11,0.0,BEEF,84,86,0.084,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",0.0,2.35,365,0,0,20,0.013,12.8,3.43,13829,0.31,176,1.05,302,22.6,17,0,0.17,12.01,22.4,64,0.0,0.07,29.79,0,0,2.55,0.23,0.0,0.24,2.0,46.87,5.4
28.35,1 oz,454,1 lb,0,0.79,0,0,9,0.0,BEEF,70,70,0.059,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",0.0,1.77,288,0,0,17,0.012,10.32,2.85,13830,0.31,159,0.86,278,16.75,16,0,0.13,9.88,15.8,55,0.0,0.08,23.95,0,0,2.86,0.32,0.0,0.0,0.0,57.48,3.79
264.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.05,0,0,11,0.0,BEEF,81,87,0.083,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",0.0,2.22,315,0,0,20,0.014,10.28,3.31,13831,0.33,182,0.89,321,22.73,22,0,0.17,9.81,21.1,64,0.0,0.08,24.2,0,0,2.93,0.28,0.0,0.0,0.0,50.41,5.38
289.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.0,0,0,11,0.0,BEEF,84,88,0.085,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",0.0,2.41,330,0,0,20,0.014,11.01,3.51,13832,0.32,180,0.91,310,23.1,17,0,0.18,10.32,21.7,65,0.0,0.07,25.63,0,0,2.58,0.24,0.0,0.0,0.0,49.9,5.57
28.35,1 oz,454,1 lb,0,0.76,0,0,9,0.0,BEEF,72,68,0.057,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",0.0,1.7,355,0,0,16,0.011,13.77,2.75,13833,0.3,152,1.15,263,16.15,16,0,0.13,13.22,20.7,53,0.0,0.08,31.66,0,0,2.76,0.31,0.0,0.0,0.0,51.51,3.6
274.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.96,0,0,11,0.0,BEEF,85,0,0.081,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",0.0,2.13,386,0,0,20,0.014,14.13,3.19,13834,0.32,169,1.12,310,21.95,19,0,0.18,13.42,27.7,62,0.0,0.08,32.38,0,0,2.84,0.3,0.0,0.0,0.0,44.87,5.19
278.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.91,0,0,11,0.0,BEEF,85,0,0.083,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",0.0,2.17,400,0,0,20,0.013,14.69,3.4,13835,0.36,175,1.17,304,22.57,20,0,0.18,13.96,28.4,65,0.0,0.07,33.7,0,0,2.56,0.26,0.0,0.0,0.0,43.4,5.39
28.35,1 oz,454,1 lb,0,0.76,0,0,8,0.0,BEEF,71,0,0.059,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,1.71,316,0,0,16,0.012,11.69,2.61,13838,0.33,153,1.0,260,16.26,16,0,0.13,11.29,15.8,55,0.0,0.08,27.29,0,0,2.71,0.29,0.0,0.0,0.0,54.51,3.75
267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.04,0,0,10,0.0,BEEF,80,0,0.079,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",0.0,2.19,338,0,0,19,0.013,11.51,2.78,13839,0.35,182,1.03,309,21.55,21,0,0.16,11.06,21.0,64,0.0,0.07,27.22,0,0,2.89,0.23,0.0,0.0,0.0,48.74,5.07
292.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.91,0,0,10,0.0,BEEF,85,88,0.089,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",0.0,2.35,355,0,0,20,0.014,12.2,3.67,13840,0.37,173,0.99,293,23.01,16,0,0.19,11.5,21.6,64,0.0,0.07,28.51,0,0,2.34,0.23,0.0,0.23,2.0,47.73,5.84
28.35,1 oz,454,1 lb,0,0.75,0,0,8,0.0,BEEF,72,0,0.058,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.68,333,0,0,15,0.011,12.56,2.57,13841,0.32,150,1.07,254,16.03,16,0,0.13,12.13,15.7,54,0.0,0.08,29.34,0,0,2.67,0.29,0.0,0.0,0.0,53.0,3.67
267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.0,0,0,10,0.0,BEEF,81,0,0.076,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",0.0,2.12,370,0,0,18,0.013,13.21,2.7,13842,0.34,175,1.18,297,20.86,21,0,0.16,12.67,21.0,63,0.0,0.07,31.18,0,0,2.81,0.23,0.0,0.0,0.0,45.96,4.83
296.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.89,0,0,10,0.0,BEEF,85,0,0.087,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",0.0,2.3,378,0,0,19,0.013,13.39,3.59,13843,0.36,169,1.09,286,22.5,15,0,0.18,12.62,21.6,63,0.0,0.07,31.28,0,0,2.31,0.22,0.0,0.0,0.0,45.9,5.65
28.35,1 oz,454,1 lb,0,0.77,0,0,8,0.0,BEEF,70,0,0.06,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW",0.0,1.74,295,0,0,16,0.012,10.65,2.64,13844,0.33,155,0.91,266,16.52,17,0,0.14,10.28,15.9,56,0.0,0.08,24.85,0,0,2.75,0.29,0.0,0.0,0.0,56.35,3.84
267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.04,0,0,10,0.0,BEEF,80,0,0.079,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD",0.0,2.19,324,0,0,19,0.013,10.85,2.78,13845,0.35,182,0.97,309,21.55,21,0,0.16,10.43,21.2,64,0.0,0.07,25.71,0,0,2.89,0.23,0.0,0.0,0.0,50.25,5.07
292.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.93,0,0,9,0.0,BEEF,84,0,0.09,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD",0.0,2.39,333,0,0,20,0.014,11.06,3.74,13846,0.38,176,0.9,299,23.4,16,0,0.19,10.42,21.7,65,0.0,0.07,25.84,0,0,2.37,0.23,0.0,0.0,0.0,49.4,5.98
28.35,1 oz,454,1 lb,0,0.73,0,0,8,0.0,BEEF,73,0,0.057,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",0.0,1.65,367,0,0,15,0.011,14.37,2.53,13847,0.31,147,1.23,248,15.77,14,0,0.13,13.96,16.2,53,0.0,0.08,33.26,0,0,2.63,0.28,0.0,0.0,0.0,50.4,3.58
278.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.9,0,0,10,0.0,BEEF,86,0,0.076,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",0.0,2.08,404,0,0,19,0.013,15.29,2.64,13848,0.33,164,1.21,298,20.65,18,0,0.17,14.51,21.6,62,0.0,0.07,34.97,0,0,2.79,0.27,0.0,0.0,0.0,43.48,4.87
281.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.91,0,0,10,0.0,BEEF,85,0,0.088,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",0.0,2.33,393,0,0,20,0.014,14.29,3.65,13849,0.37,172,1.13,291,22.86,19,0,0.19,13.59,22.1,64,0.0,0.07,32.74,0,0,2.34,0.23,0.0,0.0,0.0,44.49,5.78
28.35,1 oz,454,1 lb,0,0.9,0,0,23,0.0,BEEF,70,0,0.065,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,1.39,254,0,0,20,0.01,8.162,5.699,13850,0.556,176,0.725,295,19.33,5,0,0.093,7.692,21.5,49,0.0,0.06,19.06,0,0,1.0,0.527,0.0,0.42,1.7,61.05,3.33
268.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.05,0,0,19,0.0,BEEF,105,98,0.078,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",0.0,1.66,291,0,0,22,0.009,8.355,6.881,13851,0.51,201,0.742,323,25.85,7,0,0.125,7.894,28.0,53,0.0,0.07,20.04,0,0,1.52,0.541,0.0,0.49,1.8,53.65,4.67
282.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.11,0,0,13,0.0,BEEF,83,0,0.078,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS",0.0,2.42,341,0,0,20,0.014,11.73,3.16,13852,0.24,183,0.99,324,22.54,19,0,0.16,10.92,21.9,63,0.0,0.06,27.14,0,0,2.88,0.24,0.0,0.0,0.0,48.97,4.93
28.35,1 oz,454,1 lb,0,0.9,0,0,24,0.0,BEEF,74,0,0.063,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.38,263,0,0,19,0.012,8.617,6.157,13853,0.557,172,0.766,293,19.09,5,0,0.081,8.121,20.7,48,0.0,0.051,20.13,0,0,1.06,0.514,0.0,0.43,1.7,60.11,3.38
255.81,"1 steak,  (yield from 320 g raw meat)",85,3 oz,0,1.04,0,0,16,0.0,BEEF,116,0,0.08,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",0.0,1.64,304,0,0,20,0.009,9.208,6.653,13854,0.483,183,0.818,298,24.53,7,0,0.108,8.7,26.4,49,0.0,0.061,22.09,0,0,1.62,0.489,0.0,0.5,1.8,52.93,4.37
278.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.09,0,0,13,0.0,BEEF,83,0,0.077,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",0.0,2.39,359,0,0,20,0.013,12.63,3.13,13855,0.24,181,1.07,319,22.28,20,0,0.16,11.78,21.9,63,0.0,0.06,29.21,0,0,2.85,0.24,0.0,0.0,0.0,47.18,4.86
334.58,1 steak,28,1 oz,0,0.89,0,0,22,0.0,BEEF,66,0,0.067,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW",0.0,1.4,246,0,0,20,0.009,7.708,5.228,13856,0.554,180,0.685,297,19.56,5,0,0.106,7.264,22.4,49,0.0,0.07,18.0,0,0,0.93,0.54,0.0,0.4,1.6,62.0,3.28
245.2,"1 steak,  (yield from 1 raw steak weighing 321g)",85,3 oz,0,1.06,0,0,22,0.0,BEEF,95,0,0.075,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",0.0,1.67,278,0,0,23,0.009,7.502,7.098,13857,0.536,219,0.667,349,27.17,7,0,0.142,7.088,29.6,58,0.0,0.079,18.0,0,0,1.41,0.595,0.0,0.49,1.7,54.36,4.97
285.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.12,0,0,13,0.0,BEEF,83,0,0.078,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",0.0,2.44,323,0,0,20,0.014,10.81,3.19,13858,0.24,185,0.91,328,22.76,18,0,0.16,10.05,22.0,64,0.0,0.06,25.02,0,0,2.9,0.24,0.0,0.0,0.0,50.84,5.0
28.35,1 oz,454,1 lb,0,0.8,0,0,10,0.0,BEEF,70,0,0.057,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",0.0,1.77,335,0,0,17,0.012,12.84,3.08,13859,0.28,160,1.04,286,16.74,18,0,0.13,12.07,16.3,53,0.0,0.08,29.18,0,0,2.97,0.35,0.0,0.0,0.0,53.22,3.62
268.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.05,0,0,13,0.0,BEEF,83,0,0.088,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",0.0,2.23,354,0,0,22,0.014,12.12,4.07,13860,0.3,178,0.96,332,24.13,21,0,0.19,11.51,21.7,63,0.0,0.09,27.86,0,0,2.94,0.34,0.0,0.0,0.0,47.36,5.73
276.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.91,0,0,13,0.0,BEEF,84,0,0.076,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",0.0,1.95,411,0,0,20,0.013,15.28,3.04,13861,0.36,178,1.22,323,22.15,21,0,0.17,14.51,22.3,65,0.0,0.06,35.12,0,0,2.87,0.3,0.0,0.0,0.0,41.82,4.82
28.35,1 oz,454,1 lb,0,0.98,0,0,4,0.0,BEEF,62,86,0.075,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.99,195,0,0,22,0.013,5.14,3.74,13864,0.36,199,0.46,342,20.56,6,0,0.17,4.63,19.6,54,0.0,0.1,11.92,0,0,2.82,0.47,0.0,0.18,1.5,65.44,3.24
313.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.32,0,0,6,0.0,BEEF,79,105,0.101,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",0.0,2.55,235,0,0,26,0.015,5.56,4.02,13865,0.39,240,0.52,395,27.54,8,0,0.21,4.9,27.3,62,0.0,0.09,12.98,0,0,3.03,0.38,0.0,0.16,1.6,56.73,4.35
28.35,1 oz,454,1 lb,0,0.98,0,0,4,0.0,BEEF,62,86,0.075,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",0.0,2.0,184,0,0,22,0.013,4.62,3.74,13866,0.36,199,0.41,342,20.56,6,0,0.18,4.2,19.7,54,0.0,0.1,10.68,0,0,2.82,0.47,0.0,0.0,0.0,66.62,3.24
313.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.33,0,0,6,0.0,BEEF,79,105,0.101,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",0.0,2.56,218,0,0,26,0.015,4.76,4.02,13867,0.39,240,0.44,395,27.58,8,0,0.21,4.23,27.4,62,0.0,0.1,11.08,0,0,3.03,0.38,0.0,0.0,0.0,58.49,4.36
28.35,1 oz,454,1 lb,0,1.01,0,0,20,0.0,BEEF,58,86,0.091,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,1.74,192,0,0,22,0.013,4.987,6.183,13868,0.595,199,0.441,327,20.7,2,0,0.126,4.544,24.8,56,0.0,0.082,11.54,0,0,1.49,0.613,0.0,0.35,1.4,66.88,3.82
281.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,0.98,0,0,8,0.0,BEEF,76,125,0.078,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",0.0,2.67,247,0,0,21,0.011,5.064,5.726,13869,0.646,204,0.458,266,32.76,5,0,0.174,4.506,33.5,43,0.0,0.075,11.87,0,0,1.82,0.43,0.0,0.48,1.7,54.97,5.49
631.53,"1 roast,  (yield from 1 raw roast weighing 776g)",338,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0,1.05,0,0,6,0.0,BEEF,75,101,0.063,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",0.0,2.16,218,0,0,17,0.009,4.964,4.616,13870,0.521,164,0.449,214,26.41,2,0,0.141,4.418,27.0,35,0.0,0.061,11.64,0,0,1.47,0.347,0.0,0.41,1.5,61.6,4.43
28.35,1 oz,454,1 lb,0,1.02,0,0,16,0.0,BEEF,61,86,0.092,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.84,198,0,0,22,0.013,5.251,6.294,13871,0.605,197,0.464,319,20.71,2,0,0.143,4.784,25.0,53,0.0,0.079,12.15,0,0,1.76,0.611,0.0,0.36,1.4,66.32,3.8
226.87,"1 steak,  (yield from 341 g raw meat)",0,,0,0.95,0,0,7,0.0,BEEF,80,125,0.071,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",0.0,2.7,254,0,0,21,0.011,5.355,5.939,13872,0.647,199,0.484,263,32.85,5,0,0.185,4.766,34.4,42,0.0,0.068,12.56,0,0,1.97,0.432,0.0,0.49,1.7,54.27,5.4
627.13,"1 roast,  (yield from raw roast weighing 766g)",85,3 oz,0,1.01,0,0,6,0.0,BEEF,80,99,0.057,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",0.0,2.15,223,0,0,17,0.009,5.304,4.71,13873,0.513,159,0.479,210,26.05,2,0,0.146,4.721,27.4,34,0.0,0.054,12.44,0,0,1.56,0.342,0.0,0.41,1.5,61.09,4.31
28.35,1 oz,454,1 lb,0,0.99,0,0,23,0.0,BEEF,55,86,0.089,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,SEL,RAW",0.0,1.63,187,0,0,22,0.013,4.723,6.071,13874,0.586,201,0.417,335,20.68,3,0,0.11,4.303,24.7,60,0.0,0.084,10.93,0,0,1.23,0.615,0.0,0.35,1.4,67.44,3.85
226.26,"1 steak,  (yield from raw steak weighing 340g)",85,3 oz,0,1.01,0,0,8,0.0,BEEF,72,124,0.085,"BEEF,RND,BTTM RND,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",0.0,2.64,240,0,0,22,0.012,4.772,5.512,13875,0.645,208,0.431,269,32.67,3,0,0.164,4.247,32.6,43,0.0,0.082,11.19,0,0,1.67,0.429,0.0,0.47,1.7,55.67,5.58
635.92,"1 roast,  (yield from 1 raw roast weighing 786g)",338,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0,1.08,0,0,7,0.0,BEEF,69,102,0.069,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,SEL,CKD,RSTD",0.0,2.16,212,0,0,18,0.01,4.625,4.517,13876,0.528,170,0.418,219,26.77,2,0,0.134,4.116,26.6,35,0.0,0.067,10.85,0,0,1.37,0.352,0.0,0.4,1.4,62.1,4.56
28.35,1 oz,454,1 lb,0,1.01,0,0,20,0.0,BEEF,41,90,0.094,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",0.0,1.81,166,0,0,23,0.013,3.561,6.42,13877,0.618,207,0.315,340,21.49,3,0,0.131,3.245,25.8,58,0.0,0.085,8.24,0,0,1.55,0.637,0.0,0.33,1.3,69.31,3.98
333.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",85,3 oz,0,1.1,0,0,7,0.0,BEEF,62,108,0.067,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",0.0,2.29,208,0,0,18,0.01,4.117,4.947,13878,0.558,174,0.372,227,28.31,1,0,0.151,3.664,28.7,37,0.0,0.065,9.65,0,0,1.57,0.372,0.0,0.41,1.4,61.97,4.7
28.35,1 oz,454,1 lb,0,1.03,0,0,16,0.0,BEEF,44,91,0.096,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,CHOIC,RAW",0.0,1.92,173,0,0,23,0.013,3.851,6.59,13879,0.633,206,0.34,334,21.68,1,0,0.149,3.509,26.1,55,0.0,0.083,8.91,0,0,1.84,0.64,0.0,0.33,1.3,68.57,3.97
