Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Net Job Creation Rate,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate,State,Year
21579,313054,17948,2793,13.0,1514,2259,10.5,1493,31933,53512,17.1,9973,39843,57791,18.5,-4279,-1.4,17978,21839,6.9,5.7,34.2,Hawaii,1983
16777,235298,15055,2607,13.2,1611,2413,12.2,1604,24190,40967,17.4,8259,36157,51212,21.8,-10245,-4.4,16851,19897,7.1,6.4,34.8,Idaho,1983
202279,3800343,229375,22707,11.0,14109,25620,12.4,14010,325065,527344,13.9,86046,465990,695365,18.3,-168021,-4.4,171918,205087,5.3,6.0,27.8,Illinois,1983
74920,1656094,108794,9691,10.2,7108,13097,13.8,7057,144495,219415,13.2,41432,194011,302805,18.3,-83390,-5.1,74718,92676,4.5,6.6,26.4,Indiana,1983
51006,832149,51742,6400,10.1,4306,6389,10.1,4296,69451,120457,14.5,21445,132449,184191,22.1,-63734,-7.6,53389,63885,6.1,6.2,29.0,Iowa,1983
47699,724018,49222,6689,12.4,3987,5902,10.9,3966,64332,112031,15.5,20525,95748,144970,20.0,-32939,-4.5,46404,54762,6.6,6.8,31.0,Kansas,1983
55409,923725,52529,7339,12.1,4623,6809,11.2,4613,80831,136240,14.7,26748,123232,175761,19.0,-39521,-4.3,51207,61174,6.0,5.7,29.4,Kentucky,1983
86100,1260193,91104,10466,13.1,6452,9369,11.7,6431,125464,211564,16.8,46244,212483,303587,24.1,-92023,-7.3,67495,80869,6.8,7.2,33.6,Louisiana,1983
17911,316502,15757,2679,11.9,1478,2292,10.2,1475,30718,48629,15.4,7526,27780,43537,13.8,5092,1.6,19672,22809,5.7,5.0,27.6,Maine,1983
73410,1287630,65692,9547,12.7,4677,7238,9.6,4650,138944,212354,16.5,28239,133730,199422,15.5,12932,1.0,63676,76930,5.7,5.1,31.0,Maryland,1983
123386,2331911,99420,12775,10.9,6921,10533,9.0,6891,223427,346813,14.9,46491,237775,337195,14.5,9618,0.4,100925,118300,5.3,4.3,29.0,Massachusetts,1983
132359,2630357,122734,17284,11.4,9780,15652,10.3,9722,236040,368399,14.0,55747,280661,403395,15.3,-34996,-1.3,125642,153082,5.0,4.7,28.0,Michigan,1983
82139,1414329,69319,9302,11.2,5123,8050,9.7,5104,132154,214293,15.2,31334,168897,238216,16.8,-23923,-1.6,70589,84129,5.8,4.9,30.4,Minnesota,1983
39222,574022,30367,5121,12.2,3279,4724,11.2,3262,54459,93681,16.3,16513,65681,96048,16.7,-2367,-0.4,35577,42476,6.8,5.3,32.6,Mississippi,1983
101147,1615228,94010,11785,12.2,6724,10396,10.8,6682,157050,258197,16.0,37811,215028,309038,19.1,-50841,-3.1,81397,97812,6.3,5.8,32.0,Missouri,1983
17462,196569,13198,2735,13.7,1531,2310,11.6,1516,20605,38067,19.4,8733,25683,38881,19.8,-814,-0.4,17739,20302,8.9,6.7,38.8,Montana,1983
32518,470496,26235,3923,10.8,2312,3578,9.9,2302,43011,75529,16.1,13286,54680,80915,17.2,-5386,-1.1,31505,36662,6.9,5.6,32.2,Nebraska,1983
26166,332451,21842,2837,15.1,1789,2678,14.3,1784,31213,57379,17.3,11403,47303,69145,20.8,-11766,-3.5,16170,18897,7.9,6.6,34.6,Nevada,1983
21021,332368,16168,2759,13.3,1399,2048,9.9,1397,36255,57276,17.2,8668,34190,50358,15.2,6918,2.0,18710,21156,6.3,4.9,30.4,New Hampshire,1983
156990,2592664,146793,18127,11.8,9916,15163,9.9,9895,288766,445756,17.2,55193,268142,414935,16.0,30821,1.2,135767,155125,6.1,5.7,32.0,New Jersey,1983
31265,333916,24770,4074,15.0,2172,3327,12.3,2169,37286,68551,20.5,13358,45213,69983,21.0,-1432,-0.5,23525,27583,9.4,7.4,41.0,New Mexico,1983
317954,5966648,306263,41467,11.6,25565,36329,10.2,25487,643428,961382,16.1,144363,664794,971057,16.3,-9675,-0.2,318787,362165,5.3,5.1,32.2,New York,1983
116714,1951673,110138,12413,11.5,8088,14724,13.6,8045,175550,292264,15.0,44571,199424,309562,15.9,-17298,-0.9,84963,106262,6.0,5.6,30.0,North Carolina,1983
11346,171271,11141,1812,11.4,1127,1696,10.7,1124,15731,27077,15.8,6348,19175,30316,17.7,-3239,-1.9,13888,16016,6.6,6.5,31.6,North Dakota,1983
167402,3429360,153146,19593,10.2,11777,19322,10.0,11696,298035,465437,13.6,67892,411735,564881,16.5,-99444,-2.9,153324,193626,4.9,4.5,27.2,Ohio,1983
73567,938901,67259,9261,13.9,6394,8770,13.2,6372,94545,168112,17.9,41004,157211,224470,23.9,-56358,-6.0,56795,66872,7.8,7.2,35.8,Oklahoma,1983
53820,756681,47430,8048,13.7,4991,7693,13.1,4962,79122,132942,17.6,26424,115189,162619,21.5,-29677,-3.9,50079,59185,7.1,6.3,35.2,Oregon,1983
199683,3858567,190734,21723,10.3,12399,20017,9.5,12337,335862,535545,13.9,73810,500872,691606,17.9,-156061,-4.0,175213,213454,5.2,4.9,27.8,Pennsylvania,1983
14197,330649,13866,2128,10.5,1296,1917,9.5,1294,32486,46683,14.1,6785,29839,43705,13.2,2978,0.9,18301,20378,4.3,4.2,26.4,Rhode Island,1983
53293,906297,52414,6290,11.9,4254,7249,13.7,4240,81214,134507,14.8,24142,101690,154104,17.0,-19597,-2.2,42225,52201,5.9,5.8,29.6,South Carolina,1983
10540,166127,9057,1719,10.9,1080,1687,10.7,1076,14746,25286,15.2,5293,17396,26453,15.9,-1167,-0.7,14024,15956,6.3,5.5,30.4,South Dakota,1983
99175,1390395,69097,10688,13.0,6359,9477,11.6,6328,146803,245978,17.7,36869,153105,222202,16.0,23776,1.7,68003,82972,7.1,5.0,32.0,Tennessee,1983
444880,5235620,359445,48407,15.3,27194,40083,12.6,26952,579938,1024818,19.6,183673,855968,1215413,23.2,-190595,-3.6,256749,322516,8.5,6.9,39.2,Texas,1983
34207,420041,25592,3739,13.4,2241,3502,12.6,2234,43264,77471,18.4,13967,55802,81394,19.4,-3923,-1.0,23460,28098,8.1,6.1,36.8,Utah,1983
8657,162155,6270,1585,12.4,904,1325,10.3,902,13587,22244,13.7,3849,17245,23515,14.5,-1271,-0.8,11688,13024,5.3,3.9,27.4,Vermont,1983
91007,1622507,76382,12244,12.5,6492,9888,10.1,6442,168440,259447,16.0,36726,188669,265051,16.3,-5604,-0.3,80067,99284,5.6,4.7,32.0,Virginia,1983
112306,1210142,66949,12758,14.3,6784,10543,11.8,6727,128245,240551,19.9,36932,153739,220688,18.2,19863,1.7,76292,90803,9.3,5.5,36.4,Washington,1983
25529,443563,25622,3385,11.1,2320,3516,11.5,2316,30037,55566,12.5,12624,72043,97665,22.0,-42099,-9.5,25750,30779,5.8,5.8,25.0,West Virginia,1983
71956,1514579,64074,9617,10.3,5461,8566,9.2,5439,126211,198167,13.1,31441,179640,243714,16.1,-45547,-3.0,80231,94261,4.8,4.2,26.2,Wisconsin,1983
12989,146464,12160,1855,14.2,1310,1917,14.6,1309,12468,25457,17.4,7754,37767,49927,34.1,-24470,-16.7,11467,13117,8.9,8.3,34.8,Wyoming,1983
74882,1040328,56023,10032,15.2,4910,7408,11.2,4888,139325,214207,20.6,28444,81542,137565,13.2,76642,7.4,55138,67233,7.2,5.4,26.4,Alabama,1984
16633,135862,10328,2456,22.6,902,1459,13.4,901,20813,37446,27.6,5761,16903,27231,20.0,10215,7.6,9721,11362,12.2,7.6,40.0,Alaska,1984
88592,886564,50448,10981,18.6,4652,7237,12.3,4630,142285,230877,26.0,27226,82130,132578,15.0,98299,11.0,49990,60964,10.0,5.7,30.0,Arizona,1984
42642,591885,30823,6764,15.8,3379,4944,11.6,3360,77121,119763,20.2,16933,44609,75432,12.7,44331,7.5,37626,43722,7.2,5.2,25.4,Arkansas,1984
683957,8501049,478894,81523,15.4,38462,61524,11.7,38298,1258455,1942412,22.8,232832,792115,1271009,15.0,671403,7.8,444670,537786,8.0,5.6,30.0,California,1984
101925,1095963,67139,13247,17.6,6496,9734,12.9,6474,143720,245645,22.4,35849,113158,180297,16.5,65348,5.9,65539,77255,9.3,6.1,33.0,Colorado,1984
74194,1292967,54138,8572,12.4,4197,6358,9.2,4186,149587,223781,17.3,24915,108090,162228,12.5,61553,4.8,61305,70362,5.7,4.2,25.0,Connecticut,1984
13713,223808,9639,1626,13.4,782,1297,10.7,779,26921,40634,18.2,3757,16884,26523,11.9,14111,6.3,10613,12270,6.1,4.3,23.8,Delaware,1984
19600,353491,18006,1873,11.7,1173,2071,12.9,1173,36809,56409,16.0,6855,51345,69351,19.6,-12942,-3.6,13793,15913,5.5,5.1,32.0,District of Columbia,1984
356722,3320817,197497,44838,18.8,19669,28709,12.0,19564,482898,839620,25.3,108460,296046,493543,14.9,346077,10.4,204982,247109,10.7,5.9,29.8,Florida,1984
142143,1852078,91212,17152,15.6,7556,11954,10.8,7527,247778,389921,21.1,45174,135443,226655,12.2,163266,8.9,90975,112875,7.7,4.9,24.4,Geogia,1984
18100,310797,17582,2526,11.6,1581,2523,11.6,1549,31053,49153,15.8,8836,31546,49128,15.8,25,0.0,17969,21828,5.8,5.7,31.6,Hawaii,1984
17990,239238,13559,2870,14.2,1565,2292,11.4,1562,34175,52165,21.8,8122,20832,34391,14.4,17774,7.4,17361,20481,7.5,5.7,28.8,Idaho,1984
237850,3851622,164385,27776,13.2,10338,19475,9.3,10288,472367,710217,18.4,52728,299581,463966,12.0,246251,6.4,180753,214659,6.2,4.3,24.0,Illinois,1984
110863,1684517,67623,12219,12.7,177,6396,6.6,154,205930,316793,18.8,1833,123948,191571,11.4,125222,7.4,82032,100417,6.6,4.0,22.8,Indiana,1984
51683,813190,37539,7685,11.9,4440,6643,10.3,4428,85343,137026,16.9,20054,72547,110086,13.5,26940,3.4,54248,64905,6.4,4.6,27.0,Iowa,1984
53604,742495,45527,7850,14.2,4165,7105,12.9,4155,119801,173405,23.4,22608,59281,104808,14.1,68597,9.3,47008,55572,7.2,6.1,28.2,Kansas,1984
61879,926022,48435,8716,14.1,4734,7019,11.3,4725,102755,164634,17.8,27193,74370,122805,13.3,41829,4.5,52680,62833,6.7,5.2,26.6,Kentucky,1984
89425,1226034,73874,11552,14.1,6629,9918,12.1,6603,140358,229783,18.7,36860,138054,211928,17.3,17855,1.4,68750,82544,7.3,6.0,34.6,Louisiana,1984
19436,327997,13102,3324,14.3,1452,2223,9.5,1444,37100,56536,17.2,6650,24009,37111,11.3,19425,5.9,20624,23857,5.9,4.0,22.6,Maine,1984
98263,1335248,70982,9621,12.5,5214,9056,11.7,5195,163700,261963,19.6,30943,100098,171080,12.8,90883,6.8,63699,77363,7.4,5.3,25.6,Maryland,1984
139131,2430899,91928,14760,12.3,6898,10642,8.8,6883,304485,443616,18.2,41653,186557,278485,11.5,165131,6.7,104727,122586,5.7,3.8,23.0,Massachusetts,1984
158996,2682072,126626,20564,13.2,9713,15346,9.8,9657,354422,513418,19.1,51279,171329,297955,11.1,215463,8.0,130947,158621,5.9,4.7,22.2,Michigan,1984
98644,1456843,70081,11483,13.4,5429,8475,9.9,5380,188139,286783,19.7,32224,109425,179506,12.3,107277,7.4,73463,87209,6.8,4.8,24.6,Minnesota,1984
41264,592868,30191,6232,14.4,3270,4867,11.3,3259,73916,115180,19.4,14956,43661,73852,12.5,41328,6.9,36901,43906,7.0,5.1,25.0,Mississippi,1984
111525,1652924,82694,13227,13.4,7280,11513,11.6,7251,201047,312572,18.9,42204,139910,222604,13.5,89968,5.4,83049,99775,6.7,5.0,27.0,Missouri,1984
15372,198664,11707,3215,15.5,1555,2377,11.5,1552,22766,38138,19.2,6989,21137,32844,16.5,5294,2.7,18551,21143,7.7,5.9,33.0,Montana,1984
29588,476473,27182,4242,11.6,2550,4368,11.9,2538,47733,77321,16.2,12842,45890,73072,15.3,4249,0.9,31279,36541,6.2,5.7,30.6,Nebraska,1984
28885,343825,20059,3528,18.1,1581,2413,12.4,1581,54468,83353,24.2,9125,27768,47827,13.9,35526,10.3,17171,20005,8.4,5.8,27.8,Nevada,1984
29749,350221,16317,3475,15.9,1431,2147,9.8,1426,50474,80223,22.9,7893,22467,38784,11.1,41439,11.8,19940,22503,8.5,4.7,22.2,New Hampshire,1984
179469,2680205,125343,20007,12.7,10026,15534,9.9,10004,330587,510056,19.0,54110,231012,356355,13.3,153701,5.7,139819,159770,6.7,4.7,26.6,New Jersey,1984
32475,343775,21059,4472,16.0,2366,3567,12.7,2361,43729,76204,22.2,12325,37149,58208,16.9,17996,5.3,24339,28441,9.4,6.1,33.8,New Mexico,1984
371141,6097225,286843,44945,12.3,26302,38364,10.5,26257,687512,1058653,17.4,161909,551347,838190,13.7,220463,3.7,325043,368867,6.1,4.7,27.4,New York,1984
127451,2037736,55613,17575,15.6,239,6616,5.9,230,260398,387849,19.0,1749,138184,193797,9.5,194052,9.5,97433,119472,6.3,2.7,19.0,North Carolina,1984
12192,172112,9896,2072,12.8,1057,1820,11.3,1054,17412,29604,17.2,5056,15344,25240,14.7,4364,2.5,14104,16305,7.1,5.7,29.4,North Dakota,1984
193324,3475636,135450,23392,11.9,11499,18807,9.6,11407,401571,594895,17.1,56969,271543,406993,11.7,187902,5.4,158035,198456,5.6,3.9,23.4,Ohio,1984
73247,914544,61449,10470,15.5,6219,8775,13.0,6210,99534,172781,18.9,33190,107864,169313,18.5,3468,0.4,58091,68485,8.0,6.7,37.0,Oklahoma,1984
56851,765430,41020,9596,15.9,4733,7060,11.7,4722,102598,159449,20.8,22430,70771,111791,14.6,47658,6.2,52482,61768,7.4,5.4,29.2,Oregon,1984
220049,3867472,175486,25281,11.7,12986,21212,9.8,12917,440985,661034,17.1,76271,307716,483202,12.5,177832,4.6,178940,217598,5.7,4.5,25.0,Pennsylvania,1984
19241,342904,13680,2511,12.2,1327,1985,9.6,1323,40335,59576,17.4,6390,26254,39934,11.6,19642,5.8,18812,20883,5.6,4.0,23.2,Rhode Island,1984
68034,939565,33218,8610,15.6,130,3834,7.0,127,111169,179203,19.1,1221,67759,100977,10.7,78226,8.4,47764,58091,7.2,3.5,21.4,South Carolina,1984
11763,170357,9635,2157,13.4,1069,1865,11.6,1067,20308,32071,18.8,4851,12847,22482,13.2,9589,5.6,14276,16261,6.9,5.7,26.4,South Dakota,1984
102570,1448024,72903,13068,15.4,6470,9755,11.5,6436,178353,280923,19.4,35131,124729,197632,13.6,83291,5.8,71061,86278,7.1,5.0,27.2,Tennessee,1984
499978,5266633,340019,52188,16.0,28024,42659,13.0,27900,667167,1167145,22.2,172149,583730,923749,17.5,243396,4.7,264132,331867,9.5,6.5,35.0,Texas,1984
33790,433613,23538,4423,15.5,2146,3364,11.8,2145,58089,91879,21.2,12195,37357,60895,14.0,30984,7.2,24402,29152,7.8,5.4,28.0,Utah,1984
11373,166945,7424,2007,15.0,901,1327,9.9,899,19018,30391,18.2,4290,10924,18348,11.0,12043,7.2,12300,13680,6.8,4.4,22.0,Vermont,1984
110148,1654170,97629,13549,13.7,7075,13608,13.8,7052,204156,314304,19.0,41773,118818,216447,13.1,97857,5.9,78723,98417,6.7,5.9,26.2,Virginia,1984
100305,1252889,67933,15169,16.3,6919,10501,11.3,6911,163470,263775,21.1,35792,125764,193697,15.5,70078,5.6,80717,95533,8.0,5.4,31.0,Washington,1984
25610,422005,30115,3698,12.2,2269,4520,14.9,2264,43944,69554,16.5,11559,34716,64831,15.4,4723,1.1,24683,29710,6.1,7.1,30.8,West Virginia,1984
89318,1538756,64385,11883,12.4,5824,9210,9.6,5804,182944,272262,17.7,28489,113524,177909,11.6,94353,6.1,82663,96931,5.8,4.2,23.2,Wisconsin,1984
13622,134617,10546,1921,14.6,1148,1840,14.0,1145,14505,28127,20.9,5522,17708,28254,21.0,-127,-0.1,11517,13197,10.1,7.8,41.8,Wyoming,1984
71006,1113206,62454,9620,14.1,5188,7859,11.5,5158,128462,199468,17.9,32391,99374,161828,14.5,37640,3.4,56904,69263,6.4,5.6,29.0,Alabama,1985
16780,149452,14139,2350,20.2,1180,1803,15.5,1175,24148,40928,27.4,6156,18386,32525,21.8,8403,5.6,10189,11923,11.2,9.5,43.6,Alaska,1985
96757,997245,69480,11646,18.5,5248,7977,12.7,5215,164248,261005,26.2,37122,90049,159529,16.0,101476,10.2,53291,64612,9.7,7.0,32.0,Arizona,1985
41362,650439,42064,6148,13.8,3725,5289,11.9,3690,71372,112734,17.3,21256,56489,98553,15.2,14181,2.1,38828,44972,6.4,6.5,30.4,Arkansas,1985
709752,9081292,619411,83652,15.3,40076,65019,11.9,39811,1214044,1923796,21.2,282553,948036,1567447,17.3,356349,3.9,463300,556699,7.8,6.8,34.6,California,1985
99309,1146241,85626,13226,16.9,7490,11071,14.1,7465,137286,236595,20.6,48116,119096,204722,17.9,31873,2.7,67414,79441,8.7,7.5,35.8,Colorado,1985
65510,1361371,64802,9007,12.6,4643,6959,9.7,4630,154344,219854,16.1,29287,105615,170417,12.5,49437,3.6,63242,72502,4.8,4.8,25.0,Connecticut,1985
13291,239484,11193,1744,13.9,770,1279,10.2,768,29433,42724,17.8,4629,19718,30911,12.9,11813,4.9,11023,12733,5.5,4.7,25.8,Delaware,1985
23434,355228,21232,1961,12.1,434,1472,9.1,423,42481,65915,18.6,6255,28859,50091,14.1,15824,4.5,14275,16470,6.6,6.0,28.2,District of Columbia,1985
339836,3602407,253410,44981,17.8,22110,32388,12.8,22027,477917,817753,22.7,139888,375367,628777,17.5,188976,5.2,215201,259414,9.4,7.0,35.0,Florida,1985
150247,2029062,109472,18304,15.8,7916,12568,10.8,7867,268751,418998,20.6,48801,170172,279644,13.8,139354,6.8,96305,118783,7.4,5.4,27.6,Geogia,1985
22258,316038,17168,2927,13.2,1476,2324,10.5,1464,33270,55528,17.6,7705,28233,45401,14.4,10127,3.2,18464,22379,7.0,5.4,28.8,Hawaii,1985
16149,251095,15343,2778,13.4,1640,2477,11.9,1631,27635,43784,17.4,9030,29731,45074,18.0,-1290,-0.6,17732,20897,6.4,6.1,34.8,Idaho,1985
237784,4066985,221356,26119,12.0,14800,23133,10.6,14716,418585,656369,16.1,98206,372486,593842,14.6,62527,1.5,184677,218917,5.8,5.4,29.2,Illinois,1985
108879,1798119,90397,12823,12.6,6827,10765,10.6,6795,173962,282841,15.7,43382,152528,242925,13.5,39916,2.2,84537,103018,6.1,5.0,27.0,Indiana,1985
42561,848464,48780,6627,10.2,4947,7423,11.5,4928,80383,122944,14.5,25370,70090,118870,14.0,4074,0.5,53774,64326,5.0,5.7,28.0,Iowa,1985
55539,791169,70358,7935,14.0,4134,6271,11.1,4116,80652,136191,17.2,25739,70249,140607,17.8,-4416,-0.6,48789,57371,7.0,8.9,34.4,Kansas,1985
60758,1017819,53039,8038,12.6,4816,7040,11.0,4787,108651,169409,16.6,26351,76916,129955,12.8,39454,3.8,54185,64346,6.0,5.2,25.6,Kentucky,1985
89005,1245248,81884,11200,13.5,6865,10257,12.3,6828,134603,223608,18.0,41109,139376,221260,17.8,2348,0.2,69542,83464,7.1,6.6,35.6,Louisiana,1985
22041,344999,22708,3486,14.2,1573,2480,10.1,1569,35422,57463,16.7,9282,29426,52134,15.1,5329,1.6,21796,25031,6.4,6.6,30.2,Maine,1985
108579,1432958,70737,11566,14.5,2387,6610,8.3,2356,188913,297492,20.8,22239,125030,195767,13.7,101725,7.1,68487,82601,7.6,4.9,27.4,Maryland,1985
134401,2563071,129460,15964,12.8,7560,11616,9.3,7531,306544,440945,17.2,61149,218811,348271,13.6,92674,3.6,108631,126964,5.2,5.1,27.2,Massachusetts,1985
205232,2853139,172498,20943,13.0,10639,16236,10.1,10581,317436,522668,18.3,64455,221346,393844,13.8,128824,4.5,135239,163398,7.2,6.0,27.6,Michigan,1985
105570,1558560,96843,11258,12.7,6229,9535,10.8,6197,171341,276911,17.8,53948,125325,222168,14.3,54743,3.5,75220,89172,6.8,6.2,28.6,Minnesota,1985
40183,652421,37079,5853,13.2,3476,5147,11.6,3459,67671,107854,16.5,18729,58588,95667,14.7,12187,1.8,37585,44765,6.2,5.7,29.4,Mississippi,1985
110782,1746317,109112,13853,13.6,7320,11055,10.9,7284,180517,291299,16.7,45636,140809,249921,14.3,41378,2.4,86028,103004,6.3,6.2,28.6,Missouri,1985
13882,218380,16080,2930,13.6,1820,2745,12.8,1817,21501,35383,16.2,8384,20930,37010,16.9,-1627,-0.7,19069,21604,6.4,7.4,32.4,Montana,1985
36522,503877,31576,4739,12.6,2611,3896,10.3,2600,47737,84259,16.7,16595,38562,70138,13.9,14121,2.8,32820,38078,7.2,6.3,27.8,Nebraska,1985
28701,369360,28174,3347,16.5,1896,2865,14.2,1891,44186,72887,19.7,13367,30265,58439,15.8,14448,3.9,17603,20476,7.8,7.6,31.6,Nevada,1985
27986,400410,23044,3935,16.7,1600,2410,10.3,1596,51048,79034,19.7,11110,34340,57384,14.3,21650,5.4,21587,24277,7.0,5.8,28.6,New Hampshire,1985
171396,2849019,154831,21816,13.4,10757,16267,10.0,10716,354730,526126,18.5,67457,257075,411906,14.5,114220,4.0,145125,165701,6.0,5.4,29.0,New Jersey,1985
30388,373694,29470,4372,15.2,2399,3717,12.9,2390,48960,79348,21.2,14315,35416,64886,17.4,14462,3.8,24968,29077,8.1,7.9,34.8,New Mexico,1985
342997,6318865,333782,47735,12.8,27278,39210,10.5,27169,699138,1042135,16.5,161653,529678,863460,13.7,178675,2.8,333438,378095,5.4,5.3,27.4,New York,1985
132590,2208228,100906,17424,14.3,8014,12491,10.2,7985,234279,366869,16.6,46028,188976,289882,13.1,76987,3.5,102134,124671,6.0,4.6,26.2,North Carolina,1985
11633,188080,9750,2057,12.3,1148,1784,10.7,1146,18233,29866,15.9,5569,16128,25878,13.8,3988,2.1,14661,16858,6.2,5.2,27.6,North Dakota,1985
176659,3617237,192293,23196,11.6,12496,20025,10.0,12393,422573,599232,16.6,85682,272783,465076,12.9,134156,3.7,161193,201446,4.9,5.3,25.8,Ohio,1985
65611,956124,62992,9748,14.1,6630,9449,13.7,6612,94507,160118,16.7,35246,99361,162353,17.0,-2235,-0.3,58653,69184,6.9,6.6,33.4,Oklahoma,1985
60129,822548,56705,9128,14.6,5498,8219,13.1,5457,98049,158178,19.2,30667,78761,135466,16.5,22712,2.7,53735,62941,7.3,6.9,33.0,Oregon,1985
216878,3992309,230383,26007,11.8,13722,22225,10.1,13621,398263,615141,15.4,114415,334873,565256,14.2,49885,1.2,182765,221542,5.4,5.8,28.4,Pennsylvania,1985
17115,356688,16810,2688,12.7,1437,2095,9.9,1436,37574,54689,15.3,10414,30744,47554,13.3,7135,2.0,19383,21512,4.8,4.7,26.6,Rhode Island,1985
67964,1012828,52802,8858,14.9,4146,6269,10.5,4133,114607,182571,18.0,26753,91688,144490,14.3,38081,3.7,50222,60919,6.7,5.2,28.6,South Carolina,1985
14062,189598,9331,2183,13.1,1109,1739,10.4,1103,17796,31858,16.8,5409,16259,25590,13.5,6268,3.3,14861,16857,7.4,4.9,27.0,South Dakota,1985
96778,1541644,81419,12390,14.1,6551,9892,11.3,6499,170238,267016,17.3,36716,126442,207861,13.5,59155,3.8,73597,89144,6.3,5.3,27.0,Tennessee,1985
471006,5484012,372071,53231,15.8,27037,41813,12.4,26856,669689,1140695,20.8,180343,598711,970782,17.7,169913,3.1,273940,343120,8.6,6.8,35.4,Texas,1985
32749,459964,27928,4424,15.0,2584,3954,13.4,2573,55421,88170,19.2,16124,41632,69560,15.1,18610,4.1,24879,29637,7.1,6.1,30.2,Utah,1985
11173,186234,10646,2121,14.9,975,1463,10.3,974,19057,30230,16.2,4559,14033,24679,13.3,5551,2.9,13196,14589,6.0,5.7,26.6,Vermont,1985
129207,1795831,71671,15583,15.0,341,6346,6.1,297,202702,331909,18.5,7925,152567,224238,12.5,107671,6.0,88347,108858,7.2,4.0,25.0,Virginia,1985
100367,1331499,84729,14324,14.8,7885,12187,12.6,7833,156972,257339,19.3,44795,132645,217374,16.3,39965,3.0,82898,97878,7.5,6.4,32.6,Washington,1985
29136,439735,16883,3885,12.6,139,2239,7.2,132,36995,66131,15.0,1293,40813,57696,13.1,8435,1.9,26913,31939,6.6,3.8,26.2,West Virginia,1985
82109,1593803,82211,11583,11.8,6466,9533,9.7,6416,153419,235528,14.8,40560,123061,205272,12.9,30256,1.9,84433,98765,5.2,5.2,25.8,Wisconsin,1985
10909,136316,10681,1863,14.1,1174,1810,13.7,1172,15228,26137,19.2,6200,15725,26406,19.4,-269,-0.2,11610,13269,8.0,7.8,38.4,Wyoming,1985
86524,1157441,61159,10412,14.8,5326,7918,11.3,5302,139901,226425,19.6,33580,110416,171575,14.8,54850,4.8,58637,71456,7.5,5.3,29.6,Alabama,1986
15613,150114,14050,2279,19.0,1314,2059,17.2,1314,18495,34108,22.7,7233,24755,38805,25.9,-4697,-3.2,10332,12056,10.4,9.4,45.4,Alaska,1986
115495,1074830,75347,12286,18.5,5795,8632,13.0,5788,145392,260887,24.3,41667,129808,205155,19.1,55732,5.2,56018,67984,10.7,7.0,38.2,Arizona,1986
50602,671833,37859,6172,13.6,3794,5405,11.9,3776,79937,130539,19.4,20445,62077,99936,14.9,30603,4.5,39347,45527,7.5,5.6,29.8,Arkansas,1986
830797,9425326,610238,92023,16.2,42884,68261,12.0,42785,1190829,2021626,21.4,298844,1051057,1661295,17.6,360331,3.8,481361,578182,8.8,6.5,35.2,California,1986
115574,1173451,93887,13382,16.7,7663,11491,14.3,7643,136429,252003,21.5,51905,132455,226342,19.3,25661,2.2,68458,80975,9.8,8.0,38.6,Colorado,1986
91312,1404785,64088,9977,13.5,4646,7109,9.6,4640,135669,226981,16.2,34398,124038,188126,13.4,38855,2.8,65664,75134,6.5,4.6,26.8,Connecticut,1986
34404,257420,12329,2016,15.4,794,1288,9.9,793,29291,63695,24.7,4447,24791,37120,14.4,26575,10.3,11624,13418,13.4,4.8,28.8,Delaware,1986
27713,381871,17574,2148,12.9,983,1643,9.8,980,38187,65900,17.3,7295,38967,56541,14.8,9359,2.5,14629,16930,7.3,4.6,29.6,District of Columbia,1986
378888,3787502,259818,47591,17.9,23310,34112,12.8,23278,486324,865212,22.8,147051,413772,673590,17.8,191622,5.0,225869,271892,10.0,6.9,35.6,Florida,1986
170234,2152526,126102,19719,16.2,8764,13765,11.3,8758,262060,432294,20.1,56258,195489,321591,14.9,110703,5.2,100749,124204,7.9,5.9,29.8,Geogia,1986
26290,331213,16007,3021,13.3,1500,2311,10.2,1500,40342,66632,20.1,7798,29907,45914,13.9,20718,6.2,18958,23003,7.9,4.8,27.8,Hawaii,1986
17495,252742,13408,2856,13.6,1560,2418,11.5,1555,28038,45533,18.0,8338,26561,39969,15.8,5564,2.2,18051,21219,6.9,5.3,31.6,Idaho,1986
271223,4152086,211964,27683,12.5,14169,22205,10.0,14131,429619,700842,16.9,98903,368962,580926,14.0,119916,2.9,188829,223773,6.5,5.1,28.0,Illinois,1986
122581,1844133,85854,13502,12.9,6886,10408,10.0,6855,182789,305370,16.6,45431,155498,241352,13.1,64018,3.5,86853,105751,6.6,4.7,26.2,Indiana,1986
56260,857244,44855,6866,10.7,4626,6962,10.9,4626,82260,138520,16.2,24197,76669,121524,14.2,16996,2.0,53517,63999,6.6,5.2,28.4,Iowa,1986
59344,796104,48099,7318,12.7,4753,6866,12.0,4727,81132,140476,17.6,24706,75434,123533,15.5,16943,2.1,48881,57567,7.5,6.0,31.0,Kansas,1986
71683,1057476,49447,8494,13.1,4731,6839,10.5,4717,109128,180811,17.1,27903,87790,137237,13.0,43574,4.1,55355,65776,6.8,4.7,26.0,Kentucky,1986
