day,depth,distance,gap,hour,id,latitude,location.full,longitude,magnitude,minute,month,name,second,significance,time.full,year
10,6.14,0.02095,205.0,2,uw61192366,45.3295,"23km E of Mount Hood Village, Oregon",-121.682,0.42,3,8,Oregon,56,3,2016-08-10 02:03:56,2016
10,4.37,0.03289,96.0,2,ci37440559,33.243,"2km SW of Borrego Springs, CA",-116.3918333,0.83,6,8,California,4,11,2016-08-10 02:06:04,2016
10,8.5,0.05638,67.0,2,ci37440567,33.4978333,"14km ESE of Anza, CA",-116.5348333,1.16,8,8,California,27,21,2016-08-10 02:08:27,2016
10,2.54,0.009997,71.0,2,nc72672780,38.8135,"6km NW of The Geysers, California",-122.8178333,1.76,8,8,California,43,48,2016-08-10 02:08:43,2016
10,6.97,0.1569,68.0,2,nc72672795,39.3223333,"19km NNE of Upper Lake, California",-122.8051667,1.62,15,8,California,36,40,2016-08-10 02:15:36,2016
10,9.84,0.1204,68.0,2,ci37440575,33.4715,"4km NW of Aguanga, CA",-116.8938333,0.24,21,8,California,28,1,2016-08-10 02:21:28,2016
10,5.76,0.153,42.0,2,nc72672800,39.3205,"19km NNE of Upper Lake, California",-122.8003333,2.16,23,8,California,47,72,2016-08-10 02:23:47,2016
10,3.64,0.007086,89.0,2,ci37440583,35.9508333,"22km E of Little Lake, CA",-117.6583333,0.45,25,8,California,11,3,2016-08-10 02:25:11,2016
10,1.59,0.1535,44.0,2,nc72672805,39.3286667,"20km NNE of Upper Lake, California",-122.8,2.3,25,8,California,12,81,2016-08-10 02:25:12,2016
10,5.0,0.2425451,151.199987904,2,ak13839291,65.0477,"22km ENE of Manley Hot Springs, Alaska",-150.1704,0.6,26,8,Alaska,14,6,2016-08-10 02:26:14,2016
10,60.0,0.3260884,71.999994240001,2,ak13839292,59.7454,"25km W of Anchor Point, Alaska",-152.2752,1.9,27,8,Alaska,33,56,2016-08-10 02:27:33,2016
10,14.77,0.08905,23.0,2,ci37440591,33.8428333,"8km NE of Nuevo, CA",-117.072,1.59,33,8,California,1,39,2016-08-10 02:33:01,2016
10,6.3,0.062,140.98,2,nn00555648,38.4825,"21km ESE of Hawthorne, Nevada",-118.3879,0.1,35,8,Nevada,29,0,2016-08-10 02:35:29,2016
10,10.52,0.01619,80.0,2,ci37440599,34.0423333,"4km W of Morongo Valley, CA",-116.629,0.64,36,8,California,39,6,2016-08-10 02:36:39,2016
10,6.38,0.134,30.0,2,us10006cj7,36.2147,"26km WSW of Perry, Oklahoma",-97.5645,3.2,36,8,Oklahoma,53,158,2016-08-10 02:36:53,2016
10,35.0,0.1437304,71.999994240001,2,ak13839299,61.7433,"13km ESE of Sutton-Alpine, Alaska",-148.6273,1.4,37,8,Alaska,48,30,2016-08-10 02:37:48,2016
10,-0.42,0.07465,101.0,2,nc72672810,37.5353333,"14km SSE of Mammoth Lakes, California",-118.8931667,1.14,48,8,California,17,20,2016-08-10 02:48:17,2016
10,5.0,0.6342106,262.799978976,2,ak13839304,66.801,"86km E of Kobuk, Alaska",-154.9373,1.1,55,8,Alaska,45,19,2016-08-10 02:55:45,2016
10,7.87,0.1647,45.0,2,nc72672825,39.3416667,"21km NNE of Upper Lake, California",-122.8121667,1.85,57,8,California,1,53,2016-08-10 02:57:01,2016
10,2.3,0.003491,68.0,2,nc72672820,38.8248329,"6km NW of The Geysers, California",-122.8059998,1.05,58,8,California,38,17,2016-08-10 02:58:38,2016
10,44.259,0.08593,231.0,3,hv61369866,19.2008333,"17km E of Pahala, Hawaii",-155.3151667,1.88,1,8,Hawaii,41,54,2016-08-10 03:01:41,2016
10,15.04,0.09003,52.0,3,ci37440607,33.8463333,"9km NE of Nuevo, CA",-117.068,0.69,7,8,California,8,7,2016-08-10 03:07:08,2016
10,15.0,0.2982407,122.399990208,3,ak13839305,60.6779,"62km E of Whittier, Alaska",-147.5493,1.4,8,8,Alaska,30,30,2016-08-10 03:08:30,2016
10,17.4,0.437,134.65,3,nn00555564,37.6224,"39km ESE of Goldfield, Nevada",-116.7991,0.9,18,8,Nevada,32,12,2016-08-10 03:18:32,2016
10,9.69,0.1479,42.0,3,nc72672830,39.3181667,"19km NNE of Upper Lake, California",-122.7938333,1.9,26,8,California,36,56,2016-08-10 03:26:36,2016
10,5.12,0.1309,72.0,3,uw61192371,45.1746667,"29km SE of Mount Hood Village, Oregon",-121.703,1.31,27,8,Oregon,1,26,2016-08-10 03:27:01,2016
10,14.97,0.09998,128.0,3,ci37440615,33.4821667,"19km ESE of Anza, CA",-116.4835,0.09,27,8,California,13,0,2016-08-10 03:27:13,2016
10,15.0,0.2542232,61.199995104,3,ak13839309,64.219,"61km NE of Healy, Alaska",-148.011,1.1,30,8,Alaska,6,19,2016-08-10 03:30:06,2016
10,50.0,0.2146974,75.599993952001,3,ak13839314,59.7197,"14km WSW of Anchor Point, Alaska",-152.0593,1.5,38,8,Alaska,35,35,2016-08-10 03:38:35,2016
10,0.42,0.003948,45.0,3,nc72672835,38.8238333,"8km NW of The Geysers, California",-122.84,2.65,47,8,California,15,109,2016-08-10 03:47:15,2016
10,1.05,0.004545,64.0,3,nc72672840,38.8246667,"9km NW of The Geysers, California",-122.8405,2.1,47,8,California,43,68,2016-08-10 03:47:43,2016
10,1.45,0.006083,61.0,3,nc72672860,38.8258333,"9km NW of The Geysers, California",-122.842,1.05,48,8,California,11,17,2016-08-10 03:48:11,2016
10,0.08,0.005909,87.0,3,nc72672850,38.8246651,"9km NW of The Geysers, California",-122.8423309,1.19,48,8,California,27,22,2016-08-10 03:48:27,2016
10,5.0,0.3395632,223.199982144,3,ak13839317,65.4196,"6km SSW of Circle Hot Springs Station, Alaska",-144.7398,1.2,51,8,Alaska,39,22,2016-08-10 03:51:39,2016
10,0.84,0.005429,56.0,4,nc72672865,38.8271667,"9km NW of The Geysers, California",-122.8396667,1.07,10,8,California,9,18,2016-08-10 04:10:09,2016
10,71.59,1.422,105.0,4,us10006cjn,5.6625,"5km SE of Pangyan, Philippines",125.3175,4.7,17,8,Philippines,46,340,2016-08-10 04:17:46,2016
10,84.92,0.479,72.0,4,us10006cjm,-32.0802,"41km N of La Ligua, Chile",-71.2826,5.0,20,8,Chile,18,388,2016-08-10 04:20:18,2016
10,-0.97,0.01659,152.0,4,nc72672870,38.786335,"1km NW of The Geysers, California",-122.7730026,1.07,24,8,California,41,18,2016-08-10 04:24:41,2016
10,20.0,0.1742732,68.399994528,4,ak13839323,60.5561,"66km NE of Cape Yakataga, Alaska",-141.7571,1.0,29,8,Alaska,13,15,2016-08-10 04:29:13,2016
10,11.25,0.1372,44.0,4,nc72672875,39.3146667,"20km NE of Upper Lake, California",-122.7801667,1.82,30,8,California,47,51,2016-08-10 04:30:47,2016
10,90.0,0.233562,122.399990208,4,ak13839328,63.3859,"21km W of Cantwell, Alaska",-149.3808,0.8,35,8,Alaska,24,10,2016-08-10 04:35:24,2016
10,11.78,0.09317,77.0,4,ci37440623,33.1748333,"10km SSW of Borrego Springs, CA",-116.4208333,0.8,41,8,California,48,10,2016-08-10 04:41:48,2016
10,12.79,0.04416,85.0,4,ci37440631,33.8675,"4km S of Garnet, CA",-116.5408333,0.62,46,8,California,7,6,2016-08-10 04:46:07,2016
10,2.17,0.005994,54.0,4,nc72672885,38.7791667,"3km E of The Geysers, California",-122.7158333,0.6,47,8,California,18,6,2016-08-10 04:47:18,2016
10,0.34,0.005588,50.0,5,nc72672900,38.8235,"9km NW of The Geysers, California",-122.8421667,2.14,1,8,California,3,70,2016-08-10 05:01:03,2016
10,10.0,2.041,117.0,5,us10006ck0,25.0579,"68km ENE of Iwo Jima, Japan",141.9397,4.8,4,8,Japan,19,354,2016-08-10 05:04:19,2016
10,25.0,0.2955457,46.799996256,5,ak13839346,61.8994,"24km NW of Fishhook, Alaska",-149.5755,1.7,6,8,Alaska,32,44,2016-08-10 05:06:32,2016
10,2.26,0.00704,95.0,5,ci37440639,36.1245,"12km NE of Coso Junction, CA",-117.8531667,1.31,16,8,California,32,26,2016-08-10 05:16:32,2016
10,70.0,0.3395632,111.599991072,5,ak13839351,60.1294,"43km SSE of Redoubt Volcano, Alaska",-152.4171,1.0,18,8,Alaska,4,15,2016-08-10 05:18:04,2016
10,9.39,0.08449,66.0,5,ci37440647,34.007,"14km S of Joshua Tree, CA",-116.321,0.57,18,8,California,37,5,2016-08-10 05:18:37,2016
10,12.83,0.04708,103.0,5,ci37440687,33.4831667,"22km ESE of Anza, CA",-116.4551667,0.97,24,8,California,3,14,2016-08-10 05:24:03,2016
10,3.09,0.04736,72.0,5,ci37440695,34.798,"15km NW of Ludlow, CA",-116.2918333,1.16,29,8,California,24,21,2016-08-10 05:29:24,2016
10,100.0,0.1850529,93.599992512001,5,ak13839353,59.1503,"105km SE of Old Iliamna, Alaska",-153.4851,1.2,33,8,Alaska,50,22,2016-08-10 05:33:50,2016
10,10.0,10.714,128.0,5,us10006ck5,34.3553,"294km NE of Luring, China",86.147,4.5,35,8,China,35,312,2016-08-10 05:35:35,2016
10,10.04,0.1437,41.0,5,nc72672910,39.3165,"19km NNE of Upper Lake, California",-122.7885,1.88,36,8,California,30,54,2016-08-10 05:36:30,2016
10,10.55,0.1425,53.0,5,ci37440703,33.495,"7km NNW of Aguanga, CA",-116.9038333,0.43,43,8,California,13,3,2016-08-10 05:43:13,2016
10,0.89,0.005639,88.0,5,nc72672920,38.8250008,"9km NW of The Geysers, California",-122.841835,0.56,46,8,California,29,5,2016-08-10 05:46:29,2016
10,-1.04,0.007567,86.0,5,nc72672925,37.6505,"3km W of Mammoth Lakes, California",-119.0111667,0.35,49,8,California,0,2,2016-08-10 05:49:00,2016
10,8.59,0.1122,110.0,5,ci37440711,35.2705,"18km NNW of Tehachapi, CA",-118.5603333,1.08,55,8,California,39,18,2016-08-10 05:55:39,2016
10,4.67,0.01897,90.0,5,nc71015447,37.628,"3km SE of Mammoth Lakes, California",-118.9401667,0.25,58,8,California,27,1,2016-08-10 05:58:27,2016
10,4.73,0.01987,87.0,5,nc72672940,37.6296667,"3km SE of Mammoth Lakes, California",-118.9403333,0.85,58,8,California,37,11,2016-08-10 05:58:37,2016
10,4.64,0.0172,103.0,6,nc72672945,37.6285,"3km SE of Mammoth Lakes, California",-118.9435,0.08,0,8,California,20,0,2016-08-10 06:00:20,2016
10,6.54,0.04053,69.0,6,nc72672950,36.7791667,"7km SSE of San Juan Bautista, California",-121.517,0.6,5,8,California,6,6,2016-08-10 06:05:06,2016
10,9.46,0.05622,85.0,6,ci37440727,33.5011667,"15km ESE of Anza, CA",-116.5286667,0.5,6,8,California,20,4,2016-08-10 06:06:20,2016
10,5.38,0.02237,99.0,6,nc72672960,37.6303333,"5km SSE of Mammoth Lakes, California",-118.937,0.78,8,8,California,24,9,2016-08-10 06:08:24,2016
10,5.53,0.02127,85.0,6,nc72672970,37.6291667,"3km SE of Mammoth Lakes, California",-118.9376667,0.89,9,8,California,6,12,2016-08-10 06:09:06,2016
10,1.58,0.0267,145.0,6,nc71015457,37.6363333,"1km SW of Mammoth Lakes, California",-118.9838333,0.5,9,8,California,10,4,2016-08-10 06:09:10,2016
10,5.22,0.01927,86.0,6,nc72672955,37.6283333,"4km SSE of Mammoth Lakes, California",-118.94,2.08,9,8,California,18,67,2016-08-10 06:09:18,2016
10,5.23,0.01929,86.0,6,nc72672965,37.6271667,"5km SSE of Mammoth Lakes, California",-118.939,1.93,9,8,California,46,57,2016-08-10 06:09:46,2016
10,9.62,0.06048,83.0,6,ci37440743,33.503,"14km ESE of Anza, CA",-116.5305,0.17,12,8,California,43,0,2016-08-10 06:12:43,2016
10,0.02,0.01797,75.0,6,uw61192411,46.8465,"27km NNW of Packwood, Washington",-121.7538333,0.5,14,8,Washington,58,4,2016-08-10 06:14:58,2016
10,10.0,12.737,126.0,6,us10006ckh,34.3885,"298km NE of Luring, China",86.1766,4.3,23,8,China,42,284,2016-08-10 06:23:42,2016
10,11.85,0.03253,77.0,6,ci37440759,33.224,"4km ESE of Lake Henshaw, CA",-116.7226667,0.26,25,8,California,9,1,2016-08-10 06:25:09,2016
10,4.02,0.02138,102.0,6,nc72672985,37.6375,"2km SE of Mammoth Lakes, California",-118.9515,0.33,26,8,California,13,2,2016-08-10 06:26:13,2016
10,3.89,0.02101,102.0,6,nc72672990,37.6368333,"2km SE of Mammoth Lakes, California",-118.9505,0.09,27,8,California,19,0,2016-08-10 06:27:19,2016
10,28.0,0.18595126,226.8,6,pr16223006,18.6636,"23km NNW of Tierras Nuevas Poniente, Puerto Rico",-66.5483,2.6,27,8,Puerto Rico,55,104,2016-08-10 06:27:55,2016
10,5.01,0.09524,70.0,6,ci37440767,34.7115,"9km W of Ludlow, CA",-116.2616667,1.06,31,8,California,8,17,2016-08-10 06:31:08,2016
10,4.06,0.01882,84.0,6,nc72672995,37.6331667,"2km SE of Mammoth Lakes, California",-118.9473333,0.02,31,8,California,17,0,2016-08-10 06:31:17,2016
10,4.51,0.2414,48.0,6,uu60158177,38.3108333,"4km NNE of Beaver, Utah",-112.6185,2.0,32,8,Utah,9,62,2016-08-10 06:32:09,2016
10,5.13,0.01913,86.0,6,nc72673000,37.6275,"3km SE of Mammoth Lakes, California",-118.9395,1.82,48,8,California,50,51,2016-08-10 06:48:50,2016
10,5.0,0.529,116.0,6,us10006ckk,37.6196,"7km NNE of Rose Hill, Kansas",-97.1033,2.7,49,8,Kansas,29,114,2016-08-10 06:49:29,2016
10,5.0,0.154,42.0,7,us10006ckm,35.6771,"1km NNE of Luther, Oklahoma",-97.1894,4.0,4,8,Oklahoma,49,285,2016-08-10 07:04:49,2016
10,4.11,0.02458,102.0,7,nc72673015,37.6415,"1km ESE of Mammoth Lakes, California",-118.9555,0.03,13,8,California,38,0,2016-08-10 07:13:38,2016
10,3.06,0.01396,127.0,7,nc72673010,38.7868333,"1km NW of The Geysers, California",-122.772,0.29,15,8,California,2,1,2016-08-10 07:15:02,2016
10,9.59,0.3484,211.0,7,nc72673020,39.3436667,"22km NNE of Upper Lake, California",-122.7973333,2.06,19,8,California,52,65,2016-08-10 07:19:52,2016
10,4.05,0.005193,58.0,7,ci37440799,35.9508333,"23km E of Little Lake, CA",-117.6556667,0.77,21,8,California,20,9,2016-08-10 07:21:20,2016
10,15.0,0.1895445,97.199992224001,7,ak13839416,65.6418,"91km NE of Manley Hot Springs, Alaska",-149.4239,0.8,28,8,Alaska,2,10,2016-08-10 07:28:02,2016
10,4.18,0.02336,111.0,7,nc72673040,37.6356667,"3km ESE of Mammoth Lakes, California",-118.9418333,0.04,38,8,California,23,0,2016-08-10 07:38:23,2016
10,3.86,0.01941,100.0,7,nc71015452,37.635,"2km SE of Mammoth Lakes, California",-118.9501667,0.2,38,8,California,30,1,2016-08-10 07:38:30,2016
10,41.4,0.9513159,287.99997696,7,ak13839419,59.0729,"73km ESE of Middleton Island, Alaska",-145.252,2.7,42,8,Alaska,17,112,2016-08-10 07:42:17,2016
10,12.9,0.181,174.74,7,nn00555666,37.188,"30km E of Big Pine, California",-117.9503,0.4,42,8,California,17,2,2016-08-10 07:42:17,2016
10,5.0,0.175,240.0,7,us10006cky,36.4978,"7km NNE of Mooreland, Oklahoma",-99.163,2.9,43,8,Oklahoma,8,130,2016-08-10 07:43:08,2016
10,1.9,0.01346,147.0,7,nc72673045,38.8126678,"6km NW of The Geysers, California",-122.8205032,1.02,51,8,California,44,16,2016-08-10 07:51:44,2016
10,3.81,0.03794,41.0,7,nc72673055,36.0201667,"23km WSW of Coalinga, California",-120.5815,1.4,54,8,California,48,30,2016-08-10 07:54:48,2016
10,5.12,0.01966,71.0,8,ci37440815,33.2521667,"3km W of Borrego Springs, CA",-116.4035,0.94,6,8,California,5,14,2016-08-10 08:06:05,2016
10,7.26,0.2173,66.0,8,nc72673070,41.0481667,"26km SSE of McCloud, California",-121.9938333,1.85,8,8,California,33,53,2016-08-10 08:08:33,2016
10,65.97,0.528,119.0,8,us10006cl5,52.846,"59km ESE of Petropavlovsk-Kamchatskiy, Russia",159.4724,4.7,17,8,Russia,26,340,2016-08-10 08:17:26,2016
10,5.0,0.134,46.0,8,us10006cl4,36.7052,"23km ESE of Cherokee, Oklahoma",-98.0959,2.8,20,8,Oklahoma,20,121,2016-08-10 08:20:20,2016
10,0.29,0.01879,73.0,8,uw61192426,46.8476667,"27km NNW of Packwood, Washington",-121.754,0.54,20,8,Washington,43,4,2016-08-10 08:20:43,2016
10,4.6,0.01879,88.0,8,nc72673075,37.63,"3km SE of Mammoth Lakes, California",-118.9425,0.36,22,8,California,57,2,2016-08-10 08:22:57,2016
10,11.8,0.069,143.63,8,nn00555579,40.1473,"30km ESE of Janesville, California",-120.2171,0.6,28,8,California,54,6,2016-08-10 08:28:54,2016
10,4.71,0.01772,90.0,8,nc72673080,37.6288333,"3km SE of Mammoth Lakes, California",-118.943,0.37,35,8,California,45,2,2016-08-10 08:35:45,2016
10,10.0,2.44,66.0,8,us10006cl6,39.4681,"39km SE of Sary-Tash, Kyrgyzstan",73.5545,4.3,44,8,Kyrgyzstan,3,284,2016-08-10 08:44:03,2016
10,10.57,0.05993,53.0,8,nc72673085,37.0873333,"4km N of Scotts Valley, California",-122.008,1.56,48,8,California,56,38,2016-08-10 08:48:56,2016
10,15.39,0.05786,25.0,9,ci37440823,34.0048333,"9km N of Banning, CA",-116.8671667,1.8,12,8,California,8,50,2016-08-10 09:12:08,2016
10,8.04,0.1169,111.0,9,nc72673090,39.9603333,"33km W of Rancho Tehama Reserve, California",-122.7846667,3.84,12,8,California,28,229,2016-08-10 09:12:28,2016
10,6.75,0.162,44.0,9,nc72673100,39.3341667,"20km NNE of Upper Lake, California",-122.8101667,1.88,17,8,California,4,54,2016-08-10 09:17:04,2016
10,8.08,0.05377,65.0,9,ci37440831,33.5036667,"14km ESE of Anza, CA",-116.5345,0.98,17,8,California,53,15,2016-08-10 09:17:53,2016
10,8.78,0.0547,66.0,9,ci37440839,33.5026667,"14km ESE of Anza, CA",-116.5323333,0.93,22,8,California,37,13,2016-08-10 09:22:37,2016
10,10.02,0.1581,44.0,9,nc72673105,39.336,"21km NNE of Upper Lake, California",-122.8048333,2.22,40,8,California,59,76,2016-08-10 09:40:59,2016
10,0.98,0.01564,149.0,9,nc72673110,38.8390007,"8km WNW of Cobb, California",-122.8231659,1.12,41,8,California,12,19,2016-08-10 09:41:12,2016
10,3.45,0.03833,112.0,9,ci37440855,33.4868333,"23km ESE of Anza, CA",-116.4398333,0.85,50,8,California,32,11,2016-08-10 09:50:32,2016
10,5.5,0.09,133.86,9,nn00555668,39.4096,"10km NNE of Truckee, California",-120.1231,0.3,52,8,California,41,1,2016-08-10 09:52:41,2016
10,11.8,0.184,293.48,10,nn00555669,38.2541,"31km SSW of Hawthorne, Nevada",-118.7385,0.3,2,8,Nevada,2,1,2016-08-10 10:02:02,2016
10,20.0,0.4141233,82.799993376001,10,ak13839555,63.1458,"104km NNW of Talkeetna, Alaska",-151.1059,0.9,12,8,Alaska,4,12,2016-08-10 10:12:04,2016
10,5.0,0.3171053,53.99999568,10,ak13839570,63.2458,"109km W of Cantwell, Alaska",-151.1096,1.4,13,8,Alaska,57,30,2016-08-10 10:13:57,2016
10,1.36,0.09776,50.0,10,ci37440863,33.77,"26km NE of Thermal, CA",-115.9101667,1.02,24,8,California,1,16,2016-08-10 10:24:01,2016
10,5.0,0.3521396,136.799989056,10,ak13839576,65.3699,"11km SSW of Circle Hot Springs Station, Alaska",-144.7518,1.6,25,8,Alaska,2,39,2016-08-10 10:25:02,2016
10,2.99,0.008503,111.0,10,nc72673115,38.8154984,"6km NW of The Geysers, California",-122.8059998,1.07,28,8,California,40,18,2016-08-10 10:28:40,2016
10,5.05,0.01965,114.0,10,nc72673120,37.6265,"3km SE of Mammoth Lakes, California",-118.938,0.91,29,8,California,31,13,2016-08-10 10:29:31,2016
10,11.5,0.193,290.28,10,nn00555622,38.2725,"30km SSW of Hawthorne, Nevada",-118.7495,0.2,31,8,Nevada,3,1,2016-08-10 10:31:03,2016
10,9.96,0.009936,270.0,10,ci37440887,37.2258333,"57km E of Big Pine, CA",-117.6546667,1.16,37,8,California,51,21,2016-08-10 10:37:51,2016
10,7.9,0.028,164.66,10,nn00555584,37.2165,"59km E of Big Pine, California",-117.617,0.9,42,8,California,31,12,2016-08-10 10:42:31,2016
10,6.5,0.043,167.83,10,nn00555670,37.2552,"59km SSW of Goldfield, Nevada",-117.5994,0.6,44,8,Nevada,41,6,2016-08-10 10:44:41,2016
10,7.7,0.023,176.58,10,nn00555585,37.2237,"59km E of Big Pine, California",-117.6199,0.4,46,8,California,21,2,2016-08-10 10:46:21,2016
10,102.5,1.624154,309.599975232,10,ak13839597,52.1835,"188km S of Unalaska, Alaska",-166.2985,2.5,46,8,Alaska,38,96,2016-08-10 10:46:38,2016
10,6.7,0.037,146.13,10,nn00555586,37.2465,"60km SSW of Goldfield, Nevada",-117.6029,0.5,48,8,Nevada,33,4,2016-08-10 10:48:33,2016
10,11.22,0.06816,141.0,10,ci37440895,33.478,"19km ESE of Anza, CA",-116.4866667,0.45,50,8,California,41,3,2016-08-10 10:50:41,2016
10,5.32,0.0205,86.0,10,nc72673125,37.6293333,"3km SE of Mammoth Lakes, California",-118.939,0.86,50,8,California,43,11,2016-08-10 10:50:43,2016
10,5.22,0.03745,147.0,10,ci37440903,37.234,"62km E of Big Pine, CA",-117.599,1.74,51,8,California,56,47,2016-08-10 10:51:56,2016
10,6.46,0.02799,164.0,10,ci37381405,37.2225,"60km E of Big Pine, CA",-117.6133333,1.2,52,8,California,51,22,2016-08-10 10:52:51,2016
10,1.45,0.1016,259.0,10,ci37381413,37.1401667,"52km E of Big Pine, CA",-117.6983333,0.77,53,8,California,8,9,2016-08-10 10:53:08,2016
10,4.93,0.04982,105.0,10,nc72673135,36.6931667,"13km SSE of Ridgemark, California",-121.3256667,1.31,55,8,California,37,26,2016-08-10 10:55:37,2016
10,2.52,0.01671,284.0,10,ci37440911,37.2488333,"57km E of Big Pine, CA",-117.6523333,1.4,57,8,California,25,30,2016-08-10 10:57:25,2016
10,9.72,0.03782,303.0,10,uw61192456,46.342,"24km SSW of Morton, Washington",-122.3556667,0.17,58,8,Washington,10,0,2016-08-10 10:58:10,2016
10,205.97,3.49,122.0,10,us10006cmb,18.7468,"6km WSW of Agrihan, Northern Mariana Islands",145.6134,4.8,58,8,Northern Mariana Islands,21,354,2016-08-10 10:58:21,2016
10,10.33,0.002816,256.0,10,ci37440919,37.2318333,"57km E of Big Pine, CA",-117.6491667,1.46,59,8,California,50,33,2016-08-10 10:59:50,2016
10,10.51,0.1457,39.0,11,nc72673140,39.3183333,"19km NNE of Upper Lake, California",-122.791,2.38,1,8,California,9,87,2016-08-10 11:01:09,2016
10,8.1,0.025,140.55,11,nn00555674,37.2319,"60km E of Big Pine, California",-117.615,0.9,2,8,California,5,12,2016-08-10 11:02:05,2016
10,8.7,0.021,156.13,11,nn00555592,37.223,"59km E of Big Pine, California",-117.6223,0.6,5,8,California,56,6,2016-08-10 11:05:56,2016
10,4.96,0.01847,92.0,11,nc71015467,37.6266667,"3km SE of Mammoth Lakes, California",-118.9398333,1.01,6,8,California,13,16,2016-08-10 11:06:13,2016
10,5.2,0.01952,193.0,11,nc72673145,37.628,"3km SE of Mammoth Lakes, California",-118.9393333,0.15,6,8,California,17,0,2016-08-10 11:06:17,2016
10,8.0,0.037,167.78,11,nn00555593,37.203,"59km E of Big Pine, California",-117.6191,0.8,7,8,California,3,10,2016-08-10 11:07:03,2016
10,8.9,0.08,175.0,11,nn00555596,38.5792,"17km ENE of Hawthorne, Nevada",-118.4422,0.9,11,8,Nevada,43,12,2016-08-10 11:11:43,2016
10,3.41,0.004407,45.0,11,nc72673150,38.804,"4km NW of The Geysers, California",-122.7928333,1.18,13,8,California,15,21,2016-08-10 11:13:15,2016
10,-1.0,0.06706,160.0,11,ci37440943,37.2113333,"64km E of Big Pine, CA",-117.5663333,1.38,15,8,California,31,29,2016-08-10 11:15:31,2016
10,10.17,0.01389,244.0,11,ci37440951,37.2216667,"56km E of Big Pine, CA",-117.6561667,0.59,18,8,California,6,5,2016-08-10 11:18:06,2016
10,7.9,0.027,162.02,11,nn00555675,37.2212,"60km E of Big Pine, California",-117.6157,0.9,18,8,California,31,12,2016-08-10 11:18:31,2016
10,4.58,0.02018,103.0,11,nc72673160,37.6293333,"3km SE of Mammoth Lakes, California",-118.9395,0.28,20,8,California,46,1,2016-08-10 11:20:46,2016
10,80.76,0.06,127.0,11,us10006dui,18.8043,"8km NW of Hato Mayor del Rey, Dominican Republic",-69.32,3.7,21,8,Dominican Republic,30,212,2016-08-10 11:21:30,2016
10,7.24,0.02274,194.0,11,ci37440967,37.236,"60km E of Big Pine, CA",-117.6176667,1.16,25,8,California,49,21,2016-08-10 11:25:49,2016
10,8.0,0.026,164.54,11,nn00555600,37.2182,"59km E of Big Pine, California",-117.6191,0.9,28,8,California,32,12,2016-08-10 11:28:32,2016
10,5.03,0.03718,166.0,11,ci37440983,37.2208333,"61km E of Big Pine, CA",-117.6018333,1.1,33,8,California,21,19,2016-08-10 11:33:21,2016
10,11.0,0.25422323,223.2,11,pr16223007,18.1424,"22km WNW of Puerto Real, Puerto Rico",-67.388,2.1,45,8,Puerto Rico,22,68,2016-08-10 11:45:22,2016
10,4.49,0.0179,89.0,11,ci37440991,33.2523333,"3km W of Borrego Springs, CA",-116.4071667,1.17,46,8,California,8,21,2016-08-10 11:46:08,2016
10,100.0,0.5111414,21.599998272,11,ak13839685,62.9914,"82km NNW of Talkeetna, Alaska",-150.7953,2.4,46,8,Alaska,33,89,2016-08-10 11:46:33,2016
10,8.09,0.05429,65.0,11,ci37440999,33.5031667,"14km ESE of Anza, CA",-116.535,1.05,49,8,California,8,17,2016-08-10 11:49:08,2016
10,5.0,0.2398502,158.399987328,11,ak13839691,59.5101,"27km WNW of Skagway, Alaska",-135.7909,1.5,49,8,Alaska,30,35,2016-08-10 11:49:30,2016
10,9.27,0.009417,147.0,11,ci37441015,37.2353333,"58km E of Big Pine, CA",-117.6345,1.39,51,8,California,1,30,2016-08-10 11:51:01,2016
10,7.8,0.025,167.59,11,nn00555606,37.2262,"60km E of Big Pine, California",-117.6153,0.7,57,8,California,10,8,2016-08-10 11:57:10,2016
10,4.06,0.2812,277.0,11,nc72673170,37.6723333,"15km ESE of Yosemite Valley, California",-119.43,1.16,57,8,California,29,21,2016-08-10 11:57:29,2016
10,7.7,0.024,138.37,11,nn00555608,37.2258,"60km E of Big Pine, California",-117.6168,1.2,59,8,California,41,22,2016-08-10 11:59:41,2016
10,10.99,0.1417,114.0,12,nc72673175,39.3221667,"20km NNE of Upper Lake, California",-122.7855,1.55,2,8,California,16,37,2016-08-10 12:02:16,2016
10,6.73,0.02952,195.0,12,ci37441047,37.2373333,"61km E of Big Pine, CA",-117.6093333,1.46,8,8,California,22,33,2016-08-10 12:08:22,2016
10,35.39,2.922,142.0,12,us10006dc6,-11.5143,"118km S of Kirakira, Solomon Islands",162.053,4.3,14,8,Solomon Islands,33,284,2016-08-10 12:14:33,2016
10,6.9,0.039,148.72,12,nn00555611,37.2536,"60km SSW of Goldfield, Nevada",-117.605,0.6,15,8,Nevada,55,6,2016-08-10 12:15:55,2016
10,70.0,0.3745975,61.199995104,12,ak13839705,60.5773,"36km W of Kenai, Alaska",-151.9246,1.6,27,8,Alaska,16,39,2016-08-10 12:27:16,2016
10,6.24,0.03418,153.0,12,ci37441071,37.2291667,"61km E of Big Pine, CA",-117.6033333,2.09,28,8,California,34,67,2016-08-10 12:28:34,2016
10,5.246,0.0,34.0,12,us10006cmu,35.6613,"1km E of Luther, Oklahoma",-97.1824,3.5,34,8,Oklahoma,53,188,2016-08-10 12:34:53,2016
