day,depth,distance,gap,hour,id,latitude,location.full,longitude,magnitude,minute,month,name,second,significance,time.full,year
28,12.2,0.365,106.8,4,nn00553571,38.6894,"22km SSW of Gardnerville Ranchos, Nevada",-119.8113,0.9,59,7,Nevada,17,12,2016-07-28 04:59:17,2016
28,2.75,0.09068,234.0,5,ci37641480,35.9258333,"4km WSW of Little Lake, CA",-117.9498333,0.52,5,7,California,12,4,2016-07-28 05:05:12,2016
28,6.6,0.1077978,35.99999712,5,ak13814025,61.7265,"36km ESE of Sutton-Alpine, Alaska",-148.1789,1.9,7,7,Alaska,32,56,2016-07-28 05:07:32,2016
28,60.3,0.4410728,115.199990784,5,ak13832360,59.0436,"88km SW of Homer, Alaska",-152.5599,1.6,19,7,Alaska,3,39,2016-07-28 05:19:03,2016
28,115.5,0.2596131,46.799996256,5,ak13814029,63.9852,"16km NNE of Healy, Alaska",-148.8097,1.1,21,7,Alaska,44,19,2016-07-28 05:21:44,2016
28,6.8,0.16,225.84,5,nn00553581,41.8432,"69km ESE of Lakeview, Oregon",-119.6405,1.0,23,7,Oregon,52,15,2016-07-28 05:23:52,2016
28,3.2,0.2599,137.0,5,uu60156932,39.1285,"16km ESE of Castle Dale, Utah",-110.8571667,0.74,25,7,Utah,24,8,2016-07-28 05:25:24,2016
28,2.95,0.1319,239.0,5,nc72667421,37.4613333,"22km SSE of Mammoth Lakes, California",-118.8668333,0.61,33,7,California,22,6,2016-07-28 05:33:22,2016
28,96.5,0.1284591,53.99999568,5,ak13832363,59.9198,"59km WNW of Anchor Point, Alaska",-152.8465,1.6,35,7,Alaska,8,39,2016-07-28 05:35:08,2016
28,7.5,0.152,224.94,5,nn00553583,41.8476,"68km ESE of Lakeview, Oregon",-119.6516,1.1,43,7,Oregon,37,19,2016-07-28 05:43:37,2016
28,6.69,0.0747,75.0,5,uu60156942,44.5753333,"13km NNE of Old Faithful Geyser, Wyoming",-110.7636667,1.33,45,7,Wyoming,7,27,2016-07-28 05:45:07,2016
28,8.4,0.151,224.34,5,nn00553584,41.8519,"68km ESE of Lakeview, Oregon",-119.6461,0.9,45,7,Oregon,26,12,2016-07-28 05:45:26,2016
28,5.0,0.2892575,151.199987904,5,ak13814032,63.2775,"109km W of Cantwell, Alaska",-151.1246,0.6,46,7,Alaska,46,6,2016-07-28 05:46:46,2016
28,13.55,0.1172,317.0,5,nc72667426,37.5115,"21km SE of Mammoth Lakes, California",-118.8035,0.84,48,7,California,39,11,2016-07-28 05:48:39,2016
28,2.39,0.2584,52.0,5,uu60156947,39.1273333,"17km ESE of Castle Dale, Utah",-110.8553333,1.8,50,7,Utah,50,50,2016-07-28 05:50:50,2016
28,57.0,1.40855837,327.6,5,pr16210006,19.7007,"144km N of Road Town, British Virgin Islands",-64.3908,2.9,51,7,British Virgin Islands,59,129,2016-07-28 05:51:59,2016
28,10.3,0.282071,50.399995968,5,ak13814033,63.2834,"109km W of Cantwell, Alaska",-151.1174,0.9,52,7,Alaska,43,12,2016-07-28 05:52:43,2016
28,32.4,2.060735,259.199979264,6,ak13814034,50.6235,"193km S of Buldir Island, Alaska",175.9801,2.9,1,7,Alaska,26,129,2016-07-28 06:01:26,2016
28,8.4,0.151,121.41,6,nn00553585,41.851,"68km ESE of Lakeview, Oregon",-119.6477,1.2,12,7,Oregon,29,22,2016-07-28 06:12:29,2016
28,34.5,0.8516029,223.199982144,6,ak13832367,52.0942,"59km S of Yunaska Island, Alaska",-170.6218,2.6,16,7,Alaska,0,104,2016-07-28 06:16:00,2016
28,15.8,0.09388,79.0,6,ci37641504,34.5281667,"15km NE of Ojai, CA",-119.1096667,1.23,21,7,California,34,23,2016-07-28 06:21:34,2016
28,10.13,0.04183,124.0,6,nc72667451,37.4853333,"25km SE of Mammoth Lakes, California",-118.7741667,1.02,35,7,California,21,16,2016-07-28 06:35:21,2016
28,11.1,0.08174669,97.199992224001,6,ak13814035,63.4764,"9km N of Cantwell, Alaska",-148.9546,0.6,39,7,Alaska,18,6,2016-07-28 06:39:18,2016
28,13.1,0.3763941,194.399984448,6,ak13832369,53.4178,"70km SW of Unalaska, Alaska",-167.2798,1.1,39,7,Alaska,28,19,2016-07-28 06:39:28,2016
28,16.06,0.09131,62.0,6,ci37641512,34.0271667,"4km SE of Loma Linda, CA",-117.2266667,0.83,50,7,California,16,11,2016-07-28 06:50:16,2016
28,16.51,0.06774,54.0,6,ci37641520,33.6875,"9km SW of Idyllwild, CA",-116.7903333,0.92,58,7,California,4,13,2016-07-28 06:58:04,2016
28,1.56,0.005541,43.0,7,nc72667456,38.7765,"2km E of The Geysers, California",-122.723,1.38,0,7,California,28,29,2016-07-28 07:00:28,2016
28,13.2,1.035758,262.799978976,7,ak13814036,52.6934,"131km S of Unalaska, Alaska",-166.6619,1.9,5,7,Alaska,49,56,2016-07-28 07:05:49,2016
28,8.4,0.6629567,176.399985888,7,ak13814038,68.7606,"143km ENE of Arctic Village, Alaska",-142.5006,1.1,12,7,Alaska,50,19,2016-07-28 07:12:50,2016
28,85.6,0.1158827,97.199992224001,7,ak13832372,60.1849,"35km SSE of Redoubt Volcano, Alaska",-152.5171,1.2,16,7,Alaska,17,22,2016-07-28 07:16:17,2016
28,10.3,0.117,144.42,7,nn00553586,41.9676,"28km SSE of Lakeview, Oregon",-120.1726,1.0,18,7,Oregon,25,15,2016-07-28 07:18:25,2016
28,2.862,0.02454,97.0,7,hv61355866,19.4283333,"26km E of Honaunau-Napoopoo, Hawaii",-155.6106667,1.47,19,7,Hawaii,41,33,2016-07-28 07:19:41,2016
28,20.4,0.08713658,57.599995392,7,ak13814039,61.0262,"25km WSW of Valdez, Alaska",-146.7663,2.1,20,7,Alaska,39,68,2016-07-28 07:20:39,2016
28,17.68,0.1328,130.0,7,uw61172647,47.0706667,"19km ESE of Buckley, Washington",-121.8106667,0.5,23,7,Washington,6,4,2016-07-28 07:23:06,2016
28,2.14,0.01262,85.0,7,nc72667461,38.7943344,"2km NW of The Geysers, California",-122.7718353,0.88,24,7,California,43,12,2016-07-28 07:24:43,2016
28,-0.2,0.02182,166.0,7,nc72667471,38.7518349,"4km SE of The Geysers, California",-122.7226639,1.06,26,7,California,18,17,2016-07-28 07:26:18,2016
28,83.7,0.1814597,97.199992224001,7,ak13832374,59.9036,"50km WNW of Anchor Point, Alaska",-152.7005,1.4,33,7,Alaska,46,30,2016-07-28 07:33:46,2016
28,7.0,0.5371925,50.399995968,7,ak13814043,61.1471,"54km NNE of Nikiski, Alaska",-150.9438,1.2,37,7,Alaska,43,22,2016-07-28 07:37:43,2016
28,25.0,1.29447232,288.0,7,pr16210007,19.6149,"143km NNE of Vieques, Puerto Rico",-65.2881,2.6,39,7,Puerto Rico,29,104,2016-07-28 07:39:29,2016
28,13.0,0.04491576,291.6,7,pr16210008,18.3805,"5km SE of Road Town, British Virgin Islands",-64.5873,2.2,57,7,British Virgin Islands,37,74,2016-07-28 07:57:37,2016
28,17.48,0.1065,73.0,7,ci37641528,33.9483333,"6km NE of Cabazon, CA",-116.7331667,0.68,58,7,California,31,7,2016-07-28 07:58:31,2016
28,0.0,0.25063,97.199992224001,7,ak13814044,61.0838,"35km N of Whittier, Alaska",-148.5622,1.6,58,7,Alaska,46,39,2016-07-28 07:58:46,2016
28,39.0,0.3413598,129.599989632,8,ak13832377,60.0372,"53km W of Seward, Alaska",-150.3999,1.5,4,7,Alaska,28,35,2016-07-28 08:04:28,2016
28,4.0,0.5057515,57.599995392,8,ak13814046,68.9615,"123km NW of Arctic Village, Alaska",-147.5099,2.4,8,7,Alaska,37,89,2016-07-28 08:08:37,2016
28,90.3,0.2973424,147.599988192,8,ak13832379,59.9948,"27km NNW of Anchor Point, Alaska",-152.0532,1.4,14,7,Alaska,30,30,2016-07-28 08:14:30,2016
28,7.9,0.067,147.71,8,nn00553624,37.2592,"50km S of Goldfield, Nevada",-117.3265,1.2,20,7,Nevada,53,22,2016-07-28 08:20:53,2016
28,0.0,0.2129007,89.999992800001,8,ak13814049,61.0663,"40km NE of Whittier, Alaska",-148.2406,1.4,24,7,Alaska,40,30,2016-07-28 08:24:40,2016
28,8.8,0.1877479,129.599989632,8,ak13814050,60.8833,"139km NE of Cape Yakataga, Alaska",-140.5022,1.3,26,7,Alaska,52,26,2016-07-28 08:26:52,2016
28,7.0,0.07709,73.0,8,uu60156977,44.5768333,"14km NNE of Old Faithful Geyser, Wyoming",-110.7581667,2.16,34,7,Wyoming,5,72,2016-07-28 08:34:05,2016
28,83.0,0.33686823,349.2,8,pr16210009,18.4454,"37km E of Road Town, British Virgin Islands",-64.2626,2.4,36,7,British Virgin Islands,39,89,2016-07-28 08:36:39,2016
28,2.35,0.01984,52.0,8,nc72667526,38.793,"1km N of The Geysers, California",-122.7588333,1.31,43,7,California,27,26,2016-07-28 08:43:27,2016
28,44.3,0.3575295,35.99999712,8,ak13814052,62.4726,"73km ENE of Y, Alaska",-148.6077,1.5,48,7,Alaska,22,35,2016-07-28 08:48:22,2016
28,29.6,0.2685963,61.199995104,8,ak13814053,61.2863,"28km SSE of Knik-Fairview, Alaska",-149.3592,1.4,51,7,Alaska,6,30,2016-07-28 08:51:06,2016
28,16.3,0.03593261,136.799989056,9,ak13814055,51.7808,"44km WSW of Adak, Alaska",-177.2855,1.4,1,7,Alaska,20,30,2016-07-28 09:01:20,2016
28,11.3,0.179,149.14,9,nn00553599,37.1517,"61km WNW of Beatty, Nevada",-117.3861,0.4,9,7,Nevada,20,2,2016-07-28 09:09:20,2016
28,9.0,0.176,148.15,9,nn00553601,37.1512,"61km WNW of Beatty, Nevada",-117.3781,0.6,9,7,Nevada,34,6,2016-07-28 09:09:34,2016
28,1.8,0.5192262,71.999994240001,9,ak13814513,68.9415,"120km NW of Arctic Village, Alaska",-147.4935,1.3,10,7,Alaska,20,26,2016-07-28 09:10:20,2016
28,5.98,0.07968,74.0,9,uu60156992,44.5706667,"13km NNE of Old Faithful Geyser, Wyoming",-110.7598333,1.86,11,7,Wyoming,9,53,2016-07-28 09:11:09,2016
28,65.8,0.5183279,71.999994240001,9,ak13832386,58.4109,"96km NW of Kodiak Station, Alaska",-153.7017,1.8,12,7,Alaska,12,50,2016-07-28 09:12:12,2016
28,6.9,0.1536119,35.99999712,9,ak13814515,62.302,"5km ESE of Talkeetna, Alaska",-150.0184,1.9,14,7,Alaska,24,56,2016-07-28 09:14:24,2016
28,10.3,0.7411101,172.799986176,9,ak13814519,52.0702,"19km W of Kiska Volcano, Alaska",177.3202,2.1,23,7,Alaska,20,68,2016-07-28 09:23:20,2016
28,1.4,0.098,179.38,9,nn00553610,37.2661,"49km S of Goldfield, Nevada",-117.145,0.3,25,7,Nevada,43,1,2016-07-28 09:25:43,2016
28,42.0,1.23608183,255.6,9,pr16210010,19.5503,"138km NNE of Vieques, Puerto Rico",-65.2685,3.1,26,7,Puerto Rico,45,148,2016-07-28 09:26:45,2016
28,16.6,0.1473237,68.399994528,9,ak13814521,65.977,"124km N of College, Alaska",-147.7564,1.4,26,7,Alaska,48,30,2016-07-28 09:26:48,2016
28,77.0,0.3198002,82.799993376001,9,ak13832392,59.5384,"52km WSW of Anchor Point, Alaska",-152.6402,1.4,28,7,Alaska,18,30,2016-07-28 09:28:18,2016
28,113.6,0.4868869,21.599998272,9,ak13814523,63.0549,"91km NNW of Talkeetna, Alaska",-150.9262,1.8,30,7,Alaska,55,50,2016-07-28 09:30:55,2016
28,37.9,0.3126137,100.799991936,9,ak13814526,61.396,"14km SSE of Big Lake, Alaska",-149.8677,1.1,33,7,Alaska,49,19,2016-07-28 09:33:49,2016
28,1.44,0.02843,208.0,9,nc72667536,37.5921667,"6km SSE of Mammoth Lakes, California",-118.9408333,0.5,35,7,California,16,4,2016-07-28 09:35:16,2016
28,12.3,0.5147347,89.999992800001,9,ak13814527,68.9428,"121km NW of Arctic Village, Alaska",-147.5063,0.9,38,7,Alaska,38,12,2016-07-28 09:38:38,2016
28,0.04,0.03569,106.0,9,nc72667541,37.5816667,"7km SSE of Mammoth Lakes, California",-118.9388333,0.73,47,7,California,41,8,2016-07-28 09:47:41,2016
28,5.429,0.0,58.0,9,us1000681q,36.6889,"11km SE of Cherokee, Oklahoma",-98.2606,2.7,48,7,Oklahoma,27,112,2016-07-28 09:48:27,2016
28,10.0,0.07456017,61.199995104,9,ak13814528,64.8939,"15km WNW of Ester, Alaska",-148.3138,0.4,51,7,Alaska,59,2,2016-07-28 09:51:59,2016
28,4.39,0.07953,74.0,9,uu60157007,44.5698333,"13km NNE of Old Faithful Geyser, Wyoming",-110.761,1.63,56,7,Wyoming,14,41,2016-07-28 09:56:14,2016
28,7.82,0.08149,95.0,9,uu60157012,44.5725,"13km NNE of Old Faithful Geyser, Wyoming",-110.7548333,0.74,59,7,Wyoming,56,8,2016-07-28 09:59:56,2016
28,9.68,0.05048,129.0,10,ci37641560,34.0753333,"10km WNW of Morongo Valley, CA",-116.6896667,0.88,0,7,California,21,12,2016-07-28 10:00:21,2016
28,3.0,0.962994,241.199980704,10,ak13814529,52.7623,"124km S of Unalaska, Alaska",-166.7218,2.3,0,7,Alaska,40,81,2016-07-28 10:00:40,2016
28,7.63,0.07746,136.0,10,uu60157017,44.5716667,"13km NNE of Old Faithful Geyser, Wyoming",-110.7626667,0.57,11,7,Wyoming,47,5,2016-07-28 10:11:47,2016
28,2.18,0.08222,143.0,10,uu60009445,44.5711667,"13km NNE of Old Faithful Geyser, Wyoming",-110.7478333,0.98,11,7,Wyoming,54,15,2016-07-28 10:11:54,2016
28,30.1,0.3602244,111.599991072,10,ak13832398,61.5159,"46km NNW of Valdez, Alaska",-146.6768,1.2,13,7,Alaska,49,22,2016-07-28 10:13:49,2016
28,107.1,0.3611227,97.199992224001,10,ak13832399,63.0933,"81km WSW of Cantwell, Alaska",-150.4281,1.0,14,7,Alaska,16,15,2016-07-28 10:14:16,2016
28,8.42,0.06886,46.0,10,nc72667551,35.7323333,"15km NE of San Simeon, California",-121.0626667,1.26,20,7,California,27,24,2016-07-28 10:20:27,2016
28,4.81,0.01689,84.0,10,nc72667566,37.5785,"13km SE of Mammoth Lakes, California",-118.8446667,2.25,28,7,California,14,78,2016-07-28 10:28:14,2016
28,18.5,0.9450277,226.799981856,10,ak13832400,53.8178,"115km S of False Pass, Alaska",-163.2453,1.8,42,7,Alaska,35,50,2016-07-28 10:42:35,2016
28,10.0,0.176,192.3,10,nn00553592,38.2651,"30km SSW of Hawthorne, Nevada",-118.728,0.5,45,7,Nevada,13,4,2016-07-28 10:45:13,2016
28,1.87,0.07168,79.0,11,ci37641632,33.9481667,"16km NNE of Thousand Palms, CA",-116.323,0.93,10,7,California,39,13,2016-07-28 11:10:39,2016
28,3.04,0.01056,71.0,11,nc72667581,38.8131667,"6km NW of The Geysers, California",-122.8168333,1.91,20,7,California,8,56,2016-07-28 11:20:08,2016
28,2.6,0.007699,120.0,11,nc72667586,38.8103333,"6km NW of The Geysers, California",-122.8195038,0.88,21,7,California,39,12,2016-07-28 11:21:39,2016
28,12.3,0.175,256.62,11,nn00553613,38.6522,"17km NW of Hawthorne, Nevada",-118.7445,0.4,25,7,Nevada,36,2,2016-07-28 11:25:36,2016
28,9.8,0.2371552,82.799993376001,11,ak13814533,64.7505,"25km WSW of Ester, Alaska",-148.4959,0.3,26,7,Alaska,32,1,2016-07-28 11:26:32,2016
28,14.59,0.03991,94.0,11,ci37641664,33.5206667,"12km ESE of Anza, CA",-116.5496667,0.3,31,7,California,6,1,2016-07-28 11:31:06,2016
28,5.18,0.08216,139.0,11,uu60157042,44.572,"13km NNE of Old Faithful Geyser, Wyoming",-110.7541667,0.81,31,7,Wyoming,8,10,2016-07-28 11:31:08,2016
28,9.33,0.07053,159.0,11,uw61172677,41.8516667,"21km NE of Montague, California",-122.3303333,1.38,31,7,California,39,29,2016-07-28 11:31:39,2016
28,2.17,0.06844,65.0,11,ci37641672,33.962,"16km E of Desert Hot Springs, CA",-116.3305,1.25,33,7,California,31,24,2016-07-28 11:33:31,2016
28,36.96,2.955,78.0,11,us1000682i,26.9417,"48km NNW of Kish, Iran",53.7754,4.6,34,7,Iran,9,326,2016-07-28 11:34:09,2016
28,5.12,2.984,62.0,11,us1000683b,-16.8242,"163km SE of Hihifo, Tonga",-172.5158,5.1,44,7,Tonga,21,400,2016-07-28 11:44:21,2016
28,1.66,0.009621,43.0,11,nc72667591,38.8225,"4km W of Cobb, California",-122.7768333,1.19,51,7,California,4,22,2016-07-28 11:51:04,2016
28,13.4,0.206,308.0,11,nn00553597,38.6653,"20km NW of Hawthorne, Nevada",-118.7809,0.4,52,7,Nevada,14,2,2016-07-28 11:52:14,2016
28,1.77,0.07248,81.0,11,ci37641680,33.953,"16km NNE of Thousand Palms, CA",-116.3228333,1.15,55,7,California,23,20,2016-07-28 11:55:23,2016
28,2.9,0.057,149.76,11,nn00553616,38.4878,"23km E of Hawthorne, Nevada",-118.3646,0.1,57,7,Nevada,25,0,2016-07-28 11:57:25,2016
28,54.8,0.4024452,269.9999784,11,ak13832403,51.8713,"37km SSE of Atka, Alaska",-174.0807,1.7,58,7,Alaska,33,44,2016-07-28 11:58:33,2016
28,3.27,0.04609,84.0,11,ci37641688,33.9323333,"4km E of Banning, CA",-116.8348333,0.55,59,7,California,32,5,2016-07-28 11:59:32,2016
28,35.8,0.1625951,111.599991072,12,ak13832404,61.7884,"14km ENE of Willow, Alaska",-149.7836,1.1,1,7,Alaska,32,19,2016-07-28 12:01:32,2016
28,96.1,0.1581035,71.999994240001,12,ak13832405,59.9415,"55km WNW of Anchor Point, Alaska",-152.772,1.4,6,7,Alaska,48,30,2016-07-28 12:06:48,2016
28,27.88,4.022,93.0,12,us1000682z,35.2862,"48km NNE of As Sukhnah, Syria",39.0889,4.4,13,7,Syria,34,298,2016-07-28 12:13:34,2016
28,12.1,0.3108171,212.399983008,12,ak13832406,51.485,"44km S of Tanaga Volcano, Alaska",-178.1456,1.3,17,7,Alaska,26,26,2016-07-28 12:17:26,2016
28,1.99,0.06929,78.0,12,ci37641704,33.9461667,"15km NNE of Thousand Palms, CA",-116.3256667,0.79,25,7,California,50,10,2016-07-28 12:25:50,2016
28,2.16,0.06966,78.0,12,ci37641712,33.9471667,"15km NNE of Thousand Palms, CA",-116.3253333,0.78,27,7,California,51,9,2016-07-28 12:27:51,2016
28,10.59,0.03931,59.0,12,ci37641720,34.4761667,"8km NNE of Santa Clarita, CA",-118.4605,1.49,33,7,California,6,34,2016-07-28 12:33:06,2016
28,55.1,0.2353586,68.399994528,12,ak13814995,59.8892,"13km NNE of Anchor Point, Alaska",-151.7415,1.2,34,7,Alaska,42,22,2016-07-28 12:34:42,2016
28,18.8,0.07545848,75.599993952001,12,ak13814998,64.798,"7km SSW of College, Alaska",-147.8794,0.2,36,7,Alaska,26,1,2016-07-28 12:36:26,2016
28,8.56,0.1179,109.0,12,nc72667606,37.4766667,"25km SE of Mammoth Lakes, California",-118.7876667,0.77,43,7,California,55,9,2016-07-28 12:43:55,2016
28,3.9,0.9055018,226.799981856,12,ak13814999,52.7936,"121km S of Unalaska, Alaska",-166.8035,2.5,49,7,Alaska,49,96,2016-07-28 12:49:49,2016
28,79.5,0.2775794,79.199993664001,12,ak13832410,59.481,"63km WSW of Anchor Point, Alaska",-152.7985,1.5,58,7,Alaska,4,35,2016-07-28 12:58:04,2016
28,1.81,0.005894,99.0,12,nc72667616,38.8143349,"7km NW of The Geysers, California",-122.8263321,0.56,59,7,California,46,5,2016-07-28 12:59:46,2016
28,1.68,0.07091,64.0,13,ci37641768,33.9486667,"16km NNE of Thousand Palms, CA",-116.324,1.16,1,7,California,29,21,2016-07-28 13:01:29,2016
28,5.7,0.4761071,75.599993952001,13,ak13832411,62.272,"55km NNE of Sutton-Alpine, Alaska",-148.5621,1.1,4,7,Alaska,7,19,2016-07-28 13:04:07,2016
28,46.5,1.037554,255.599979552,13,ak13815001,52.6289,"139km S of Unalaska, Alaska",-166.7741,2.3,8,7,Alaska,25,81,2016-07-28 13:08:25,2016
28,13.8,0.8965187,237.599980992,13,ak13815003,52.778,"123km S of Unalaska, Alaska",-166.8498,2.5,11,7,Alaska,6,96,2016-07-28 13:11:06,2016
28,23.3,0.4311913,287.99997696,13,ak13832414,51.4843,"60km SE of Adak, Alaska",-176.0662,1.2,16,7,Alaska,48,22,2016-07-28 13:16:48,2016
28,26.12,0.2885,92.0,13,ci37641776,35.5403333,"6km SSW of Wasco, CA",-119.3643333,1.89,16,7,California,50,55,2016-07-28 13:16:50,2016
28,4.3,0.91179,244.799980416,13,ak13815006,52.7849,"122km S of Unalaska, Alaska",-166.8049,1.8,37,7,Alaska,4,50,2016-07-28 13:37:04,2016
28,101.1,0.1149844,53.99999568,13,ak13815007,59.9663,"49km WNW of Anchor Point, Alaska",-152.6361,1.9,48,7,Alaska,23,56,2016-07-28 13:48:23,2016
28,10.76,0.0994,73.0,14,ci37641832,32.9715,"24km NE of Pine Valley, CA",-116.351,0.96,0,7,California,45,14,2016-07-28 14:00:45,2016
28,17.07,0.07563,77.0,14,ci37641848,34.0326667,"3km W of Yucaipa, CA",-117.0773333,0.82,3,7,California,5,10,2016-07-28 14:03:05,2016
28,5.56,0.02162,30.0,14,ci37641856,33.2478333,"3km WSW of Borrego Springs, CA",-116.4083333,1.71,11,7,California,59,45,2016-07-28 14:11:59,2016
28,-1.54,0.3427,254.0,14,uw61172727,44.2975,"2km W of Prineville, Oregon",-120.8655,1.73,14,7,Oregon,5,46,2016-07-28 14:14:05,2016
28,37.0,0.9998249,241.199980704,14,ak13815011,52.7061,"130km S of Unalaska, Alaska",-166.7263,2.0,22,7,Alaska,48,62,2016-07-28 14:22:48,2016
28,1.51,0.01001,141.0,14,nc72667646,38.786,"4km SSE of Cobb, California",-122.6968333,0.27,23,7,California,11,1,2016-07-28 14:23:11,2016
28,2.19,0.07979,138.0,14,ci37641864,33.7285,"20km ENE of Thermal, CA",-115.9456667,0.92,28,7,California,50,13,2016-07-28 14:28:50,2016
28,37.6,0.8228568,215.99998272,14,ak13815012,51.5772,"88km SE of Atka, Alaska",-173.3847,2.5,31,7,Alaska,37,96,2016-07-28 14:31:37,2016
28,15.1,0.3090205,89.999992800001,14,ak13815016,63.0971,"35km SSW of Cantwell, Alaska",-149.2056,0.7,33,7,Alaska,17,8,2016-07-28 14:33:17,2016
28,11.13,0.1047,134.0,14,uu60157072,44.6655,"67km ENE of Old Faithful Geyser, Wyoming",-110.0355,1.61,41,7,Wyoming,7,40,2016-07-28 14:41:07,2016
28,-0.97,0.05611,99.0,14,ci37641888,35.0458333,"14km W of Mojave, CA",-118.3286667,1.43,44,7,California,13,31,2016-07-28 14:44:13,2016
28,12.4,0.04671239,97.199992224001,14,ak13815017,63.5278,"95km W of Cantwell, Alaska",-150.8334,0.8,50,7,Alaska,36,10,2016-07-28 14:50:36,2016
28,65.04,2.994,64.0,15,us10006863,-6.1428,"115km W of Panguna, Papua New Guinea",154.4552,4.8,1,7,Papua New Guinea,9,354,2016-07-28 15:01:09,2016
28,66.8,0.7707545,215.99998272,15,ak13815018,51.5063,"78km SSE of Atka, Alaska",-173.9599,2.5,1,7,Alaska,32,96,2016-07-28 15:01:32,2016
28,-0.49,0.0422,56.0,15,ci37641896,33.8261667,"4km NW of Nuevo, CA",-117.1776667,0.93,4,7,California,15,13,2016-07-28 15:04:15,2016
28,2.96,0.331,71.0,15,mb80163624,44.625,"16km NW of Challis, Idaho",-114.3538333,1.66,13,7,Idaho,14,42,2016-07-28 15:13:14,2016
28,2.73,0.009474,156.0,15,nc72667656,38.8216667,"7km NW of The Geysers, California",-122.822,0.27,17,7,California,2,1,2016-07-28 15:17:02,2016
28,5.73,0.07858,59.0,15,uu60157087,44.5741667,"13km NNE of Old Faithful Geyser, Wyoming",-110.7581667,1.75,20,7,Wyoming,35,47,2016-07-28 15:20:35,2016
28,101.6,0.4275981,50.399995968,15,ak13815501,62.381,"90km W of Talkeetna, Alaska",-151.8536,1.5,42,7,Alaska,2,35,2016-07-28 15:42:02,2016
28,5.75,0.03214,29.0,15,nc72667661,36.81,"3km S of San Juan Bautista, California",-121.5371667,1.95,48,7,California,59,58,2016-07-28 15:48:59,2016
28,5.72,0.02298,110.0,16,nc72667666,35.6818333,"7km NE of San Simeon, California",-121.1255,1.15,0,7,California,51,20,2016-07-28 16:00:51,2016
28,62.0,0.32968171,320.4,16,pr16210011,18.628,"23km N of Road Town, British Virgin Islands",-64.6171,2.1,4,7,British Virgin Islands,52,68,2016-07-28 16:04:52,2016
28,6.15,0.02379,107.0,16,nc72667671,35.6823333,"7km NE of San Simeon, California",-121.1245,3.22,13,7,California,20,164,2016-07-28 16:13:20,2016
28,27.1,0.8453147,201.599983872,16,ak13815507,52.8432,"116km S of Unalaska, Alaska",-166.8639,3.5,14,7,Alaska,19,188,2016-07-28 16:14:19,2016
28,1.54,0.01326,75.0,16,nc72667676,38.7726667,"0km ESE of The Geysers, California",-122.747,0.34,15,7,California,52,2,2016-07-28 16:15:52,2016
28,6.08,0.01734,116.0,16,nc72667681,35.6806667,"6km NE of San Simeon, California",-121.1325,0.78,17,7,California,5,9,2016-07-28 16:17:05,2016
28,4.3,0.086,147.18,16,nn00553666,39.6928,"1km N of Cold Springs, Nevada",-119.9769,0.2,17,7,Nevada,41,1,2016-07-28 16:17:41,2016
28,6.05,0.02203,111.0,16,nc72667686,35.6816667,"7km NE of San Simeon, California",-121.1266667,1.2,21,7,California,39,22,2016-07-28 16:21:39,2016
28,5.98,0.02367,110.0,16,nc72667691,35.6815,"7km NE of San Simeon, California",-121.1246667,1.64,24,7,California,55,41,2016-07-28 16:24:55,2016
28,11.5,0.166,244.33,16,nn00553661,36.5009,"32km N of Pahrump, Nevada",-116.0098,0.3,25,7,Nevada,46,1,2016-07-28 16:25:46,2016
28,2.67,0.08017,140.0,16,uu60157092,44.5658333,"12km NNE of Old Faithful Geyser, Wyoming",-110.7645,0.82,30,7,Wyoming,42,10,2016-07-28 16:30:42,2016
28,6.18,0.02916,33.0,16,nc72667696,37.3986667,"6km ENE of East Foothills, California",-121.7516667,1.57,35,7,California,6,38,2016-07-28 16:35:06,2016
28,39.7,0.8578911,233.99998128,16,ak13815512,52.8378,"117km S of Unalaska, Alaska",-166.8442,2.0,50,7,Alaska,45,62,2016-07-28 16:50:45,2016
28,0.673,0.007672,76.0,16,hv61356251,19.4045,"5km WSW of Volcano, Hawaii",-155.2826667,1.98,51,7,Hawaii,57,60,2016-07-28 16:51:57,2016
28,1.32,0.02278,93.0,16,uw61172777,46.856,"28km NNW of Packwood, Washington",-121.7575,0.25,53,7,Washington,48,1,2016-07-28 16:53:48,2016
28,1.19,0.02385,92.0,16,uw61172782,46.8541667,"28km NNW of Packwood, Washington",-121.7571667,0.74,54,7,Washington,14,8,2016-07-28 16:54:14,2016
28,2.17,0.02432,155.0,16,uw61172787,46.8543333,"28km NNW of Packwood, Washington",-121.7583333,0.37,54,7,Washington,40,2,2016-07-28 16:54:40,2016
28,-0.72,0.416,188.0,16,mb80164189,48.3755,"7km N of Ponderay, Idaho",-116.5223333,1.96,59,7,Idaho,49,59,2016-07-28 16:59:49,2016
28,3.3,0.006401,93.0,17,nc72667711,38.8181667,"6km NW of The Geysers, California",-122.8053333,0.26,1,7,California,44,1,2016-07-28 17:01:44,2016
28,5.6,0.02108,110.0,17,nc72667716,35.682,"7km NE of San Simeon, California",-121.1278333,0.78,1,7,California,45,9,2016-07-28 17:01:45,2016
28,3.1,0.1904428,190.799984736,17,ak13832425,56.4738,"39km NE of Chignik Lake, Alaska",-158.267,1.5,6,7,Alaska,40,35,2016-07-28 17:06:40,2016
