disease,increase,loc,number,population,year
MUMPS,2.6100000000000003,WYOMING,10,381695,1974
PERTUSSIS,0.52,ALABAMA,19,3678814,1974
PERTUSSIS,1.04,ARKANSAS,22,2159526,1974
PERTUSSIS,1.4600000000000009,CALIFORNIA,320,21537849,1974
PERTUSSIS,0.77,CONNECTICUT,25,3082500,1974
PERTUSSIS,0.51,DELAWARE,3,586589,1974
PERTUSSIS,0.31,FLORIDA,28,8518422,1974
PERTUSSIS,0.2,GEORGIA,10,5064075,1974
PERTUSSIS,0.6,IDAHO,5,831982,1974
PERTUSSIS,1.9300000000000008,ILLINOIS,213,11291743,1974
PERTUSSIS,0.5100000000000001,IOWA,16,2880847,1974
PERTUSSIS,1.4700000000000002,KENTUCKY,50,3467769,1974
PERTUSSIS,0.45000000000000007,LOUISIANA,17,3886104,1974
PERTUSSIS,0.02,MARYLAND,1,4139096,1974
PERTUSSIS,0.06,MASSACHUSETTS,3,5757756,1974
PERTUSSIS,0.9700000000000003,MICHIGAN,94,9117668,1974
PERTUSSIS,0.06,MINNESOTA,2,3932515,1974
PERTUSSIS,0.37,MISSISSIPPI,9,2399449,1974
PERTUSSIS,0.54,MISSOURI,27,4808308,1974
PERTUSSIS,1.07,MONTANA,8,748208,1974
PERTUSSIS,0.25,NEBRASKA,4,1543117,1974
PERTUSSIS,1.44,NEW HAMPSHIRE,12,828555,1974
PERTUSSIS,0.09,NEW JERSEY,7,7337765,1974
PERTUSSIS,1.75,NEW MEXICO,20,1159944,1974
PERTUSSIS,0.4800000000000001,NEW YORK,87,18003485,1974
PERTUSSIS,0.93,NORTH CAROLINA,51,5547188,1974
PERTUSSIS,0.19,OHIO,21,10770425,1974
PERTUSSIS,0.7000000000000002,OKLAHOMA,19,2774683,1974
PERTUSSIS,2.1200000000000006,OREGON,50,2329661,1974
PERTUSSIS,0.29000000000000004,SOUTH CAROLINA,9,2902028,1974
PERTUSSIS,0.43999999999999995,SOUTH DAKOTA,3,681042,1974
PERTUSSIS,1.9300000000000004,TENNESSEE,83,4275566,1974
PERTUSSIS,1.1700000000000004,TEXAS,143,12568843,1974
PERTUSSIS,0.88,UTAH,11,1236030,1974
PERTUSSIS,0.21,VERMONT,1,479713,1974
PERTUSSIS,0.8200000000000001,VIRGINIA,41,5047395,1974
PERTUSSIS,1.4300000000000002,WASHINGTON,51,3621339,1974
PERTUSSIS,0.92,WEST VIRGINIA,17,1842250,1974
PERTUSSIS,2.6999999999999997,WISCONSIN,124,4578986,1974
PERTUSSIS,0.26,WYOMING,1,381695,1974
RUBELLA,1.7800000000000007,ALABAMA,65,3678814,1974
RUBELLA,0.08,ARIZONA,2,2284847,1974
RUBELLA,0.38,ARKANSAS,8,2159526,1974
RUBELLA,6.639999999999999,CALIFORNIA,1430,21537849,1974
RUBELLA,5.050000000000002,COLORADO,130,2586192,1974
RUBELLA,13.839999999999998,CONNECTICUT,429,3082500,1974
RUBELLA,10.379999999999999,DELAWARE,61,586589,1974
RUBELLA,0.56,DISTRICT OF COLUMBIA,4,706871,1974
RUBELLA,2.3299999999999996,FLORIDA,196,8518422,1974
RUBELLA,0.06,GEORGIA,3,5064075,1974
RUBELLA,1.9200000000000004,HAWAII,17,886160,1974
RUBELLA,2.7600000000000002,IDAHO,23,831982,1974
RUBELLA,4.970000000000001,ILLINOIS,556,11291743,1974
RUBELLA,11.269999999999996,INDIANA,605,5365766,1974
RUBELLA,0.4900000000000001,IOWA,15,2880847,1974
RUBELLA,5.209999999999999,KANSAS,119,2280578,1974
RUBELLA,6.210000000000001,KENTUCKY,214,3467769,1974
RUBELLA,4.74,LOUISIANA,183,3886104,1974
RUBELLA,14.909999999999995,MAINE,160,1071995,1974
RUBELLA,0.11,MARYLAND,5,4139096,1974
RUBELLA,6.369999999999998,MASSACHUSETTS,367,5757756,1974
RUBELLA,14.739999999999995,MICHIGAN,1344,9117668,1974
RUBELLA,0.45000000000000007,MINNESOTA,16,3932515,1974
RUBELLA,0.7900000000000001,MISSISSIPPI,19,2399449,1974
RUBELLA,0.9800000000000003,MISSOURI,49,4808308,1974
RUBELLA,9.200000000000001,MONTANA,69,748208,1974
RUBELLA,0.37,NEBRASKA,6,1543117,1974
RUBELLA,5.640000000000001,NEVADA,35,619972,1974
RUBELLA,2.6400000000000015,NEW HAMPSHIRE,22,828555,1974
RUBELLA,5.110000000000001,NEW JERSEY,376,7337765,1974
RUBELLA,11.109999999999996,NEW MEXICO,129,1159944,1974
RUBELLA,2.34,NEW YORK,420,18003485,1974
RUBELLA,1.0300000000000002,NORTH CAROLINA,56,5547188,1974
RUBELLA,5.53,NORTH DAKOTA,35,638886,1974
RUBELLA,4.6599999999999975,OHIO,502,10770425,1974
RUBELLA,2.000000000000001,OKLAHOMA,54,2774683,1974
RUBELLA,10.319999999999997,OREGON,240,2329661,1974
RUBELLA,2.1799999999999993,PENNSYLVANIA,250,11906095,1974
RUBELLA,2.15,RHODE ISLAND,20,942788,1974
RUBELLA,23.600000000000005,SOUTH CAROLINA,686,2902028,1974
RUBELLA,5.73,SOUTH DAKOTA,39,681042,1974
RUBELLA,8.26,TENNESSEE,354,4275566,1974
RUBELLA,2.1000000000000005,TEXAS,259,12568843,1974
RUBELLA,2.2399999999999998,UTAH,28,1236030,1974
RUBELLA,8.8,VERMONT,42,479713,1974
RUBELLA,1.4000000000000004,VIRGINIA,70,5047395,1974
RUBELLA,12.129999999999999,WASHINGTON,438,3621339,1974
RUBELLA,15.620000000000003,WEST VIRGINIA,288,1842250,1974
RUBELLA,13.179999999999998,WISCONSIN,605,4578986,1974
RUBELLA,0.52,WYOMING,2,381695,1974
HEPATITIS A,7.650000000000002,ALABAMA,286,3735139,1975
HEPATITIS A,102.02999999999999,ALASKA,409,400969,1975
HEPATITIS A,18.67,ARIZONA,437,2346157,1975
HEPATITIS A,18.840000000000007,ARKANSAS,409,2170161,1975
HEPATITIS A,23.440000000000005,CALIFORNIA,5134,21935909,1975
HEPATITIS A,9.100000000000003,COLORADO,239,2632306,1975
HEPATITIS A,13.470000000000006,CONNECTICUT,417,3083335,1975
HEPATITIS A,8.499999999999998,DELAWARE,50,590166,1975
HEPATITIS A,12.939999999999998,DISTRICT OF COLUMBIA,90,692295,1975
HEPATITIS A,26.329999999999988,FLORIDA,2279,8667379,1975
HEPATITIS A,20.419999999999995,GEORGIA,1048,5132812,1975
HEPATITIS A,26.499999999999993,HAWAII,240,904191,1975
HEPATITIS A,19.990000000000013,IDAHO,171,856983,1975
HEPATITIS A,10.610000000000003,ILLINOIS,1205,11342853,1975
HEPATITIS A,8.380000000000003,INDIANA,453,5389088,1975
HEPATITIS A,6.549999999999999,IOWA,191,2903082,1975
HEPATITIS A,14.230000000000002,KANSAS,328,2301001,1975
HEPATITIS A,25.870000000000005,KENTUCKY,911,3529257,1975
HEPATITIS A,10.770000000000001,LOUISIANA,425,3950605,1975
HEPATITIS A,3.0999999999999996,MAINE,34,1088412,1975
HEPATITIS A,9.51,MARYLAND,393,4150539,1975
HEPATITIS A,4.109999999999999,MASSACHUSETTS,240,5743672,1975
HEPATITIS A,22.089999999999996,MICHIGAN,2018,9129205,1975
HEPATITIS A,10.330000000000002,MINNESOTA,409,3964680,1975
HEPATITIS A,12.649999999999995,MISSISSIPPI,308,2429756,1975
HEPATITIS A,9.289999999999996,MISSOURI,450,4839029,1975
HEPATITIS A,32.620000000000005,MONTANA,247,757317,1975
HEPATITIS A,5.52,NEBRASKA,86,1550911,1975
HEPATITIS A,26.559999999999995,NEVADA,172,646975,1975
HEPATITIS A,13.719999999999997,NEW HAMPSHIRE,116,845248,1975
HEPATITIS A,12.82,NEW JERSEY,942,7339745,1975
HEPATITIS A,32.330000000000005,NEW MEXICO,385,1189295,1975
HEPATITIS A,10.749999999999996,NEW YORK,1932,17940541,1975
HEPATITIS A,11.309999999999997,NORTH CAROLINA,634,5607964,1975
HEPATITIS A,15.259999999999996,NORTH DAKOTA,99,645797,1975
HEPATITIS A,15.030000000000001,OHIO,1619,10752662,1975
HEPATITIS A,15.800000000000002,OKLAHOMA,447,2826815,1975
HEPATITIS A,28.300000000000015,OREGON,673,2378262,1975
HEPATITIS A,7.820000000000001,PENNSYLVANIA,931,11897378,1975
HEPATITIS A,28.20000000000001,RHODE ISLAND,267,946089,1975
HEPATITIS A,12.429999999999994,SOUTH CAROLINA,367,2943657,1975
HEPATITIS A,6.0100000000000025,SOUTH DAKOTA,41,686390,1975
HEPATITIS A,26.93000000000001,TENNESSEE,1170,4346928,1975
HEPATITIS A,22.029999999999998,TEXAS,2845,12904089,1975
HEPATITIS A,21.32999999999999,UTAH,272,1274928,1975
HEPATITIS A,12.210000000000003,VERMONT,59,484928,1975
HEPATITIS A,7.939999999999999,VIRGINIA,400,5121863,1975
HEPATITIS A,19.900000000000002,WASHINGTON,735,3693610,1975
HEPATITIS A,8.620000000000003,WEST VIRGINIA,162,1879503,1975
HEPATITIS A,9.209999999999999,WISCONSIN,425,4595904,1975
HEPATITIS A,8.55,WYOMING,34,396952,1975
MEASLES,0.13,ALABAMA,5,3735139,1975
MEASLES,3.53,ARIZONA,83,2346157,1975
MEASLES,0.1,ARKANSAS,2,2170161,1975
MEASLES,23.779999999999994,CALIFORNIA,5217,21935909,1975
MEASLES,44.43999999999999,COLORADO,1170,2632306,1975
MEASLES,4.159999999999999,CONNECTICUT,129,3083335,1975
MEASLES,5.939999999999999,DELAWARE,35,590166,1975
MEASLES,0.28,DISTRICT OF COLUMBIA,2,692295,1975
MEASLES,0.9400000000000001,FLORIDA,82,8667379,1975
MEASLES,0.78,GEORGIA,40,5132812,1975
MEASLES,7.170000000000002,HAWAII,65,904191,1975
MEASLES,2.35,IDAHO,20,856983,1975
MEASLES,16.49,ILLINOIS,1867,11342853,1975
MEASLES,9.669999999999995,INDIANA,519,5389088,1975
MEASLES,24.110000000000007,IOWA,700,2903082,1975
MEASLES,93.30000000000003,KANSAS,2147,2301001,1975
MEASLES,4.549999999999999,KENTUCKY,158,3529257,1975
MEASLES,0.09,LOUISIANA,3,3950605,1975
MEASLES,1.44,MAINE,16,1088412,1975
MEASLES,1.5399999999999998,MARYLAND,64,4150539,1975
MEASLES,2.69,MASSACHUSETTS,157,5743672,1975
MEASLES,35.269999999999996,MICHIGAN,3219,9129205,1975
MEASLES,5.83,MINNESOTA,231,3964680,1975
MEASLES,1.4700000000000002,MISSISSIPPI,36,2429756,1975
MEASLES,5.409999999999997,MISSOURI,263,4839029,1975
MEASLES,6.979999999999999,MONTANA,53,757317,1975
MEASLES,25.54,NEBRASKA,396,1550911,1975
MEASLES,4.300000000000001,NEVADA,28,646975,1975
MEASLES,2.3900000000000006,NEW HAMPSHIRE,20,845248,1975
MEASLES,6.479999999999998,NEW JERSEY,480,7339745,1975
MEASLES,9.07,NEW MEXICO,108,1189295,1975
MEASLES,6.83,NEW YORK,1221,17940541,1975
MEASLES,0.06,NORTH CAROLINA,3,5607964,1975
MEASLES,131.87000000000006,NORTH DAKOTA,852,645797,1975
MEASLES,1.1,OHIO,114,10752662,1975
MEASLES,9.64,OKLAHOMA,271,2826815,1975
MEASLES,8.429999999999998,OREGON,201,2378262,1975
MEASLES,4.78,PENNSYLVANIA,564,11897378,1975
MEASLES,0.54,RHODE ISLAND,5,946089,1975
MEASLES,0.5700000000000001,SOUTH CAROLINA,17,2943657,1975
MEASLES,51.879999999999995,SOUTH DAKOTA,356,686390,1975
MEASLES,4.089999999999998,TENNESSEE,178,4346928,1975
MEASLES,2.2300000000000004,TEXAS,281,12904089,1975
MEASLES,27.849999999999998,UTAH,355,1274928,1975
MEASLES,15.280000000000001,VERMONT,74,484928,1975
MEASLES,0.8500000000000001,VIRGINIA,43,5121863,1975
MEASLES,8.14,WASHINGTON,300,3693610,1975
MEASLES,11.730000000000002,WEST VIRGINIA,220,1879503,1975
MEASLES,32.03,WISCONSIN,1472,4595904,1975
MEASLES,0.75,WYOMING,3,396952,1975
MUMPS,12.169999999999996,ALABAMA,453,3735139,1975
MUMPS,12.99,ALASKA,52,400969,1975
MUMPS,8.56,ARKANSAS,185,2170161,1975
MUMPS,17.0,CALIFORNIA,3728,21935909,1975
MUMPS,25.62999999999999,COLORADO,675,2632306,1975
MUMPS,26.310000000000002,CONNECTICUT,812,3083335,1975
MUMPS,2.38,DELAWARE,14,590166,1975
MUMPS,22.2,DISTRICT OF COLUMBIA,154,692295,1975
MUMPS,10.920000000000005,FLORIDA,944,8667379,1975
MUMPS,0.33999999999999997,GEORGIA,17,5132812,1975
MUMPS,5.940000000000002,HAWAII,54,904191,1975
MUMPS,8.42,IDAHO,72,856983,1975
MUMPS,25.17,ILLINOIS,2853,11342853,1975
MUMPS,43.39,INDIANA,2339,5389088,1975
MUMPS,52.540000000000006,IOWA,1525,2903082,1975
MUMPS,46.66000000000001,KANSAS,1073,2301001,1975
MUMPS,53.37000000000001,KENTUCKY,1881,3529257,1975
MUMPS,8.98,LOUISIANA,353,3950605,1975
MUMPS,7.309999999999999,MAINE,80,1088412,1975
MUMPS,11.25,MARYLAND,466,4150539,1975
MUMPS,5.379999999999997,MASSACHUSETTS,311,5743672,1975
MUMPS,108.1,MICHIGAN,9867,9129205,1975
MUMPS,6.11,MINNESOTA,240,3964680,1975
MUMPS,15.309999999999993,MISSISSIPPI,373,2429756,1975
MUMPS,11.08999999999999,MISSOURI,540,4839029,1975
MUMPS,5.7799999999999985,MONTANA,44,757317,1975
MUMPS,5.83,NEBRASKA,91,1550911,1975
MUMPS,15.730000000000004,NEVADA,102,646975,1975
MUMPS,15.62,NEW HAMPSHIRE,132,845248,1975
MUMPS,6.200000000000001,NEW JERSEY,456,7339745,1975
MUMPS,6.210000000000001,NEW MEXICO,74,1189295,1975
MUMPS,12.009999999999998,NEW YORK,2148,17940541,1975
MUMPS,2.250000000000001,NORTH CAROLINA,126,5607964,1975
MUMPS,79.53,NORTH DAKOTA,514,645797,1975
MUMPS,25.74,OHIO,2770,10752662,1975
MUMPS,12.260000000000003,OKLAHOMA,345,2826815,1975
MUMPS,31.980000000000015,OREGON,761,2378262,1975
MUMPS,6.130000000000001,PENNSYLVANIA,729,11897378,1975
MUMPS,93.14000000000001,RHODE ISLAND,881,946089,1975
MUMPS,2.55,SOUTH CAROLINA,76,2943657,1975
MUMPS,0.89,SOUTH DAKOTA,6,686390,1975
MUMPS,55.47,TENNESSEE,2410,4346928,1975
MUMPS,30.14,TEXAS,3890,12904089,1975
MUMPS,14.830000000000002,UTAH,189,1274928,1975
MUMPS,2.5,VERMONT,12,484928,1975
MUMPS,16.669999999999995,VIRGINIA,851,5121863,1975
MUMPS,123.33999999999997,WASHINGTON,4556,3693610,1975
MUMPS,78.32000000000001,WEST VIRGINIA,1472,1879503,1975
MUMPS,131.66999999999996,WISCONSIN,6051,4595904,1975
MUMPS,0.5,WYOMING,2,396952,1975
PERTUSSIS,1.24,ALABAMA,46,3735139,1975
PERTUSSIS,1.0,ALASKA,4,400969,1975
PERTUSSIS,1.1700000000000002,ARKANSAS,25,2170161,1975
PERTUSSIS,0.5400000000000003,CALIFORNIA,129,21935909,1975
PERTUSSIS,0.3,CONNECTICUT,10,3083335,1975
PERTUSSIS,0.34,DELAWARE,2,590166,1975
PERTUSSIS,0.29000000000000004,FLORIDA,27,8667379,1975
PERTUSSIS,0.15999999999999998,GEORGIA,8,5132812,1975
PERTUSSIS,1.0499999999999998,IDAHO,9,856983,1975
PERTUSSIS,0.8600000000000003,ILLINOIS,88,11342853,1975
PERTUSSIS,0.09,INDIANA,5,5389088,1975
PERTUSSIS,0.12,IOWA,4,2903082,1975
PERTUSSIS,1.2000000000000004,KENTUCKY,41,3529257,1975
PERTUSSIS,1.6900000000000004,LOUISIANA,64,3950605,1975
PERTUSSIS,0.08,MASSACHUSETTS,4,5743672,1975
PERTUSSIS,0.9800000000000003,MICHIGAN,93,9129205,1975
PERTUSSIS,0.03,MINNESOTA,1,3964680,1975
PERTUSSIS,1.9200000000000008,MISSISSIPPI,48,2429756,1975
PERTUSSIS,1.5000000000000004,MISSOURI,74,4839029,1975
PERTUSSIS,1.8399999999999999,MONTANA,14,757317,1975
PERTUSSIS,0.6,NEW HAMPSHIRE,5,845248,1975
PERTUSSIS,1.9100000000000001,NEW MEXICO,23,1189295,1975
PERTUSSIS,0.39,NEW YORK,72,17940541,1975
PERTUSSIS,0.8700000000000001,NORTH CAROLINA,46,5607964,1975
PERTUSSIS,0.29000000000000004,OHIO,30,10752662,1975
PERTUSSIS,1.0800000000000003,OKLAHOMA,29,2826815,1975
PERTUSSIS,1.3700000000000003,OREGON,33,2378262,1975
PERTUSSIS,0.15000000000000002,PENNSYLVANIA,15,11897378,1975
PERTUSSIS,0.33,SOUTH CAROLINA,10,2943657,1975
PERTUSSIS,1.76,TENNESSEE,77,4346928,1975
PERTUSSIS,1.1300000000000006,TEXAS,141,12904089,1975
PERTUSSIS,1.03,VERMONT,5,484928,1975
PERTUSSIS,0.4000000000000001,VIRGINIA,20,5121863,1975
PERTUSSIS,0.7400000000000002,WASHINGTON,27,3693610,1975
PERTUSSIS,2.34,WEST VIRGINIA,44,1879503,1975
PERTUSSIS,2.3500000000000005,WISCONSIN,109,4595904,1975
PERTUSSIS,1.76,WYOMING,7,396952,1975
RUBELLA,0.6400000000000001,ALABAMA,23,3735139,1975
RUBELLA,0.25,ALASKA,1,400969,1975
RUBELLA,0.08,ARIZONA,2,2346157,1975
RUBELLA,0.05,ARKANSAS,1,2170161,1975
RUBELLA,6.580000000000001,CALIFORNIA,1440,21935909,1975
RUBELLA,5.210000000000001,COLORADO,136,2632306,1975
RUBELLA,10.059999999999995,CONNECTICUT,312,3083335,1975
RUBELLA,3.57,DELAWARE,21,590166,1975
RUBELLA,2.0599999999999996,FLORIDA,180,8667379,1975
RUBELLA,0.08,GEORGIA,4,5132812,1975
RUBELLA,2.31,HAWAII,21,904191,1975
RUBELLA,8.649999999999999,IDAHO,74,856983,1975
RUBELLA,3.679999999999999,ILLINOIS,413,11342853,1975
RUBELLA,19.549999999999997,INDIANA,1052,5389088,1975
RUBELLA,1.1099999999999999,IOWA,33,2903082,1975
RUBELLA,27.699999999999996,KANSAS,638,2301001,1975
RUBELLA,6.5100000000000025,KENTUCKY,228,3529257,1975
RUBELLA,7.38,LOUISIANA,290,3950605,1975
RUBELLA,3.349999999999999,MAINE,37,1088412,1975
RUBELLA,0.9,MARYLAND,38,4150539,1975
RUBELLA,21.33000000000002,MASSACHUSETTS,1227,5743672,1975
RUBELLA,18.499999999999996,MICHIGAN,1691,9129205,1975
RUBELLA,0.9700000000000001,MINNESOTA,37,3964680,1975
RUBELLA,0.5700000000000001,MISSISSIPPI,14,2429756,1975
RUBELLA,15.119999999999992,MISSOURI,732,4839029,1975
RUBELLA,33.52,MONTANA,254,757317,1975
RUBELLA,1.3199999999999998,NEBRASKA,21,1550911,1975
RUBELLA,1.2199999999999998,NEVADA,8,646975,1975
RUBELLA,24.020000000000003,NEW HAMPSHIRE,203,845248,1975
RUBELLA,14.03999999999999,NEW JERSEY,1031,7339745,1975
RUBELLA,1.7200000000000004,NEW MEXICO,21,1189295,1975
RUBELLA,2.9599999999999986,NEW YORK,530,17940541,1975
RUBELLA,0.8100000000000002,NORTH CAROLINA,44,5607964,1975
RUBELLA,7.860000000000001,NORTH DAKOTA,51,645797,1975
RUBELLA,6.129999999999998,OHIO,655,10752662,1975
RUBELLA,3.7099999999999995,OKLAHOMA,103,2826815,1975
RUBELLA,8.08,OREGON,193,2378262,1975
RUBELLA,2.3099999999999974,PENNSYLVANIA,268,11897378,1975
RUBELLA,3.099999999999999,RHODE ISLAND,29,946089,1975
RUBELLA,16.830000000000002,SOUTH CAROLINA,496,2943657,1975
RUBELLA,2.64,SOUTH DAKOTA,18,686390,1975
RUBELLA,14.760000000000003,TENNESSEE,642,4346928,1975
RUBELLA,2.7399999999999993,TEXAS,353,12904089,1975
RUBELLA,2.9300000000000006,UTAH,37,1274928,1975
RUBELLA,14.850000000000001,VERMONT,72,484928,1975
RUBELLA,6.429999999999994,VIRGINIA,328,5121863,1975
RUBELLA,9.780000000000003,WASHINGTON,360,3693610,1975
RUBELLA,12.660000000000004,WEST VIRGINIA,238,1879503,1975
RUBELLA,21.439999999999998,WISCONSIN,984,4595904,1975
HEPATITIS A,5.860000000000002,ALABAMA,220,3780403,1976
HEPATITIS A,271.16,ALASKA,1094,403436,1976
HEPATITIS A,23.090000000000003,ARIZONA,560,2425197,1976
HEPATITIS A,20.320000000000004,ARKANSAS,449,2209010,1976
HEPATITIS A,25.01999999999999,CALIFORNIA,5590,22352396,1976
HEPATITIS A,15.810000000000006,COLORADO,426,2696140,1976
HEPATITIS A,13.809999999999999,CONNECTICUT,427,3085722,1976
HEPATITIS A,7.979999999999998,DELAWARE,47,591829,1976
HEPATITIS A,14.940000000000001,DISTRICT OF COLUMBIA,101,677228,1976
HEPATITIS A,19.319999999999993,FLORIDA,1712,8856183,1976
HEPATITIS A,26.180000000000003,GEORGIA,1368,5219697,1976
HEPATITIS A,13.779999999999998,HAWAII,126,918259,1976
HEPATITIS A,14.580000000000004,IDAHO,129,883469,1976
HEPATITIS A,9.700000000000001,ILLINOIS,1103,11386316,1976
HEPATITIS A,5.9399999999999995,INDIANA,323,5425638,1976
HEPATITIS A,3.7299999999999995,IOWA,109,2913573,1976
HEPATITIS A,16.740000000000002,KANSAS,389,2320647,1976
HEPATITIS A,16.450000000000003,KENTUCKY,587,3573693,1976
HEPATITIS A,9.549999999999999,LOUISIANA,388,4014459,1976
HEPATITIS A,9.669999999999995,MAINE,107,1103578,1976
HEPATITIS A,10.379999999999995,MARYLAND,433,4169595,1976
HEPATITIS A,3.3999999999999986,MASSACHUSETTS,198,5738199,1976
HEPATITIS A,18.07,MICHIGAN,1657,9171110,1976
HEPATITIS A,8.67,MINNESOTA,343,3989364,1976
HEPATITIS A,17.039999999999996,MISSISSIPPI,420,2459201,1976
HEPATITIS A,12.489999999999998,MISSOURI,605,4863173,1976
HEPATITIS A,8.579999999999998,MONTANA,66,769953,1976
HEPATITIS A,4.01,NEBRASKA,63,1556842,1976
HEPATITIS A,16.05,NEVADA,109,678333,1976
HEPATITIS A,8.170000000000002,NEW HAMPSHIRE,72,869763,1976
HEPATITIS A,17.020000000000003,NEW JERSEY,1249,7337169,1976
HEPATITIS A,33.02999999999998,NEW MEXICO,402,1215720,1976
HEPATITIS A,11.619999999999997,NEW YORK,2072,17812602,1976
HEPATITIS A,8.77,NORTH CAROLINA,496,5685607,1976
HEPATITIS A,24.470000000000006,NORTH DAKOTA,159,649769,1976
HEPATITIS A,13.16,OHIO,1418,10771394,1976
HEPATITIS A,30.060000000000002,OKLAHOMA,863,2870014,1976
HEPATITIS A,28.979999999999993,OREGON,710,2446673,1976
HEPATITIS A,7.030000000000002,PENNSYLVANIA,835,11893591,1976
HEPATITIS A,17.30000000000001,RHODE ISLAND,164,950230,1976
HEPATITIS A,8.420000000000002,SOUTH CAROLINA,253,2991681,1976
HEPATITIS A,10.82,SOUTH DAKOTA,74,688480,1976
HEPATITIS A,26.40999999999999,TENNESSEE,1170,4422921,1976
HEPATITIS A,11.62,TEXAS,1531,13193050,1976
HEPATITIS A,18.820000000000004,UTAH,248,1319512,1976
HEPATITIS A,8.719999999999999,VERMONT,43,491931,1976
HEPATITIS A,6.64,VIRGINIA,345,5193112,1976
HEPATITIS A,11.770000000000003,WASHINGTON,445,3776050,1976
HEPATITIS A,13.690000000000001,WEST VIRGINIA,262,1908088,1976
HEPATITIS A,7.050000000000001,WISCONSIN,327,4626514,1976
HEPATITIS A,2.17,WYOMING,9,413354,1976
MEASLES,2.73,ALASKA,11,403436,1976
MEASLES,9.999999999999995,ARIZONA,243,2425197,1976
MEASLES,0.91,ARKANSAS,20,2209010,1976
MEASLES,10.410000000000002,CALIFORNIA,2324,22352396,1976
MEASLES,16.67,COLORADO,450,2696140,1976
MEASLES,7.640000000000001,CONNECTICUT,237,3085722,1976
MEASLES,18.799999999999997,DELAWARE,111,591829,1976
MEASLES,1.94,DISTRICT OF COLUMBIA,13,677228,1976
MEASLES,3.7799999999999994,FLORIDA,337,8856183,1976
MEASLES,0.1,GEORGIA,5,5219697,1976
MEASLES,1.2,HAWAII,11,918259,1976
MEASLES,224.33,IDAHO,1982,883469,1976
MEASLES,17.86,ILLINOIS,2032,11386316,1976
MEASLES,79.97000000000001,INDIANA,4337,5425638,1976
MEASLES,1.4000000000000001,IOWA,42,2913573,1976
MEASLES,32.17,KANSAS,747,2320647,1976
MEASLES,21.88,KENTUCKY,782,3573693,1976
MEASLES,7.76,LOUISIANA,314,4014459,1976
MEASLES,0.8999999999999999,MAINE,10,1103578,1976
MEASLES,19.900000000000002,MARYLAND,829,4169595,1976
MEASLES,0.74,MASSACHUSETTS,43,5738199,1976
MEASLES,65.63999999999996,MICHIGAN,6021,9171110,1976
MEASLES,10.830000000000005,MINNESOTA,430,3989364,1976
MEASLES,0.7300000000000002,MISSISSIPPI,18,2459201,1976
MEASLES,4.8,MISSOURI,234,4863173,1976
MEASLES,65.89000000000001,MONTANA,507,769953,1976
MEASLES,3.5199999999999996,NEBRASKA,55,1556842,1976
MEASLES,12.400000000000002,NEVADA,84,678333,1976
MEASLES,1.1300000000000001,NEW HAMPSHIRE,10,869763,1976
MEASLES,8.559999999999997,NEW JERSEY,626,7337169,1976
MEASLES,1.3000000000000003,NEW MEXICO,16,1215720,1976
MEASLES,17.38,NEW YORK,3093,17812602,1976
MEASLES,0.35000000000000003,NORTH CAROLINA,19,5685607,1976
MEASLES,0.45999999999999996,NORTH DAKOTA,3,649769,1976
MEASLES,6.759999999999999,OHIO,726,10771394,1976
MEASLES,9.989999999999998,OKLAHOMA,289,2870014,1976
MEASLES,7.120000000000002,OREGON,175,2446673,1976
MEASLES,28.499999999999996,PENNSYLVANIA,3389,11893591,1976
MEASLES,2.23,RHODE ISLAND,21,950230,1976
MEASLES,0.15,SOUTH CAROLINA,5,2991681,1976
MEASLES,0.74,SOUTH DAKOTA,5,688480,1976
MEASLES,4.799999999999999,TENNESSEE,212,4422921,1976
MEASLES,2.040000000000001,TEXAS,262,13193050,1976
MEASLES,166.51000000000016,UTAH,2197,1319512,1976
MEASLES,34.37,VERMONT,169,491931,1976
MEASLES,16.49,VIRGINIA,856,5193112,1976
MEASLES,10.259999999999998,WASHINGTON,387,3776050,1976
MEASLES,11.010000000000002,WEST VIRGINIA,212,1908088,1976
MEASLES,88.54,WISCONSIN,4096,4626514,1976
MEASLES,0.97,WYOMING,4,413354,1976
MUMPS,10.300000000000002,ALABAMA,389,3780403,1976
MUMPS,9.44,ALASKA,38,403436,1976
MUMPS,3.7199999999999998,ARKANSAS,81,2209010,1976
MUMPS,7.899999999999996,CALIFORNIA,1768,22352396,1976
MUMPS,10.440000000000003,COLORADO,282,2696140,1976
MUMPS,24.13,CONNECTICUT,745,3085722,1976
MUMPS,15.069999999999997,DELAWARE,89,591829,1976
MUMPS,15.990000000000006,DISTRICT OF COLUMBIA,108,677228,1976
MUMPS,4.119999999999997,FLORIDA,361,8856183,1976
MUMPS,0.06,GEORGIA,3,5219697,1976
MUMPS,4.61,HAWAII,42,918259,1976
MUMPS,49.33,IDAHO,436,883469,1976
MUMPS,17.24,ILLINOIS,1964,11386316,1976
MUMPS,28.729999999999993,INDIANA,1558,5425638,1976
MUMPS,54.57000000000002,IOWA,1591,2913573,1976
MUMPS,50.99,KANSAS,1184,2320647,1976
MUMPS,27.720000000000006,KENTUCKY,989,3573693,1976
MUMPS,0.8600000000000003,LOUISIANA,37,4014459,1976
MUMPS,11.469999999999997,MAINE,127,1103578,1976
MUMPS,17.340000000000007,MARYLAND,724,4169595,1976
MUMPS,3.1999999999999975,MASSACHUSETTS,184,5738199,1976
