# killed,# wounded,age,assassination?,attacker.name,birth.location,birth.year,campaign.name,country,day,education,gender,location,marital,month,occupation,religion,target.name,type,weapon,year
4,2,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,"Hassan Zaidan al-Lihaibi, Sahwa/Awakening Council leader Hassan Zaidan al-Luhaibi",Security,Belt bomb,2009
1,10,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,19,Unknown,Unknown,"Afghanistan, Sara Bagh (Salerno)Khost Province",Unknown,1,Unknown,Unknown,NATO-ISAF Forward Operating Base (FOB) Camp Salerno,Security,Car bomb,2009
2,3,-1,False,Muhammad Dawad Herati,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, Mir DaoudHerat Province",Unknown,1,Unknown,Unknown,Afghan National Army (ANA) military convoy,Security,Car bomb,2009
0,9,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, BaghlanBaghlan Province",Unknown,1,Unknown,Unknown,"Mohammad Afzel, Baghlan police commander",Security,Belt bomb,2009
2,11,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,23,Unknown,Male,"Pakistan, MingaoraNorth-West Frontier Province (NWFP)",Unknown,1,Unknown,Unknown,Pakistani Police checkpoint,Security,Car bomb,2009
5,13,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Male,"Iraq, KarmaAl Anbar Province",Unknown,1,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2009
15,24,-1,False,Unknown,Unknown,-1,Somali Rebels vs. Ethiopia & Allies,Somalia,24,Unknown,Unknown,"Somalia, MogadishuBanaadir",Unknown,1,Unknown,Unknown,African Union Mission to Somalia (AUMS) Base,Security,Car bomb,2009
2,9,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,25,Unknown,Male,"Afghanistan, SamkaniPaktia Province",Unknown,1,Unknown,Unknown,Intelligence Officer,Security,Belt bomb,2009
0,3,-1,False,Mullah Daoud,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,1,Unknown,Male,"Afghanistan, KabulKabol Province",Unknown,2,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
21,20,-1,False,Abdol Ghafar,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,2,Unknown,Male,"Afghanistan, Tarin KotOruzgan Province",Unknown,2,Unknown,Unknown,Afghan National Police (ANP) recrutiment and training center,Security,Belt bomb,2009
30,50,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,5,Unknown,Male,"Pakistan, Dera Ghazi KhanPunjab Province",Unknown,2,Unknown,Unknown,Shiite Worshippers,Civilian,Belt bomb,2009
15,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Male,"Iraq, KhanaqinDiyala Province",Unknown,2,Unknown,Unknown,Restaurant,Civilian,Belt bomb,2009
0,0,-1,False,Hafez Nuralrahman,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,5,Unknown,Male,"Afghanistan, Ghazi Amanullah KhanNangarhar Province",Unknown,2,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
0,12,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,5,Unknown,Unknown,"Pakistan, MingaoraNorth-West Frontier Province (NWFP)",Unknown,2,Unknown,Unknown,Pakistani Police Station,Security,Car bomb,2009
0,7,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,6,Unknown,Unknown,"Pakistan, JamrudFederally Administered Tribal Areas (FATA)",Unknown,2,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
2,2,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,8,Unknown,Male,"Afghanistan, Khash RodNimruz Province",Unknown,2,Unknown,Unknown,Afghan National Army (ANA) military convoy,Security,Belt bomb,2009
30,60,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,9,Unknown,Female,"Sri Lanka, MullaittivuNorthern Province",Unknown,2,Unknown,Unknown,Tamil refugees,Civilian,Belt bomb,2009
5,19,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,9,Unknown,Male,"Pakistan, Baran PulNorth-West Frontier Province (NWFP)",Unknown,2,Unknown,Unknown,Pakistani Police Baraakpul checkpoint,Security,Car bomb,2009
4,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,2,Unknown,Unknown,Joint US and Iraqi Army patrol,Security,Car bomb,2009
8,56,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Unknown,"Iraq, KarbalaKarbala Province",Unknown,2,Unknown,Unknown,Iraqi Shia pilgrims,Civilian,Belt bomb,2009
1,10,-1,False,Abdol Hamid,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,12,Unknown,Male,"Afghanistan, SharanPaktika Province",Unknown,2,Unknown,Unknown,Afghan National Police (ANP) checkpoint,Security,Belt bomb,2009
40,80,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,13,Unknown,Female,"Iraq, MusayyibBabil Province",Unknown,2,Unknown,Unknown,Iraqi Shia pilgrims,Civilian,Belt bomb,2009
67,67,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,20,Unknown,Unknown,"Pakistan, Dera Ismail KhanNorth-West Frontier Province (NWFP)",Unknown,2,Unknown,Unknown,Followers of Shia Leader,Civilian,Car bomb,2009
11,20,-1,False,Ahmad Shaykhdon Wehliye Sidow,Unknown,-1,Somali Rebels vs. Ethiopia & Allies,Somalia,22,Unknown,Male,"Somalia, MogadishuBanaadir",Unknown,2,Unknown,Unknown,African Union (AU) peacekeeper base,Security,Car bomb,2009
1,7,-1,False,Zabihullah,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,23,Unknown,Male,"Afghanistan, ZaranjNimruz Province",Unknown,2,Unknown,Unknown,Counter-Narcotic Department,Security,Belt bomb,2009
1,2,-1,True,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,23,Unknown,Unknown,"Pakistan, BannuNorth-West Frontier Province (NWFP)",Unknown,2,Unknown,Unknown,Deputy Superintendent of Police (DSP) Cantt Tahir Dawar,Security,Belt bomb,2009
0,6,-1,False,Abdul Rahman,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,1,Unknown,Male,"Afghanistan, JalalabadNangarhar Province",Unknown,3,Unknown,Unknown,Joint NATO-ISAF and Afghan National Army (ANA) military convoy,Security,Car bomb,2009
2,6,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Male,"Iraq, FallujahAl Anbar Province",Unknown,3,Unknown,Unknown,"Sheikh Khalid al-Eifan, Tribal Leader",Political,Belt bomb,2009
6,12,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,2,Unknown,Male,"Pakistan, Kili KarbalaBalochistan Province",Unknown,3,Unknown,Unknown,"Girls' madrasah ""Jamia Arabia Nizamia al Banat""",Political,Belt bomb,2009
3,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,3,Unknown,Unknown,Iraqi Police patrol,Security,Belt bomb,2009
2,21,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,3,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2009
4,5,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,7,Unknown,Male,"Pakistan, TirahFederally Administered Tribal Areas (FATA)",Unknown,3,Unknown,Unknown,"Headquarters of rival militant group Ansar al-Islam, located in a mosque",Security,Belt bomb,2009
2,9,-1,False,Mohammad Omar,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,7,Unknown,Male,"Afghanistan, ZaranjNimruz Province",Unknown,3,Unknown,Unknown,Afghan National Police (ANP) station,Security,Belt bomb,2009
2,8,-1,False,Unknown,Unknown,-1,Al-Qaida in Islamic North Africa,Algeria,7,Unknown,Male,"Algeria, TadmaitTizi Ouzou Province",Unknown,3,Unknown,Unknown,Algerian Municipal Guard (AMG) barracks,Security,Belt bomb,2009
5,60,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,8,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,3,Unknown,Unknown,Iraqi Police Academy,Security,Belt bomb,2009
9,46,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Male,"Iraq, Abu GhuraybBaghdad Province",Unknown,3,Unknown,Unknown,Sunni and Shia Tribal Leaders,Political,Car bomb,2009
15,20,-1,True,Unknown,Sri Lanka,-1,LTTE vs. Sri Lanka & India,Sri Lanka,10,Unknown,Male,"Sri Lanka, AkuressaSouthern Province",Unknown,3,Unknown,Hindu,"Senior Sri Lankan Ministers, including the Postal Minister and Culture Minister",Political,Belt bomb,2009
3,5,-1,True,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,11,Unknown,Male,"Pakistan, PeshawarNorth-West Frontier Province (NWFP)",Unknown,3,Unknown,Unknown,"Bashir Ahmed Bilour, Senior NWFP Minister and Awami National Party Leader",Political,Belt bomb,2009
2,0,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,12,Unknown,Male,"Pakistan, Landi KotalFederally Administered Tribal Areas (FATA)",Unknown,3,Unknown,Unknown,Pakistani Frontier Corps (FC) fort,Security,Car bomb,2009
4,6,18,False,Abdurrahman Mahdi Ali Qasem al-Ujiri,Yemen,1991,Rebels vs. Yemen,Yemen,15,Unknown,Male,"Yemen, ShibamHadramawt",Unknown,3,Unknown,Unknown,South Korean Tourists,Civilian,Belt bomb,2009
2,14,-1,False,Mullah Abdol Khaleq,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,15,Unknown,Male,"Afghanistan, KabulKabol Province",Unknown,3,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
11,29,-1,False,Hafez Abdol Shokur,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,16,Unknown,Male,"Afghanistan, Lashkar GahHelmand Province",Unknown,3,Unknown,Unknown,Afghan National Police (ANP) headquarters,Security,Belt bomb,2009
0,2,-1,False,Abdollah,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,16,Unknown,Male,"Afghanistan, DelaramNimruz Province",Unknown,3,Unknown,Unknown,Afghan National Police (ANP) district headquarters,Security,Belt bomb,2009
14,25,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,16,Unknown,Male,"Pakistan, RawalpindiPunjab Province",Unknown,3,Unknown,Unknown,Bus Stop,Civilian,Belt bomb,2009
3,3,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,3,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2009
1,2,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, FallujahAl Anbar Province",Unknown,3,Unknown,Unknown,Sheikh Talib al-Hassnawi al-Issawi,Political,Belt bomb,2009
10,4,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, KhostKhost Province",Unknown,3,Unknown,Unknown,Kekrak Baba Shrine,Civilian,Car bomb,2009
7,6,-1,False,Hafez Abdol Karim,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, ChaparharNangarhar Province",Unknown,3,Unknown,Unknown,NATO-ISAF (US) military convoy,Security,Car bomb,2009
27,9,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, Tal AfarNinawa Province",Unknown,3,Unknown,Unknown,Iraqi Police patrol,Security,Belt bomb,2009
1,50,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, JalalwaDiyala Province",Unknown,3,Unknown,Unknown,Political Officials of Patriotic Union of Kurdistan (PUK) Members,Political,Belt bomb,2009
1,5,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,23,Unknown,Male,"Pakistan, IslamabadIslamabad Province",Unknown,3,Unknown,Unknown,Pakistani Police Station,Security,Belt bomb,2009
1,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,3,Unknown,Unknown,Iraqi Police patrol,Security,Belt bomb,2009
11,25,-1,True,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,26,Unknown,Male,"Pakistan, JandolaFederally Administered Tribal Areas (FATA)",Unknown,3,Unknown,Unknown,"Turkestan Bittani, pro-government tribal leader",Political,Other PBIED,2009
60,170,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,27,Unknown,Male,"Pakistan, JamrudNorth-West Frontier Province (NWFP)",Unknown,3,Unknown,Unknown,Pakistani security forces worshipping at the mosque,Security,Belt bomb,2009
0,0,-1,False,Hafiz Abdol Motaleb,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,27,Unknown,Male,"Afghanistan, AzizabadHerat Province",Unknown,3,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
9,8,-1,False,Feroz,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,30,Unknown,Male,"Afghanistan, Dand DistrictKandahar Province",Unknown,3,Unknown,Unknown,Afghan National Police (ANP) district headquarters,Security,Belt bomb,2009
5,7,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,30,Unknown,Male,"Pakistan, Bakka KhelNorth-West Frontier Province (NWFP)",Unknown,3,Unknown,Unknown,Pakistani Army convoy,Security,Car bomb,2009
8,40,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,31,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,3,Unknown,Unknown,Iraqi Police station,Security,Truck bomb,2009
17,16,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,1,Unknown,Male,"Afghanistan, Kandahar CityKandahar Province",Unknown,4,Unknown,Unknown,Kandahar Provincial Council Offices,Political,Belt bomb,2009
8,4,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,4,Unknown,Male,"Pakistan, IslamabadIslamabad Province",Unknown,4,Unknown,Unknown,Frontier Constabulary Barracks,Security,Belt bomb,2009
17,30,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,4,Unknown,Male,"Pakistan, Miram ShahFederally Administered Tribal Areas (FATA)",Unknown,4,Unknown,Unknown,Pakistani Army convoy,Security,Car bomb,2009
30,200,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,5,Unknown,Male,"Pakistan, ChakwalPunjab Province",Unknown,4,Unknown,Unknown,Shiite Mosque,Civilian,Belt bomb,2009
3,12,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,7,Unknown,Unknown,"Iraq, FallujahAl Anbar Province",Unknown,4,Unknown,Unknown,Local Sunni Political Leader,Political,Car bomb,2009
5,17,-1,False,Mullah Ahmad,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,9,Unknown,Male,"Afghanistan, Lashkar GahHelmand Province",Unknown,4,Unknown,Unknown,Counter-Narcotics Police Convoy,Security,Belt bomb,2009
17,70,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,4,Unknown,Unknown,Iraqi National Police Headquarters,Security,Truck bomb,2009
9,31,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Male,"Iraq, IskandariyahBabil Province",Unknown,4,Unknown,Unknown,Sahwa/Awakening Council headquarters,Security,Belt bomb,2009
0,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,12,Unknown,Male,"Afghanistan, SamanganSamangan Province",Unknown,4,Unknown,Unknown,Governor of Samangan Province [survived],Political,Belt bomb,2009
19,6,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,15,Unknown,Male,"Pakistan, CharsaddaNorth-West Frontier Province (NWFP)",Unknown,4,Unknown,Unknown,Pakistani Police Harichand checkpoint,Security,Car bomb,2009
16,50,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,16,Unknown,Male,"Iraq, HabbaniyahAl Anbar Province",Unknown,4,Unknown,Unknown,Iraqi Army base canteen,Security,Belt bomb,2009
3,16,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,17,Unknown,Male,"Afghanistan, ZaranjNimruz Province",Unknown,4,Unknown,Unknown,"Abdul Karim Bahrawi, Afghan Minister for Refugees Affairs",Political,Belt bomb,2009
0,2,-1,False,Abdol Basit,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,17,Unknown,Male,"Afghanistan, Takhteh PolBalkh Province",Unknown,4,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
27,65,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,18,Unknown,Male,"Pakistan, DoabaNorth-West Frontier Province (NWFP)",Unknown,4,Unknown,Unknown,Pakistani Army checkpoint,Security,Car bomb,2009
7,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, BaqubahDiyala Province",Unknown,4,Unknown,Unknown,Joint US and Iraqi Army checkpoint,Security,Belt bomb,2009
17,200,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,20,Unknown,Unknown,"Sri Lanka, MullaittivuNorthern Province",Unknown,4,Unknown,Unknown,Tamil civilians fleeing to government-controlled areas,Civilian,Belt bomb,2009
0,13,-1,False,Ahmad Jan a Talib,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,20,Unknown,Male,"Afghanistan, HeratHerat Province",Unknown,4,Unknown,Unknown,Herat Provincial Administration Compound,Political,Other PBIED,2009
4,6,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, Al AdheimDiyala Province",Unknown,4,Unknown,Unknown,"Mobarak Ahmad, Sahwa/Awakening Council leader",Security,Belt bomb,2009
38,52,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Female,"Iraq, BaghdadBaghdad Province",Unknown,4,Unknown,Unknown,Iraqi Police patrol,Security,Belt bomb,2009
5,69,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, MiqdadiyahDiyala Province",Unknown,4,Unknown,Unknown,Iranian Shia Pilgrims,Civilian,Belt bomb,2009
56,13,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, DuluiyahSalah ad Din Province",Unknown,4,Unknown,Unknown,"Mullah Nadhem, Sahwa/Awakening Council leader",Security,Belt bomb,2009
71,125,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Female,"Iraq, BaghdadBaghdad Province",Unknown,4,Unknown,Unknown,Imam Musa al-Kadhim Shrine,Civilian,Belt bomb,2009
5,17,-1,False,Mullah Mohammad Nabi,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,25,Unknown,Male,"Afghanistan, Kandahar CityKandahar Province",Unknown,4,Unknown,Unknown,Kandahar Provincial Government Compound,Political,Belt bomb,2009
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,26,Unknown,Unknown,"Iraq, DuluiyahSalah ad Din Province",Unknown,4,Unknown,Unknown,US and Iraqi forces conducting a raid,Security,Belt bomb,2009
0,5,-1,False,Nasratollah,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,29,Unknown,Male,"Afghanistan, KunduzKondoz Province",Unknown,4,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
0,0,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,1,Unknown,Male,"Afghanistan, Zyarat JahHerat Province",Unknown,5,Unknown,Unknown,NATO-ISAF base at airport,Security,Car bomb,2009
6,8,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,5,Unknown,Unknown,Restaurant,Civilian,Belt bomb,2009
2,8,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,1,Unknown,Male,"Pakistan, BunerNorth-West Frontier Province (NWFP)",Unknown,5,Unknown,Unknown,Pakistani Frontier Corps (FC) patrol,Security,Belt bomb,2009
7,3,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,4,Unknown,Male,"Afghanistan, Mehtar LamLaghman Province",Unknown,5,Unknown,Unknown,"Mohammad Rahim Rahim, Mayor of Mehtalaram",Political,Belt bomb,2009
8,30,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,5,Unknown,Male,"Pakistan, BaraNorth-West Frontier Province (NWFP)",Unknown,5,Unknown,Unknown,Pakistani Frontier Corps (FC) convoy,Security,Car bomb,2009
12,32,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,7,Unknown,Male,"Afghanistan, GereshkHelmand Province",Unknown,5,Unknown,Unknown,NATO-ISAF military convoy,Security,Motorcycle bomb,2009
20,25,-1,False,Mohammad Naim,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,10,Unknown,Male,"Afghanistan, GereshkHelmand Province",Unknown,5,Unknown,Unknown,Afghan National Police (ANP) checkpoint,Security,Belt bomb,2009
10,15,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,11,Unknown,Male,"Pakistan, Darra Adam KhelNorth-West Frontier Province (NWFP)",Unknown,5,Unknown,Unknown,Pakistani Frontier Corps (FC) checkpoint,Security,Car bomb,2009
6,18,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,12,Unknown,Male,"Afghanistan, KhostKhost Province",Unknown,5,Unknown,Unknown,Government Office Compound,Political,Car bomb,2009
11,16,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,5,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2009
7,21,-1,False,Zekriya,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,13,Unknown,Male,"Afghanistan, Sara Bagh (Salerno)Khost Province",Unknown,5,Unknown,Unknown,NATO-ISAF Forward Operating Base (FOB) Camp Salerno,Security,Car bomb,2009
2,5,-1,False,Amir Mohammadaka Nur Ahmad,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,14,Unknown,Male,"Afghanistan, Spin BuldakKandahar Province",Unknown,5,Unknown,Unknown,Afghan National Police (ANP) station,Security,Car bomb,2009
3,5,41,False,Beslan Chagiyev,Kazakhstan,1968,Chechen Separatists vs. Russia,Russia,15,Unknown,Male,"Russia, GroznyChechnya",Unknown,5,Unknown,Unknown,Interior Ministry Headquarters,Political,Belt bomb,2009
8,10,-1,True,Hafiz Raza Muhammad,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,19,Unknown,Unknown,"Afghanistan, ArghandabKandahar Province",Unknown,5,Unknown,Unknown,Afghan National Police (ANP) patrol,Security,Car bomb,2009
12,25,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,5,Unknown,Unknown,US military patrol,Security,Belt bomb,2009
7,7,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,5,Unknown,Unknown,Sahwa/Awakening Council paramilitaries,Security,Belt bomb,2009
24,40,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,21,Unknown,Male,"Pakistan, JandolaFederally Administered Tribal Areas (FATA)",Unknown,5,Unknown,Unknown,Pakistani Frontier Corps (FC) fort,Security,Car bomb,2009
8,10,-1,False,Abdulkadir Hassan Mohamed,Somalia,-1,Somali Rebels vs. Ethiopia & Allies,Somalia,24,Unknown,Male,"Somalia, MogadishuBanaadir",Unknown,5,Unknown,Unknown,Haama Dhowr Military Base,Security,Car bomb,2009
1,40,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,5,Unknown,Unknown,US military patrol,Security,Car bomb,2009
1,3,-1,False,Unknown,Unknown,-1,Uzbek Rebels vs. U.S.,Uzbekistan,26,Unknown,Male,"Uzbekistan, AndijanAndijon",Unknown,5,Unknown,Unknown,Policeman,Security,Belt bomb,2009
6,2,-1,False,Sayf-al-Islam,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,26,Unknown,Male,"Afghanistan, Mahmud-e RaqiKapisa Province",Unknown,5,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
30,300,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,27,Unknown,Unknown,"Pakistan, LahorePunjab Province",Unknown,5,Unknown,Unknown,Inter-Services Intelligence headquarters,Security,Truck bomb,2009
2,2,-1,False,Abdol Wakil,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,27,Unknown,Male,"Afghanistan, GilanGhazni Province",Unknown,5,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2009
3,15,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,28,Unknown,Male,"Pakistan, PeshawarNorth-West Frontier Province (NWFP)",Unknown,5,Unknown,Unknown,Pakistani Police checkpoint,Security,Car bomb,2009
