# killed,# wounded,age,assassination?,attacker.name,birth.location,birth.year,campaign.name,country,day,education,gender,location,marital,month,occupation,religion,target.name,type,weapon,year
1,9,38,False,Askhan Shuyusupovaka Avazkhan Shayusupov,Kazakhstan,-1,Uzbek Rebels vs. U.S.,Uzbekistan,30,Unknown,Male,"Uzbekistan, TashkentToshkent",Unknown,7,Unknown,Unknown,Uzbekistan's Prosecutor General's office,Political,Belt bomb,2004
0,3,28,False,Mavlon Valiev,Kazakhstan,-1,Uzbek Rebels vs. U.S.,Uzbekistan,30,Unknown,Male,"Uzbekistan, TashkentToshkent",Unknown,7,Unknown,Unknown,US Embassy,Political,Belt bomb,2004
2,20,21,False,Unknown,Syria,1983,Iraqi Rebels vs. U.S. & Allies,Iraq,31,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,7,Unknown,Unknown,Armenian Church,Civilian,Car bomb,2004
4,51,30,False,Ahmad al-Faran,Lebanon,1974,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,8,Professional,Muslim (NA),Iraqi Police station,Security,Car bomb,2004
5,27,20,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Male,"Iraq, MahawilBabil Province",Unknown,8,Unknown,Unknown,Iraqi Police station,Security,Truck bomb,2004
6,16,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Male,"Iraq, BaqubahDiyala Province",Unknown,8,Unknown,Muslim (Sunni),"Akeel Hamid, deputy governor of Diyala",Political,Car bomb,2004
2,20,-1,False,Unknown,Unknown,-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",11,Unknown,Male,"Palestinian Territory, Occupied, QalandiyaWest Bank",Unknown,8,Unknown,Unknown,Israeli Defense Forces (IDF),Security,Car bomb,2004
46,0,37,False,Satsita Dzhebirkhanovaaka Sazita Jebirhanova,Russia,1967,Chechen Separatists vs. Russia,Russia,24,Unknown,Female,"Russia, MoscowMoskva",Unmarried,8,Unskilled,Unknown,Siberian Airlines Flight 1047,Civilian,Belt bomb,2004
43,0,30,False,Aminat Nagayevaaka Amanta Nogaeva,Russia,1974,Chechen Separatists vs. Russia,Russia,24,Unknown,Female,"Russia, MoscowMoskva",Unmarried,8,Unskilled,Unknown,Volga-Avia Express Flight 1353,Civilian,Belt bomb,2004
4,0,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,8,Unknown,Unknown,Minister of Environment Mishkat al-Moumin,Political,Car bomb,2004
0,0,25,False,Rustam Chebiyev,Russia,1979,Chechen Separatists vs. Russia,Russia,29,Unknown,Male,"Russia, GroznyChechnya",Married,8,Unknown,Muslim (NA),Polling Station,Political,Backpack bomb,2004
10,51,-1,False,Unknown,Unknown,-1,Chechen Separatists vs. Russia,Russia,31,Unknown,Female,"Russia, MoscowMoskva",Unmarried,8,Unknown,Unknown,Rizhskaya Subway Station,Civilian,Belt bomb,2004
8,50,26,False,Ahmad Qawasme,"Palestinian Territory, Occupied",1978,Palestinian Resistance vs. Israel,Israel,31,Unknown,Male,"Israel, BeershebaHaDarom Province (Southern)",Unknown,8,Unknown,Unknown,Public Bus #6,Civilian,Belt bomb,2004
8,50,20,False,Nassim Jabaniaka Nazim al-Jaabari,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,Israel,31,Unknown,Male,"Israel, BeershebaHaDarom Province (Southern)",Unknown,8,Unknown,Unknown,Public Bus #12 transporting Israeli civilians,Civilian,Belt bomb,2004
20,37,26,False,Jamir Muhabi'I,Lebanon,1978,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,9,Unknown,Unknown,Iraqi Police recruits,Security,Car bomb,2004
10,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,6,Unknown,Male,"Iraq, FallujahAl Anbar Province",Unknown,9,Unknown,Unknown,US military convoy,Security,Car bomb,2004
10,180,26,False,Heri Golunaka Heri Kurniawan,Indonesia,1978,Indonesian Rebels vs. Indonesian Government & Allies,Indonesia,9,None,Male,"Indonesia, JakartaJakarta Raya (Djakarta Raya)",Married,9,Unknown,Unknown,Australian Embassy,Political,Car bomb,2004
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Male,"Iraq, Abu GhuraybBaghdad Province",Unknown,9,Unknown,Unknown,US-run Abu Ghraib Prison,Security,Car bomb,2004
0,4,26,False,Yusuf al-Ighbaariaka Yusuf Talib Ighbari,"Palestinian Territory, Occupied",1978,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",14,Unknown,Male,"Palestinian Territory, Occupied, QaqilyahWest Bank",Unmarried,9,Unknown,Unknown,Israeli Defense Forces (IDF) military patrol,Security,Belt bomb,2004
47,114,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,Iraqi Police recruits,Security,Car bomb,2004
2,10,28,False,Abu Tawhid,Jordan,1976,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Male,"Iraq, Suwayrah (Wassit)Wasit Province",Married,9,Unknown,Unknown,Iraqi National Guard checkpoint,Security,Car bomb,2004
5,23,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2004
23,53,27,False,Unknown,Jordan,1977,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,9,Unknown,Unknown,Crowd of Iraqi Police recruits,Security,Car bomb,2004
0,3,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,US military convoy,Security,Car bomb,2004
2,8,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,US military convoy,Security,Car bomb,2004
1,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,US Military Patrol in Bagdhad Airport,Security,Car bomb,2004
1,4,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,22,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,US military convoy,Security,Car bomb,2004
2,17,18,False,Zeinab 'Ali 'Isa Saalimaka Zayneb Abu Salem,"Palestinian Territory, Occupied",1986,Palestinian Resistance vs. Israel,Israel,22,Secondary,Female,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,9,Unknown,Unknown,Israeli Border Policemen,Security,Belt bomb,2004
11,54,24,False,Omar Mostrfa,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,22,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,9,Unknown,Unknown,National Guard Recruits,Security,Car bomb,2004
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,26,Unknown,Unknown,"Iraq, KarmaAl Anbar Province",Unknown,9,Unknown,Unknown,Iraqi National Guard base,Security,Car bomb,2004
5,60,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,30,Unknown,Unknown,"Iraq, Abu GhuraybBaghdad Province",Unknown,9,Unknown,Unknown,US military patrol patrolling the prison perimeter,Security,Car bomb,2004
31,50,25,False,Pervez,Afghanistan,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,1,Unknown,Male,"Pakistan, SialkotNorthern Areas",Unknown,10,Unknown,Muslim (NA),Zainabya Shi'ite Mosque,Civilian,Belt bomb,2004
7,11,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,Primary School,Civilian,Car bomb,2004
6,20,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Convoy of foreign private security contractors,Security,Car bomb,2004
15,82,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Iraqi Police recruits,Security,Car bomb,2004
0,0,-1,False,Imad Wafi,Unknown,-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",5,Unknown,Male,"Palestinian Territory, Occupied, JabaliyaGaza",Unknown,10,Unknown,Unknown,Israeli Defense Forces (IDF),Security,Belt bomb,2004
16,40,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,6,Unknown,Unknown,"Iraq, AnahAl Anbar Province",Unknown,10,Unknown,Unknown,Iraqi National Guard Recruits,Security,Car bomb,2004
31,159,-1,False,Unknown,Unknown,-1,Al Qaeda vs. U.S. & Allies,Egypt,8,Unknown,Unknown,"Egypt, TabaShamal Sina' (North Sinai)",Unknown,10,Unknown,Unknown,Israeli tourists,Civilian,Car bomb,2004
3,12,-1,False,Unknown,Unknown,-1,Al Qaeda vs. U.S. & Allies,Egypt,8,Unknown,Unknown,"Egypt, TabaShamal Sina' (North Sinai)",Unknown,10,Unknown,Unknown,Israeli Tourists,Civilian,Belt bomb,2004
4,25,-1,False,Unknown,Unknown,-1,Kashmiri Rebels vs. India,India,9,Unknown,Unknown,"India, PattanJammu and Kashmir",Unknown,10,Unknown,Unknown,Indian Army military convoy,Security,Car bomb,2004
3,27,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,US military convoy,Security,Truck bomb,2004
9,20,40,False,Unknown,Pakistan,1964,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,10,Unknown,Male,"Pakistan, LahorePunjab Province",Unknown,10,Unknown,Unknown,Shi'ite Mosque- Hussain Hall,Civilian,Belt bomb,2004
19,24,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Iraqi Police Academy,Security,Truck bomb,2004
2,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,13,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,US military convoy,Security,Car bomb,2004
6,20,-1,False,Unknown,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Western patrons shopping in the market,Civilian,Backpack bomb,2004
4,7,-1,False,Unknown,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Western patrons dining at Green Zone Cafe 5,Civilian,Other PBIED,2004
10,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2004
4,1,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Unknown,"Iraq, QaimAl Anbar Province",Unknown,10,Unknown,Unknown,US military patrol,Security,Car bomb,2004
5,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,Bridge,Civilian,Car bomb,2004
9,20,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2004
7,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Australian Embassy,Political,Car bomb,2004
1,4,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,Civilian convoy,Civilian,Car bomb,2004
0,4,19,False,Abdel Halim Badjoudjaka Seine Saint Denis,France,1985,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Muslim (NA),US military patrol,Security,Car bomb,2004
10,23,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Unknown,"Iraq, SamarraSalah ad Din Province",Unknown,10,Unknown,Unknown,US military convoy,Security,Car bomb,2004
2,8,28,False,Sayed Mohammed Ahmad,"Palestinian Territory, Occupied",1976,Afghan Rebels vs. U.S. & Allies,Afghanistan,23,Unknown,Male,"Afghanistan, KabulKabol Province",Unknown,10,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2004
4,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, IshaqiSalah ad Din Province",Unknown,10,Unknown,Unknown,Iraqi National Guard checkpoint,Security,Car bomb,2004
10,48,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, Khan BaghdadiAl Anbar Province",Unknown,10,Unknown,Unknown,Iraqi Police recruits,Security,Car bomb,2004
2,7,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,23,Unknown,Male,"Afghanistan, KabulKabol Province",Unknown,10,Unknown,Unknown,NATO-ISAF troops,Security,Belt bomb,2004
3,1,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,Governorate Building,Political,Car bomb,2004
3,13,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Australian military convoy,Security,Car bomb,2004
0,2,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,10,Unknown,Unknown,Convoy Carrying Iraqi General,Security,Car bomb,2004
1,1,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Unknown,"Iraq, RamadiAl Anbar Province",Unknown,10,Unknown,Unknown,US military checkpoint,Security,Car bomb,2004
7,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,30,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,Al-Arabiya Television Offices,Civilian,Car bomb,2004
8,9,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,30,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,10,Unknown,Unknown,US military convoy,Security,Car bomb,2004
5,40,16,False,Amer Abd al-Rahim Ahmed Ali Abdallahaka Amer al-Faar,"Palestinian Territory, Occupied",1988,Palestinian Resistance vs. Israel,Israel,1,Secondary,Male,"Israel, Tel AvivTel Aviv Province",Unknown,11,Unknown,Unknown,Carmel Market,Civilian,Belt bomb,2004
6,21,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,2,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Education Ministry,Political,Car bomb,2004
0,9,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,3,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Coaltion military checkpoint,Security,Car bomb,2004
4,18,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, DujaylSalah ad Din Province",Unknown,11,Unknown,Unknown,Municipal Council building,Political,Car bomb,2004
4,8,-1,False,Unknown,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, IskandariyahBabil Province",Unknown,11,Unknown,Muslim (Sunni),Black Watch checkpoint,Security,Car bomb,2004
0,20,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,6,Unknown,Unknown,"Iraq, RamadiAl Anbar Province",Unknown,11,Unknown,Unknown,Coalition military patrol,Security,Car bomb,2004
10,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,6,Unknown,Unknown,"Iraq, SamarraSalah ad Din Province",Unknown,11,Unknown,Unknown,Iraqi Police station,Security,Car bomb,2004
0,2,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,7,Unknown,Unknown,"Iraq, IskandariyahBabil Province",Unknown,11,Unknown,Unknown,Black Watch checkpoint,Security,Car bomb,2004
0,4,-1,False,Unknown,Unknown,-1,Kashmiri Rebels vs. India,India,8,Unknown,Male,"India, SrinagarJammu and Kashmir",Unknown,11,Unknown,Muslim (NA),Indian Army Camp,Security,Belt bomb,2004
2,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,11,Unknown,Unknown,Kaiwan Iraqi Army base,Security,Car bomb,2004
19,30,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,US military patrol,Security,Car bomb,2004
15,22,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, BayjiSalah ad Din Province",Unknown,11,Unknown,Unknown,US military convoy,Security,Car bomb,2004
3,13,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,19,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2004
0,0,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Unknown,"Iraq, HillahBabil Province",Unknown,11,Unknown,Unknown,Hilla Police chief,Security,Car bomb,2004
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, SamarraSalah ad Din Province",Unknown,11,Unknown,Unknown,Iraqi Police station,Security,Car bomb,2004
1,4,-1,False,Unknown,Unknown,-1,Chechen Separatists vs. Russia,Russia,27,Unknown,Male,"Russia, GroznyChechnya",Unknown,11,Unknown,Unknown,Officers of the Chechen police,Security,Belt bomb,2004
12,10,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Unknown,"Iraq, RamadiAl Anbar Province",Unknown,11,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2004
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,30,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,US military convoy,Security,Car bomb,2004
0,3,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,US military convoy,Security,Car bomb,2004
2,2,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,2,Unknown,Unknown,"Iraq, LatifiyahBaghdad Province",Unknown,12,Unknown,Unknown,Coalition miltary checkpoint,Security,Car bomb,2004
4,2,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,2,Unknown,Unknown,"Iraq, BayjiSalah ad Din Province",Unknown,12,Unknown,Unknown,Joint US military and Iraqi National Guard (ING) checkpoint,Security,Car bomb,2004
14,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,3,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Hamid Al-Alwan Mosque,Civilian,Truck bomb,2004
2,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,3,Unknown,Male,"Iraq, TraybilAl Anbar Province",Unknown,12,Unknown,Unknown,Coalition miltary checkpoint,Security,Car bomb,2004
17,40,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,12,Unknown,Unknown,Patriotic Union of Kurdistan (PUK) Convoy,Security,Car bomb,2004
16,49,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Salihiyah Iraqi Police station,Security,Car bomb,2004
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Unknown,"Iraq, TikritSalah ad Din Province",Unknown,12,Unknown,Unknown,American M1 Abrams battle tank,Security,Car bomb,2004
13,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,13,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi National Guard checkpoint,Security,Car bomb,2004
1,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2004
54,142,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,19,Unknown,Unknown,"Iraq, NajafAn Najaf Province",Unknown,12,Unknown,Unknown,Iraqi Shia procession,Civilian,Car bomb,2004
16,37,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,19,Unknown,Unknown,"Iraq, KarbalaKarbala Province",Unknown,12,Unknown,Unknown,Bus Station,Civilian,Car bomb,2004
22,75,20,False,Abu Omar al-Shamari,Saudi Arabia,1984,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Post-secondary,Male,"Iraq, MosulNinawa Province",Unknown,12,Professional,Unknown,Dining facility for US soldiers,Security,Belt bomb,2004
9,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Libyan Embassy,Political,Truck bomb,2004
15,50,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,28,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,"Abdel Aziz al-Hakim, leader of Supreme Council for the Islamic Revolution in Iraq (SCIRI)",Political,Car bomb,2004
0,4,-1,False,Nasir Ali Sa'd al-Mutayri,Unknown,-1,Al Qaeda vs. U.S. & Allies,Saudi Arabia,29,Unknown,Unknown,"Saudi Arabia, RiyadhAr Riyad Province",Unknown,12,Unknown,Unknown,Saudi Special Emergency Forces Headquarters,Security,Car bomb,2004
2,86,-1,False,Abdullah Saud al-Subaiei,Unknown,-1,Al Qaeda vs. U.S. & Allies,Saudi Arabia,29,Unknown,Male,"Saudi Arabia, RiyadhAr Riyad Province",Unknown,12,Unknown,Unknown,Saudi Interior Ministry Building,Political,Car bomb,2004
7,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,31,Unknown,Unknown,"Iraq, SiniyahSalah ad Din Province",Unknown,12,Unknown,Unknown,Iraqi National Guard convoy,Security,Car bomb,2004
19,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,2,Unknown,Unknown,"Iraq, BaladSalah ad Din Province",Unknown,1,Unknown,Unknown,Bus transporting Iraqi National Guardsmen,Security,Car bomb,2005
3,25,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,3,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Coalition military patrol,Security,Car bomb,2005
10,58,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Police checkpoint,Security,Truck bomb,2005
6,13,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Male,"Iraq, BaqubahDiyala Province",Unknown,1,Unknown,Unknown,Iraqi National Guard checkpoint,Security,Car bomb,2005
1,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Muslim (Sunni),US military convoy,Security,Car bomb,2005
20,44,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Unknown,"Iraq, HillahBabil Province",Unknown,1,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2005
4,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,8,Unknown,Unknown,"Iraq, MahawilBabil Province",Unknown,1,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2005
11,23,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Unknown,"Iraq, YusufiyahBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2005
3,17,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Zafarniyah District Police Station,Security,Car bomb,2005
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Male,"Iraq, BasrahAl Basrah Province",Unknown,1,Unknown,Unknown,Office of Independent Election Commission Of Iraq,Political,Car bomb,2005
6,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Unknown,"Iraq, TikritSalah ad Din Province",Unknown,1,Unknown,Unknown,Iraqi Police headquarters,Security,Car bomb,2005
2,2,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,US and Iraqi military convoy,Security,Car bomb,2005
3,9,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Male,"Iraq, RamadiAl Anbar Province",Unknown,1,Unknown,Unknown,US military convoy,Security,Car bomb,2005
