attendance,capacity,date,day,gross,month,performances,previews,show,theatre,year
7428,,10/14/1984,14,159753,10,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12031,,10/14/1984,14,467855,10,8,0,CATS,Winter Garden,1984
7202,,10/14/1984,14,269525,10,6,0,DEATH OF A SALESMAN,Broadhurst,1984
1849,,10/14/1984,14,39743,10,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8905,,10/14/1984,14,281409,10,8,0,DREAMGIRLS '81,Imperial,1984
4919,,10/14/1984,14,102605,10,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
8246,,10/14/1984,14,248202,10,8,0,HURLYBURLY,Ethel Barrymore,1984
1492,,10/14/1984,14,23526,10,6,0,KIPLING,Royale,1984
14784,,10/14/1984,14,477124,10,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4641,,10/14/1984,14,67828,10,4,4,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
11533,,10/14/1984,14,390814,10,8,0,MY ONE AND ONLY,St. James,1984
5910,,10/14/1984,14,147084,10,8,0,NOISES OFF '83,Brooks Atkinson,1984
3590,,10/14/1984,14,48351,10,9,0,"OH, CALCUTTA!",Edison,1984
1499,,10/14/1984,14,28082,10,8,0,QUILTERS,Lawrence,1984
8352,,10/14/1984,14,167235,10,1,7,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6277,,10/14/1984,14,237383,10,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
5708,,10/14/1984,14,158358,10,8,0,THE REAL THING '84,Plymouth,1984
8352,,10/14/1984,14,254187,10,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,10/14/1984,14,25000,10,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
2554,,10/14/1984,14,38596,10,0,8,WHOOPI GOLDBERG,Lyceum,1984
11784,,10/21/1984,21,376910,10,8,0,42ND STREET '80,Majestic,1984
9038,,10/21/1984,21,269091,10,8,0,A CHORUS LINE,Shubert,1984
5738,,10/21/1984,21,100291,10,1,7,ALONE TOGETHER,Music Box,1984
7402,,10/21/1984,21,156780,10,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12028,,10/21/1984,21,465301,10,8,0,CATS,Winter Garden,1984
7206,,10/21/1984,21,265807,10,6,0,DEATH OF A SALESMAN,Broadhurst,1984
2753,,10/21/1984,21,51896,10,8,0,DESIGN FOR LIVING,Circle In The Square,1984
9419,,10/21/1984,21,269050,10,8,0,DREAMGIRLS '81,Imperial,1984
4822,,10/21/1984,21,102410,10,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
8419,,10/21/1984,21,252840,10,8,0,HURLYBURLY,Ethel Barrymore,1984
1473,,10/21/1984,21,32767,10,6,0,KIPLING,Royale,1984
13784,,10/21/1984,21,480607,10,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4813,,10/21/1984,21,94952,10,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
11975,,10/21/1984,21,402457,10,8,0,MY ONE AND ONLY,St. James,1984
6735,,10/21/1984,21,164186,10,8,0,NOISES OFF '83,Brooks Atkinson,1984
3686,,10/21/1984,21,52632,10,9,0,"OH, CALCUTTA!",Edison,1984
11046,,10/21/1984,21,281013,10,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6275,,10/21/1984,21,241403,10,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
6220,,10/21/1984,21,173143,10,8,0,THE REAL THING '84,Plymouth,1984
9650,,10/21/1984,21,286428,10,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,10/21/1984,21,25000,10,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
3596,,10/21/1984,21,56065,10,0,8,WHOOPI GOLDBERG,Lyceum,1984
11309,,10/28/1984,28,358484,10,8,0,42ND STREET '80,Majestic,1984
9143,,10/28/1984,28,275169,10,8,0,A CHORUS LINE,Shubert,1984
4637,,10/28/1984,28,97713,10,8,0,ALONE TOGETHER,Music Box,1984
7426,,10/28/1984,28,154706,10,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12030,,10/28/1984,28,462041,10,8,0,CATS,Winter Garden,1984
7206,,10/28/1984,28,268293,10,6,0,DEATH OF A SALESMAN,Broadhurst,1984
2563,,10/28/1984,28,49238,10,8,0,DESIGN FOR LIVING,Circle In The Square,1984
9422,,10/28/1984,28,294860,10,8,0,DREAMGIRLS '81,Imperial,1984
5220,,10/28/1984,28,103754,10,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
8581,,10/28/1984,28,256691,10,8,0,HURLYBURLY,Ethel Barrymore,1984
13781,,10/28/1984,28,475715,10,8,0,LA CAGE AUX FOLLES '83,Palace,1984
5113,,10/28/1984,28,107148,10,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
12434,,10/28/1984,28,429928,10,8,0,MY ONE AND ONLY,St. James,1984
6576,,10/28/1984,28,163196,10,8,0,NOISES OFF '83,Brooks Atkinson,1984
3191,,10/28/1984,28,45342,10,9,0,"OH, CALCUTTA!",Edison,1984
12782,,10/28/1984,28,339241,10,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6278,,10/28/1984,28,242276,10,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
5629,,10/28/1984,28,158088,10,8,0,THE REAL THING '84,Plymouth,1984
9347,,10/28/1984,28,277591,10,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,10/28/1984,28,25000,10,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
3503,,10/28/1984,28,78448,10,6,2,WHOOPI GOLDBERG,Lyceum,1984
9557,,11/04/1984,4,302599,11,8,0,42ND STREET '80,Majestic,1984
7594,,11/04/1984,4,230247,11,8,0,A CHORUS LINE,Shubert,1984
1777,,11/04/1984,4,23149,11,0,3,ACCIDENTAL DEATH ANAR.,Belasco,1984
3759,,11/04/1984,4,77732,11,8,0,ALONE TOGETHER,Music Box,1984
6862,,11/04/1984,4,133059,11,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12033,,11/04/1984,4,467748,11,8,0,CATS,Winter Garden,1984
7202,,11/04/1984,4,269964,11,6,0,DEATH OF A SALESMAN,Broadhurst,1984
1888,,11/04/1984,4,37756,11,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8263,,11/04/1984,4,263363,11,8,0,DREAMGIRLS '81,Imperial,1984
4737,,11/04/1984,4,90418,11,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,11/04/1984,4,0,11,0,7,HARLEM NOCTURNE,Latin Quarter,1984
7753,,11/04/1984,4,229972,11,8,0,HURLYBURLY,Ethel Barrymore,1984
13650,,11/04/1984,4,463152,11,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4070,,11/04/1984,4,93403,11,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
10389,,11/04/1984,4,345920,11,8,0,MY ONE AND ONLY,St. James,1984
5432,,11/04/1984,4,136338,11,8,0,NOISES OFF '83,Brooks Atkinson,1984
3014,,11/04/1984,4,42914,11,9,0,"OH, CALCUTTA!",Edison,1984
12604,,11/04/1984,4,325856,11,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6272,,11/04/1984,4,233586,11,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
5072,,11/04/1984,4,141181,11,8,0,THE REAL THING '84,Plymouth,1984
8842,,11/04/1984,4,269102,11,8,0,THE TAP DANCE KID,Minskoff,1984
6793,,11/04/1984,4,127000,11,0,8,THREE MUSKETEERS,Broadway,1984
2000,,11/04/1984,4,25000,11,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
4055,,11/04/1984,4,96264,11,8,0,WHOOPI GOLDBERG,Lyceum,1984
10544,,11/11/1984,11,333512,11,8,0,42ND STREET '80,Majestic,1984
8019,,11/11/1984,11,234148,11,8,0,A CHORUS LINE,Shubert,1984
6775,,11/11/1984,11,79519,11,0,8,ACCIDENTAL DEATH ANAR.,Belasco,1984
3336,,11/11/1984,11,70564,11,8,0,ALONE TOGETHER,Music Box,1984
8354,,11/11/1984,11,174977,11,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12023,,11/11/1984,11,465877,11,8,0,CATS,Winter Garden,1984
7201,,11/11/1984,11,273753,11,6,0,DEATH OF A SALESMAN,Broadhurst,1984
2751,,11/11/1984,11,48066,11,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8817,,11/11/1984,11,287543,11,8,0,DREAMGIRLS '81,Imperial,1984
4684,,11/11/1984,11,90366,11,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,11/11/1984,11,0,11,0,7,HARLEM NOCTURNE,Latin Quarter,1984
7969,,11/11/1984,11,241616,11,8,0,HURLYBURLY,Ethel Barrymore,1984
13637,,11/11/1984,11,461457,11,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4057,,11/11/1984,11,94156,11,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
8689,,11/11/1984,11,281656,11,8,0,MY ONE AND ONLY,St. James,1984
5625,,11/11/1984,11,142682,11,8,0,NOISES OFF '83,Brooks Atkinson,1984
3021,,11/11/1984,11,43025,11,9,0,"OH, CALCUTTA!",Edison,1984
12964,,11/11/1984,11,351233,11,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6222,,11/11/1984,11,233324,11,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
6413,,11/11/1984,11,177361,11,8,0,THE REAL THING '84,Plymouth,1984
9068,,11/11/1984,11,275198,11,8,0,THE TAP DANCE KID,Minskoff,1984
7439,,11/11/1984,11,165532,11,1,7,THREE MUSKETEERS,Broadway,1984
2000,,11/11/1984,11,25000,11,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
4640,,11/11/1984,11,111707,11,8,0,WHOOPI GOLDBERG,Lyceum,1984
10450,,11/18/1984,18,327153,11,8,0,42ND STREET '80,Majestic,1984
7745,,11/18/1984,18,237532,11,8,0,A CHORUS LINE,Shubert,1984
5596,,11/18/1984,18,72797,11,4,4,ACCIDENTAL DEATH ANAR.,Belasco,1984
4515,,11/18/1984,18,97039,11,8,0,ALONE TOGETHER,Music Box,1984
7479,,11/18/1984,18,150333,11,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12024,,11/18/1984,18,461690,11,8,0,CATS,Winter Garden,1984
7204,,11/18/1984,18,277122,11,6,0,DEATH OF A SALESMAN,Broadhurst,1984
3067,,11/18/1984,18,56956,11,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8717,,11/18/1984,18,270334,11,8,0,DREAMGIRLS '81,Imperial,1984
4829,,11/18/1984,18,96225,11,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,11/18/1984,18,0,11,0,7,HARLEM NOCTURNE,Latin Quarter,1984
7590,,11/18/1984,18,223747,11,8,0,HURLYBURLY,Ethel Barrymore,1984
13713,,11/18/1984,18,475034,11,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4270,,11/18/1984,18,102041,11,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
8590,,11/18/1984,18,265164,11,8,0,MY ONE AND ONLY,St. James,1984
4890,,11/18/1984,18,150649,11,8,0,NOISES OFF '83,Brooks Atkinson,1984
2726,,11/18/1984,18,38741,11,9,0,"OH, CALCUTTA!",Edison,1984
13134,,11/18/1984,18,342890,11,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6267,,11/18/1984,18,240752,11,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
6520,,11/18/1984,18,178270,11,8,0,THE REAL THING '84,Plymouth,1984
5613,,11/18/1984,18,115306,11,8,0,THREE MUSKETEERS,Broadway,1984
2000,,11/18/1984,18,25000,11,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
4323,,11/18/1984,18,103661,11,8,0,WHOOPI GOLDBERG,Lyceum,1984
8328,,11/18/1984,18,250761,11,8,0,THE TAP DANCE KID,Minskoff,1984
12023,,11/25/1984,25,407629,11,8,0,42ND STREET '80,Majestic,1984
9473,,11/25/1984,25,302189,11,8,0,A CHORUS LINE,Shubert,1984
4306,,11/25/1984,25,75343,11,8,0,ACCIDENTAL DEATH ANAR.,Belasco,1984
3863,,11/25/1984,25,82296,11,8,0,ALONE TOGETHER,Music Box,1984
7708,,11/25/1984,25,180959,11,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12083,,11/25/1984,25,475040,11,8,0,CATS,Winter Garden,1984
2856,,11/25/1984,25,51229,11,8,0,DESIGN FOR LIVING,Circle In The Square,1984
10324,,11/25/1984,25,334325,11,8,0,DREAMGIRLS '81,Imperial,1984
4827,,11/25/1984,25,104482,11,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,11/25/1984,25,0,11,0,7,HARLEM NOCTURNE,Latin Quarter,1984
7970,,11/25/1984,25,239492,11,8,0,HURLYBURLY,Ethel Barrymore,1984
13751,,11/25/1984,25,478145,11,8,0,LA CAGE AUX FOLLES '83,Palace,1984
5276,,11/25/1984,25,135175,11,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
9732,,11/25/1984,25,343292,11,8,0,MY ONE AND ONLY,St. James,1984
6756,,11/25/1984,25,179681,11,8,0,NOISES OFF '83,Brooks Atkinson,1984
3597,,11/25/1984,25,51516,11,9,0,"OH, CALCUTTA!",Edison,1984
13064,,11/25/1984,25,358017,11,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6279,,11/25/1984,25,243233,11,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
7658,,11/25/1984,25,226110,11,8,0,THE REAL THING '84,Plymouth,1984
10836,,11/25/1984,25,355140,11,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,11/25/1984,25,25000,11,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
4334,,11/25/1984,25,102505,11,8,0,WHOOPI GOLDBERG,Lyceum,1984
9526,,12/02/1984,2,310558,12,8,0,42ND STREET '80,Majestic,1984
7501,,12/02/1984,2,223278,12,8,0,A CHORUS LINE,Shubert,1984
4309,,12/02/1984,2,62079,12,8,0,ACCIDENTAL DEATH ANAR.,Belasco,1984
3788,,12/02/1984,2,85521,12,8,0,ALONE TOGETHER,Music Box,1984
6478,,12/02/1984,2,128460,12,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12021,,12/02/1984,2,463997,12,8,0,CATS,Winter Garden,1984
2149,,12/02/1984,2,34079,12,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8663,,12/02/1984,2,274982,12,8,0,DREAMGIRLS '81,Imperial,1984
4115,,12/02/1984,2,81664,12,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,12/02/1984,2,0,12,0,7,HARLEM NOCTURNE,Latin Quarter,1984
6685,,12/02/1984,2,197439,12,8,0,HURLYBURLY,Ethel Barrymore,1984
13603,,12/02/1984,2,440148,12,8,0,LA CAGE AUX FOLLES '83,Palace,1984
4218,,12/02/1984,2,99630,12,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
8407,,12/02/1984,2,272639,12,8,0,MY ONE AND ONLY,St. James,1984
5250,,12/02/1984,2,129234,12,8,0,NOISES OFF '83,Brooks Atkinson,1984
2738,,12/02/1984,2,38983,12,8,0,"OH, CALCUTTA!",Edison,1984
11547,,12/02/1984,2,272510,12,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6280,,12/02/1984,2,235264,12,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
6493,,12/02/1984,2,180461,12,8,0,THE REAL THING '84,Plymouth,1984
8085,,12/02/1984,2,244361,12,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,12/02/1984,2,25000,12,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
3221,,12/02/1984,2,75746,12,8,0,WHOOPI GOLDBERG,Lyceum,1984
9926,,12/09/1984,9,331877,12,8,0,42ND STREET '80,Majestic,1984
3949,,12/09/1984,9,85281,12,8,0,ALONE TOGETHER,Music Box,1984
7784,,12/09/1984,9,152699,12,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12015,,12/09/1984,9,460240,12,8,0,CATS,Winter Garden,1984
2304,,12/09/1984,9,37498,12,8,0,DESIGN FOR LIVING,Circle In The Square,1984
8302,,12/09/1984,9,270260,12,8,0,DREAMGIRLS '81,Imperial,1984
4149,,12/09/1984,9,80490,12,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,12/09/1984,9,0,12,0,7,HARLEM NOCTURNE,Latin Quarter,1984
6846,,12/09/1984,9,202908,12,8,0,HURLYBURLY,Ethel Barrymore,1984
13636,,12/09/1984,9,468061,12,8,0,LA CAGE AUX FOLLES '83,Palace,1984
3838,,12/09/1984,9,92620,12,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
8430,,12/09/1984,9,279806,12,8,0,MY ONE AND ONLY,St. James,1984
5690,,12/09/1984,9,143523,12,8,0,NOISES OFF '83,Brooks Atkinson,1984
2440,,12/09/1984,9,34697,12,8,0,"OH, CALCUTTA!",Edison,1984
14760,,12/09/1984,9,361211,12,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6266,,12/09/1984,9,235099,12,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
6409,,12/09/1984,9,181680,12,8,0,THE REAL THING '84,Plymouth,1984
8987,,12/09/1984,9,278802,12,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,12/09/1984,9,25000,12,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
3245,,12/09/1984,9,75802,12,8,0,WHOOPI GOLDBERG,Lyceum,1984
8358,,12/09/1984,9,247561,12,8,0,A CHORUS LINE,Shubert,1984
9180,,12/16/1984,16,294212,12,8,0,42ND STREET '80,Majestic,1984
6912,,12/16/1984,16,207242,12,8,0,A CHORUS LINE,Shubert,1984
2956,,12/16/1984,16,62664,12,8,0,ALONE TOGETHER,Music Box,1984
6441,,12/16/1984,16,118167,12,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12034,,12/16/1984,16,467074,12,8,0,CATS,Winter Garden,1984
1905,,12/16/1984,16,24786,12,8,0,DESIGN FOR LIVING,Circle In The Square,1984
0,,12/16/1984,16,0,12,9,0,DOUG HENNING AND HIS WORLD OF MAGIC,Lunt-fontanne,1984
7232,,12/16/1984,16,227273,12,8,0,DREAMGIRLS '81,Imperial,1984
3421,,12/16/1984,16,66686,12,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,12/16/1984,16,0,12,0,7,HARLEM NOCTURNE,Latin Quarter,1984
6143,,12/16/1984,16,178816,12,8,0,HURLYBURLY,Ethel Barrymore,1984
13550,,12/16/1984,16,443129,12,8,0,LA CAGE AUX FOLLES '83,Palace,1984
3602,,12/16/1984,16,82560,12,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
7612,,12/16/1984,16,235190,12,8,0,MY ONE AND ONLY,St. James,1984
5007,,12/16/1984,16,122320,12,8,0,NOISES OFF '83,Brooks Atkinson,1984
2144,,12/16/1984,16,30465,12,9,0,"OH, CALCUTTA!",Edison,1984
12674,,12/16/1984,16,348466,12,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6222,,12/16/1984,16,230076,12,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
5686,,12/16/1984,16,155793,12,8,0,THE REAL THING '84,Plymouth,1984
7894,,12/16/1984,16,241058,12,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,12/16/1984,16,25000,12,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
2925,,12/16/1984,16,65034,12,8,0,WHOOPI GOLDBERG,Lyceum,1984
7718,,12/23/1984,23,247958,12,8,0,42ND STREET '80,Majestic,1984
5982,,12/23/1984,23,181870,12,8,0,A CHORUS LINE,Shubert,1984
1754,,12/23/1984,23,38338,12,8,0,ALONE TOGETHER,Music Box,1984
5514,,12/23/1984,23,97510,12,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12020,,12/23/1984,23,469283,12,8,0,CATS,Winter Garden,1984
831,,12/23/1984,23,9434,12,0,3,DANCING INTHE END ZONE,Ritz,1984
1675,,12/23/1984,23,21669,12,8,0,DESIGN FOR LIVING,Circle In The Square,1984
0,,12/23/1984,23,0,12,8,0,DOUG HENNING AND HIS WORLD OF MAGIC,Lunt-fontanne,1984
6551,,12/23/1984,23,203771,12,8,0,DREAMGIRLS '81,Imperial,1984
0,,12/23/1984,23,0,12,0,7,HARLEM NOCTURNE,Latin Quarter,1984
5490,,12/23/1984,23,156872,12,8,0,HURLYBURLY,Ethel Barrymore,1984
13374,,12/23/1984,23,440245,12,8,0,LA CAGE AUX FOLLES '83,Palace,1984
3069,,12/23/1984,23,75543,12,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
6529,,12/23/1984,23,184880,12,8,0,MY ONE AND ONLY,St. James,1984
4925,,12/23/1984,23,116339,12,8,0,NOISES OFF '83,Brooks Atkinson,1984
1803,,12/23/1984,23,25643,12,9,0,"OH, CALCUTTA!",Edison,1984
7610,,12/23/1984,23,190734,12,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
5897,,12/23/1984,23,208897,12,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
4960,,12/23/1984,23,136782,12,8,0,THE REAL THING '84,Plymouth,1984
6885,,12/23/1984,23,213442,12,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,12/23/1984,23,25000,12,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
2934,,12/23/1984,23,65935,12,8,0,WHOOPI GOLDBERG,Lyceum,1984
3031,,12/23/1984,23,57292,12,8,0,GLENGARRY GLEN ROSS '84,Golden,1984
12885,,12/30/1984,30,449815,12,8,0,42ND STREET '80,Majestic,1984
11715,,12/30/1984,30,395627,12,8,0,A CHORUS LINE,Shubert,1984
6569,,12/30/1984,30,135284,12,8,0,ALONE TOGETHER,Music Box,1984
9919,,12/30/1984,30,221197,12,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1984
12076,,12/30/1984,30,468251,12,8,0,CATS,Winter Garden,1984
2317,,12/30/1984,30,34086,12,0,8,DANCING INTHE END ZONE,Ritz,1984
3209,,12/30/1984,30,46440,12,8,0,DESIGN FOR LIVING,Circle In The Square,1984
0,,12/30/1984,30,0,12,9,0,DOUG HENNING AND HIS WORLD OF MAGIC,Lunt-fontanne,1984
11260,,12/30/1984,30,381435,12,8,0,DREAMGIRLS '81,Imperial,1984
5266,,12/30/1984,30,118799,12,8,0,GLENGARRY GLEN ROSS '84,John Golden,1984
0,,12/30/1984,30,0,12,0,7,HARLEM NOCTURNE,Latin Quarter,1984
1919,,12/30/1984,30,40036,12,0,8,HOME FRONT,Royale,1984
8399,,12/30/1984,30,252275,12,8,0,HURLYBURLY,Ethel Barrymore,1984
12784,,12/30/1984,30,508684,12,8,0,LA CAGE AUX FOLLES '83,Palace,1984
5811,,12/30/1984,30,138301,12,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1984
12054,,12/30/1984,30,382247,12,8,0,MY ONE AND ONLY,St. James,1984
7713,,12/30/1984,30,195246,12,8,0,NOISES OFF '83,Brooks Atkinson,1984
3391,,12/30/1984,30,48359,12,9,0,"OH, CALCUTTA!",Edison,1984
11364,,12/30/1984,30,312352,12,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1984
6271,,12/30/1984,30,245810,12,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1984
11832,,12/30/1984,30,482280,12,0,8,THE KING AND I 85,Broadway,1984
7855,,12/30/1984,30,236128,12,8,0,THE REAL THING '84,Plymouth,1984
12442,,12/30/1984,30,425162,12,8,0,THE TAP DANCE KID,Minskoff,1984
2000,,12/30/1984,30,25000,12,8,0,TORCH SONG TRILOGY,Helen Hayes,1984
4666,,12/30/1984,30,106815,12,8,0,WHOOPI GOLDBERG,Lyceum,1984
10305,,01/06/1985,6,331457,1,8,0,42ND STREET '80,Majestic,1985
8036,,01/06/1985,6,242501,1,8,0,A CHORUS LINE,Shubert,1985
2932,,01/06/1985,6,71460,1,8,0,ALONE TOGETHER,Music Box,1985
5403,,01/06/1985,6,113447,1,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1985
12044,,01/06/1985,6,492658,1,8,0,CATS,Winter Garden,1985
2048,,01/06/1985,6,31720,1,4,4,DANCING INTHE END ZONE,Ritz,1985
1155,,01/06/1985,6,19208,1,8,0,DESIGN FOR LIVING,Circle In The Square,1985
0,,01/06/1985,6,0,1,9,0,DOUG HENNING AND HIS WORLD OF MAGIC,Lunt-fontanne,1985
8057,,01/06/1985,6,261383,1,8,0,DREAMGIRLS '81,Imperial,1985
3913,,01/06/1985,6,85421,1,8,0,GLENGARRY GLEN ROSS '84,John Golden,1985
3175,,01/06/1985,6,52816,1,5,3,HOME FRONT,Royale,1985
4795,,01/06/1985,6,152766,1,7,0,HURLYBURLY,Ethel Barrymore,1985
13769,,01/06/1985,6,450015,1,8,0,LA CAGE AUX FOLLES '83,Palace,1985
3877,,01/06/1985,6,93125,1,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
8270,,01/06/1985,6,229149,1,8,0,MY ONE AND ONLY,St. James,1985
5998,,01/06/1985,6,145917,1,8,0,NOISES OFF '83,Brooks Atkinson,1985
2248,,01/06/1985,6,31986,1,9,0,"OH, CALCUTTA!",Edison,1985
11303,,01/06/1985,6,295507,1,8,0,ROYAL SHAKESPEARE COMPANY (CYRANO & MUCH ADO),Gershwin,1985
6269,,01/06/1985,6,229155,1,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
13255,,01/06/1985,6,502566,1,0,8,THE KING AND I 85,Broadway,1985
6277,,01/06/1985,6,172265,1,8,0,THE REAL THING '84,Plymouth,1985
7756,,01/06/1985,6,249525,1,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,01/06/1985,6,25000,1,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
3741,,01/06/1985,6,84622,1,8,0,WHOOPI GOLDBERG,Lyceum,1985
8432,,01/13/1985,13,272566,1,8,0,42ND STREET '80,Majestic,1985
5958,,01/13/1985,13,179428,1,8,0,A CHORUS LINE,Shubert,1985
2390,,01/13/1985,13,54133,1,8,0,ALONE TOGETHER,Music Box,1985
5255,,01/13/1985,13,107183,1,8,0,BRIGHTON BEACH MEMOIRS,Neil Simon,1985
12031,,01/13/1985,13,467494,1,8,0,CATS,Winter Garden,1985
1174,,01/13/1985,13,17192,1,8,0,DANCING INTHE END ZONE,Ritz,1985
1594,,01/13/1985,13,18403,1,8,0,DESIGN FOR LIVING,Circle In The Square,1985
0,,01/13/1985,13,0,1,8,0,DOUG HENNING AND HIS WORLD OF MAGIC,Lunt-fontanne,1985
6729,,01/13/1985,13,212961,1,8,0,DREAMGIRLS '81,Imperial,1985
4111,,01/13/1985,13,76274,1,8,0,GLENGARRY GLEN ROSS '84,John Golden,1985
2617,,01/13/1985,13,44418,1,0,5,HARRIGAN 'N HART,Longacre,1985
4086,,01/13/1985,13,63281,1,8,0,HOME FRONT,Royale,1985
4115,,01/13/1985,13,113971,1,8,0,HURLYBURLY,Ethel Barrymore,1985
12421,,01/13/1985,13,422862,1,8,0,LA CAGE AUX FOLLES '83,Palace,1985
2701,,01/13/1985,13,63384,1,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
