Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
2333 MCCALLIE AVE,1010,CHATTANOOGA,HAMILTON,Yes,0,5328,841,35.034666,-85.267349,1065,PARKRIDGE MEDICAL CENTER,41,Proprietary,4238944220,440156,43,TN,Acute Care Hospitals,37404
1000 CARONDELET DR,60,KANSAS CITY,JACKSON,Yes,0,176,228,38.93568,-94.60469,243,ST JOSEPH MEDICAL CENTER,0,Voluntary non-profit - Private,8169424000,260085,25,MO,Acute Care Hospitals,64114
5655 FRIST BLVD,259,HERMITAGE,DAVIDSON,Yes,0,1995,515,36.176383,-86.608151,122,TRISTAR SUMMIT MEDICAL CENTER,181,Proprietary,6153163000,440150,48,TN,Acute Care Hospitals,37076
1559 SPARTA STREET,0,MC MINNVILLE,WARREN,Yes,0,0,0,35.700143,-85.742779,0,RIVER PARK HOSPITAL,0,Proprietary,9318154101,440151,0,TN,Acute Care Hospitals,37110
401 BICENTENNIAL WAY,0,SANTA ROSA,SONOMA,Yes,0,0,0,38.472777,-122.726741,0,KAISER FOUNDATION HOSPITAL-SANTA ROSA,0,Voluntary non-profit - Other,7075714000,50690,0,CA,Acute Care Hospitals,95403
1015 BOWLES,352,FENTON,JEFFERSON,Yes,2,2008,496,38.528075,-90.475953,345,SSM ST CLARE HEALTH CENTER,1629,Voluntary non-profit - Private,6364962000,260081,160,MO,Acute Care Hospitals,63026
"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",1629,COLUMBIA,BOONE,Yes,1125,7027,3638,38.951705,-92.334072,6637,UNIVERSITY OF MISSOURI HEALTH CARE,2418,Government - State,5738824141,260141,15824,MO,Acute Care Hospitals,65212
4801 BISSONNET BLVD,0,BELLAIRE,HARRIS,Yes,0,247,0,29.710087,-95.462462,50,FIRST SURGICAL HOSPITAL,53,Proprietary,7137137133,670029,0,TX,Acute Care Hospitals,77401
600 NORTH HIGHLAND SPRINGS AVENUE,0,BANNING,RIVERSIDE,Yes,0,0,0,33.931748,-116.945951,0,SAN GORGONIO MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,9517692101,50054,0,CA,Acute Care Hospitals,92220
3555 CESAR CHAVEZ STREET,0,SAN FRANCISCO,SAN FRANCISCO,Yes,0,0,0,37.747688,-122.420806,0,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,0,Voluntary non-profit - Church,4156416562,50055,0,CA,Acute Care Hospitals,94110
1600 W AVE J,0,LANCASTER,LOS ANGELES,Yes,0,0,0,34.674861,-118.157707,0,ANTELOPE VALLEY HOSPITAL,0,Government - Hospital District or Authority,6619495000,50056,0,CA,Acute Care Hospitals,93534
400 W MINERAL KING AVE,0,VISALIA,TULARE,Yes,0,0,0,36.328656,-119.294865,0,KAWEAH DELTA MEDICAL CENTER,0,Government - Hospital District or Authority,5596242000,50057,0,CA,Acute Care Hospitals,93291
1420 S CENTRAL AVE,0,GLENDALE,LOS ANGELES,Yes,0,0,0,34.128057,-118.256859,0,GLENDALE MEM HOSPITAL & HLTH CENTER,0,Voluntary non-profit - Private,8185021900,50058,0,CA,Acute Care Hospitals,91204
300 EAST PICKENS,0,DUMAS,DESHA,Yes,0,0,0,33.882933,-91.487232,0,DELTA MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,8703824303,41326,0,AR,Critical Access Hospitals,71639
404 SOUTH BRADLEY STREET,0,WARREN,BRADLEY,Yes,0,0,0,33.611087,-92.05867,0,BRADLEY COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,8702263731,41327,0,AR,Critical Access Hospitals,71671
451 WEST LOCKE STREET,0,ASHDOWN,LITTLE RIVER,Yes,0,0,0,33.669549,-94.134879,0,LITTLE RIVER MEMORIAL HOSPITAL,0,Government - Local,8708985011,41320,0,AR,Critical Access Hospitals,71822
3050 TWIN RIVERS DRIVE,0,ARKADELPHIA,CLARK,Yes,0,0,0,34.122826,-93.088736,0,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,0,Voluntary non-profit - Private,8702452622,41321,0,AR,Critical Access Hospitals,71923
679 NORTH MAIN STREET,0,SALEM,FULTON,Yes,0,0,0,36.383121,-91.811977,0,FULTON COUNTY HOSPITAL,0,Government - Local,8708952691,41322,0,AR,Critical Access Hospitals,72576
1015 UNITY ROAD,0,CROSSETT,ASHLEY,Yes,0,0,0,33.138337,-91.938981,0,ASHLEY COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,8703644111,41323,0,AR,Critical Access Hospitals,71635
1004 EAST MADISON STREET,0,HOUSTON,CHICKASAW,Yes,0,0,0,33.892319,-88.981421,0,TRACE REGIONAL HOSP AND SWING BED,0,Proprietary,6624563700,250017,0,MS,Acute Care Hospitals,38851
960 AVENT DRIVE,0,GRENADA,GRENADA,Yes,240,631,370,33.763302,-89.818351,531,GRENADA LAKE MEDICAL CENTER,246,Government - Local,6622277000,250015,2068,MS,Acute Care Hospitals,38901
1430 HIGHWAY 4 EAST / P O BOX 6000,0,HOLLY SPRINGS,MARSHALL,Yes,0,0,0,34.787199,-89.417066,0,ALLIANCE HEALTHCARE SYSTEM,0,Proprietary,6622521212,250012,0,MS,Acute Care Hospitals,38635
1005 HWY 15 N,0,RIPLEY,TIPPAH,Yes,0,0,0,34.738376,-88.94919,0,TIPPAH COUNTY HOSPITAL,0,Government - Local,6628379221,250010,0,MS,Acute Care Hospitals,38663
700 MEDICAL PARKWAY,26,BRENHAM,WASHINGTON,Yes,220,542,159,30.145561,-96.399438,480,SCOTT & WHITE HOSPITAL BRENHAM,26,Voluntary non-profit - Private,9798366173,450187,725,TX,Acute Care Hospitals,77833
1615 DELAWARE STREET,602,LONGVIEW,COWLITZ,Yes,1277,5995,512,46.130276,-122.940859,1314,PEACHEALTH ST JOHN MEDICAL CENTER,1718,Voluntary non-profit - Church,3604142000,500041,68,WA,Acute Care Hospitals,98632
900 EAST WHITESTONE BLVD,0,CEDAR PARK,WILLIAMSON,Yes,0,0,0,30.523351,-97.819611,0,SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,0,Proprietary,5126844911,670087,0,TX,Acute Care Hospitals,78613
227 MOUNTAIN DR,0,DAHLONEGA,LUMPKIN,Yes,66,86,0,34.522831,-83.975565,320,CHESTATEE REGIONAL HOSPITAL,0,Proprietary,7068646136,110187,13,GA,Acute Care Hospitals,30533
4500 13TH ST-P O BOX 1810,1940,GULFPORT,HARRISON,Yes,1,1547,1109,30.366742,-89.115351,310,MEMORIAL HOSPITAL AT GULFPORT,36,Government - Local,2288674000,250019,284,MS,Acute Care Hospitals,39502
700 EAST BROAD STREET,200,HAZLETON,LUZERNE,Yes,32,1265,231,40.948745,-75.96386,75,LEHIGH VALLEY HOSPITAL - HAZLETON,25,Voluntary non-profit - Other,5705014000,390185,41,PA,Acute Care Hospitals,18201
401 EAST MURPHY AVENUE,28,CONNELLSVILLE,FAYETTE,Yes,350,1008,39,40.022968,-79.586136,651,HIGHLANDS HOSPITAL,1237,Voluntary non-profit - Private,7246281500,390184,315,PA,Acute Care Hospitals,15425
4101 WOOLWORTH AVENUE,0,OMAHA,DOUGLAS,No,0,0,0,41.243259,-95.973606,0,OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA,0,Government Federal,4023468800,28006F,0,NE,ACUTE CARE - VETERANS ADMINISTRATION,68105
2501 PARKERS LANE,264,ALEXANDRIA,FAIRFAX,Yes,0,1944,175,38.740085,-77.077321,4886,INOVA MOUNT VERNON HOSPITAL,499,Voluntary non-profit - Private,7036647000,490122,6406,VA,Acute Care Hospitals,22306
2375 PRATER WAY,25,SPARKS,WASHOE,Yes,2,376,0,39.536059,-119.77482,290,NORTHERN NEVADA MEDICAL CENTER,50,Proprietary,7753317000,290032,15,NV,Acute Care Hospitals,89434
134 HOMER AVENUE,74,CORTLAND,CORTLAND,Yes,229,1699,214,42.608842,-76.187635,36,"CORTLAND REGIONAL MEDICAL CENTER, INC",2,Voluntary non-profit - Private,6077563500,330175,51,NY,Acute Care Hospitals,13045
111 SOUTH 11TH STREET,324,PHILADELPHIA,PHILADELPHIA,Yes,66,1133,1186,39.949826,-75.158423,1966,THOMAS JEFFERSON UNIVERSITY HOSPITAL,1071,Voluntary non-profit - Private,2159556000,390174,214,PA,Acute Care Hospitals,19107
4801 AMBASSADOR CAFFERY PARKWAY,499,LAFAYETTE,LAFAYETTE,Yes,0,1760,681,30.150517,-92.036983,700,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",381,Voluntary non-profit - Church,3374702000,190102,1362,LA,Acute Care Hospitals,70508
3100 N TENAYA WAY,508,LAS VEGAS,CLARK,Yes,0,3860,263,36.215611,-115.249087,278,MOUNTAINVIEW HOSPITAL,19,Proprietary,7022555065,290039,80,NV,Acute Care Hospitals,89128
1000 SOUTH BYRD,0,TISHOMINGO,JOHNSTON,Yes,0,0,0,34.224304,-96.675258,0,MERCY HOSPITAL TISHOMINGO INC,0,Voluntary non-profit - Church,5803712327,371304,0,OK,Critical Access Hospitals,73460
237 SOUTH LOCUST STREET,0,NOWATA,NOWATA,Yes,0,0,0,36.697295,-95.630444,0,JANE PHILLIPS NOWATA HEALTH CENTER,0,Voluntary non-profit - Private,9182733102,371305,0,OK,Critical Access Hospitals,74048
300 WANDA STREET,0,MARIETTA,LOVE,Yes,0,0,0,33.941332,-97.130878,0,MERCY HEALTH LOVE COUNTY,0,Government - Local,5802763347,371306,0,OK,Critical Access Hospitals,73448
100 SOUTH ELLIS,0,BOISE CITY,CIMARRON,Yes,0,0,0,36.728687,-102.518015,0,CIMARRON MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,5805442501,371307,0,OK,Critical Access Hospitals,73933
1200 WEST LIBERTY ROAD,0,ATOKA,ATOKA,Yes,0,0,0,34.394313,-96.142429,0,ATOKA COUNTY MEDICAL CENTER,0,Government - Hospital District or Authority,5808893333,371300,0,OK,Critical Access Hospitals,74525
1322 KLABSUBA AVENUE,0,PRAGUE,LINCOLN,Yes,0,0,0,35.490369,-96.68435,0,PRAGUE COMMUNITY HOSPITAL,0,Proprietary,4055674922,371301,0,OK,Critical Access Hospitals,74864
500 NORTH CLARENCE NASH BOULEVARD,0,WATONGA,BLAINE,Yes,0,0,0,35.84892,-98.419238,0,MERCY HOSPITAL WATONGA,0,Government - Hospital District or Authority,5806237211,371302,0,OK,Critical Access Hospitals,73772
3001 ST ROSE PARKWAY,364,HENDERSON,CLARK,Yes,3,2471,311,36.004151,-115.115353,625,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,11,Proprietary,7026165000,290045,31,NV,Acute Care Hospitals,89052
2106 LOOP ROAD,1,WINNSBORO,FRANKLIN,Yes,0,161,5,32.15824,-91.705198,0,FRANKLIN MEDICAL CENTER,0,Government - Hospital District or Authority,3184359411,190140,3,LA,Acute Care Hospitals,71295
791 E SUMMIT AVE,128,OCONOMOWOC,WAUKESHA,Yes,167,520,157,43.100171,-88.486844,432,OCONOMOWOC MEM HOSPITAL,568,Voluntary non-profit - Other,2625699400,520062,276,WI,Acute Care Hospitals,53066
187 NINTH ST/HWY 84 WEST,6,JENA,LA SALLE,Yes,0,131,38,31.683227,-92.133745,5,LASALLE GENERAL HOSPITAL,0,Government - Hospital District or Authority,3189929200,190145,10,LA,Acute Care Hospitals,71342
NO 1 MEDICAL PLAZA,69,MINDEN,WEBSTER,Yes,189,1075,214,32.617701,-93.286614,135,MINDEN MEDICAL CENTER,213,Proprietary,3183772321,190144,29,LA,Acute Care Hospitals,71055
4200 HOUMA BLVD,143,METAIRIE,JEFFERSON,Yes,50,422,772,30.013026,-90.181125,823,EAST JEFFERSON GENERAL HOSPITAL,97,Government - Hospital District or Authority,5044544000,190146,80,LA,Acute Care Hospitals,70006
4321 CAROTHERS PARKWAY,249,FRANKLIN,WILLIAMSON,Yes,205,0,792,35.915952,-86.817992,564,WILLIAMSON MEDICAL CENTER,0,Government - Hospital District or Authority,6154355000,440029,3,TN,Acute Care Hospitals,37067
303 SANDY CORNER RD,2,EL CAMPO,WHARTON,Yes,91,82,0,29.217807,-96.288698,11,EL CAMPO MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,9795785251,450694,2,TX,Acute Care Hospitals,77437
200 WEST LORAIN STREET,0,OBERLIN,LORAIN,Yes,0,0,0,41.294241,-82.224783,0,MERCY ALLEN HOSPITAL,0,Voluntary non-profit - Private,4407751211,361306,0,OH,Critical Access Hospitals,44074
1265 E COLLEGE ST,7,PULASKI,GILES,Yes,85,420,76,35.191983,-87.006052,63,HILLSIDE HOSPITAL,3,Proprietary,9313637531,440020,145,TN,Acute Care Hospitals,38478
401 W CAMPBELL RD,97,RICHARDSON,DALLAS,Yes,0,968,60,32.974359,-96.726628,334,METHODIST RICHARDSON MEDICAL CENTER,414,Government - Hospital District or Authority,9724984000,450537,8,TX,Acute Care Hospitals,75080
1420 TUSCULUM BLVD,7019,GREENEVILLE,GREENE,Yes,1172,6543,650,36.175613,-82.790329,3577,"LAUGHLIN MEMORIAL HOSPITAL, INC",242,Voluntary non-profit - Private,4237875000,440025,2141,TN,Acute Care Hospitals,37745
21214 NORTHWEST FREEWAY,241,CYPRESS,HARRIS,Yes,1035,5076,223,29.926296,-95.632304,902,NORTH CYPRESS MEDICAL CENTER,1863,Physician,2818900203,670024,208,TX,Acute Care Hospitals,77429
4805 NE GLISAN STREET,978,PORTLAND,MULTNOMAH,Yes,0,467,357,45.52697,-122.614038,410,PROVIDENCE PORTLAND MEDICAL CENTER,97,Voluntary non-profit - Church,5032151111,380061,390,OR,Acute Care Hospitals,97213
10123 SE MARKET STREET,2574,PORTLAND,MULTNOMAH,Yes,642,4440,1167,45.512277,-122.559079,2432,ADVENTIST MEDICAL CENTER,710,Voluntary non-profit - Church,5032572500,380060,1052,OR,Acute Care Hospitals,97216
101 AVENUE J,0,ANSON,JONES,Yes,0,0,0,32.767493,-99.895496,0,ANSON GENERAL HOSPITAL,0,Voluntary non-profit - Other,3258233231,450078,0,TX,Acute Care Hospitals,79501
1901 N MACARTHUR BLVD,96,IRVING,DALLAS,Yes,0,1265,255,32.835075,-96.959858,362,BAYLOR MEDICAL CENTER AT IRVING,2,Voluntary non-profit - Private,9725798100,450079,35,TX,Acute Care Hospitals,75061
200 HIGH SERVICE AVENUE,43,NORTH PROVIDENCE,PROVIDENCE,Yes,467,5832,589,41.855742,-71.45945,364,ST JOSEPH HEALTH SERVICES OF RI,531,Voluntary non-profit - Private,4014563000,410005,176,RI,Acute Care Hospitals,2904
150 KINGSLEY LANE,185,NORFOLK,NORFOLK CITY,Yes,239,1897,342,36.899332,-76.281565,440,BON SECOURS DEPAUL MEDICAL CENTER,424,Voluntary non-profit - Church,7578895000,490011,73,VA,Acute Care Hospitals,23505
100 MEDICAL DRIVE,52,LAKE JACKSON,BRAZORIA,Yes,227,1049,183,29.029697,-95.452427,88,BRAZOSPORT REGIONAL HEALTH SYSTEM,37,Voluntary non-profit - Private,9792974411,450072,125,TX,Acute Care Hospitals,77566
1700 COGDELL BLVD,3,SNYDER,SCURRY,Yes,149,268,23,32.688153,-100.917022,88,COGDELL MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,3255747437,450073,0,TX,Acute Care Hospitals,79549
1500 WEISS STREET,0,SAGINAW,SAGINAW,No,0,0,0,43.445333,-83.962018,0,SAGINAW VA MEDICAL CENTER,0,Government Federal,9894972500,23009F,0,MI,ACUTE CARE - VETERANS ADMINISTRATION,48602
1406 6TH AVE NORTH,68,SAINT CLOUD,STEARNS,Yes,10,6867,805,45.575253,-94.169979,588,ST CLOUD HOSPITAL,5,Voluntary non-profit - Private,3202512700,240036,136,MN,Acute Care Hospitals,56303
1515 HOLCOMBE BLVD,0,HOUSTON,HARRIS,Yes,0,0,0,29.707097,-95.397102,0,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",0,Government - State,7137922121,450076,0,TX,Acute Care Hospitals,77030
718 N MACOMB ST,137,MONROE,MONROE,Yes,0,535,723,41.925249,-83.388905,603,MERCY MEMORIAL HOSPITAL SYSTEM,118,Voluntary non-profit - Other,7342408400,230099,264,MI,Acute Care Hospitals,48162
301 BECKER AVE SW,189,WILLMAR,KANDIYOHI,Yes,0,510,126,45.120489,-95.046369,495,RICE MEMORIAL HOSPITAL,31,Government - Local,3202314227,240088,63,MN,Acute Care Hospitals,56201
2463 SOUTH M-30,142,WEST BRANCH,OGEMAW,Yes,588,2373,0,44.263332,-84.246248,471,WEST BRANCH REGIONAL MEDICAL CENTER,42,Government - Local,9893456366,230095,28,MI,Acute Care Hospitals,48661
916 MYRTLE AVE,27,STURGIS,SAINT JOSEPH,Yes,315,1594,52,41.794208,-85.408619,105,STURGIS HOSPITAL,0,Government - Local,2696517824,230096,31,MI,Acute Care Hospitals,49091
1105 SIXTH STREET,629,TRAVERSE CITY,GRAND TRAVERSE,Yes,51,1980,369,44.761763,-85.642807,1009,MUNSON MEDICAL CENTER,3753,Voluntary non-profit - Other,2319355000,230097,262,MI,Acute Care Hospitals,49684
205 N EAST AVE,892,JACKSON,JACKSON,Yes,28,7220,799,42.250782,-84.392527,3322,ALLEGIANCE HEALTH,3881,Voluntary non-profit - Other,5177884800,230092,724,MI,Acute Care Hospitals,49201
351 LIBERTY STREET,0,WAYNESBORO,BURKE,Yes,0,11,108,33.08332,-82.011534,0,BURKE MEDICAL CENTER,0,Proprietary,7065544435,110113,0,GA,Acute Care Hospitals,30830
620 HOWARD AVENUE,881,ALTOONA,BLAIR,Yes,708,3310,791,40.522037,-78.398244,1977,UPMC ALTOONA,16,Voluntary non-profit - Private,8148892011,390073,269,PA,Acute Care Hospitals,16601
701 EAST 16TH STREET,32,BERWICK,COLUMBIA,Yes,15,1332,159,41.071132,-76.231772,148,BERWICK HOSPITAL CENTER,168,Proprietary,5707595000,390072,45,PA,Acute Care Hospitals,18603
24 CREE DRIVE,0,LOCK HAVEN,CLINTON,Yes,596,433,136,41.13189,-77.470222,196,LOCK HAVEN HOSPITAL,503,Proprietary,5708935000,390071,160,PA,Acute Care Hospitals,17745
501 BATH ROAD,141,BRISTOL,BUCKS,Yes,0,200,256,40.105273,-74.867354,875,LOWER BUCKS HOSPITAL,24,Proprietary,2157859200,390070,1536,PA,Acute Care Hospitals,19007
299 KINGS DAUGHTERS DRIVE,140,FRANKFORT,FRANKLIN,Yes,727,3829,279,38.160198,-84.905189,793,FRANKFORT REGIONAL MEDICAL CENTER,200,Proprietary,5028755240,180127,1161,KY,Acute Care Hospitals,40601
1441 FLORIDA AVENUE,0,MODESTO,STANISLAUS,Yes,0,0,0,37.665397,-120.997426,0,DOCTORS MEDICAL CENTER,0,Proprietary,2095781211,50464,0,CA,Acute Care Hospitals,95350
775 S MAIN ST,4,CHELSEA,WASHTENAW,Yes,1124,2515,417,42.310282,-84.015936,1838,CHELSEA COMMUNITY HOSPITAL,3705,Voluntary non-profit - Private,7344753911,230259,864,MI,Acute Care Hospitals,48118
10655 STEEPLETOP DRIVE,168,HOUSTON,HARRIS,Yes,234,2824,281,29.927536,-95.589732,1118,CYPRESS FAIRBANKS MEDICAL CENTER,446,Proprietary,2818973100,450716,2397,TX,Acute Care Hospitals,77065
1145 W REDONDO BEACH BLVD,0,GARDENA,LOS ANGELES,Yes,0,0,0,33.893071,-118.29506,0,MEMORIAL HOSPITAL OF GARDENA,0,Proprietary,3105324200,50468,0,CA,Acute Care Hospitals,90247
1101 W UNIVERSITY DRIVE,274,ROCHESTER,OAKLAND,Yes,37,1065,856,42.680733,-83.149255,1294,CRITTENTON HOSPITAL MEDICAL CENTER,413,Voluntary non-profit - Private,2486525000,230254,45,MI,Acute Care Hospitals,48307
105 HIGHWAY 80 EAST,0,DEMOPOLIS,MARENGO,Yes,0,0,0,32.503554,-87.836427,0,BRYAN W WHITFIELD MEM HOSP INC,0,Government - Hospital District or Authority,3342894000,10112,0,AL,Acute Care Hospitals,36732
5897 COUNTY ROAD 107,0,PROCTORVILLE,LAWRENCE,No,0,245,0,38.442544,-82.357581,1418,THREE GABLES SURGERY CENTER,249,Proprietary,7408869911,360261,44,OH,Acute Care Hospitals,45669
"801 MEDICAL DRIVE, SUITE B",0,LIMA,ALLEN,No,0,0,0,40.696717,-84.089777,20,INSTITUTE FOR ORTHOPAEDIC SURGERY,0,Proprietary,4192247586,360263,0,OH,Acute Care Hospitals,45804
3404 SYLVANIA AVENUE,50,TOLEDO,LUCAS,Yes,685,1132,280,41.69195,-83.624546,295,MERCY ST ANNE HOSPITAL,234,Voluntary non-profit - Church,4194072663,360262,23,OH,Acute Care Hospitals,43623
1000 FOURTH STREET SW,740,MASON CITY,CERRO GORDO,Yes,1,2520,262,43.150633,-93.217178,344,MERCY MEDICAL CENTER-NORTH IOWA,718,Voluntary non-profit - Church,6414287000,160064,135,IA,Acute Care Hospitals,50401
3421 WEST NINTH STREET,423,WATERLOO,BLACK HAWK,Yes,384,3209,487,42.461181,-92.346233,1491,COVENANT MEDICAL CENTER,2964,Voluntary non-profit - Church,3192728000,160067,403,IA,Acute Care Hospitals,50702
2ND & FRISCO STREET,0,COLDWATER,COMANCHE,Yes,0,0,0,37.267925,-99.332085,0,COMANCHE COUNTY HOSPITAL,0,Government - Local,6205822144,171312,0,KS,Critical Access Hospitals,67029
1600 COMMUNITY DR,0,SENECA,NEMAHA,Yes,0,0,0,39.834345,-96.074778,0,NEMAHA VALLEY COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7853366181,171315,0,KS,Critical Access Hospitals,66538
408 DELAWARE ST,0,WINCHESTER,JEFFERSON,Yes,0,0,0,39.326032,-95.270062,0,JEFFERSON COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,9137744340,171314,0,KS,Critical Access Hospitals,66097
620 WEST EIGHTH STREET,0,KINSLEY,EDWARDS,Yes,0,0,0,37.920709,-99.419414,0,EDWARDS COUNTY HOSPITAL,0,Government - Local,6206593621,171317,0,KS,Critical Access Hospitals,67547
421 S MAPLE,0,GARNETT,ANDERSON,Yes,0,0,0,38.279831,-95.249494,0,ANDERSON COUNTY HOSPITAL,0,Government - Local,7852044000,171316,0,KS,Critical Access Hospitals,66032
1110 COLUMBINE DR,0,HOLTON,JACKSON,Yes,0,0,0,39.478936,-95.752446,0,HOLTON COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7853642116,171319,0,KS,Critical Access Hospitals,66436
300 NORTH STREET,0,SEDAN,CHAUTAUQUA,Yes,0,0,0,37.132999,-96.190261,0,SEDAN CITY HOSPITAL,0,Government - Local,6207253115,171318,0,KS,Critical Access Hospitals,67361
23900 KATY FREEWAY,106,KATY,HARRIS,Yes,77,77,159,29.787303,-95.786164,267,MEMORIAL HERMANN KATY HOSPITAL,125,Voluntary non-profit - Private,2813921111,450847,83,TX,Acute Care Hospitals,77494
1900 ELECTRIC ROAD,472,SALEM,SALEM,Yes,5,2816,659,37.263689,-80.031392,1093,LEWISGALE MEDICAL CENTER,1024,Proprietary,5407764000,490048,1119,VA,Acute Care Hospitals,24153
250 MERCY DRIVE,40,DUBUQUE,DUBUQUE,Yes,247,2372,193,42.492939,-90.674089,100,MERCY MEDICAL CENTER-DUBUQUE,0,Voluntary non-profit - Church,5635898000,160069,34,IA,Acute Care Hospitals,52001
100 EAGLEVILLE RD,0,EAGLEVILLE,MONTGOMERY,No,0,0,0,40.15587,-75.411891,0,EAGLEVILLE HOSPITAL,0,Voluntary non-profit - Private,2155396000,390278,0,PA,Acute Care Hospitals,19408
800 W RANDOL MILL RD,314,ARLINGTON,TARRANT,Yes,488,121,82,32.749437,-97.116299,60,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,8175486100,450064,130,TX,Acute Care Hospitals,76012
1801 NORTH OREGON STREET,474,EL PASO,EL PASO,Yes,0,2224,408,31.769977,-106.498967,1688,LAS PALMAS MEDICAL CENTER,284,Proprietary,9155211200,450107,3828,TX,Acute Care Hospitals,79902
7500 MERCY RD,832,OMAHA,DOUGLAS,Yes,6,4074,468,41.239275,-96.030982,925,ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR,51,Voluntary non-profit - Private,4023986060,280060,2952,NE,Acute Care Hospitals,68124
4021 AVE B,330,SCOTTSBLUFF,SCOTTS BLUFF,Yes,0,2447,165,41.886883,-103.664337,561,REGIONAL WEST MEDICAL CENTER,1181,Voluntary non-profit - Private,3086353711,280061,87,NE,Acute Care Hospitals,69361
800 EAST DAWSON,964,TYLER,SMITH,Yes,800,8253,570,32.342639,-95.290577,1895,MOTHER FRANCES HOSPITAL,7334,Voluntary non-profit - Church,9035938441,450102,62,TX,Acute Care Hospitals,75701
921 SOUTH BALLANCEE AVENUE,0,LUSK,NIOBRARA,Yes,0,0,0,42.762467,-104.452175,0,NIOBRARA HEALTH & LIFE CENTER,0,Government - Hospital District or Authority,3073344000,531314,0,WY,Critical Access Hospitals,82225
601 WEST LEOTA ST,153,NORTH PLATTE,LINCOLN,Yes,0,64,127,41.121652,-100.770394,28,GREAT PLAINS REGIONAL MEDICAL CENTER,334,Voluntary non-profit - Private,3086968000,280065,84,NE,Acute Care Hospitals,69101
1001 TOWSON AVENUE,0,FORT SMITH,SEBASTIAN,Yes,0,0,0,35.374888,-94.418093,0,SPARKS REGIONAL MEDICAL CENTER,0,Proprietary,5014414000,40055,0,AR,Acute Care Hospitals,72902
778 SCOGIN DRIVE,0,MONTICELLO,DREW,Yes,0,0,0,33.608168,-91.815049,0,DREW MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,8703672411,40051,0,AR,Acute Care Hospitals,71655
638 CALIFORNIA AVENUE,0,CAMDEN,OUACHITA,Yes,0,0,0,33.575864,-92.83626,0,OUACHITA COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,8708361000,40050,0,AR,Acute Care Hospitals,71701
499 10TH STREET,25,FLORESVILLE,WILSON,Yes,89,365,84,29.150201,-98.162799,471,CONNALLY MEMORIAL MEDICAL CENTER,233,Government - Hospital District or Authority,8303931300,450108,639,TX,Acute Care Hospitals,78114
315 SOUTH MANNING BOULEVARD,650,ALBANY,ALBANY,Yes,0,6133,1342,42.655833,-73.803718,1043,ST PETER'S HOSPITAL,5,Voluntary non-profit - Church,5185251550,330057,1571,NY,Acute Care Hospitals,12208
121 DEKALB AVENUE,403,BROOKLYN,KINGS,Yes,23,3575,654,40.690569,-73.977724,297,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,469,Voluntary non-profit - Private,7182508000,330056,107,NY,Acute Care Hospitals,11201
56-45 MAIN STREET,305,FLUSHING,QUEENS,Yes,884,5123,949,40.747223,-73.825206,1241,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,242,Voluntary non-profit - Other,7186701231,330055,42,NY,Acute Care Hospitals,11355
2800 GODWIN BOULEVARD,299,SUFFOLK,SUFFOLK CITY,Yes,1,987,97,36.773776,-76.578559,93,SENTARA OBICI HOSPITAL,29,Voluntary non-profit - Other,7579344000,490044,132,VA,Acute Care Hospitals,23439
200 OHIO STREET,15,MEDINA,ORLEANS,Yes,195,923,144,43.223548,-78.397603,61,MEDINA MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,5857988111,330053,22,NY,Acute Care Hospitals,14103
 1200 EAST PECAN ST,377,ALTUS,JACKSON,Yes,0,1214,181,34.63708,-99.317331,647,JACKSON COUNTY MEMORIAL HOSPITAL,5,Government - Hospital District or Authority,5803795000,370022,592,OK,Acute Care Hospitals,73523
