Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
42 6TH AVENUE SE,0,MAYVILLE,TRAILL,Yes,88,266,0,47.501104,-97.317354,0,SANFORD MAYVILLE,0,Voluntary non-profit - Private,7017863800,351309,6,ND,Critical Access Hospitals,58257
215 EAST WATER STREET,169,MUNCY,LYCOMING,Yes,513,4170,958,41.208679,-76.776434,948,MUNCY VALLEY HOSPITAL,203,Voluntary non-profit - Private,5705468282,391301,2436,PA,Critical Access Hospitals,17756
315 NORTH 14TH AVENUE,0,OTHELLO,ADAMS,Yes,0,0,0,46.829474,-119.154367,0,OTHELLO COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,5094882636,501318,0,WA,Critical Access Hospitals,99344
7601 SOUTHCREST PARKWAY,167,SOUTHAVEN,DESOTO,Yes,15,1700,1029,34.96975,-89.996962,2041,BAPTIST MEMORIAL HOSPITAL DESOTO,237,Voluntary non-profit - Private,6627724000,250141,2686,MS,Acute Care Hospitals,38671
11040 N STATE RD 77,0,HAYWARD,SAWYER,Yes,0,0,0,46.034775,-91.486155,0,HAYWARD AREA MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,7159344321,521336,0,WI,Critical Access Hospitals,54843
250 W 9TH STREET,0,HOISINGTON,BARTON,Yes,0,0,0,38.521589,-98.779806,0,CLARA BARTON HOSPITAL,0,Voluntary non-profit - Private,6206532114,171333,0,KS,Critical Access Hospitals,67544
800 RIVERSIDE DRIVE,7,WAUPACA,WAUPACA,Yes,514,1113,111,44.345294,-89.075548,328,RIVERSIDE MEDICAL CENTER,0,Voluntary non-profit - Private,7152581000,521334,7,WI,Critical Access Hospitals,54981
ONE RIVERVIEW PLAZA,363,RED BANK,MONMOUTH,Yes,345,2699,565,40.353944,-74.063478,449,RIVERVIEW MEDICAL CENTER,1349,Proprietary,7327412700,310034,76,NJ,Acute Care Hospitals,7701
819 ASH STREET,0,SPOONER,WASHBURN,Yes,0,0,0,45.825935,-91.897028,0,SPOONER HEALTH SYSTEM,0,Voluntary non-profit - Private,7156352111,521332,0,WI,Critical Access Hospitals,54801
1101 OCILLA ROAD,53,DOUGLAS,COFFEE,Yes,295,671,584,31.509617,-82.863449,928,COFFEE REGIONAL MEDICAL CENTER,30,Government - Hospital District or Authority,2293841900,110089,1000,GA,Acute Care Hospitals,31533
705 E TAYLOR ST,0,PRAIRIE DU CHIEN,CRAWFORD,Yes,0,0,0,43.044047,-91.138002,0,PRAIRIE DU CHIEN MEM HOSPITAL,0,Voluntary non-profit - Private,6083572000,521330,0,WI,Critical Access Hospitals,53821
2021 N 12TH ST,0,GRAND JUNCTION,MESA,Yes,0,0,0,39.08593,-108.553571,0,COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,9702566201,60054,0,CO,Acute Care Hospitals,81501
610 SPARTA ROAD,0,SANDERSVILLE,WASHINGTON,Yes,0,10,0,32.99578,-82.804252,0,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,4782402100,110086,0,GA,Acute Care Hospitals,31082
1000 MEDICAL CENTER BOULEVARD,1149,LAWRENCEVILLE,GWINNETT,Yes,1802,5573,1058,33.963508,-84.017687,3350,GWINNETT MEDICAL CENTER,4221,Government - Hospital District or Authority,6783121000,110087,333,GA,Acute Care Hospitals,30045
300 UNIVERSITY BLVD,493,ROUND ROCK,WILLIAMSON,Yes,483,6316,2127,30.563444,-97.684619,5188,SCOTT & WHITE HOSPITAL-ROUND ROCK,4340,Voluntary non-profit - Private,5125090100,670034,265,TX,Acute Care Hospitals,78664
1002 4TH STREET,0,KIOWA,BARBER,Yes,0,0,0,37.008483,-98.489769,0,KIOWA DISTRICT HOSPITAL,0,Government - Hospital District or Authority,6208254131,171331,0,KS,Critical Access Hospitals,67070
5665 PEACHTREE DUNWOODY ROAD,1847,ATLANTA,FULTON,Yes,0,3991,418,33.908379,-84.348718,702,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",98,Voluntary non-profit - Private,6788435720,110082,874,GA,Acute Care Hospitals,30342
1968 PEACHTREE RD NW,1883,ATLANTA,FULTON,Yes,141,7418,839,33.808584,-84.39486,1113,PIEDMONT HOSPITAL,2639,Voluntary non-profit - Private,4046055000,110083,215,GA,Acute Care Hospitals,30309
1700 E. 38TH STREET,0,MARION,GRANT,No,0,0,0,40.520026,-85.637496,0,VA N. INDIANA HEALTHCARE SYSTEM - MARION,0,Government Federal,7656743321,15004F,0,IN,ACUTE CARE - VETERANS ADMINISTRATION,46953
200 TRENTON ROAD,925,BROWNS MILLS,BURLINGTON,No,0,0,0,39.977513,-74.585621,0,DEBORAH HEART AND LUNG CENTER,0,Voluntary non-profit - Private,6098936611,310031,0,NJ,Acute Care Hospitals,8015
W 800 FIFTH AVENUE,535,SPOKANE,SPOKANE,Yes,1,1383,512,47.65193,-117.423478,4343,DEACONESS HOSPITAL,179,Voluntary non-profit - Private,5094735800,500044,208,WA,Acute Care Hospitals,99210
510 BUTLER AVE.,0,MARTINSBURG,BERKELEY,No,0,0,0,39.417566,-77.911201,0,MARTINSBURG VA MEDICAL CENTER,0,Government Federal,3042630811,51005F,0,WV,ACUTE CARE - VETERANS ADMINISTRATION,25401
8260 ATLEE ROAD,189,MECHANICSVILLE,HANOVER,Yes,391,5131,234,37.629791,-77.385911,943,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,758,Voluntary non-profit - Church,8047646000,490069,41,VA,Acute Care Hospitals,23116
25 HOSPITAL CENTER BLVD,175,HILTON HEAD ISLAND,BEAUFORT,Yes,3,1102,353,32.223336,-80.714748,523,HILTON HEAD REGIONAL MEDICAL CENTER,21,Proprietary,8436816122,420080,1081,SC,Acute Care Hospitals,29925
410 9TH ST PO BOX 517,0,EUREKA,MCPHERSON,Yes,0,0,0,45.772617,-99.622669,0,EUREKA COMMUNITY HEALTH SERVICES - CAH,0,Government - Local,6052842661,431308,0,SD,Critical Access Hospitals,57437
710 CENTER ST BOX 951,682,COLUMBUS,MUSCOGEE,Yes,116,3590,241,32.460976,-84.987709,101,MIDTOWN MEDICAL CENTER,458,Voluntary non-profit - Other,7065711000,110064,57,GA,Acute Care Hospitals,31901
1700 SKYLYN DR BOX 3217,97,SPARTANBURG,SPARTANBURG,Yes,817,287,136,34.949567,-81.932048,300,MARY BLACK MEMORIAL HOSPITAL,2,Proprietary,8645733000,420083,20,SC,Acute Care Hospitals,29307
965 SHAMROCK LANE,8,CORRY,ERIE,Yes,32,515,76,41.936081,-79.612858,54,CORRY MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,8146644641,391308,4,PA,Critical Access Hospitals,16407
TAYLOR AT MARION ST,628,COLUMBIA,RICHLAND,Yes,46,3115,1577,34.007544,-81.032697,463,PALMETTO HEALTH BAPTIST,364,Voluntary non-profit - Private,8032965678,420086,524,SC,Acute Care Hospitals,29220
316 CALHOUN ST,1277,CHARLESTON,CHARLESTON,Yes,179,2308,303,32.78316,-79.949351,2607,ROPER HOSPITAL,2122,Voluntary non-profit - Private,8437242800,420087,238,SC,Acute Care Hospitals,29401
2000 HOSPITAL DR,66,MOUNT PLEASANT,CHARLESTON,Yes,159,274,224,32.821186,-79.850521,1370,EAST COOPER MEDICAL CENTER,843,Proprietary,8438810100,420089,1741,SC,Acute Care Hospitals,29464
515 COLLEGE STREET,24,CEDAR FALLS,BLACK HAWK,Yes,743,2035,17,42.533955,-92.458382,537,SARTORI MEMORIAL HOSPITAL,249,Voluntary non-profit - Church,3192683000,160040,20,IA,Acute Care Hospitals,50613
701 THIRD AVENUE SOUTH,0,CLEAR LAKE,DEUEL,Yes,0,0,0,44.751507,-96.682587,0,SANFORD CLEAR LAKE MEDICAL CENTER,0,Voluntary non-profit - Private,6058742141,431307,0,SD,Critical Access Hospitals,57226
1601 WATSON BOULEVARD,7,WARNER ROBINS,HOUSTON,Yes,0,134,0,32.616417,-83.630651,9,HOUSTON MEDICAL CENTER,0,Voluntary non-profit - Private,4789224281,110069,0,GA,Acute Care Hospitals,31093
500 CHURCH STREET,0,HARTSVILLE,TROUSDALE,Yes,0,0,0,36.387909,-86.168115,0,TROUSDALE MEDICAL CENTER,0,Voluntary non-profit - Other,6153742221,441301,0,TN,Critical Access Hospitals,37074
"111 MICHIGAN AVE, NW",0,WASHINGTON,DISTRICT OF COLUMBIA,Yes,0,0,0,38.926952,-77.014467,0,CHILDREN'S HOSPITAL NMC,0,Voluntary non-profit - Private,2024765000,93300,0,DC,Childrens,20010
410 S 11TH ST,102,LAKE WALES,POLK,Yes,386,1237,59,27.895852,-81.565518,96,LAKE WALES MEDICAL CENTER,68,Proprietary,8636761433,100099,1330,FL,Acute Care Hospitals,33853
300 W 27 ST  PO BOX 1408,92,LUMBERTON,ROBESON,Yes,515,2976,221,34.637229,-79.012133,165,SOUTHEASTERN REGIONAL MEDICAL CENTER,113,Voluntary non-profit - Private,9106715000,340050,37,NC,Acute Care Hospitals,28359
1304 FRANKLIN AVENUE,217,NORMAL,MCLEAN,Yes,0,348,408,40.496391,-88.99106,698,ADVOCATE BROMENN MEDICAL CENTER,149,Voluntary non-profit - Church,3094541400,140127,1299,IL,Acute Care Hospitals,61761
1901 W HARRISON ST,402,CHICAGO,COOK,Yes,1254,9673,3598,41.873588,-87.674275,2068,JOHN H STROGER JR HOSPITAL,170,Government - Local,3128646000,140124,2486,IL,Acute Care Hospitals,60612
2100 MADISON AVENUE,52,GRANITE CITY,MADISON,Yes,0,1555,185,38.700899,-90.144895,113,GATEWAY REGIONAL MEDICAL CENTER,152,Proprietary,6187983175,140125,38,IL,Acute Care Hospitals,62040
110 LONGWOOD AVE,297,ROCKLEDGE,BREVARD,Yes,0,59,95,28.335224,-80.723195,188,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,456,Voluntary non-profit - Private,3216372603,100092,216,FL,Acute Care Hospitals,32955
1000 W MORENO ST,1033,PENSACOLA,ESCAMBIA,Yes,109,1558,402,30.430655,-87.231908,220,BAPTIST HOSPITAL,83,Voluntary non-profit - Private,8504344011,100093,38,FL,Acute Care Hospitals,32501
400 HEALTH PARK BLVD,180,SAINT AUGUSTINE,SAINT JOHNS,Yes,82,1701,194,29.863532,-81.317657,519,FLAGLER HOSPITAL,56,Voluntary non-profit - Private,9048194426,100090,39,FL,Acute Care Hospitals,32086
3000 32ND AVE SOUTH,60,FARGO,CASS,Yes,490,238,189,46.831441,-96.828106,567,ESSENTIA HEALTH-FARGO,0,Voluntary non-profit - Private,7013648000,350070,38,ND,Acute Care Hospitals,58104
800 SHARE DRIVE,0,ALVA,WOODS,Yes,34,56,0,36.787112,-98.67021,0,SHARE MEMORIAL HOSPITAL,21,Government - Local,5803272800,370080,3,OK,Acute Care Hospitals,73717
1 HOSPITAL DRIVE,119,LOWELL,MIDDLESEX,Yes,161,830,210,42.64569,-71.301142,553,SAINTS  MEDICAL CENTER INC,655,Voluntary non-profit - Church,9784581411,220082,27,MA,Acute Care Hospitals,1852
1025 S SECOND AVE,133,WALLA WALLA,WALLA WALLA,Yes,422,953,70,46.054964,-118.329923,199,WALLA WALLA GENERAL HOSPITAL,127,Voluntary non-profit - Church,5095250480,500049,154,WA,Acute Care Hospitals,99362
174 FIRST AVENUE NORTH,0,ILWACO,PACIFIC,Yes,0,0,0,46.311434,-124.042853,0,OCEAN BEACH HOSPITAL,0,Government - Hospital District or Authority,3606423181,501314,0,WA,Critical Access Hospitals,98624
148 CHESTNUT STREET,38,NEEDHAM,NORFOLK,Yes,11,2949,280,42.277254,-71.236697,545,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,22,Government - Local,7814533000,220083,52,MA,Acute Care Hospitals,2494
4201 BELFORT RD,327,JACKSONVILLE,DUVAL,Yes,0,1035,421,30.253805,-81.582636,491,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,299,Voluntary non-profit - Private,9042963700,100307,53,FL,Acute Care Hospitals,32216
211 SKYLINE DRIVE,0,WHITE SALMON,KLICKITAT,Yes,0,0,0,45.722343,-121.4707,0,SKYLINE HOSPITAL,0,Government - Hospital District or Authority,5094911101,501315,0,WA,Critical Access Hospitals,98672
2906 17TH STREET,29,SAINT CLOUD,OSCEOLA,Yes,0,19,13,28.243444,-81.303686,6,ST CLOUD REGIONAL MEDICAL CENTER,1,Proprietary,4074983432,100302,73,FL,Acute Care Hospitals,34769
70 EAST STREET,71,METHUEN,ESSEX,Yes,9,3489,829,42.728461,-71.168301,2362,HOLY FAMILY HOSPITAL,868,Proprietary,9786870156,220080,2054,MA,Acute Care Hospitals,1844
4150 CLEMENT STREET,0,SAN FRANCISCO,SAN FRANCISCO,No,0,0,0,37.782183,-122.504215,0,SAN FRANCISCO VA MEDICAL CENTER,0,Government Federal,4152214810,05130F,0,CA,ACUTE CARE - VETERANS ADMINISTRATION,94121
"1200 N STATE ST, ROOM C2K100",0,LOS ANGELES,LOS ANGELES,Yes,0,0,0,34.052234,-118.243685,0,LAC+USC MEDICAL CENTER,0,Government - Local,3232262800,50373,0,CA,Acute Care Hospitals,90033
2809 SOUTH MAYHILL ROAD,0,DENTON,DENTON,No,0,0,0,33.175862,-97.086624,0,MAYHILL HOSPITAL,0,Proprietary,9402393000,670010,0,TX,Acute Care Hospitals,76208
7305 N. MILITARY TRAIL,0,WEST PALM BEACH,PALM BEACH,No,0,0,0,26.786072,-80.111763,0,W PALM BEACH VA MEDICAL CENTER,0,Government Federal,5614228600,10065F,0,FL,ACUTE CARE - VETERANS ADMINISTRATION,33410
1000 W CARSON ST,0,TORRANCE,LOS ANGELES,Yes,0,0,0,33.830684,-118.292191,0,LAC/HARBOR-UCLA MED CENTER,0,Government - Local,3102222101,50376,0,CA,Acute Care Hospitals,90509
9449 SAN FERNANDO RD,0,SUN VALLEY,LOS ANGELES,Yes,0,0,0,34.240185,-118.396317,0,PACIFICA HOSPITAL OF THE VALLEY,0,Proprietary,8187673310,50378,0,CA,Acute Care Hospitals,91352
1017 SOUTH TRAVIS,0,CLEVELAND,LIBERTY,Yes,0,193,41,30.328531,-95.093786,41,DOCTORS DIAGNOSTIC HOSPITAL,51,Physician,2816222900,670018,0,TX,Acute Care Hospitals,77328
7501 FANNIN,1358,HOUSTON,HARRIS,Yes,0,1071,73,29.692587,-95.400718,336,UNIVERSITY GENERAL HOSPITAL,1704,Proprietary,7136523800,670019,103,TX,Acute Care Hospitals,77054
CALLE HERNANDEZ CARRION URB ATENAS,0,MANATI,MANATI,Yes,0,0,0,18.434391,-66.480449,0,MANATI MEDICAL CENTER DR OTERO LOPEZ,0,Proprietary,7876213700,400114,0,PR,Acute Care Hospitals,674
CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,0,VEGA BAJA,VEGA BAJA,Yes,0,0,0,18.450867,-66.421198,0,CENTRO MEDICO WILMA N VAZQUEZ,0,Proprietary,7878581580,400115,0,PR,Acute Care Hospitals,693
55 PALM ST,0,ARECIBO,ARECIBO,Yes,0,0,0,18.388009,-66.665278,0,HOSPITAL DR SUSONI INC,0,Voluntary non-profit - Private,7876501031,400117,0,PR,Acute Care Hospitals,614
7601 OSLER DRIVE,0,TOWSON,BALTIMORE,Yes,0,0,0,39.387326,-76.61116,0,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,0,Voluntary non-profit - Private,4103371000,210063,0,MD,Acute Care Hospitals,21204
7503 SURRATTS ROAD,0,CLINTON,PRINCE GEORGES,Yes,0,0,0,38.748266,-76.875902,0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,0,Voluntary non-profit - Private,3018688000,210062,0,MD,Acute Care Hospitals,20735
9733 HEALTHWAY DRIVE,0,BERLIN,WORCESTER,Yes,0,0,0,38.338757,-75.211279,0,ATLANTIC GENERAL HOSPITAL,0,Voluntary non-profit - Private,4106419601,210061,0,MD,Acute Care Hospitals,21811
11711 LIVINGSTON ROAD,0,FORT WASHINGTON,PRINCE GEORGES,Yes,0,0,0,38.728175,-76.992137,0,FORT WASHINGTON HOSPITAL,0,Voluntary non-profit - Other,3012927000,210060,0,MD,Acute Care Hospitals,20744
10000 BAY PINES BLVD.,0,BAY PINES,PINELLAS,No,0,0,0,27.813331,-82.776968,0,BAY PINES VA MEDICAL CENTER,0,Government Federal,7273986661,10009F,0,FL,ACUTE CARE - VETERANS ADMINISTRATION,33708
"MARGINAL CARRETERA NO 2, KM 47 7",0,MANATI,MANATI,Yes,0,0,0,18.420488,-66.486673,0,"DOCTORS' CENTER HOSPITAL, INC",0,Proprietary,7878543322,400118,0,PR,Acute Care Hospitals,674
6250 HWY 83/84,225,ABILENE,TAYLOR,Yes,0,4459,303,32.513108,-99.746451,1775,ABILENE REGIONAL MEDICAL CENTER,9,Proprietary,3254281000,450558,2038,TX,Acute Care Hospitals,79606
3535 SOUTH I35 EAST,770,DENTON,DENTON,Yes,0,653,198,33.257173,-97.23937,199,DENTON REGIONAL MEDICAL CENTER,11,Proprietary,9403843535,450634,11,TX,Acute Care Hospitals,76210
245 MEDICAL PARK DRIVE,12,MARION,SMYTH,Yes,64,227,39,36.870468,-81.524989,41,SMYTH COUNTY COMMUNITY HOSPITAL,2,Voluntary non-profit - Other,2763781000,490038,0,VA,Acute Care Hospitals,24354
1250 EAST MARSHALL STREET - BOX 980510,2284,RICHMOND,RICHMOND CITY,Yes,300,6311,241,37.540725,-77.436048,892,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,299,Government - Hospital District or Authority,8048280938,490032,122,VA,Acute Care Hospitals,23298
1000 NORTH SHENANDOAH AVE,0,FRONT ROYAL,WARREN,Yes,167,696,148,38.930957,-78.198942,319,WARREN MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,7036360300,490033,0,VA,Acute Care Hospitals,22630
9507 HOSPITAL AVENUE,71,NASSAWADOX,NORTHAMPTON,Yes,309,1555,93,37.47512,-75.86264,107,RIVERSIDE SHORE MEMORIAL HOSPITAL,247,Voluntary non-profit - Private,7574148000,490037,27,VA,Acute Care Hospitals,23413
1850 STATE ST,233,NEW ALBANY,FLOYD,Yes,9,1380,232,38.301947,-85.83409,206,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,2,Government - Local,8129495500,150044,45,IN,Acute Care Hospitals,47150
1316 E SEVENTH ST,100,AUBURN,DE KALB,Yes,225,1855,397,41.368804,-85.035119,1068,DEKALB HEALTH,564,Voluntary non-profit - Private,2609254600,150045,1177,IN,Acute Care Hospitals,46706
3901 S SEVENTH ST,353,TERRE HAUTE,VIGO,Yes,128,6223,101,39.419634,-87.406847,912,TERRE HAUTE REGIONAL HOSPITAL,201,Proprietary,8122320021,150046,753,IN,Acute Care Hospitals,47802
2400 NORTH ROCKTON AVENUE,119,ROCKFORD,WINNEBAGO,Yes,2062,3432,201,42.298441,-89.098972,275,ROCKFORD MEMORIAL HOSPITAL,1661,Voluntary non-profit - Private,8159686861,140239,69,IL,Acute Care Hospitals,61103
1500 COMMONWEALTH AVENUE,0,WILLIAMSBURG,JAMES CITY,Yes,0,0,0,37.250868,-76.668537,0,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,0,Voluntary non-profit - Private,7573453000,490143,0,VA,Acute Care Hospitals,23185
520 S 7TH ST,27,VINCENNES,KNOX,Yes,0,109,103,38.672928,-87.532688,74,GOOD SAMARITAN HOSPITAL,9,Voluntary non-profit - Other,8128825220,150042,71,IN,Acute Care Hospitals,47591
BOX 380,0,CAVALIER,PEMBINA,Yes,17,0,0,48.793881,-97.62231,4,PEMBINA COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,7012658461,351319,132,ND,Critical Access Hospitals,58220
5666 EAST STATE STREET,383,ROCKFORD,WINNEBAGO,Yes,385,1436,168,42.269784,-89.007471,1225,SAINT ANTHONY MEDICAL CENTER,684,Voluntary non-profit - Church,8152262000,140233,1135,IL,Acute Care Hospitals,61108
801 SOUTH WASHINGTON,330,NAPERVILLE,DUPAGE,Yes,113,8892,693,41.760741,-88.15014,1209,EDWARD HOSPITAL,108,Voluntary non-profit - Private,6305273000,140231,741,IL,Acute Care Hospitals,60540
1100 REID PKWY,473,RICHMOND,WAYNE,Yes,0,6975,324,39.864051,-84.884127,634,REID HOSPITAL & HEALTH CARE SERVICES,1426,Voluntary non-profit - Private,7659833000,150048,139,IN,Acute Care Hospitals,47374
917 N WASHINGTON AVE,0,MADISON,LAKE,Yes,0,0,0,44.013666,-97.109787,0,MADISON COMMUNITY HOSPITAL - CAH,0,Voluntary non-profit - Private,6052566551,431300,0,SD,Critical Access Hospitals,57042
925 WEST ST,49,PERU,LA SALLE,Yes,775,2017,320,41.328779,-89.1252,330,ILLINOIS VALLEY COMMUNITY HOSPITAL,2,Voluntary non-profit - Private,8152233300,140234,24,IL,Acute Care Hospitals,61354
250 COLLEGE AVENUE,250,LANCASTER,LANCASTER,Yes,0,69,71,40.040513,-76.320695,51,LANCASTER REGIONAL MEDICAL CENTER,5,Proprietary,7172918123,390061,52,PA,Acute Care Hospitals,17604
26791 HIGHWAY 380,0,AUBREY,DENTON,Yes,0,0,0,33.220675,-96.913502,0,BAYLOR EMERGENCY MEDICAL CENTER,0,Proprietary,9723472525,670062,0,TX,Acute Care Hospitals,76227
210 NORTH MAIN STREET,5,LONDON,MADISON,Yes,71,852,44,39.892537,-83.454325,119,MADISON COUNTY HOSPITAL INC,387,Voluntary non-profit - Private,7408457000,360189,656,OH,Acute Care Hospitals,43140
24 HOSPITAL LANE,0,CALAIS,WASHINGTON,Yes,0,0,0,45.177807,-67.267865,0,CALAIS REGIONAL HOSPITAL,0,Voluntary non-profit - Private,2074547521,201305,0,ME,Critical Access Hospitals,4619
179 NORTH BROAD STREET,2,NORWICH,CHENANGO,Yes,695,517,23,42.54123,-75.525772,154,"CHENANGO MEMORIAL HOSPITAL, INC",0,Voluntary non-profit - Private,6073354111,330033,11,NY,Acute Care Hospitals,13815
1900 PINE,3702,ABILENE,TAYLOR,Yes,10,3028,435,32.472237,-99.733255,1012,HENDRICK MEDICAL CENTER,711,Voluntary non-profit - Private,3256702000,450229,697,TX,Acute Care Hospitals,79601
601 SOUTH 8TH STREET,565,GRIFFIN,SPALDING,Yes,695,3239,487,33.240091,-84.265754,1448,SPALDING REGIONAL HOSPITAL,109,Proprietary,7702282721,110031,3989,GA,Acute Care Hospitals,30223
705 EAST FELT STREET,1,BROWNFIELD,TERRY,Yes,0,289,0,33.187081,-102.267751,0,BROWNFIELD REGIONAL MEDICAL CENTER,18,Government - Hospital District or Authority,8066373551,450399,0,TX,Acute Care Hospitals,79316
521 ADAMS STREET,0,MORTON,LEWIS,Yes,0,0,0,46.555923,-122.280017,0,MORTON SWING BED,0,Government - Hospital District or Authority,3604965112,501319,0,WA,Critical Access Hospitals,98356
509 BILTMORE AVE,1423,ASHEVILLE,BUNCOMBE,Yes,1824,4698,1261,35.576583,-82.549222,2157,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,2690,Voluntary non-profit - Private,8282131111,340002,359,NC,Acute Care Hospitals,28801
723 MEMORIAL STREET,0,PROSSER,BENTON,Yes,0,0,0,46.208315,-119.764159,0,PROSSER MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,5097862222,501312,0,WA,Critical Access Hospitals,99350
817 COMMERCIAL STREET,0,LEAVENWORTH,CHELAN,Yes,0,0,0,47.59439,-120.660937,0,CASCADE MEDICAL CENTER,0,Government - Hospital District or Authority,5095485815,501313,0,WA,Critical Access Hospitals,98826
 714 WEST PINE STREET,0,NEWPORT,PEND OREILLE,Yes,0,0,0,48.182146,-117.049402,0,NEWPORT COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,5094472441,501310,0,WA,Critical Access Hospitals,99156
903 SOUTH ADAMS,0,RITZVILLE,ADAMS,Yes,0,0,0,47.12117,-118.372602,0,EAST ADAMS RURAL HOSPITAL,0,Government - Hospital District or Authority,5096591200,501311,0,WA,Critical Access Hospitals,99169
310 SOUTH ROOSEVELT,0,GOLDENDALE,KLICKITAT,Yes,0,0,0,45.820628,-120.812252,0,KLICKITAT VALLEY HOSPITAL,0,Government - Hospital District or Authority,5097734022,501316,0,WA,Critical Access Hospitals,98620
407 3RD AVE SE,0,GARRISON,MCLEAN,Yes,0,0,0,47.648366,-101.411265,0,GARRISON MEMORIAL HOSPITAL,0,Voluntary non-profit - Church,7014632275,351303,0,ND,Critical Access Hospitals,58540
1717 HWY 59 BYPASS,27,LIVINGSTON,POLK,Yes,0,660,18,30.684132,-94.949786,239,MEMORIAL MEDICAL CENTER LIVINGSTON,49,Voluntary non-profit - Private,9363274381,450395,14,TX,Acute Care Hospitals,77351
1141 NORTH MONROE DRIVE,58,XENIA,GREENE,Yes,31,702,18,39.700218,-83.927822,173,GREENE MEMORIAL HOSPITAL,50,Voluntary non-profit - Private,9373522000,360026,33,OH,Acute Care Hospitals,45385
BARRIO MONACILLOS CENTROMEDICO,0,RIO PIEDRAS,SAN JUAN,Yes,0,0,0,18.399722,-66.05,0,HOSPITAL UNIVERSITARIO DE ADULTO,0,Government - State,7877540101,400061,0,PR,Acute Care Hospitals,927
630 SOUTH MAIN STREET,0,WATER VALLEY,YALOBUSHA,No,0,0,0,34.127862,-89.640986,0,YALOBUSHA GENERAL HOSPITAL,0,Government - Local,6624731411,250061,0,MS,Acute Care Hospitals,38965
870 S MAIN BOX 577,0,FAYETTE,JEFFERSON,Yes,0,0,0,31.711553,-91.060661,0,JEFFERSON COUNTY HOSPITAL,0,Government - Local,6017863401,250060,0,MS,Acute Care Hospitals,39069
835 MEDICAL CENTER DR,0,WEST POINT,CLAY,Yes,0,10,0,33.618616,-88.662003,10,CLAY COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,6624952300,250067,0,MS,Acute Care Hospitals,39773
450 EAST MAIN STREET,1378,REXBURG,MADISON,Yes,189,1084,1798,43.825512,-111.770711,1657,MADISON MEMORIAL HOSPITAL,88,Government - Local,2083596900,130025,1371,ID,Acute Care Hospitals,83440
"101 HOSPITAL CENTER BOULEVARD, SUITE 307",432,STAFFORD,STAFFORD,Yes,0,1304,322,38.414112,-77.406997,548,"STAFFORD HOSPITAL, LLC",9,Voluntary non-profit - Private,5407419000,490140,1404,VA,Acute Care Hospitals,22554
4600 SPOTSYLVANIA PARKWAY,218,FREDERICKSBURG,SPOTSYLVANIA,Yes,0,1976,132,38.218207,-77.494745,82,SPOTSYLVANIA REGIONAL MEDICAL CENTER,5,Proprietary,5404984000,490141,66,VA,Acute Care Hospitals,22408
777 HOSPITAL WAY,556,POCATELLO,BANNOCK,Yes,441,1379,327,42.873743,-112.420875,893,PORTNEUF MEDICAL CENTER,363,Proprietary,2082391000,130028,635,ID,Acute Care Hospitals,83201
4701 MONTGOMERY BOULEVARD NE,0,ALBUQUERQUE,BERNALILLO,Yes,0,2874,383,35.13193,-106.59065,1822,LOVELACE WOMEN'S HOSPITAL,0,Government - State,5057277805,320017,933,NM,Acute Care Hospitals,87109
1314 19TH AVE,198,MERIDIAN,LAUDERDALE,Yes,0,4036,301,32.370512,-88.697546,3254,RUSH FOUNDATION HOSPITAL,4160,Voluntary non-profit - Private,6014830011,250069,1361,MS,Acute Care Hospitals,39301
1440 N MAIN ST,3,SPEARFISH,LAWRENCE,Yes,0,103,26,44.498011,-103.861142,266,SPEARFISH REGIONAL HOSPITAL,0,Voluntary non-profit - Private,6056444000,430048,24,SD,Acute Care Hospitals,57783
