city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
Chicago,0.0,0.0,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,Auster Company Inc,,IL,2404 S. Wolcott Ave unit 32-33,0.0,2002,60608
Kannapolis,2.58,12.91,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Britthaven Rest Home,Britthaven of Kannapolis,NC,1808 N Cannon Blvd,28.4,2002,28083
Wadesboro,1.3,1.3,Services,8062,General Medical and Surgical Hospitals,Health Services,Carolinas-Anson Healthcare Inc,Anson Community Hospital,NC,500 Morven Rd,8.13,2002,28170
OTTAWA,3.44,9.19,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,OTTAWA PAVILLION LTD,,IL,800 E CENTER STREET,10.34,2002,61350
Houston,0.0,0.0,Manufacturing,3441,Fabricated Structural Metal,"Fabricated Metal Products, Except Machinery And Transportation Equipment",American Block Company Inc,,TX,6311 Breen Dr,0.0,2002,77086
Willard,5.34,5.34,Services,8051,Skilled Nursing Care Facilities,Health Services,Willard Liberty Nursing Inc,Hillside Acres Nursing Home,OH,370 E Howard St,10.69,2002,44890
KILGORE,0.79,3.96,Manufacturing,3353,"Aluminum Sheet, Plate, and Foil",Primary Metal Industries,Snowmax,,TX,FM RD 1252 W,4.75,2002,75662
Somerset,14.53,22.94,Wholesale Trade,5142,Packaged Frozen Foods,Wholesale Trade-non-durable Goods,Somerset Foods Inc,Somerset Food Service,KY,910 Highway 461,24.47,2002,42503
San Jose,1.53,1.53,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,Olivera Egg Ranch LLC,Olivera Foods,CA,3315 Sierra Rd,1.53,2002,95132
San Jose,3.69,4.93,Wholesale Trade,5144,Poultry and Poultry Products,Wholesale Trade-non-durable Goods,Race Street Foods Inc,Race Street Fish & Poultry,CA,1130 Olinder CT,4.93,2002,95122
FLANDERS,0.0,0.0,Manufacturing,2673,"Plastics, Foil, and Coated Paper Bags",Paper And Allied Products,TARGET HOLDINGS INC,,NJ,99 FLANDERS BARTLEY RD,0.0,2002,7836
Mission,7.18,9.88,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,Mission Shippers Inc,Mission Shippers Gift Fruit,TX,721 Walsh Ave,13.47,2002,78572
Hamburg,0.0,2.86,Manufacturing,3713,Truck and Bus Bodies,Transportation Equipment,R D Murray Inc,,NY,S4760 Camp Rd,17.21,2002,14075
JESUP,2.52,5.05,Manufacturing,2241,Narrow Fabric and Other Smallware Mills,Textile Mill Products,Georgia Narrow Fabrics Corp,,GA,2050 SUNSET BLVD,7.57,2002,31545
Miami,2.08,4.16,Wholesale Trade,5147,Meats and Meat Products,Wholesale Trade-non-durable Goods,National Provisions Inc,National Deli King,FL,1630 NW 70th Ave,4.16,2002,33126
NAMPA,4.15,4.15,Manufacturing,2439,"Structural Wood Members, Not Elsewhere Classified","Lumber And Wood Products, Except Furniture",Building Components of Idaho,,ID,1102 FRANKLIN BLVD,14.54,2002,83687
El Paso,1.6,1.6,Wholesale Trade,5145,Confectionery,Wholesale Trade-non-durable Goods,Frito-Lay Inc,Frito-Lay,TX,7170 Industrial Ave,1.6,2002,79915
CINCINNATI,1.45,6.29,Manufacturing,2086,Bottled and Canned Soft Drinks and Carbonated Waters,Food And Kindred Products,PEPSI-COLA GEN BOTTLERS DEL,PEPSICO,OH,2121 SUNNYBROOK DR,8.47,2002,45237
FORT PAYNE,2.21,10.08,Manufacturing,3949,"Sporting and Athletic Goods, Not Elsewhere Classified",Miscellaneous Manufacturing Industries,"PlayCore WI, INC",GameTime,AL,150 GAME TIME DR,17.21,2002,35967
MARTINSBURG,2.78,5.01,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,HOMEWOOD RETIREMENT CENTER,,PA,430 S MARKET ST,7.25,2002,16662
Bridgewater,3.51,4.69,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Home Depot USA Inc,Home Depot #962,NJ,724 Route 202 So.,9.97,2002,8807
Little Rock,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Overnite Transportation Co,,AR,1913 E Roosevelt Rd,3.26,2002,72206
NORTHLAKE,0.0,0.0,Manufacturing,2086,Bottled and Canned Soft Drinks and Carbonated Waters,Food And Kindred Products,Dr Pepper-Seven Up Btlg Group,,IL,400 N WOLF RD,2.1,2002,60164
NAGS HEAD,5.17,6.46,Services,8051,Skilled Nursing Care Facilities,Health Services,BRITTHAVEN INC,BRITTHAVEN,NC,430 W HEALTH CENTER DR,16.8,2002,27959
SANFORD,0.87,3.69,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,MAGNETI MARELLI POWERTRAIN USA,MAGNETI MARELLI USA INC,NC,2101 NASH ST.,7.38,2002,27331
TUCKER,4.04,5.38,Services,8051,Skilled Nursing Care Facilities,Health Services,BEVERLY ENTERPRISES INC,BRIARWOOD NURSING CTR 0715,GA,3888 LAVISTA RD,5.38,2002,30084
Hudson,6.35,10.58,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Diggins & Rose Inc,,NH,3 Sagamore Park Rd,16.93,2002,3051
SAUGERTIES,3.16,3.16,Manufacturing,3443,Fabricated Plate Work (Boiler Shops),"Fabricated Metal Products, Except Machinery And Transportation Equipment",ROTRON INCORPORATED,AMETEK ROTRON,NY,75 NORTH ST,6.33,2002,12477
Canton,3.88,3.88,Manufacturing,2653,Corrugated and Solid Fiber Boxes,Paper And Allied Products,Abbott-Action Inc,Abbott-Avon Packaging / Avon Corrugated,MA,10 Campanelli Circle,3.88,2002,2021
Clear Lake,0.0,0.0,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Nash-Finch Company,Econofoods,IA,20 S 4th St,4.2,2002,50428
MIAMI,1.21,1.21,Manufacturing,3589,"Service Industry Machinery, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,ATLAS METAL INDUSTRIES INC,,FL,1135 NW 159TH DR,7.27,2002,33169
Hickory,0.0,0.58,Manufacturing,2512,"Wood Household Furniture, Upholstered",Furniture And Fixtures,Lane Furniture Industries,Lane Furniture,NC,37 9th Street Pl SE,2.32,2002,28602
CANONSBURG,7.86,10.49,Services,8051,Skilled Nursing Care Facilities,Health Services,Beverly Enterprises,,PA,201 VILLAGE DR,26.22,2002,15317
PHOENIX,11.54,12.8,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,America West Airlines Inc,PHOENIX INTL ARPT.,AZ,3800 E. SKY HARBOR BLVD.,12.8,2002,85034
CONCORD,0.91,7.35,Manufacturing,3663,Radio and Television Broadcasting and Communications Equipment,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEA TEL INC,,CA,1035 SHARY CT,10.11,2002,94518
SIOUX FALLS,2.02,5.56,Manufacturing,3679,"Electronic Components, Not Elsewhere Classified","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",ELECTRONIC SYSTEMS INC,,SD,600 E 50TH ST N,9.6,2002,57104
Monroe,0.0,0.0,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Silgan Plastics Corporation,Silgan,GA,Vine St & Adamson Dr,7.0,2002,30655
DENMARK,4.57,4.57,"Agriculture, Forestry, And Fishing",181,Ornamental Floriculture and Nursery Products,Agricultural Production Crops,FLORAL PLANT GROWERS LLC,NATURAL BEAUTY GROWERS,WI,N781 CURRAN RD,5.88,2002,54208
Columbia,0.0,0.0,Manufacturing,3711,Motor Vehicles and Passenger Car Bodies,Transportation Equipment,Daimlerchrysler N Amercn Holdg,,MD,7085 Samuel Morse Dr,0.0,2002,21046
TYLERTOWN,0.0,0.0,Manufacturing,3553,Woodworking Machinery,Industrial And Commercial Machinery And Computer Equipment,STRINGER INDUSTRIES INC,,MS,11 HIGHWAY 48 E,8.52,2002,39667
MIDDLEFIELD,5.78,8.68,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Dillen Products Inc,Dillen Products,OH,16460 E HIGH ST,20.25,2002,44062
Lancaster,0.0,1.36,"Transportation, Communications, Electric, Gas, And Sanitary Services",4226,"Special Warehousing and Storage, Not Elsewhere Classified",Motor Freight Transportation And Warehousing,Burnham Corporation,Hydronics Div,PA,1245 MANHEIM PK,2.72,2002,17601
GRAFTON,0.79,2.39,Services,8051,Skilled Nursing Care Facilities,Health Services,LUTHERAN SUNSET HOME INC,,ND,333 EASTERN AVE,3.19,2002,58237
FOLLANSBEE,6.56,6.56,Manufacturing,3444,Sheet Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Louis Berkman Company,Follansbee Dock Systems,WV,1 STATE ST,39.4,2002,26037
NAPLES,4.11,5.48,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Coastal Beverage Ltd,,FL,4747 PROGRESS AVE,13.7,2002,34104
PARIS,0.0,0.0,Manufacturing,3272,"Concrete Products, Except Block and Brick","Stone, Clay, Glass, And Concrete Products",HYDRO CONDUIT CORPORATION,C S R HYDRO CONDUIT,TX,1569 S CHURCH ST,0.0,2002,75460
GLENDALE,14.46,14.46,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,JOE CONWAY TRUCKING CO,,AZ,6509 W ORANGEWOOD AVE,14.46,2002,85301
Woburn,1.76,4.4,Wholesale Trade,5147,Meats and Meat Products,Wholesale Trade-non-durable Goods,Dole & Bailey Inc,Dole,MA,16 Conn St,4.4,2002,1801
Strasburg,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,Strasburg Nursing Home,,ND,409 S 3rd St,0.0,2002,58573
Fresno,2.06,9.63,Manufacturing,2051,"Bread and Other Bakery Products, Except Cookies and Crackers",Food And Kindred Products,Rich Products Corporation,,CA,320 O St,11.01,2002,93721
Portland,0.0,4.52,Manufacturing,3433,"Heating Equipment, Except Electric and Warm Air Furnaces","Fabricated Metal Products, Except Machinery And Transportation Equipment",Jotul North America Inc,Jotul USA Inc,ME,400 Riverside St Unit D1,6.78,2002,4103
Fort Smith,5.37,5.37,Wholesale Trade,5143,"Dairy Products, Except Dried or Canned",Wholesale Trade-non-durable Goods,Hiland Dairy Foods Company Llc,Acee-Hiland Dairy,AR,415 S 10th St,5.37,2002,72901
FAIRHAVEN,12.54,27.88,Services,8051,Skilled Nursing Care Facilities,Health Services,KINDRED HEALTHCARE INC,NICHOLS NURSING HOME,MA,184 MAIN ST,27.88,2002,2719
Littleton,3.25,3.25,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Lasertone Corp,,MA,265 Foster St,3.25,2002,1460
CAIRO,8.85,8.85,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Ira Higdon Grocery Co Inc,,GA,150 IGA WAY NE,10.12,2002,39828
LAURINBURG,0.0,4.35,Manufacturing,3873,"Watches, Clocks, Clockwork Operated Devices, and Parts","Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Toastmaster Inc,Ingraham Clock,NC,17160 PLANT RD,8.71,2002,28352
Overland Park,0.0,4.07,Services,8051,Skilled Nursing Care Facilities,Health Services,Epoch Assisted Living of Overland Park,,KS,9201 Foster St,22.4,2002,66212
ORLANDO,4.3,16.46,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Schenck Co,Central Beverage Service,FL,4161 N JOHN YOUNG PKWY,18.74,2002,32804
PAWTUCKET,0.0,0.0,Manufacturing,2653,Corrugated and Solid Fiber Boxes,Paper And Allied Products,ACTION CONTAINER CORP,,RI,1 CAMPBELL ST,12.4,2002,2860
Pensacola,1.27,1.27,Wholesale Trade,5146,Fish and Seafoods,Wholesale Trade-non-durable Goods,Joe Patti Seafood Company,,FL,524 S B St,10.79,2002,32501
CLEARWATER,2.58,6.02,Manufacturing,2782,"Blankbooks, Looseleaf Binders and Devices","Printing, Publishing, And Allied Industries",John H Harland Company,,FL,5115 ULMERTON RD,6.02,2002,33760
Burlington,0.96,10.62,Services,8051,Skilled Nursing Care Facilities,Health Services,Burlington Wods Cnvlescent Ctr,Burlington Woods,NJ,115 Sunset Rd,11.59,2002,8016
MORRISVILLE,3.56,3.56,Manufacturing,3824,Totalizing Fluid Meters and Counting Devices,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",ETRIALS WORLDWIDE,,NC,2701 AERIAL CENTER PKWY STE 100,5.34,2002,27560
MANVILLE,2.86,2.86,Services,8051,Skilled Nursing Care Facilities,Health Services,THE HOLIDAY RETIREMENT HOME,,RI,30 SAYLES HILL RD,5.72,2002,2838
CAMDEN,3.02,4.53,Manufacturing,2426,Hardwood Dimension and Flooring Mills,"Lumber And Wood Products, Except Furniture",ROGERS LUMBER COMPANY INC,,AR,937 HIGHWAY 7 N,6.04,2002,71701
DARDANELLE,1.09,10.99,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,TYSON FOODS INC,COMPLEX OFFICE,AR,6 TH & LOCUST,13.83,2002,72834
NEW IBERIA,4.91,9.0,Wholesale Trade,5142,Packaged Frozen Foods,Wholesale Trade-non-durable Goods,Doerle Food Services Inc,,LA,401 W ADMIRAL DOYLE DR,17.19,2002,70560
Nashville,0.73,2.2,Manufacturing,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",Chemicals And Allied Products,International Paint,Akzo Nobel,TN,20 Culvert St,2.93,2002,37210
Cincinnati,0.68,1.37,Manufacturing,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Xtek Inc,,OH,11451 Reading Rd,11.32,2002,45241
TAMPA,3.74,4.98,Wholesale Trade,5146,Fish and Seafoods,Wholesale Trade-non-durable Goods,Coxs Wholesale Seafood Inc,,FL,5806 N OCCIDENT ST,4.98,2002,33614
Wautoma,0.0,1.38,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Fleetguard Inc.,Nelson Ind,WI,431 E Division St,3.69,2002,54982
Redlands,1.29,3.02,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Home Depot USA Inc,Home Depot #1013,CA,1151 W Lugonia Ave,5.62,2002,92374
TEXAS CITY,25.34,25.34,"Transportation, Communications, Electric, Gas, And Sanitary Services",4226,"Special Warehousing and Storage, Not Elsewhere Classified",Motor Freight Transportation And Warehousing,Stantrans Inc,St Services,TX,201 DOCK RD,25.34,2002,77590
Amboy,2.4,7.22,Services,8051,Skilled Nursing Care Facilities,Health Services,Amboy Rhbilitation Nursing Ctr,Amboy Rhblttion Nursing Ctr Lt,IL,15 W Wasson Rd,10.84,2002,61310
WEST BEND,2.94,8.24,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",SERIGRAPH INC,,WI,3701 DECORAH RD,8.24,2002,53095
San Leandro,3.7,7.4,Services,8051,Skilled Nursing Care Facilities,Health Services,Psychiatric Contract Services,Villa Fairmont Mental Health,CA,15200 Foothill Blvd,8.32,2002,94578
RENO,8.9,20.03,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,NEW WEST DISTRIBUTING,COORS-NEW WEST DISTRIBUTORS,NV,127 WOODLAND AVENUE,37.83,2002,89523
Sierra Vista,13.41,18.78,"Transportation, Communications, Electric, Gas, And Sanitary Services",4215,"Courier Services, Except by Air",Motor Freight Transportation And Warehousing,United Parcel Service Inc OH,UPS,AZ,6447 E Highway 90,37.56,2002,85635
LAS VEGAS,1.53,3.07,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,JIM L SHETAKIS DISTRIBUTING CO,SHETAKIS WHOLESALERS,NV,3400 WESTERN AVE,7.69,2002,89109
LUXEMBURG,9.26,13.89,Manufacturing,3085,Plastics Bottles,Rubber And Miscellaneous Plastics Products,N E W PLASTICS CORP,,WI,112 4TH ST,15.74,2002,54217
WATERTOWN,3.43,3.43,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,DAKOTA TUBE INC,,SD,221 AIRPORT DR,8.02,2002,57201
New York,0.0,0.0,Manufacturing,3915,"Jewelers' Findings and Materials, and Lapidary Work",Miscellaneous Manufacturing Industries,MAGIC NOVELTY CO. INC.,,NY,308 Dyckman St,0.0,2002,10034
HOMESTEAD,6.2,6.2,Wholesale Trade,5031,"Lumber, Plywood, Millwork, and Wood Panels",Wholesale Trade-durable Goods,K & A Lumber Company Inc,,FL,1001 W MOWRY DR,7.24,2002,33030
La Porte,0.84,2.69,Manufacturing,3324,Steel Investment Foundries,Primary Metal Industries,Howmet Corporation,La Porte Casting Division,IN,1110 E Lincolnway,4.38,2002,46350
Bakersfield,0.0,3.01,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,Jims Supply Co Inc,,CA,3530 Buck Owens Blvd,3.01,2002,93308
Arcadia,5.12,5.12,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Pehler & Sons Inc,Pehler & Sons Trucking,WI,1740 E Blaschko Ave,6.83,2002,54612
DICKERSON,3.79,7.59,Manufacturing,2899,"Chemicals and Chemical Preparations, Not Elsewhere Classified",Chemicals And Allied Products,NEUTRON PRODUCTS INC,,MD,22301 MOUNT EPHRAIM RD,7.59,2002,20842
SAINT PAUL,0.94,1.88,Manufacturing,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",Paper And Allied Products,Tilsner Carton Co,Meridian Display & Merchandise,MN,162 YORK AVE,8.48,2002,55117
FOUNTAIN VALLEY,14.26,14.26,Manufacturing,3711,Motor Vehicles and Passenger Car Bodies,Transportation Equipment,GAFFOGLIO FAMILY METALCRAFTERS,CAMERA READY CARS,CA,11161 SLATER AVE,35.18,2002,92708
Boca Raton,1.53,18.47,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,Alro Metal Service Center,,FL,6200 Park of Commerce Blv,18.47,2002,33487
BUFFALO,0.22,2.77,Manufacturing,3462,Iron and Steel Forgings,"Fabricated Metal Products, Except Machinery And Transportation Equipment",General Motors Corporation,General Motors,NY,2995 RIVER RD,5.61,2002,14207
Louisville,2.32,6.55,"Transportation, Communications, Electric, Gas, And Sanitary Services",4215,"Courier Services, Except by Air",Motor Freight Transportation And Warehousing,United Parcel Service Inc OH,UPS,KY,2240 Outer Loop Bldg 5,8.1,2002,40219
Columbus,1.64,1.64,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Central Beverage Group Ltd,,OH,871 Michigan Ave,4.92,2002,43215
Vanceboro,0.2,0.41,Manufacturing,2611,Pulp Mills,Paper And Allied Products,Weyerhaeuser Company,New Bern Facility,NC,1785 Weyerhaeuser Rd,0.82,2002,28586
TEMPLE,1.66,3.42,Manufacturing,3086,Plastics Foam Products,Rubber And Miscellaneous Plastics Products,Pactiv Corporation,Pactiv Corporation,TX,3000 PEGASUS DR,5.08,2002,76501
Fort Lauderdale,2.46,12.95,Manufacturing,3732,Boat Building and Repairing,Transportation Equipment,Bradford Marine Inc,,FL,3051 W State Road 84,19.74,2002,33312
LYNCHBURG,0.77,3.86,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,HARRINGTON CORPORATION,HARCO,VA,3721 COHEN PL,15.45,2002,24501
RICHMOND,2.4,6.41,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Richmond Sanitary Service,Crockett Garbage Service,CA,3260 BLUME DR,13.63,2002,94806
Mount Sterling,4.39,5.27,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Dave Clinard Truck Service,Prospect Energy,IL,Highway 24 W,7.9,2002,62353
LOS ANGELES,1.13,6.82,Manufacturing,2512,"Wood Household Furniture, Upholstered",Furniture And Fixtures,A RUDIN INC,A RUDIN DESIGNS,CA,2914 E 46TH ST,6.82,2002,90058
Greensboro,0.0,0.0,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",C E Smith Co Inc,,NC,1001 Bitting St,7.67,2002,27403
Buena,0.0,0.0,Manufacturing,3231,"Glass Products, Made of Purchased Glass","Stone, Clay, Glass, And Concrete Products",Triton Associated Industries,,NJ,Brewster Rd,20.7,2002,8310
Fayetteville,1.66,3.0,Manufacturing,3625,Relays and Industrial Controls,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Cutler-Hammer Inc,Cutler Hammer,NC,2900 Doc Bennett Rd,3.66,2002,28306
KANSAS CITY,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4214,Local Trucking With Storage,Motor Freight Transportation And Warehousing,LANTER COMPANY,EMPIRE DIVISION,MO,4101 EMPIRE RD,1.9,2002,64120
VALENCIA,2.29,8.7,Manufacturing,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",Industrial And Commercial Machinery And Computer Equipment,GRUBER SYSTEMS INC,,CA,25636 AVENUE STANFORD,11.45,2002,91355
Baker,9.27,9.27,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Amfm of Hardy County Inc,E A Hawse Continuing Care Ctr,WV,259 RR 55,14.84,2002,26801
COLUMBUS,0.0,0.0,Manufacturing,2329,"Men's and Boys' Clothing, Not Elsewhere Classified",Apparel And Other Finished Products Made From Fabrics And Similar Materials,TUOHYS J SPTG GODS OF COLUMBUS,J TUOHYS APPAREL,MS,113 5TH ST S,0.0,2002,39701
WATERTOWN,0.0,0.0,Manufacturing,3993,Signs and Advertising Specialties,Miscellaneous Manufacturing Industries,ESCO MFG INC,,SD,2020 4TH AVE SW,3.73,2002,57201
LOS ANGELES,0.0,0.0,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,MANCHSTER MNOR CNVLESCENT HOSP,,CA,837 W MANCHESTER AVE,0.0,2002,90044
WINNSBORO,3.53,11.2,Manufacturing,3999,"Manufacturing Industries, Not Elsewhere Classified",Miscellaneous Manufacturing Industries,Ditto Group Inc,,TX,256 PR 8571,20.05,2002,75494
TAYLORSVILLE,4.55,4.55,Manufacturing,2426,Hardwood Dimension and Flooring Mills,"Lumber And Wood Products, Except Furniture",Hancock & Moore Inc,Hancock & Moore Plant II,NC,145 4TH AVE SW,13.66,2002,28681
Conover,0.0,4.08,Manufacturing,2299,"Textile goods, Not Elsewhere Classified",Textile Mill Products,Cameo Fibers Corp,,NC,1820 Evans Dr,11.66,2002,28613
Cincinnati,3.83,12.36,Manufacturing,3465,Automotive Stampings,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Feintool Cincinnati,,OH,11280 Cornell Park Dr,13.21,2002,45242
ALLENTOWN,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Glose Moving & Storage Inc,OBRIENS GLOSE MOVING & STORA,PA,7566 MORRIS CT STE 350,1.78,2002,18106
New York,8.11,8.11,Services,8051,Skilled Nursing Care Facilities,Health Services,Terence Cooke Heal Care Ctr,,NY,1249 5th Ave,8.34,2002,10029
Wayland,0.0,0.0,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Midway Die & Engineering Inc,,MI,844 S Main St,0.0,2002,49348
BREWER,3.69,6.85,Manufacturing,2621,Paper Mills,Paper And Allied Products,EASTERN FINE PAPER INC,,ME,517 S MAIN ST,12.65,2002,4412
WINSTON SALEM,1.13,1.69,Manufacturing,2515,"Mattresses, Foundations, and Convertible Beds",Furniture And Fixtures,Winstn-Slem Inds For Blind Inc,Winston-Salem Industries,NC,7730 N POINT BLVD,4.52,2002,27106
SALINAS,1.63,3.88,Manufacturing,2099,"Food Preparations, Not Elsewhere Classified",Food And Kindred Products,MCCORMICK & COMPANY INC,,CA,1311 SCHILLING PL,5.31,2002,93901
Scotts Valley,3.77,3.77,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Scarborough Lumber & Bldg Sup,Ace Hardware,CA,20 El Pueblo Rd,3.77,2002,95066
WILLIAMSBURG,0.0,3.57,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,GRAND TRAVERSE PLASTICS CORP,,MI,5780 MOORE RD,4.46,2002,49690
AMBOY,4.13,10.04,Manufacturing,2087,"Flavoring Extracts and Flavoring Syrups, Not Elsewhere Classified",Food And Kindred Products,Sensient Flavors Inc,,IL,25 E MAIN ST,16.53,2002,61310
BERTHOUD,1.12,6.19,Manufacturing,2451,Mobile Homes,"Lumber And Wood Products, Except Furniture",CHAMPION HOME BUILDERS CO,TITAN HOMES,CO,2221 CLAYTON LN,9.0,2002,80513
Cranford,0.0,8.08,"Transportation, Communications, Electric, Gas, And Sanitary Services",4491,Marine Cargo Handling,Water Transportation,M P Howlett Inc,,NJ,4 Commerce Dr. FL 2,16.17,2002,7016
NEW OXFORD,2.09,12.58,Manufacturing,2099,"Food Preparations, Not Elsewhere Classified",Food And Kindred Products,WINTER GARDENS QUALITY FOODS,NEWHART FOODS,PA,304 COMMERCE ST,18.17,2002,17350
Wayne,2.03,2.03,Services,8051,Skilled Nursing Care Facilities,Health Services,Regency Gardens Nursing Center,Regency Gardens,NJ,296 Hamburg Tpke,2.03,2002,7470
SAINT ANTHONY,0.61,3.08,Manufacturing,2511,"Wood Household Furniture, Except Upholstered",Furniture And Fixtures,WOODMASTER INC,,IN,5170 S 3RD ST,10.49,2002,47575
ELIZABETH,1.99,7.47,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,EAST COAST WAREHOUSE & DIST,,NJ,1140 POLARIS ST,13.46,2002,7201
AUBURNDALE,6.9,13.8,"Agriculture, Forestry, And Fishing",181,Ornamental Floriculture and Nursery Products,Agricultural Production Crops,POLK NURSERY CO INC,,FL,890 LAKE MYRTLE RD,20.71,2002,33823
Dyersburg,7.45,19.88,Services,8051,Skilled Nursing Care Facilities,Health Services,Oakwood Community Living Ctr,,TN,1636 Woodlawn Ave,22.36,2002,38024
Cranford,1.98,4.97,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Graber-Rogg Inc,,NJ,22 Jackson Dr,16.9,2002,7016
CHARLOTTE,0.16,1.95,Manufacturing,2051,"Bread and Other Bakery Products, Except Cookies and Crackers",Food And Kindred Products,INTERSTATE BRANDS CORPORATION,MERITA/COTTON DIVISION,NC,301 S I 85,2.11,2002,28208
Chelsea,3.42,5.14,Wholesale Trade,5143,"Dairy Products, Except Dried or Canned",Wholesale Trade-non-durable Goods,Rosev Dairy Foods Inc,Rosev Dairy,MA,220 2nd Street,5.14,2002,2150
New Athens,11.18,11.18,Manufacturing,3321,Gray and Ductile Iron Foundries,Primary Metal Industries,Wirco Casting Inc,,IL,8801 New Athens Darmstadt,13.98,2002,62264
