Avg Temp,Avg Wind,City,Code,Day,Full,High Gust,High Wind,Location,Max Temp,Min Temp,Month,Precipitation,State,Year
48.0,8.0,Paducah,CGI,13,04-13-2016,22.0,16.0,"Paducah, KY",61.0,35.0,4,0.0,Kentucky,2016
58.0,6.0,Morristown/Knoxville,CHA,13,04-13-2016,23.0,18.0,"Morristown/Knoxville, TN",69.0,47.0,4,0.04,Tennessee,2016
66.0,3.0,Charleston,CHS,13,04-13-2016,13.0,10.0,"Charleston, SC",72.0,59.0,4,0.03,South Carolina,2016
48.0,11.0,Topeka,CNK,13,04-13-2016,27.0,22.0,"Topeka, KS",66.0,30.0,4,0.0,Kansas,2016
52.0,6.0,Wichita,CNU,13,04-13-2016,17.0,14.0,"Wichita, KS",64.0,39.0,4,0.0,Kansas,2016
77.0,10.0,Corpus Christi,CRP,13,04-13-2016,25.0,21.0,"Corpus Christi, TX",81.0,73.0,4,0.04,Texas,2016
67.0,3.0,Columbia,CUB,13,04-13-2016,17.0,12.0,"Columbia, SC",72.0,61.0,4,0.23,South Carolina,2016
43.0,7.0,Wilmington,CVG,13,04-13-2016,18.0,15.0,"Wilmington, OH",53.0,33.0,4,0.0,Ohio,2016
51.0,11.0,Riverton,CYS,13,04-13-2016,31.0,23.0,"Riverton, WY",66.0,35.0,4,0.74,Wyoming,2016
53.0,6.0,San Diego,CZZ,13,04-13-2016,24.0,20.0,"San Diego, CA",68.0,37.0,4,0.0,California,2016
71.0,4.0,Melbourne,DAB,13,04-13-2016,18.0,14.0,"Melbourne, FL",85.0,57.0,4,0.0,Florida,2016
67.0,11.0,Las Vegas,DAG,13,04-13-2016,26.0,20.0,"Las Vegas, NV",81.0,52.0,4,0.0,Nevada,2016
58.0,15.0,Baltimore/Washington,DCA,13,04-13-2016,33.0,26.0,"Baltimore/Washington, VA",68.0,48.0,4,0.05,Virginia,2016
54.0,8.0,Grand Junction,DEN,13,04-13-2016,44.0,35.0,"Grand Junction, CO",71.0,36.0,4,0.01,Colorado,2016
54.0,8.0,Grand Junction,DEN,13,04-13-2016,44.0,35.0,"Grand Junction, CO",71.0,36.0,4,0.01,Colorado,2016
65.0,10.0,Fort Worth/Dallas,DFW,13,04-13-2016,24.0,18.0,"Fort Worth/Dallas, TX",71.0,58.0,4,0.02,Texas,2016
50.0,11.0,Dodge City,DGC,13,04-13-2016,27.0,22.0,"Dodge City, KS",63.0,36.0,4,0.0,Kansas,2016
46.0,7.0,Des Moines,DSM,13,04-13-2016,22.0,18.0,"Des Moines, IA",61.0,30.0,4,0.0,Iowa,2016
41.0,8.0,Detroit/Pontiac,DTW,13,04-13-2016,23.0,17.0,"Detroit/Pontiac, MI",50.0,32.0,4,0.0,Michigan,2016
56.0,4.0,Portland,EKA,13,04-13-2016,13.0,12.0,"Portland, OR",61.0,50.0,4,0.01,Oregon,2016
58.0,8.0,El Paso,ELP,13,04-13-2016,30.0,21.0,"El Paso, TX",67.0,49.0,4,0.38,Texas,2016
48.0,8.0,Elko,ELY,13,04-13-2016,25.0,20.0,"Elko, NV",65.0,31.0,4,0.0,Nevada,2016
41.0,0.0,Fairbanks,FAI,13,04-13-2016,23.0,0.0,"Fairbanks, AK",50.0,31.0,4,0.0,Alaska,2016
64.0,8.0,San Joaquin Valley/Hanford,FAT,13,04-13-2016,21.0,17.0,"San Joaquin Valley/Hanford, CA",75.0,53.0,4,0.0,California,2016
34.0,12.451612903225808,Grand Forks,FGF,13,04-13-2016,29.483870967741936,23.096774193548388,"Grand Forks, ND",48.0,20.0,4,0.0,North Dakota,2016
34.0,4.516129032258065,Grand Forks,FGF,13,04-13-2016,17.096774193548388,12.903225806451614,"Grand Forks, ND",48.0,20.0,4,0.0,North Dakota,2016
42.0,3.0,Flagstaff,FLG,13,04-13-2016,20.0,17.0,"Flagstaff, AZ",55.0,29.0,4,0.02,Arizona,2016
45.0,16.0,Sioux Falls,FSD,13,04-13-2016,43.0,32.0,"Sioux Falls, SD",68.0,21.0,4,0.0,South Dakota,2016
45.0,16.0,Sioux Falls,FSD,13,04-13-2016,43.0,32.0,"Sioux Falls, SD",68.0,21.0,4,0.0,South Dakota,2016
45.0,16.0,Sioux Falls,FSD,13,04-13-2016,43.0,32.0,"Sioux Falls, SD",68.0,21.0,4,0.0,South Dakota,2016
41.0,5.0,Northern Indiana,FWA,13,04-13-2016,24.0,15.0,"Northern Indiana, IN",51.0,31.0,4,0.0,Indiana,2016
54.0,10.0,Glasgow,GGW,13,04-13-2016,28.0,21.0,"Glasgow, MT",72.0,35.0,4,0.0,Montana,2016
56.0,9.0,Salt Lake City,GJT,13,04-13-2016,27.0,22.0,"Salt Lake City, UT",69.0,43.0,4,0.0,Utah,2016
51.0,17.0,Hastings,GLD,13,04-13-2016,35.0,29.0,"Hastings, NE",65.0,37.0,4,0.0,Nebraska,2016
70.0,6.0,Jacksonville,GNV,13,04-13-2016,24.0,20.0,"Jacksonville, FL",84.0,56.0,4,0.02,Florida,2016
43.0,5.0,Missoula,GPI,13,04-13-2016,24.0,20.0,"Missoula, MT",53.0,33.0,4,0.02,Montana,2016
39.0,7.0,Grand Rapids,GRR,13,04-13-2016,28.0,16.0,"Grand Rapids, MI",48.0,30.0,4,0.0,Michigan,2016
71.0,7.0,Houston/Galveston,HOU,13,04-13-2016,23.0,20.0,"Houston/Galveston, TX",76.0,66.0,4,0.01,Texas,2016
61.0,6.0,Newport/Morehead City,HSE,13,04-13-2016,27.0,17.0,"Newport/Morehead City, NC",67.0,55.0,4,0.16,North Carolina,2016
59.0,8.0,Huntsville,HSV,13,04-13-2016,20.0,17.0,"Huntsville, AL",68.0,49.0,4,3.57,Alabama,2016
65.0,4.0,Wilmington,ILM,13,04-13-2016,13.0,10.0,"Wilmington, NC",70.0,59.0,4,0.13,North Carolina,2016
43.0,7.0,Indianapolis,IND,13,04-13-2016,22.0,17.0,"Indianapolis, IN",53.0,32.0,4,0.0,Indiana,2016
28.0,3.0,Minneapolis/Twin Cities,INL,13,04-13-2016,19.0,13.0,"Minneapolis/Twin Cities, MN",47.0,9.0,4,0.0,Minnesota,2016
28.0,3.0,Minneapolis/Twin Cities,INL,13,04-13-2016,19.0,13.0,"Minneapolis/Twin Cities, MN",47.0,9.0,4,0.0,Minnesota,2016
63.0,6.0,Jackson,JAN,13,04-13-2016,18.0,14.0,"Jackson, MS",69.0,57.0,4,0.15,Mississippi,2016
71.0,5.0,Tampa,JAX,13,04-13-2016,22.0,17.0,"Tampa, FL",83.0,58.0,4,1.7,Florida,2016
51.0,3.0,Charleston,JKL,13,04-13-2016,22.0,15.0,"Charleston, WV",60.0,42.0,4,0.09,West Virginia,2016
0.0,0.0,Juneau,JNU,13,04-13-2016,0.0,0.0,"Juneau, AK",0.0,0.0,4,0.0,Alaska,2016
48.0,7.0,Lubbock,LBB,13,04-13-2016,17.0,14.0,"Lubbock, TX",53.0,43.0,4,0.31,Texas,2016
53.0,13.0,Cheyenne,LBF,13,04-13-2016,37.0,28.0,"Cheyenne, WY",72.0,34.0,4,0.0,Wyoming,2016
73.0,8.0,Lake Charles,LCH,13,04-13-2016,23.0,18.0,"Lake Charles, LA",79.0,66.0,4,0.02,Louisiana,2016
58.0,10.0,North Little Rock,LIT,13,04-13-2016,27.0,22.0,"North Little Rock, AR",65.0,50.0,4,0.0,Arkansas,2016
41.0,12.0,Davenport/Quad Cities,LOT,13,04-13-2016,39.0,25.0,"Davenport/Quad Cities, IA",51.0,30.0,4,0.0,Iowa,2016
52.0,8.0,Jackson,LOZ,13,04-13-2016,20.0,15.0,"Jackson, KY",61.0,42.0,4,0.12,Kentucky,2016
57.0,5.222222222222222,Shreveport,LZK,13,04-13-2016,16.88888888888889,11.333333333333332,"Shreveport, LA",65.0,49.0,4,0.0,Louisiana,2016
53.0,11.0,Midland/Odessa,MAF,13,04-13-2016,27.0,24.0,"Midland/Odessa, TX",55.0,50.0,4,0.14,Texas,2016
48.0,7.0,Kansas City/Pleasant Hill,MCI,13,04-13-2016,20.0,17.0,"Kansas City/Pleasant Hill, MO",62.0,33.0,4,0.0,Missouri,2016
53.0,11.0,State College,MDT,13,04-13-2016,35.0,24.0,"State College, PA",67.0,38.0,4,0.05,Pennsylvania,2016
58.0,11.0,Memphis,MEM,13,04-13-2016,30.0,23.0,"Memphis, TN",67.0,49.0,4,0.0,Tennessee,2016
76.0,7.0,Miami,MIA,13,04-13-2016,22.0,14.0,"Miami, FL",84.0,68.0,4,0.0,Florida,2016
66.0,5.0,Mobile/Pensacola,MOB,13,04-13-2016,22.0,16.0,"Mobile/Pensacola, AL",70.0,62.0,4,0.13,Alabama,2016
29.0,5.451612903225807,Green Bay,MQT,13,04-13-2016,18.0,14.774193548387098,"Green Bay, WI",36.0,22.0,4,1.21,Wisconsin,2016
29.0,11.870967741935484,Green Bay,MQT,13,04-13-2016,18.0,23.870967741935484,"Green Bay, WI",36.0,22.0,4,1.21,Wisconsin,2016
50.0,6.0,Spokane,MSO,13,04-13-2016,33.0,25.0,"Spokane, WA",61.0,38.0,4,0.5,Washington,2016
79.0,6.0,Key West,MTH,13,04-13-2016,19.0,12.0,"Key West, FL",83.0,74.0,4,0.0,Florida,2016
52.0,5.0,New York/Upton,NYC,13,04-13-2016,30.0,21.0,"New York/Upton, NY",59.0,45.0,4,0.2,New York,2016
57.0,7.0,Norman/Oklahoma City,OKC,13,04-13-2016,21.0,17.0,"Norman/Oklahoma City, OK",68.0,45.0,4,0.0,Oklahoma,2016
47.0,13.0,Omaha/Valley,OMA,13,04-13-2016,29.0,24.0,"Omaha/Valley, NE",67.0,26.0,4,0.0,Nebraska,2016
39.0,8.0,Milwaukee/Sullivan,ORD,13,04-13-2016,19.0,15.0,"Milwaukee/Sullivan, WI",47.0,30.0,4,0.0,Wisconsin,2016
39.0,8.0,Milwaukee/Sullivan,ORD,13,04-13-2016,19.0,15.0,"Milwaukee/Sullivan, WI",47.0,30.0,4,0.0,Wisconsin,2016
71.0,3.0,Phoenix,PHX,13,04-13-2016,22.0,16.0,"Phoenix, AZ",82.0,59.0,4,0.0,Arizona,2016
44.0,4.0,Lincoln,PIA,13,04-13-2016,19.0,10.0,"Lincoln, IL",56.0,31.0,4,0.0,Illinois,2016
43.0,11.0,Pittsburgh,PIT,13,04-13-2016,26.0,22.0,"Pittsburgh, PA",50.0,36.0,4,0.02,Pennsylvania,2016
62.0,5.0,Pendleton,PSC,13,04-13-2016,28.0,23.0,"Pendleton, OR",71.0,53.0,4,0.05,Oregon,2016
54.0,6.0,Goodland,PUB,13,04-13-2016,23.0,20.0,"Goodland, KS",71.0,37.0,4,0.0,Kansas,2016
42.0,7.0,Gray/Portland,PWM,13,04-13-2016,26.0,21.0,"Gray/Portland, ME",52.0,32.0,4,0.25,Maine,2016
61.0,0.0,Sacramento,RDD,13,04-13-2016,16.0,13.0,"Sacramento, CA",69.0,53.0,4,0.02,California,2016
61.0,0.0,Sacramento,RDD,13,04-13-2016,16.0,13.0,"Sacramento, CA",69.0,53.0,4,0.02,California,2016
60.0,8.0,Raleigh,RDU,13,04-13-2016,28.0,18.0,"Raleigh, NC",64.0,55.0,4,0.85,North Carolina,2016
56.0,10.0,Wakefield,RIC,13,04-13-2016,25.0,21.0,"Wakefield, VA",64.0,47.0,4,0.19,Virginia,2016
49.0,5.0,Blacksburg,RNK,13,04-13-2016,21.0,14.0,"Blacksburg, VA",61.0,36.0,4,0.01,Virginia,2016
55.0,7.0,Reno,RNO,13,04-13-2016,32.0,25.0,"Reno, NV",66.0,44.0,4,0.26,Nevada,2016
37.0,9.0,La Crosse,RST,13,04-13-2016,24.0,18.0,"La Crosse, WI",52.0,21.0,4,0.0,Wisconsin,2016
37.0,9.0,La Crosse,RST,13,04-13-2016,24.0,18.0,"La Crosse, WI",52.0,21.0,4,0.0,Wisconsin,2016
48.0,7.0,Louisville,SDF,13,04-13-2016,23.0,17.0,"Louisville, KY",58.0,37.0,4,0.0,Kentucky,2016
51.0,9.0,Seattle,SEA,13,04-13-2016,28.0,21.0,"Seattle, WA",57.0,44.0,4,0.32,Washington,2016
50.0,6.0,Springfield,SGF,13,04-13-2016,20.0,15.0,"Springfield, MO",63.0,36.0,4,0.0,Missouri,2016
80.0,3.0,San Juan,SJU,13,04-13-2016,18.0,15.0,"San Juan, PR",85.0,75.0,4,0.31,Puerto Rico,2016
48.0,5.0,St. Louis,STL,13,04-13-2016,17.0,14.0,"St. Louis, MO",58.0,37.0,4,0.0,Missouri,2016
59.0,4.0,San Francisco Bay Area/Monterey,STS,13,04-13-2016,20.0,15.0,"San Francisco Bay Area/Monterey, CA",69.0,48.0,4,0.0,California,2016
73.0,6.0,Tallahassee,TLH,13,04-13-2016,24.0,18.0,"Tallahassee, FL",84.0,61.0,4,0.02,Florida,2016
41.0,8.0,Cleveland,TOL,13,04-13-2016,24.0,18.0,"Cleveland, OH",50.0,31.0,4,0.0,Ohio,2016
57.0,5.0,Tulsa,TUL,13,04-13-2016,16.0,12.0,"Tulsa, OK",70.0,43.0,4,0.0,Oklahoma,2016
67.0,5.0,Tucson,TUS,13,04-13-2016,19.0,15.0,"Tucson, AZ",77.0,57.0,4,0.01,Arizona,2016
54.0,15.0,Rapid City,UNR,13,04-13-2016,29.0,26.0,"Rapid City, SD",76.0,32.0,4,0.0,South Dakota,2016
54.0,16.0,Rapid City,UNR,13,04-13-2016,29.0,33.0,"Rapid City, SD",76.0,32.0,4,0.0,South Dakota,2016
45.0,11.0,Medford,AAT,14,04-14-2016,35.0,29.0,"Medford, OR",54.0,36.0,4,0.03,Oregon,2016
44.0,3.0,Mount Holly/Philadelphia,ABE,14,04-14-2016,22.0,14.0,"Mount Holly/Philadelphia, NJ",58.0,30.0,4,0.0,New Jersey,2016
61.0,5.0,San Angelo,ABI,14,04-14-2016,13.0,12.0,"San Angelo, TX",68.0,53.0,4,0.01,Texas,2016
56.0,4.0,Albuquerque,ABQ,14,04-14-2016,18.0,15.0,"Albuquerque, NM",71.0,40.0,4,0.0,New Mexico,2016
50.0,9.0,Aberdeen,ABR,14,04-14-2016,20.0,15.0,"Aberdeen, SD",73.0,27.0,4,0.0,South Dakota,2016
59.0,8.0,Denver/Boulder,AKO,14,04-14-2016,25.0,21.0,"Denver/Boulder, CO",74.0,43.0,4,0.0,Colorado,2016
42.0,7.0,Albany,ALB,14,04-14-2016,26.0,16.0,"Albany, NY",53.0,31.0,4,0.0,New York,2016
45.0,5.0,Pueblo,ALS,14,04-14-2016,34.0,25.0,"Pueblo, CO",65.0,25.0,4,0.0,Colorado,2016
56.0,11.0,Amarillo,AMA,14,04-14-2016,24.0,18.0,"Amarillo, TX",72.0,40.0,4,0.0,Texas,2016
58.0,4.0,Birmingham,ANB,14,04-14-2016,15.0,12.0,"Birmingham, AL",69.0,47.0,4,0.2,Alabama,2016
46.0,8.0,Anchorage,ANC,14,04-14-2016,40.0,14.0,"Anchorage, AK",53.0,39.0,4,0.23,Alaska,2016
35.0,5.0,Marquette,ANJ,14,04-14-2016,17.0,13.0,"Marquette, MI",45.0,24.0,4,0.0,Michigan,2016
35.0,5.0,Marquette,ANJ,14,04-14-2016,17.0,13.0,"Marquette, MI",45.0,24.0,4,0.0,Michigan,2016
32.0,5.0,Gaylord,APN,14,04-14-2016,18.0,16.0,"Gaylord, MI",41.0,22.0,4,0.0,Michigan,2016
47.0,8.0,Chicago,ARR,14,04-14-2016,28.0,17.0,"Chicago, IL",61.0,32.0,4,0.0,Illinois,2016
58.0,10.0,Peachtree City/Atlanta,ATL,14,04-14-2016,26.0,22.0,"Peachtree City/Atlanta, GA",64.0,52.0,4,4.44,Georgia,2016
65.0,8.0,Austin/San Antonio,AUS,14,04-14-2016,20.0,16.0,"Austin/San Antonio, TX",72.0,57.0,4,0.4,Texas,2016
59.0,9.0,North Platte,BBW,14,04-14-2016,28.0,23.0,"North Platte, NE",80.0,38.0,4,0.0,Nebraska,2016
37.0,6.0,Binghamton,BGM,14,04-14-2016,19.0,15.0,"Binghamton, NY",47.0,27.0,4,0.0,New York,2016
39.0,8.0,Caribou,BGR,14,04-14-2016,26.0,21.0,"Caribou, ME",50.0,27.0,4,0.0,Maine,2016
57.0,11.0,Billings,BIL,14,04-14-2016,45.0,36.0,"Billings, MT",70.0,43.0,4,0.49,Montana,2016
48.0,10.0,Bismarck,BIS,14,04-14-2016,31.0,26.0,"Bismarck, ND",74.0,22.0,4,0.01,North Dakota,2016
46.0,7.0,Boise,BKE,14,04-14-2016,23.0,18.0,"Boise, ID",56.0,35.0,4,0.09,Idaho,2016
56.0,3.0,Nashville,BNA,14,04-14-2016,14.0,10.0,"Nashville, TN",70.0,41.0,4,0.0,Tennessee,2016
44.0,10.0,Boston,BOS,14,04-14-2016,22.0,17.0,"Boston, MD",50.0,38.0,4,0.0,Massachusetts,2016
73.0,6.0,Brownsville,BRO,14,04-14-2016,22.0,17.0,"Brownsville, TX",78.0,68.0,4,0.1,Texas,2016
70.0,6.0,New Orleans/Baton Rouge,BTR,14,04-14-2016,26.0,23.0,"New Orleans/Baton Rouge, LA",76.0,63.0,4,1.54,Louisiana,2016
40.0,8.0,Burlington,BTV,14,04-14-2016,19.0,16.0,"Burlington, VT",47.0,32.0,4,0.0,Vermont,2016
38.0,5.0,Buffalo,BUF,14,04-14-2016,19.0,16.0,"Buffalo, NY",48.0,27.0,4,0.0,New York,2016
64.0,5.0,Los Angeles/Oxnard,BUR,14,04-14-2016,26.5,13.0,"Los Angeles/Oxnard, CA",72.0,55.0,4,0.0,California,2016
51.0,8.0,Pocatello,BYI,14,04-14-2016,34.0,24.0,"Pocatello, ID",59.0,42.0,4,0.02,Idaho,2016
47.0,6.0,Great Falls,BZN,14,04-14-2016,44.0,37.0,"Great Falls, MT",56.0,38.0,4,0.19,Montana,2016
64.0,8.0,Greenville-Spartanburg,CAE,14,04-14-2016,26.0,20.0,"Greenville-Spartanburg, SC",72.0,56.0,4,0.0,South Carolina,2016
51.0,12.0,Eureka,CEC,14,04-14-2016,56.0,46.0,"Eureka, CA",58.0,44.0,4,0.41,California,2016
53.0,5.0,Paducah,CGI,14,04-14-2016,16.0,12.0,"Paducah, KY",68.0,37.0,4,0.0,Kentucky,2016
58.0,5.0,Morristown/Knoxville,CHA,14,04-14-2016,18.0,13.0,"Morristown/Knoxville, TN",70.0,45.0,4,0.02,Tennessee,2016
65.0,8.0,Charleston,CHS,14,04-14-2016,21.0,18.0,"Charleston, SC",72.0,58.0,4,0.01,South Carolina,2016
59.0,12.0,Topeka,CNK,14,04-14-2016,26.0,21.0,"Topeka, KS",74.0,44.0,4,0.0,Kansas,2016
52.0,6.0,Wichita,CNU,14,04-14-2016,21.0,15.0,"Wichita, KS",65.0,39.0,4,0.0,Kansas,2016
75.0,11.0,Corpus Christi,CRP,14,04-14-2016,28.0,18.0,"Corpus Christi, TX",81.0,68.0,4,0.24,Texas,2016
64.0,3.0,Columbia,CUB,14,04-14-2016,24.0,13.0,"Columbia, SC",72.0,55.0,4,0.0,South Carolina,2016
49.0,8.0,Wilmington,CVG,14,04-14-2016,28.0,18.0,"Wilmington, OH",60.0,37.0,4,0.0,Ohio,2016
54.0,9.0,Riverton,CYS,14,04-14-2016,27.0,23.0,"Riverton, WY",68.0,40.0,4,1.62,Wyoming,2016
58.0,6.0,San Diego,CZZ,14,04-14-2016,23.0,18.0,"San Diego, CA",72.0,43.0,4,0.0,California,2016
72.0,8.0,Melbourne,DAB,14,04-14-2016,24.0,20.0,"Melbourne, FL",81.0,63.0,4,0.54,Florida,2016
73.0,18.0,Las Vegas,DAG,14,04-14-2016,43.0,36.0,"Las Vegas, NV",84.0,61.0,4,0.0,Nevada,2016
51.0,6.0,Baltimore/Washington,DCA,14,04-14-2016,22.0,17.0,"Baltimore/Washington, VA",59.0,43.0,4,0.0,Virginia,2016
57.0,9.0,Grand Junction,DEN,14,04-14-2016,28.0,23.0,"Grand Junction, CO",72.0,41.0,4,0.0,Colorado,2016
57.0,9.0,Grand Junction,DEN,14,04-14-2016,28.0,23.0,"Grand Junction, CO",72.0,41.0,4,0.0,Colorado,2016
58.0,8.0,Fort Worth/Dallas,DFW,14,04-14-2016,19.0,16.0,"Fort Worth/Dallas, TX",62.0,54.0,4,0.01,Texas,2016
56.0,12.0,Dodge City,DGC,14,04-14-2016,27.0,23.0,"Dodge City, KS",71.0,40.0,4,0.0,Kansas,2016
56.0,12.0,Des Moines,DSM,14,04-14-2016,26.0,20.0,"Des Moines, IA",72.0,40.0,4,0.0,Iowa,2016
42.0,5.0,Detroit/Pontiac,DTW,14,04-14-2016,18.0,14.0,"Detroit/Pontiac, MI",50.0,34.0,4,0.0,Michigan,2016
56.0,6.0,Portland,EKA,14,04-14-2016,38.0,23.0,"Portland, OR",67.0,44.0,4,0.48,Oregon,2016
60.0,3.0,El Paso,ELP,14,04-14-2016,16.0,13.0,"El Paso, TX",78.0,42.0,4,0.0,Texas,2016
49.0,7.0,Elko,ELY,14,04-14-2016,33.0,26.0,"Elko, NV",58.0,39.0,4,0.02,Nevada,2016
36.0,0.0,Fairbanks,FAI,14,04-14-2016,20.0,0.0,"Fairbanks, AK",45.0,27.0,4,0.0,Alaska,2016
62.0,8.0,San Joaquin Valley/Hanford,FAT,14,04-14-2016,20.0,15.0,"San Joaquin Valley/Hanford, CA",73.0,51.0,4,0.0,California,2016
48.0,12.564516129032258,Grand Forks,FGF,14,04-14-2016,29.85483870967742,23.370967741935488,"Grand Forks, ND",67.0,28.0,4,0.0,North Dakota,2016
48.0,4.645161290322581,Grand Forks,FGF,14,04-14-2016,17.370967741935488,13.129032258064516,"Grand Forks, ND",67.0,28.0,4,0.0,North Dakota,2016
46.0,5.0,Flagstaff,FLG,14,04-14-2016,25.0,20.0,"Flagstaff, AZ",62.0,30.0,4,0.0,Arizona,2016
62.0,9.0,Sioux Falls,FSD,14,04-14-2016,29.0,22.0,"Sioux Falls, SD",76.0,47.0,4,0.0,South Dakota,2016
62.0,9.0,Sioux Falls,FSD,14,04-14-2016,29.0,22.0,"Sioux Falls, SD",76.0,47.0,4,0.0,South Dakota,2016
62.0,9.0,Sioux Falls,FSD,14,04-14-2016,29.0,22.0,"Sioux Falls, SD",76.0,47.0,4,0.0,South Dakota,2016
43.0,8.0,Northern Indiana,FWA,14,04-14-2016,24.0,17.0,"Northern Indiana, IN",56.0,30.0,4,0.0,Indiana,2016
51.0,10.0,Glasgow,GGW,14,04-14-2016,35.0,29.0,"Glasgow, MT",63.0,39.0,4,0.9,Montana,2016
56.0,7.0,Salt Lake City,GJT,14,04-14-2016,18.0,15.0,"Salt Lake City, UT",71.0,41.0,4,0.0,Utah,2016
54.0,8.0,Hastings,GLD,14,04-14-2016,22.0,16.0,"Hastings, NE",74.0,33.0,4,0.0,Nebraska,2016
70.0,6.0,Jacksonville,GNV,14,04-14-2016,24.0,18.0,"Jacksonville, FL",80.0,59.0,4,0.33,Florida,2016
43.0,5.0,Missoula,GPI,14,04-14-2016,21.0,17.0,"Missoula, MT",53.0,33.0,4,0.06,Montana,2016
43.0,4.0,Grand Rapids,GRR,14,04-14-2016,20.0,17.0,"Grand Rapids, MI",54.0,32.0,4,1.09,Michigan,2016
67.0,7.0,Houston/Galveston,HOU,14,04-14-2016,23.0,21.0,"Houston/Galveston, TX",72.0,62.0,4,0.63,Texas,2016
55.0,13.0,Newport/Morehead City,HSE,14,04-14-2016,33.0,20.0,"Newport/Morehead City, NC",59.0,50.0,4,0.0,North Carolina,2016
56.0,5.0,Huntsville,HSV,14,04-14-2016,22.0,17.0,"Huntsville, AL",70.0,42.0,4,0.2,Alabama,2016
62.0,11.0,Wilmington,ILM,14,04-14-2016,24.0,17.0,"Wilmington, NC",72.0,51.0,4,0.01,North Carolina,2016
48.0,9.0,Indianapolis,IND,14,04-14-2016,18.0,16.0,"Indianapolis, IN",59.0,37.0,4,0.0,Indiana,2016
41.0,6.0,Minneapolis/Twin Cities,INL,14,04-14-2016,17.0,14.0,"Minneapolis/Twin Cities, MN",58.0,24.0,4,0.0,Minnesota,2016
41.0,6.0,Minneapolis/Twin Cities,INL,14,04-14-2016,17.0,14.0,"Minneapolis/Twin Cities, MN",58.0,24.0,4,0.0,Minnesota,2016
63.0,5.0,Jackson,JAN,14,04-14-2016,20.0,16.0,"Jackson, MS",70.0,55.0,4,0.24,Mississippi,2016
68.0,10.0,Tampa,JAX,14,04-14-2016,27.0,20.0,"Tampa, FL",74.0,61.0,4,0.0,Florida,2016
54.0,4.0,Charleston,JKL,14,04-14-2016,14.0,10.0,"Charleston, WV",71.0,37.0,4,0.0,West Virginia,2016
0.0,0.0,Juneau,JNU,14,04-14-2016,0.0,0.0,"Juneau, AK",0.0,0.0,4,0.0,Alaska,2016
61.0,5.0,Lubbock,LBB,14,04-14-2016,15.0,13.0,"Lubbock, TX",71.0,50.0,4,0.05,Texas,2016
57.0,7.0,Cheyenne,LBF,14,04-14-2016,26.0,21.0,"Cheyenne, WY",79.0,35.0,4,0.0,Wyoming,2016
70.0,7.0,Lake Charles,LCH,14,04-14-2016,34.0,26.0,"Lake Charles, LA",77.0,63.0,4,1.58,Louisiana,2016
57.0,5.0,North Little Rock,LIT,14,04-14-2016,18.0,16.0,"North Little Rock, AR",64.0,49.0,4,0.03,Arkansas,2016
47.0,12.0,Davenport/Quad Cities,LOT,14,04-14-2016,39.0,25.0,"Davenport/Quad Cities, IA",59.0,34.0,4,0.0,Iowa,2016
0.0,0.0,Jackson,LOZ,14,04-14-2016,0.0,0.0,"Jackson, KY",0.0,0.0,4,0.0,Kentucky,2016
57.0,5.277777777777778,Shreveport,LZK,14,04-14-2016,17.11111111111111,11.166666666666666,"Shreveport, LA",64.0,49.0,4,0.06,Louisiana,2016
63.0,5.0,Midland/Odessa,MAF,14,04-14-2016,17.0,14.0,"Midland/Odessa, TX",75.0,51.0,4,0.0,Texas,2016
55.0,8.0,Kansas City/Pleasant Hill,MCI,14,04-14-2016,22.0,17.0,"Kansas City/Pleasant Hill, MO",72.0,38.0,4,0.0,Missouri,2016
46.0,4.0,State College,MDT,14,04-14-2016,13.0,9.0,"State College, PA",57.0,34.0,4,0.0,Pennsylvania,2016
58.0,5.0,Memphis,MEM,14,04-14-2016,17.0,13.0,"Memphis, TN",65.0,50.0,4,0.02,Tennessee,2016
77.0,6.0,Miami,MIA,14,04-14-2016,22.0,15.0,"Miami, FL",84.0,69.0,4,0.0,Florida,2016
64.0,5.0,Mobile/Pensacola,MOB,14,04-14-2016,18.0,15.0,"Mobile/Pensacola, AL",67.0,60.0,4,0.66,Alabama,2016
33.0,5.564516129032258,Green Bay,MQT,14,04-14-2016,20.0,14.967741935483872,"Green Bay, WI",38.0,27.0,4,0.02,Wisconsin,2016
33.0,11.838709677419354,Green Bay,MQT,14,04-14-2016,20.0,23.838709677419356,"Green Bay, WI",38.0,27.0,4,0.02,Wisconsin,2016
48.0,8.0,Spokane,MSO,14,04-14-2016,27.0,21.0,"Spokane, WA",58.0,38.0,4,0.02,Washington,2016
79.0,5.0,Key West,MTH,14,04-14-2016,14.0,10.0,"Key West, FL",84.0,73.0,4,0.0,Florida,2016
49.0,5.0,New York/Upton,NYC,14,04-14-2016,25.0,16.0,"New York/Upton, NY",58.0,40.0,4,0.0,New York,2016
58.0,6.0,Norman/Oklahoma City,OKC,14,04-14-2016,20.0,17.0,"Norman/Oklahoma City, OK",64.0,51.0,4,0.31,Oklahoma,2016
61.0,13.0,Omaha/Valley,OMA,14,04-14-2016,28.0,23.0,"Omaha/Valley, NE",77.0,45.0,4,0.0,Nebraska,2016
45.0,7.0,Milwaukee/Sullivan,ORD,14,04-14-2016,21.0,17.0,"Milwaukee/Sullivan, WI",56.0,34.0,4,0.0,Wisconsin,2016
